epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,60.5677,2.71917,2.96178,1.61616,0.57617,0.21293,0.15544,0.06258,2.66444,3.08903,1.32386,0.00331884,0.00331884,0.0701304
2,103.994,2.60247,2.08741,1.33522,0.56882,0.08724,0.06468,0.02086,2.72781,2.82459,1.41708,0.00665207,0.00665207,0.0401303
3,149.99,2.77755,2.23138,1.39491,0.70792,0.05323,0.03554,0.01114,3.30564,21.032,1.80357,0.0099849,0.0099849,0.0101298
4,193.917,2.83807,2.28954,1.46166,0.51564,0.16999,0.11297,0.03794,2.81396,3.30886,1.47889,0.00999863,0.00999863,0.00999863
5,231.762,2.73842,2.16067,1.40983,0.31656,0.18461,0.1658,0.05682,2.74489,2.7353,1.41341,0.00999756,0.00999756,0.00999756
6,269.853,2.65865,2.06012,1.36969,0.25746,0.18181,0.13642,0.04372,2.69604,2.0743,1.33669,0.00999618,0.00999618,0.00999618
7,310.756,2.60317,1.98341,1.33331,0.54625,0.24284,0.22744,0.08439,2.5622,2.04121,1.29892,0.0099945,0.0099945,0.0099945
8,350.678,2.57409,1.96665,1.32483,0.33435,0.2729,0.22148,0.08832,2.5551,2.38082,1.26967,0.00999252,0.00999252,0.00999252
9,391.283,2.53395,1.90332,1.30745,0.64465,0.21762,0.21754,0.08707,2.59351,2.15363,1.28029,0.00999023,0.00999023,0.00999023
10,428.529,2.51918,1.87811,1.28494,0.46805,0.25988,0.26777,0.11144,2.49112,1.73604,1.26403,0.00998764,0.00998764,0.00998764
11,470.369,2.44691,1.82029,1.27729,0.38133,0.28767,0.24633,0.09956,2.55675,2.24418,1.26533,0.00998474,0.00998474,0.00998474
12,510.483,2.45355,1.79991,1.26764,0.38072,0.30133,0.26895,0.1144,2.4529,1.92873,1.22291,0.00998154,0.00998154,0.00998154
13,551.871,2.45085,1.79513,1.26734,0.40665,0.31757,0.30609,0.136,2.41154,1.88766,1.21962,0.00997803,0.00997803,0.00997803
