epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2
1,252.884,2.86926,3.69641,1.71621,2.83365,4.52034,1.97839,0,0.589918,0.165094,0.134832,0.0478607,nan,nan,nan,nan,nan,nan,nan,0.00332607,0.00332607,0.0700654
2,441.996,2.72534,2.60675,1.44565,2.71706,4.47618,1.89801,0,0.589716,0.20328,0.163382,0.0618673,nan,nan,nan,nan,nan,nan,nan,0.00664292,0.00664292,0.0400489
3,640.063,2.67766,2.41707,1.38688,2.63364,4.42644,1.80976,3e-05,0.254019,0.211163,0.177829,0.0705127,nan,nan,nan,nan,nan,nan,nan,0.00994327,0.00994327,0.0100159
4,833.173,2.68613,2.34944,1.3744,2.50735,4.32472,1.66499,0,0.35949,0.233136,0.225701,0.0897188,nan,nan,nan,nan,nan,nan,nan,0.00992575,0.00992575,0.00992575
5,1021.49,2.6497,2.25015,1.34271,2.41685,4.24144,1.5296,0.00388,0.348197,0.23169,0.216596,0.0908527,nan,nan,nan,nan,nan,nan,nan,0.009901,0.009901,0.009901
6,1202.72,2.62947,2.1996,1.32205,2.39091,4.13878,1.44468,0.00035,0.334502,0.241869,0.213341,0.0914098,nan,nan,nan,nan,nan,nan,nan,0.00987625,0.00987625,0.00987625
7,1393.82,2.60521,2.14268,1.30222,2.36998,4.02257,1.38164,0.0034,0.362378,0.236086,0.241272,0.101063,nan,nan,nan,nan,nan,nan,nan,0.0098515,0.0098515,0.0098515
8,1580.03,2.57464,2.11294,1.29796,2.35138,3.83065,1.33915,0.01474,0.35062,0.246238,0.227433,0.0974156,nan,nan,nan,nan,nan,nan,nan,0.00982675,0.00982675,0.00982675
9,1764.47,2.57669,2.09043,1.2897,2.37885,3.55013,1.31117,0.11554,0.395529,0.269751,0.262585,0.115257,nan,nan,nan,nan,nan,nan,nan,0.009802,0.009802,0.009802
10,1961.69,2.56055,2.07165,1.28627,2.40609,3.17889,1.31421,0.32167,0.348158,0.277495,0.243649,0.104386,nan,nan,nan,nan,nan,nan,nan,0.00977725,0.00977725,0.00977725
11,2175.93,2.54665,2.03485,1.27745,2.39984,2.88539,1.2989,0.36725,0.362515,0.265132,0.249168,0.111681,nan,nan,nan,nan,nan,nan,nan,0.0097525,0.0097525,0.0097525
12,2373.83,2.53364,2.01093,1.2634,2.38496,2.70366,1.28345,0.33675,0.433299,0.2875,0.288653,0.127437,nan,nan,nan,nan,nan,nan,nan,0.00972775,0.00972775,0.00972775
13,2608.56,2.52042,1.98619,1.2629,2.37652,2.60253,1.27123,0.30314,0.361593,0.270996,0.260596,0.117588,nan,nan,nan,nan,nan,nan,nan,0.009703,0.009703,0.009703
14,2805.57,2.51157,1.97132,1.25937,2.35066,2.47854,1.25405,0.29918,0.443098,0.290243,0.288762,0.128911,nan,nan,nan,nan,nan,nan,nan,0.00967825,0.00967825,0.00967825
15,3007.06,2.52335,1.98114,1.25554,2.34314,2.4077,1.24222,0.29114,0.424799,0.307927,0.295947,0.133131,nan,nan,nan,nan,nan,nan,nan,0.0096535,0.0096535,0.0096535
16,3204.54,2.49288,1.95378,1.24423,2.32562,2.34285,1.23395,0.29086,0.479531,0.302564,0.314115,0.134789,nan,nan,nan,nan,nan,nan,nan,0.00962875,0.00962875,0.00962875
17,3407.46,2.4962,1.94521,1.24971,2.30751,2.2937,1.22107,0.30688,0.450932,0.301508,0.307313,0.141469,nan,nan,nan,nan,nan,nan,nan,0.009604,0.009604,0.009604
18,3604.55,2.46836,1.91485,1.24234,2.28653,2.25076,1.21708,0.29563,0.437449,0.322899,0.317528,0.144207,nan,nan,nan,nan,nan,nan,nan,0.00957925,0.00957925,0.00957925
19,3817.84,2.46963,1.91885,1.24535,2.27157,2.20257,1.20496,0.2837,0.422881,0.326572,0.314475,0.147467,nan,nan,nan,nan,nan,nan,nan,0.0095545,0.0095545,0.0095545
20,4018.68,2.47586,1.91104,1.23287,2.27361,2.18741,1.19627,0.30387,0.412876,0.325463,0.309368,0.141242,nan,nan,nan,nan,nan,nan,nan,0.00952975,0.00952975,0.00952975
21,4218.16,2.46551,1.88184,1.23189,2.25427,2.13241,1.18945,0.3149,0.451638,0.324381,0.313724,0.148228,nan,nan,nan,nan,nan,nan,nan,0.009505,0.009505,0.009505
22,4428.33,2.4477,1.8655,1.22152,2.23798,2.09862,1.18336,0.35738,0.462564,0.329396,0.321749,0.152335,nan,nan,nan,nan,nan,nan,nan,0.00948025,0.00948025,0.00948025
23,4633.13,2.44473,1.8618,1.21808,2.23367,2.08489,1.17725,0.3707,0.462141,0.336465,0.342563,0.162142,nan,nan,nan,nan,nan,nan,nan,0.0094555,0.0094555,0.0094555
24,4833.44,2.42807,1.84844,1.21644,2.21527,2.04834,1.16967,0.37921,0.451462,0.348988,0.338994,0.161794,nan,nan,nan,nan,nan,nan,nan,0.00943075,0.00943075,0.00943075
25,5037.97,2.42325,1.8431,1.2153,2.2004,2.0177,1.16839,0.3745,0.443426,0.361213,0.345557,0.163035,nan,nan,nan,nan,nan,nan,nan,0.009406,0.009406,0.009406
26,5238.6,2.41167,1.82994,1.21922,2.20483,1.99922,1.17625,0.38366,0.447223,0.345706,0.351019,0.16853,nan,nan,nan,nan,nan,nan,nan,0.00938125,0.00938125,0.00938125
