model,label,epochs_recorded,last_epoch,last_map50_95,best_epoch,best_map50_95,last_map50,best_map50,last_train_loss,last_val_loss
n,SAR baseline n b64 seed0,800,800,0.55127,734,0.55654,0.8234,0.82568,2.25602,2.55525
n,RGB teacher n b64 seed0,800,800,0.62737,723,0.63018,0.92787,0.93028,2.09853,2.3969199999999997
n,Old custom standalone n b16,643,642,0.408863523934545,636,0.4145560991874165,0.7303545083268187,0.7393532580331424,47.12795957900185,55.96239948687346
n,Official-style n b16 stopped@25,26,25,0.193031852493037,25,0.193031852493037,0.3766666939512265,0.3766666939512265,83.95513692624957,82.73314259570577
n,Official-style n b64 running,35,34,0.2350396984675468,34,0.2350396984675468,0.4340350402404042,0.4340350402404042,297.6316664322563,295.8822554226579
s,SAR baseline s b64 seed0,800,800,0.62233,729,0.62897,0.90602,0.91091,1.8618100000000002,2.34267
s,RGB teacher s b64 seed0,800,800,0.64958,647,0.65768,0.93707,0.94435,1.7813,2.31255
s,Old custom standalone s b16,363,362,0.3775366860557745,362,0.3775366860557745,0.6850891862932271,0.6850891862932271,52.29117842146979,58.057676356771715
s,Official-style s b64 running,35,34,0.2405241279500254,34,0.2405241279500254,0.4406747401960251,0.4406747401960251,289.1726622208305,286.36387371194775
