epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_frozen_reach_probe,ladd_b_detach_reach_probe,ladd_b_keep_reach_probe_grad,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,b,0.009956521739130433,0.0033188405797101453,0.009956521739130433,2.84599,3.48982,1.59649,0.50145,0.00945,0.15437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.133851051330566,0.07679335027933121,0.16939742863178253,7.412557601928711,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.03333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.03333333333333333,1,1,0,0,0,0,0,0.0033333333333333335,1.0,1.0,1.0
2,b,0.01995644556995291,0.006652148523317638,0.01995644556995291,2.77666,2.39695,1.39092,0.66087,0.00539,0.15375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.70206356048584,0.10181301832199097,0.23823200166225433,7.512853622436523,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.06666666666666667,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.06666666666666667,1,1,0,0,0,0,0,0.006666666666666667,1.0,1.0,1.0
3,b,0.029956064393936686,0.009985354797978897,0.029956064393936686,2.92046,2.39461,1.47822,0.46182,0.0067,0.15394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.198476791381836,0.22231106460094452,0.6419341564178467,11.317947387695312,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.1,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.1,1,1,0,0,0,0,0,0.010000000000000002,1.0,1.0,1.0
4,b,0.029998969486428155,0.009999656495476053,0.029998969486428155,2.94804,2.39776,1.53975,0.39821,0.0077,0.15408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.459199905395508,0.5397250652313232,1.879108190536499,10.252266883850098,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.13333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.13333333333333333,1,1,0,0,0,0,0,0.013333333333333334,1.0,1.0,1.0
5,b,0.029998167992352658,0.00999938933078422,0.029998167992352658,2.82721,2.23141,1.49549,0.42323,0.00678,0.15395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.65567398071289,0.8795225024223328,3.2974400520324707,14.02627182006836,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.16666666666666666,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.16666666666666666,1,1,0,0,0,0,0,0.016666666666666666,1.0,1.0,1.0
6,b,0.02999713752115866,0.00999904584038622,0.02999713752115866,2.7574,2.1387,1.46098,0.40806,0.00551,0.15377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.626853942871094,1.1918456554412842,4.340306758880615,16.955041885375977,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.2,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.2,1,1,0,0,0,0,0,0.020000000000000004,1.0,1.0,1.0
7,b,0.02999587808873731,0.009998626029579103,0.02999587808873731,2.70949,2.06287,1.44291,0.36408,0.00544,0.15376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6826400756836,1.547379493713379,5.369395732879639,17.866477966308594,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.23333333333333334,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.23333333333333334,1,1,0,0,0,0,0,0.023333333333333334,1.0,1.0,1.0
8,b,0.0299943897145106,0.009998129904836867,0.0299943897145106,2.64244,1.97349,1.41049,0.15516,0.00507,0.1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.59524536132812,1.8826082944869995,6.498361110687256,18.436065673828125,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.26666666666666666,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.26666666666666666,1,1,0,0,0,0,0,0.02666666666666667,1.0,1.0,1.0
9,b,0.029992672421431114,0.009997557473810372,0.029992672421431114,2.61992,1.9442,1.39559,0.18067,0.00431,0.15359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.42127227783203,2.160811185836792,7.594555377960205,19.947689056396484,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.3,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.3,1,1,0,0,0,0,0,0.03,1.0,1.0,1.0
10,b,0.02999072623598163,0.00999690874532721,0.02999072623598163,2.57937,1.90156,1.37097,0.20265,0.00404,0.15355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.44153594970703,2.457467794418335,8.201363563537598,19.146345138549805,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.3333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.3333333333333333,1,1,0,0,0,0,0,0.03333333333333333,1.0,1.0,1.0
