batch,cos_probe_u,cos_probe_z,data,fg_only,fg_ratio,gradient_audit_status,imgsz,include_bg_sample,learnability_gap_direct_mean,learnability_gap_direct_median,learnability_gap_direct_q25,learnability_gap_direct_q75,learnability_gap_probe,learnability_positive_ratio,max_batches,max_tokens_per_level,model,mse_probe_u,mse_probe_z,r2_probe_u,r2_probe_z,shuffle_teacher_pairs,split,summary_probe_scope,task_auc_u,task_auc_z,task_ce_u,task_ce_z,teacher_data,teacher_weights,tokens,weights
2,0.8668137311935424,0.995227575302124,configs/paper/datasets/ogsod_hbb_sar.yaml,0,0.0054687499068677425,not_requested,256,0,2.290879487991333,2.268261432647705,2.1229069232940674,2.407850503921509,0.23140016001817373,1.0,2,512,,0.1336335852742195,0.1103397972881794,0.734591725250084,0.9659918852682576,0,val,per_level_token_weighted,1.0,0.9992125984251968,0.004257355093355936,0.004012382195002645,configs/paper/datasets/ogsod_hbb_rgb.yaml,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/rgb/rgb_yolo11n_hbb_800ep_cos_nomosaic_albu_b64_s0/weights/best.pt,1280,runs_public/ogsod/hbb/yoloinit_mainline_search_20260624/dynamic_singleproj_yoloinit/yolo11n/seed0/ogsod_yoloinit_dynamic_singleproj_yoloinit_yolo11n_e800_b64_img256_s0_20260624_1605_gpu0/weights/best.pt
