epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,train/cclkd_lld_loss,train/cclkd_fld_loss,train/cclkd_rld_loss,train/cclkd_ccl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,val/cclkd_lld_loss,val/cclkd_fld_loss,val/cclkd_rld_loss,val/cclkd_ccl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
48,8161.4,2.06435,1.24103,1.08641,1.68005,0.87867,0.97959,3.44014,2.73933,0.12908,0.00141,0.57033,0.559988,0.545964,0.548969,0.302886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0289997,0.00966656,0.0289997,0.00966656,0.0289997,0.00966656,0.0289997,0.00966656
49,8325.65,2.05643,1.22858,1.08271,1.68456,0.88034,0.97906,3.28452,2.59788,0.12025,0.00148,0.56491,0.575016,0.540373,0.553707,0.305825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
50,8490.27,2.03725,1.22203,1.07653,1.67052,0.87,0.97514,3.26646,2.57968,0.11765,0.00151,0.56762,0.577228,0.5441,0.555925,0.307602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0289138,0.00963794,0.0289138,0.00963794,0.0289138,0.00963794,0.0289138,0.00963794
51,8655.56,2.0417,1.21604,1.08054,1.66738,0.86685,0.98117,3.21706,2.55131,0.11708,0.00157,0.54711,0.59113,0.542567,0.562847,0.310792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
52,8821.69,2.03881,1.21218,1.07662,1.67092,0.87247,0.9736,3.24258,2.56497,0.11116,0.00148,0.56497,0.591496,0.548449,0.56536,0.31457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0288246,0.00960819,0.0288246,0.00960819,0.0288246,0.00960819,0.0288246,0.00960819
53,8988.2,2.02602,1.19464,1.07314,1.65166,0.85894,0.97135,3.18604,2.49584,0.1168,0.00144,0.57196,0.595678,0.548315,0.565689,0.319011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
54,9155.47,2.02077,1.19786,1.0737,1.65667,0.8563,0.97171,3.18369,2.51544,0.11447,0.00157,0.55222,0.589405,0.550427,0.566922,0.320799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0287319,0.00957731,0.0287319,0.00957731,0.0287319,0.00957731,0.0287319,0.00957731
55,9321.52,2.02037,1.19299,1.06995,1.65579,0.85853,0.97053,3.07831,2.41545,0.11992,0.00148,0.54146,0.606694,0.551734,0.570467,0.322266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145
56,9490.36,2.00656,1.18364,1.06815,1.64513,0.84794,0.96697,3.26199,2.56481,0.11897,0.00157,0.57664,0.61063,0.547908,0.572669,0.323622,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531
57,9654.3,1.99669,1.18111,1.06312,1.64534,0.85096,0.96686,3.19793,2.52009,0.11775,0.00158,0.55851,0.609281,0.558437,0.575642,0.325946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
58,9821.08,1.99326,1.17081,1.06248,1.6323,0.84054,0.96505,3.14536,2.46022,0.10981,0.00148,0.57386,0.613053,0.558368,0.577505,0.328711,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122
59,9988.6,1.98675,1.17276,1.06308,1.63026,0.84541,0.96155,3.13488,2.45702,0.11282,0.00151,0.56353,0.60963,0.560531,0.577958,0.329347,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
60,10156.6,1.9785,1.16496,1.0568,1.63067,0.84,0.96171,3.15411,2.47554,0.11684,0.00151,0.56022,0.607106,0.559223,0.579417,0.331332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478
61,10324.6,1.97572,1.14937,1.05506,1.6298,0.83169,0.96342,3.13016,2.46483,0.11612,0.0015,0.54771,0.607674,0.563545,0.581578,0.333677,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
62,10489.8,1.96799,1.14549,1.05553,1.63147,0.83402,0.96279,3.09729,2.40528,0.11137,0.00158,0.57907,0.609578,0.56415,0.581683,0.333754,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427
63,10654.6,1.96622,1.14871,1.05184,1.63146,0.83614,0.9591,3.21345,2.49298,0.11743,0.00165,0.60139,0.613265,0.565601,0.585133,0.336312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
64,10820.1,1.96164,1.14725,1.04725,1.62396,0.833,0.95734,3.12343,2.42118,0.10961,0.00155,0.59109,0.61412,0.56788,0.586662,0.338528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631
65,10985.5,1.94718,1.12706,1.04448,1.61075,0.82226,0.95639,3.02491,2.35294,0.11068,0.00153,0.55976,0.613669,0.570314,0.588415,0.340054,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
66,11151.8,1.95748,1.13938,1.04893,1.61202,0.82536,0.9558,3.0471,2.37061,0.11777,0.00158,0.55713,0.613484,0.573163,0.589629,0.340581,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886
67,11318.5,1.94983,1.1325,1.04826,1.61842,0.82743,0.96022,3.0429,2.35144,0.11891,0.00155,0.571,0.614964,0.576067,0.591748,0.341241,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
68,11486.4,1.93992,1.12711,1.0429,1.605,0.82289,0.95684,3.07884,2.36511,0.12335,0.00141,0.58897,0.618234,0.579469,0.593625,0.342986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033
69,11657.5,1.93977,1.1182,1.03807,1.61316,0.81872,0.95288,3.01955,2.32695,0.11956,0.00161,0.57143,0.619369,0.579842,0.594059,0.344459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
70,11826.6,1.935,1.11814,1.04458,1.60888,0.82101,0.95647,3.11353,2.40297,0.11913,0.00144,0.58998,0.615914,0.582613,0.595642,0.346611,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075
71,11994.5,1.92778,1.11099,1.03922,1.595,0.81509,0.95184,3.07737,2.39124,0.11559,0.00163,0.5689,0.612805,0.585057,0.595856,0.347633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
72,12162.4,1.91889,1.10218,1.03768,1.59041,0.80774,0.94941,3.05079,2.35793,0.11538,0.0016,0.57589,0.61749,0.584389,0.596542,0.348493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013
73,12331.3,1.92222,1.09842,1.03415,1.59757,0.81471,0.94959,3.08654,2.38373,0.11895,0.00149,0.58237,0.619098,0.585897,0.597299,0.349444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
74,12501.7,1.91905,1.10274,1.03474,1.58325,0.80227,0.94745,3.07112,2.35826,0.11841,0.00159,0.59285,0.619579,0.587901,0.597817,0.350033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846
75,12671.8,1.90716,1.09398,1.03043,1.59345,0.80519,0.94803,3.02368,2.32872,0.11896,0.00148,0.57452,0.618692,0.591333,0.599312,0.351528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
