epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,train/cclkd_lld_loss,train/cclkd_fld_loss,train/cclkd_rld_loss,train/cclkd_ccl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,val/cclkd_lld_loss,val/cclkd_fld_loss,val/cclkd_rld_loss,val/cclkd_ccl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
39,5911.13,2.12976,1.31383,1.12089,1.71881,0.91782,0.99383,1.41942,1.41942,0,0,0,0.551076,0.500352,0.510468,0.270334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118
40,6064.67,2.10917,1.29474,1.11033,1.7204,0.92065,0.99018,1.35848,1.35848,0,0,0,0.540484,0.514346,0.520187,0.277176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0293088,0.0097696,0.0293088,0.0097696,0.0293088,0.0097696,0.0293088,0.0097696
41,6214.79,2.10335,1.2819,1.10926,1.71307,0.90758,0.99195,1.35074,1.35074,0,0,0,0.559616,0.507128,0.525046,0.282975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
42,6364,2.1084,1.27976,1.10759,1.72104,0.91382,0.98803,1.30015,1.30015,0,0,0,0.542157,0.517761,0.526483,0.283171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0292367,0.00974557,0.0292367,0.00974557,0.0292367,0.00974557,0.0292367,0.00974557
43,6512.92,2.09696,1.26898,1.10251,1.71935,0.90976,0.98985,1.30337,1.30337,0,0,0,0.538846,0.528621,0.530906,0.290144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312
44,6660.8,2.07938,1.24925,1.09689,1.69704,0.89792,0.98311,1.28331,1.28331,0,0,0,0.553969,0.528422,0.534201,0.291557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0291612,0.00972039,0.0291612,0.00972039,0.0291612,0.00972039,0.0291612,0.00972039
45,6809.02,2.0851,1.25474,1.09776,1.70445,0.89393,0.98493,1.35912,1.35912,0,0,0,0.56533,0.530287,0.541383,0.293774,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
46,6957.05,2.06599,1.24768,1.09134,1.69855,0.89059,0.97929,1.27502,1.27502,0,0,0,0.582046,0.532117,0.545839,0.300301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0290821,0.00969405,0.0290821,0.00969405,0.0290821,0.00969405,0.0290821,0.00969405
47,7105.57,2.05552,1.23884,1.09146,1.67332,0.87562,0.97748,1.27815,1.27815,0,0,0,0.563069,0.532472,0.545094,0.302356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045
48,7256.11,2.04935,1.23276,1.09018,1.68511,0.88375,0.98016,1.29398,1.29398,0,0,0,0.573661,0.535505,0.544587,0.302693,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0289997,0.00966656,0.0289997,0.00966656,0.0289997,0.00966656,0.0289997,0.00966656
49,7409.31,2.05188,1.22173,1.08507,1.68017,0.87711,0.97715,1.28534,1.28534,0,0,0,0.579001,0.532205,0.548583,0.306479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
50,7563.43,2.02583,1.21083,1.08246,1.66655,0.87115,0.97484,1.30622,1.30622,0,0,0,0.573896,0.547025,0.555144,0.30926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0289138,0.00963794,0.0289138,0.00963794,0.0289138,0.00963794,0.0289138,0.00963794
51,7715.48,2.04115,1.21561,1.09029,1.66896,0.86638,0.98095,1.24945,1.24945,0,0,0,0.57161,0.552042,0.558874,0.313357,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
52,7869.7,2.02632,1.2127,1.08022,1.67146,0.8695,0.97214,1.25803,1.25803,0,0,0,0.581579,0.550841,0.561397,0.314808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0288246,0.00960819,0.0288246,0.00960819,0.0288246,0.00960819,0.0288246,0.00960819
53,8027.92,2.0236,1.1939,1.07878,1.657,0.85698,0.96991,1.21546,1.21546,0,0,0,0.599608,0.546692,0.563278,0.317692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
54,8184.91,2.00634,1.18481,1.07414,1.66002,0.86414,0.97238,1.21851,1.21851,0,0,0,0.603627,0.549754,0.56533,0.319545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0287319,0.00957731,0.0287319,0.00957731,0.0287319,0.00957731,0.0287319,0.00957731
55,8338.54,2.00681,1.17942,1.07329,1.65451,0.85609,0.97023,1.16357,1.16357,0,0,0,0.600672,0.556893,0.569613,0.322449,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145
56,8492.9,1.99077,1.17323,1.06676,1.64717,0.85408,0.96844,1.19081,1.19081,0,0,0,0.610554,0.555015,0.568718,0.32348,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531
