epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,train/cclkd_lld_loss,train/cclkd_fld_loss,train/cclkd_rld_loss,train/cclkd_ccl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,val/cclkd_lld_loss,val/cclkd_fld_loss,val/cclkd_rld_loss,val/cclkd_ccl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
64,9631.18,1.96561,1.15425,1.05164,1.62359,0.83385,0.95589,1.352,1.18123,0.17068,9e-05,0,0.603919,0.56969,0.583186,0.335358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631
65,9777.57,1.94676,1.12916,1.05059,1.60075,0.81997,0.95529,1.29468,1.12946,0.16513,9e-05,0,0.597927,0.570637,0.583615,0.336752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
66,9925.67,1.95373,1.1391,1.0522,1.61268,0.82644,0.95776,1.31953,1.14576,0.17367,0.0001,0,0.599395,0.571885,0.584604,0.338238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886
67,10078.1,1.94034,1.12859,1.04967,1.61864,0.83167,0.95884,1.30931,1.13575,0.17347,9e-05,0,0.607104,0.571534,0.586346,0.340202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
68,10229.3,1.93992,1.12276,1.04763,1.61185,0.83108,0.95787,1.27791,1.10539,0.17243,9e-05,0,0.606608,0.57494,0.588288,0.341664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033
69,10377.7,1.94198,1.12493,1.04389,1.6123,0.82371,0.95169,1.30837,1.13215,0.17612,0.0001,0,0.606996,0.576211,0.5892,0.342379,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
70,10528.1,1.93263,1.12182,1.04624,1.60424,0.82034,0.95474,1.3383,1.16787,0.17034,8e-05,0,0.60941,0.577164,0.590077,0.343822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075
71,10681.1,1.92798,1.11091,1.04026,1.60326,0.81686,0.95325,1.2951,1.12106,0.17394,0.0001,0,0.611139,0.577645,0.590961,0.344779,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
72,10829.6,1.91263,1.10085,1.03983,1.59491,0.81124,0.95082,1.28601,1.11481,0.17109,0.00011,0,0.615166,0.579438,0.592549,0.346886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013
73,10978.3,1.91388,1.09926,1.03466,1.59553,0.81473,0.95157,1.27732,1.10396,0.17325,0.0001,0,0.620113,0.579692,0.593591,0.348385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
