epoch,tcld_loss,ncld_loss,loc_cold,candidate_count,target_candidate_count,nontarget_candidate_count,tcld_terms,ncld_terms,candidate_iou_mean,candidate_iou_positive_count,effective_iwm_weight_mean
0,0,0.0022131912,0.0044263825,48655.02,48655.02,97310.039,0,282.95642,0,0,1
1,0,0.0014481322,0.0028962644,27357.324,27357.324,54714.648,0,279.94553,0,0,1
2,0,0.0013514385,0.0027028769,23167.131,23167.131,46334.262,0,273.95425,0,0,1
3,0,0.0009619763,0.0019239526,35663.387,35663.387,71326.773,0,263.47495,0,0,1
4,0,0.00059403968,0.0011880794,53058.508,53058.508,106117.02,0,269.46841,0,0,1
5,0,0.00071320252,0.001426405,47220.488,47220.488,94440.977,0,275.62308,0,0,1
6,0,0.00081919623,0.0016383925,41585.715,41585.715,83171.43,0,276.41394,0,0,1
7,0,0.00089311856,0.0017862371,38075.555,38075.555,76151.109,0,277.39651,0,0,1
8,0,0.0009334014,0.0018668028,38943.945,38943.945,77887.891,0,277.88452,0,0,1
9,0,0.00095111958,0.0019022392,36301.812,36301.812,72603.625,0,276.31155,0,0,1
10,0,0.00098448549,0.001968971,35322.129,35322.129,70644.258,0,275.57297,0,0,1
11,0,0.00094218162,0.0018843632,34085.973,34085.973,68171.945,0,273.47275,0,0,1
12,0,0.00097056048,0.001941121,34057.727,34057.727,68115.453,0,274.7233,0,0,1
13,0,0.00099811074,0.0019962215,34668.855,34668.855,69337.711,0,274.0719,0,0,1
14,0,0.00093064352,0.001861287,34120.387,34120.387,68240.773,0,275.88235,0,0,1
15,0,0.00093984691,0.0018796938,33460.078,33460.078,66920.156,0,273.91284,0,0,1
16,0,0.00096170366,0.0019234073,32605.107,32605.107,65210.215,0,273.26578,0,0,1
17,0,0.00097025256,0.0019405051,32597.848,32597.848,65195.695,0,273.939,0,0,1
18,0,0.00097029627,0.0019405925,32060.975,32060.975,64121.949,0,272.67972,0,0,1
19,0,0.00094578852,0.001891577,31509.215,31509.215,63018.43,0,273.10239,0,0,1
20,0,0.00096160191,0.0019232038,31233.895,31233.895,62467.789,0,272.66013,0,0,1
21,0,0.00096326618,0.0019265324,31200.531,31200.531,62401.062,0,272.61874,0,0,1
22,0,0.00096196169,0.0019239234,30926.193,30926.193,61852.387,0,272.80392,0,0,1
23,0,0.00097083498,0.00194167,30385.93,30385.93,60771.859,0,271.75381,0,0,1
24,0,0.00096943136,0.0019388627,30607.188,30607.188,61214.375,0,270.53595,0,0,1
25,0,0.00097429147,0.0019485829,30078.254,30078.254,60156.508,0,271.5098,0,0,1
