epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2
1,250.664,2.86926,3.69641,1.71621,2.83365,4.52034,1.97839,0,0.589918,0.165094,0.134832,0.0478607,nan,nan,nan,nan,nan,nan,nan,0.00332607,0.00332607,0.0700654
2,423.618,2.72534,2.60675,1.44565,2.71706,4.47618,1.89801,0,0.589716,0.20328,0.163382,0.0618673,nan,nan,nan,nan,nan,nan,nan,0.00664292,0.00664292,0.0400489
3,604.269,2.67884,2.41858,1.38417,2.63319,4.42657,1.80953,0.00466,0.569947,0.188912,0.148003,0.0530766,nan,nan,nan,nan,nan,nan,nan,0.00994327,0.00994327,0.0100159
4,784.095,2.69358,2.36018,1.38217,2.50637,4.32378,1.66225,0,0.375517,0.218816,0.210149,0.081871,nan,nan,nan,nan,nan,nan,nan,0.00992575,0.00992575,0.00992575
5,957.853,2.65047,2.26027,1.34345,2.42114,4.24557,1.53352,0,0.306218,0.238946,0.212358,0.0916743,nan,nan,nan,nan,nan,nan,nan,0.009901,0.009901,0.009901
6,1139.37,2.63802,2.20169,1.32698,2.39461,4.14807,1.44876,0.00241,0.353683,0.23152,0.212054,0.0867739,nan,nan,nan,nan,nan,nan,nan,0.00987625,0.00987625,0.00987625
7,1327.14,2.61014,2.14356,1.31221,2.37055,4.03119,1.38225,0.02509,0.314225,0.238932,0.213912,0.0870152,nan,nan,nan,nan,nan,nan,nan,0.0098515,0.0098515,0.0098515
8,1502.15,2.58301,2.12057,1.30516,2.35193,3.83245,1.3387,0.09864,0.409668,0.234923,0.230542,0.0953691,nan,nan,nan,nan,nan,nan,nan,0.00982675,0.00982675,0.00982675
9,1683.56,2.59185,2.101,1.29838,2.38185,3.53241,1.31244,0.79263,0.392029,0.265142,0.249067,0.1035,nan,nan,nan,nan,nan,nan,nan,0.009802,0.009802,0.009802
10,1875.53,2.5848,2.09382,1.29776,2.41061,3.1552,1.31706,2.63891,0.361396,0.247198,0.223154,0.0920999,nan,nan,nan,nan,nan,nan,nan,0.00977725,0.00977725,0.00977725
11,2067.22,2.56594,2.04809,1.27983,2.40057,2.86839,1.29949,2.72217,0.325188,0.233621,0.215218,0.0909334,nan,nan,nan,nan,nan,nan,nan,0.0097525,0.0097525,0.0097525
12,2271.62,2.55107,2.02429,1.26856,2.38454,2.68749,1.28155,2.55266,0.447625,0.258689,0.263464,0.112725,nan,nan,nan,nan,nan,nan,nan,0.00972775,0.00972775,0.00972775
13,2464.09,2.52778,1.99728,1.26018,2.37431,2.59042,1.26954,2.36005,0.386953,0.284188,0.270155,0.115646,nan,nan,nan,nan,nan,nan,nan,0.009703,0.009703,0.009703
14,2666.25,2.51077,1.96646,1.25742,2.35136,2.47364,1.2537,2.2845,0.443559,0.301249,0.300097,0.132386,nan,nan,nan,nan,nan,nan,nan,0.00967825,0.00967825,0.00967825
15,2863.08,2.53204,1.97213,1.25302,2.34179,2.40658,1.24214,2.28171,0.398211,0.298955,0.288944,0.129519,nan,nan,nan,nan,nan,nan,nan,0.0096535,0.0096535,0.0096535
16,3056.35,2.50198,1.95457,1.24617,2.32423,2.33825,1.23136,2.21085,0.473675,0.30451,0.308968,0.134418,nan,nan,nan,nan,nan,nan,nan,0.00962875,0.00962875,0.00962875
17,3260.5,2.49768,1.94244,1.24458,2.30489,2.28863,1.21993,2.29178,0.42477,0.303037,0.296913,0.13436,nan,nan,nan,nan,nan,nan,nan,0.009604,0.009604,0.009604
18,3462.44,2.47691,1.92037,1.24224,2.28757,2.24846,1.21567,2.27528,0.436714,0.32709,0.32279,0.141282,nan,nan,nan,nan,nan,nan,nan,0.00957925,0.00957925,0.00957925
19,3682.73,2.47279,1.91469,1.2369,2.26898,2.20075,1.20349,2.21539,0.417479,0.315395,0.305807,0.137819,nan,nan,nan,nan,nan,nan,nan,0.0095545,0.0095545,0.0095545
20,3877.98,2.47831,1.90598,1.22908,2.27147,2.1871,1.196,2.13582,0.452543,0.333043,0.328908,0.149685,nan,nan,nan,nan,nan,nan,nan,0.00952975,0.00952975,0.00952975
21,4067.46,2.46407,1.88662,1.22559,2.25372,2.12862,1.18873,2.24013,0.424794,0.329023,0.318286,0.149761,nan,nan,nan,nan,nan,nan,nan,0.009505,0.009505,0.009505
22,4266.66,2.45742,1.88224,1.2212,2.2376,2.09635,1.18117,2.3432,0.51515,0.312903,0.33284,0.154709,nan,nan,nan,nan,nan,nan,nan,0.00948025,0.00948025,0.00948025
23,4459.76,2.45655,1.86813,1.21473,2.23144,2.08346,1.17517,2.26848,0.463783,0.32716,0.335963,0.157878,nan,nan,nan,nan,nan,nan,nan,0.0094555,0.0094555,0.0094555
24,4667.15,2.44337,1.85149,1.20911,2.21396,2.04666,1.16788,2.2253,0.460231,0.353127,0.348991,0.163423,nan,nan,nan,nan,nan,nan,nan,0.00943075,0.00943075,0.00943075
25,4863.04,2.43945,1.85854,1.20826,2.20022,2.01567,1.16658,2.27089,0.433242,0.36145,0.347397,0.161717,nan,nan,nan,nan,nan,nan,nan,0.009406,0.009406,0.009406
26,5094.93,2.42491,1.83126,1.21295,2.20372,1.99739,1.17489,2.3559,0.435424,0.329124,0.329823,0.1541,nan,nan,nan,nan,nan,nan,nan,0.00938125,0.00938125,0.00938125
27,5294.7,2.42579,1.837,1.20446,2.1795,1.96289,1.15858,2.24099,0.482171,0.349028,0.360759,0.171448,nan,nan,nan,nan,nan,nan,nan,0.0093565,0.0093565,0.0093565
28,5497.93,2.44045,1.83009,1.20522,2.1867,1.95085,1.15987,2.3431,0.479252,0.347317,0.360072,0.173238,nan,nan,nan,nan,nan,nan,nan,0.00933175,0.00933175,0.00933175
29,5699.23,2.4353,1.83327,1.20674,2.1797,1.92567,1.15469,2.39499,0.486822,0.358117,0.367219,0.174886,nan,nan,nan,nan,nan,nan,nan,0.009307,0.009307,0.009307
30,5898.36,2.40867,1.82423,1.20089,2.1593,1.89099,1.15337,2.42266,0.486326,0.363201,0.370149,0.177592,nan,nan,nan,nan,nan,nan,nan,0.00928225,0.00928225,0.00928225
31,6095.66,2.41814,1.80705,1.20293,2.15371,1.88606,1.15684,2.20105,0.463853,0.368636,0.366188,0.178641,nan,nan,nan,nan,nan,nan,nan,0.0092575,0.0092575,0.0092575
32,6299.89,2.41651,1.80003,1.19103,2.15558,1.87906,1.14802,2.22079,0.481276,0.369535,0.372063,0.179327,nan,nan,nan,nan,nan,nan,nan,0.00923275,0.00923275,0.00923275
33,6504.91,2.41658,1.802,1.19254,2.14801,1.85523,1.14366,2.32358,0.458476,0.375696,0.373381,0.182066,nan,nan,nan,nan,nan,nan,nan,0.009208,0.009208,0.009208
34,6703.61,2.39036,1.77152,1.18825,2.12966,1.82729,1.14097,2.36517,0.484163,0.388584,0.389714,0.188208,nan,nan,nan,nan,nan,nan,nan,0.00918325,0.00918325,0.00918325
35,6901.5,2.39202,1.77191,1.18712,2.14386,1.82249,1.14083,2.1596,0.494727,0.382454,0.393773,0.190689,nan,nan,nan,nan,nan,nan,nan,0.0091585,0.0091585,0.0091585
36,7104.74,2.37364,1.74809,1.18415,2.12653,1.80081,1.13693,2.14083,0.477807,0.392277,0.391063,0.192162,nan,nan,nan,nan,nan,nan,nan,0.00913375,0.00913375,0.00913375
37,7309.1,2.37593,1.74359,1.18912,2.12154,1.79498,1.13895,2.18374,0.47903,0.391912,0.392964,0.192835,nan,nan,nan,nan,nan,nan,nan,0.009109,0.009109,0.009109
38,7523.55,2.36543,1.7506,1.18976,2.12671,1.79077,1.14395,2.19808,0.478772,0.406075,0.399766,0.199134,nan,nan,nan,nan,nan,nan,nan,0.00908425,0.00908425,0.00908425
39,7744.16,2.3557,1.71474,1.17964,2.1072,1.76356,1.13402,1.9692,0.489029,0.413196,0.413509,0.207265,nan,nan,nan,nan,nan,nan,nan,0.0090595,0.0090595,0.0090595
40,7945.53,2.34392,1.70963,1.17585,2.10533,1.76439,1.13612,2.03405,0.483525,0.413536,0.405397,0.202406,nan,nan,nan,nan,nan,nan,nan,0.00903475,0.00903475,0.00903475
41,8147.79,2.36398,1.73109,1.18369,2.09822,1.74987,1.13336,2.19741,0.490068,0.416238,0.410687,0.205672,nan,nan,nan,nan,nan,nan,nan,0.00901,0.00901,0.00901
42,8345.2,2.35613,1.71795,1.18099,2.10399,1.75259,1.13794,2.08891,0.497792,0.418355,0.410929,0.206497,nan,nan,nan,nan,nan,nan,nan,0.00898525,0.00898525,0.00898525
43,8546.98,2.34059,1.71159,1.17759,2.08978,1.74043,1.13823,2.07596,0.484512,0.417955,0.411124,0.208895,nan,nan,nan,nan,nan,nan,nan,0.0089605,0.0089605,0.0089605
44,8747.19,2.36416,1.71777,1.17465,2.10897,1.73196,1.1343,2.09153,0.500627,0.421219,0.418913,0.214494,nan,nan,nan,nan,nan,nan,nan,0.00893575,0.00893575,0.00893575
45,8940.53,2.32822,1.69305,1.17281,2.07935,1.71486,1.13304,1.97132,0.498485,0.417353,0.418643,0.21427,nan,nan,nan,nan,nan,nan,nan,0.008911,0.008911,0.008911
46,9147.18,2.31205,1.68405,1.17448,2.07207,1.70368,1.13779,2.02809,0.501941,0.428921,0.422715,0.215604,nan,nan,nan,nan,nan,nan,nan,0.00888625,0.00888625,0.00888625
47,9355.01,2.33307,1.68658,1.16346,2.08335,1.69273,1.12742,2.03034,0.494516,0.430843,0.426205,0.215675,nan,nan,nan,nan,nan,nan,nan,0.0088615,0.0088615,0.0088615
48,9585.15,2.32534,1.68534,1.17311,2.08248,1.69603,1.13521,1.85725,0.506019,0.43858,0.432067,0.21919,nan,nan,nan,nan,nan,nan,nan,0.00883675,0.00883675,0.00883675
49,9790.41,2.33524,1.68642,1.16812,2.09424,1.69068,1.13518,1.86415,0.493385,0.44025,0.432022,0.2203,nan,nan,nan,nan,nan,nan,nan,0.008812,0.008812,0.008812
50,9991.91,2.31025,1.66633,1.16237,2.05998,1.67335,1.12629,1.94983,0.508809,0.441063,0.434599,0.223846,nan,nan,nan,nan,nan,nan,nan,0.00878725,0.00878725,0.00878725
51,10196.3,2.30638,1.66938,1.16876,2.04778,1.65531,1.12934,1.91541,0.507756,0.439164,0.436621,0.225795,nan,nan,nan,nan,nan,nan,nan,0.0087625,0.0087625,0.0087625
52,10393.7,2.3126,1.6576,1.15706,2.06995,1.66702,1.12689,1.84295,0.519404,0.437778,0.43835,0.227377,nan,nan,nan,nan,nan,nan,nan,0.00873775,0.00873775,0.00873775
53,10597.7,2.30472,1.65014,1.16167,2.06647,1.6603,1.13552,1.79654,0.52418,0.441892,0.441033,0.229175,nan,nan,nan,nan,nan,nan,nan,0.008713,0.008713,0.008713
54,10800.8,2.31423,1.65238,1.16445,2.06902,1.65949,1.13167,1.73369,0.534284,0.443145,0.445192,0.231613,nan,nan,nan,nan,nan,nan,nan,0.00868825,0.00868825,0.00868825
55,11005,2.28921,1.64318,1.16448,2.0556,1.64887,1.13227,1.78672,0.527479,0.448034,0.447659,0.2337,nan,nan,nan,nan,nan,nan,nan,0.0086635,0.0086635,0.0086635
56,11205.1,2.28576,1.63551,1.15845,2.05822,1.64455,1.13346,1.7271,0.533765,0.449641,0.450011,0.235404,nan,nan,nan,nan,nan,nan,nan,0.00863875,0.00863875,0.00863875
57,11406.2,2.26888,1.62525,1.16231,2.04102,1.63048,1.13492,1.71305,0.525064,0.451556,0.451866,0.236463,nan,nan,nan,nan,nan,nan,nan,0.008614,0.008614,0.008614
58,11611.5,2.28024,1.63783,1.15551,2.05297,1.63847,1.12902,1.72742,0.528344,0.451499,0.453328,0.238683,nan,nan,nan,nan,nan,nan,nan,0.00858925,0.00858925,0.00858925
59,11815.1,2.29402,1.63222,1.15871,2.05187,1.62984,1.13156,1.71357,0.536152,0.449529,0.45567,0.239987,nan,nan,nan,nan,nan,nan,nan,0.0085645,0.0085645,0.0085645
60,12014.7,2.26683,1.6163,1.15309,2.04787,1.62123,1.13516,1.62414,0.538489,0.450794,0.458444,0.241227,nan,nan,nan,nan,nan,nan,nan,0.00853975,0.00853975,0.00853975
61,12217,2.27148,1.60723,1.14881,2.05004,1.61418,1.13336,1.57561,0.538794,0.451708,0.459932,0.242357,nan,nan,nan,nan,nan,nan,nan,0.008515,0.008515,0.008515
62,12420.7,2.26555,1.60656,1.15271,2.04323,1.61023,1.13791,1.61387,0.544082,0.449043,0.45984,0.243655,nan,nan,nan,nan,nan,nan,nan,0.00849025,0.00849025,0.00849025
63,12627.9,2.26907,1.62076,1.15506,2.04039,1.60932,1.13942,1.58983,0.542999,0.450912,0.461711,0.244621,nan,nan,nan,nan,nan,nan,nan,0.0084655,0.0084655,0.0084655
64,12830.9,2.26571,1.60702,1.15257,2.03628,1.59262,1.13489,1.64979,0.552488,0.4492,0.463396,0.246724,nan,nan,nan,nan,nan,nan,nan,0.00844075,0.00844075,0.00844075
65,13028.8,2.26378,1.59987,1.14975,2.05469,1.60138,1.13723,1.58426,0.552728,0.450666,0.465075,0.24763,nan,nan,nan,nan,nan,nan,nan,0.008416,0.008416,0.008416
66,13229.2,2.23692,1.58346,1.14899,2.02987,1.59234,1.14308,1.51315,0.553417,0.451228,0.465764,0.248875,nan,nan,nan,nan,nan,nan,nan,0.00839125,0.00839125,0.00839125
67,13431.4,2.24257,1.58166,1.15071,2.02267,1.57407,1.14358,1.45406,0.556653,0.448908,0.465919,0.248967,nan,nan,nan,nan,nan,nan,nan,0.0083665,0.0083665,0.0083665
68,13631.3,2.25711,1.58057,1.14378,2.03893,1.58244,1.1374,1.49543,0.546629,0.454378,0.466715,0.249618,nan,nan,nan,nan,nan,nan,nan,0.00834175,0.00834175,0.00834175
69,13808.3,2.25642,1.59538,1.15189,2.04531,1.58252,1.14542,1.45647,0.545508,0.455706,0.467055,0.2503,nan,nan,nan,nan,nan,nan,nan,0.008317,0.008317,0.008317
70,13977.1,2.25969,1.59138,1.14944,2.03957,1.5813,1.1457,1.38691,0.541852,0.458038,0.467227,0.250925,nan,nan,nan,nan,nan,nan,nan,0.00829225,0.00829225,0.00829225
71,14147.9,2.23618,1.56014,1.14276,2.02263,1.54972,1.14136,1.42556,0.53564,0.460862,0.468584,0.25172,nan,nan,nan,nan,nan,nan,nan,0.0082675,0.0082675,0.0082675
72,14315,2.22849,1.56121,1.14521,2.03779,1.56676,1.14782,1.38476,0.538239,0.461543,0.470287,0.252545,nan,nan,nan,nan,nan,nan,nan,0.00824275,0.00824275,0.00824275
