epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_alpha_sep,effective_lambda_residual_aux,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,b,0.003,0.001,0.003,0.99909,0.49685,0.82907,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
2,b,0.0029994911275887026,0.0009998303758629009,0.0029994911275887026,1.01782,0.50439,0.83004,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
3,b,0.0029979648591105424,0.000999321619703514,0.0029979648591105424,1.03083,0.50732,0.82917,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
4,b,0.002995422240593695,0.0009984740801978983,0.002995422240593695,1.03764,0.5122,0.83175,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
5,b,0.002991865014621886,0.0009972883382072953,0.002991865014621886,1.02939,0.50701,0.83198,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
6,b,0.0029872956191401086,0.0009957652063800361,0.0029872956191401086,1.03225,0.50882,0.83155,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
7,b,0.0029817171857837795,0.000993905728594593,0.0029817171857837795,1.03514,0.51192,0.83024,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
8,b,0.0029751335377324727,0.0009917111792441576,0.0029751335377324727,1.02647,0.50725,0.83094,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
9,b,0.0029675491870897017,0.0009891830623632338,0.0029675491870897017,1.03692,0.50814,0.82931,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
10,b,0.0029589693317905496,0.00098632311059685,0.0029589693317905496,1.03621,0.51072,0.83103,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
11,b,0.0029493998520392665,0.0009831332840130888,0.0029493998520392665,1.03222,0.50824,0.8313,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
12,b,0.0029388473062792668,0.0009796157687597556,0.0029388473062792668,1.02953,0.50971,0.83039,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
13,b,0.002927318926698303,0.000975772975566101,0.002927318926698303,1.03837,0.51394,0.83261,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
14,b,0.0029148226142718847,0.0009716075380906282,0.0029148226142718847,1.03229,0.51046,0.82996,0.0,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,nan,nan,nan,nan,1.0,0.0,0.0,1,warmup_linear,50,100,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
