epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,134.261,2.77753,3.34106,1.61475,0.45103,0.11094,0.05783,0.0178,2.74663,2.61921,1.37894,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884
2,237.976,2.72685,2.37347,1.38951,0.49074,0.08195,0.06122,0.01797,2.89598,3.39522,1.44519,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215
3,354.591,2.88163,2.38173,1.44728,0.42872,0.10759,0.03484,0.01076,3.20426,13.4536,2.10867,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535
4,446.642,2.88677,2.3524,1.48051,0.20559,0.16426,0.09981,0.03147,2.95784,4.44653,1.5895,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966
5,546.964,2.78755,2.23652,1.42129,0.19924,0.17117,0.07558,0.02279,2.83063,3.16318,1.40766,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939
6,640.536,2.70523,2.12909,1.39288,0.61275,0.21372,0.19269,0.0678,2.69996,2.0717,1.36386,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905
7,738.607,2.66505,2.0773,1.36728,0.57964,0.23331,0.19242,0.07497,2.62652,2.09983,1.30529,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
8,828.051,2.63535,2.0558,1.35171,0.3201,0.2621,0.22214,0.08475,2.55502,2.01479,1.27871,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813
9,934.491,2.58742,2.00392,1.33443,0.58648,0.17317,0.15085,0.05573,2.83015,2.04068,1.34665,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
10,1024.61,2.57424,1.97692,1.31113,0.36993,0.25388,0.23277,0.09534,2.52332,1.82995,1.25797,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691
11,1117.04,2.51304,1.92484,1.31229,0.29116,0.18794,0.15871,0.06181,2.77674,6.24332,1.32927,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618
12,1203.05,2.52229,1.90577,1.29643,0.50834,0.26138,0.2684,0.11999,2.4838,1.76335,1.26466,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538
13,1303.71,2.52497,1.90283,1.29422,0.3731,0.25847,0.24287,0.10066,2.51442,1.93175,1.26412,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945
