method,role,status,active,progress,csv_rows,latest_epoch,latest_AP50-95,latest_AP50,best_AP50-95,best_epoch,late5,late10,late20,late50,latest_delta,late20_delta,epoch100_delta,positive_epochs,eta
det-only-4090-fresh,baseline,baseline,yes,183/800,183/800,183,0.39177,0.63461,0.39177,183,0.390252,0.38866600000000007,0.38577500000000003,0.37767880000000004,,,,NA,2026-06-26 10:57
combo_singleproj_raw_4090,candidate,pre100,yes,17/800,17/800,17,0.15198,0.33586,0.15198,17,0.137404,0.11870099999999999,0.08509470588235295,0.08509470588235295,-0.00020000000000000573,-0.008248823529411765,,3/17,2026-06-26 17:38
combo_raw_wo_srec_4090,candidate,pre100,yes,12/800,12/800,12,0.1186,0.28059,0.1186,12,0.10125599999999998,0.07719800000000002,0.06892333333333334,0.06892333333333334,-0.00272,-0.006173333333333334,,3/12,2026-06-26 17:50
