epoch,tcld_loss,ncld_loss,loc_cold,candidate_count,target_candidate_count,nontarget_candidate_count,tcld_terms,ncld_terms,candidate_iou_mean,candidate_iou_positive_count,effective_iwm_weight_mean
0,0,0.001346811,0.0026936219,19735.324,19735.324,39470.648,0,428.31302,0,0,0.99999994
1,0,0.00086463522,0.0017292704,19751.926,19751.926,39503.852,0,427.19128,0,0,0.99999994
2,0,0.00083089579,0.0016617916,19802.273,19802.273,39604.547,0,429.17825,0,0,0.99999994
3,0,0.00082480302,0.001649606,19750.555,19750.555,39501.109,0,429.07825,0,0,0.99999994
4,0,0.00083036761,0.0016607352,19540.404,19540.404,39080.809,0,429.11304,0,0,0.99999994
5,0,0.0010807381,0.0021614763,19881.199,19881.199,39762.398,0,428.70868,0,0,0.99999994
6,0,0.00098260667,0.0019652133,19691.129,19691.129,39382.258,0,427.59564,0,0,0.99999994
7,0,0.00094794243,0.0018958849,19587.799,19587.799,39175.598,0,429.07388,0,0,0.99999994
8,0,0.00092736783,0.0018547357,19939.348,19939.348,39878.695,0,427.97824,0,0,0.99999994
9,0,0.00088254537,0.0017650907,19467.982,19467.982,38935.965,0,427.75217,0,0,0.99999994
10,0,0.0008560656,0.0017121312,19667.494,19667.494,39334.988,0,428.93912,0,0,0.99999994
11,0,0.00084970403,0.0016994081,19469.795,19469.795,38939.59,0,427.14346,0,0,0.99999994
12,0,0.00083020999,0.00166042,19618.695,19618.695,39237.391,0,429.24347,0,0,0.99999994
13,0,0.00083441834,0.0016688367,19706.381,19706.381,39412.762,0,427.75217,0,0,0.99999994
14,0,0.00083311461,0.0016662292,20005.395,20005.395,40010.789,0,428.52173,0,0,0.99999994
15,0,0.00083053065,0.0016610613,19895.824,19895.824,39791.648,0,428.78259,0,0,0.99999994
16,0,0.00081211491,0.0016242298,19568.338,19568.338,39136.676,0,428.41302,0,0,0.99999994
17,0,0.0008128577,0.0016257154,19700.66,19700.66,39401.32,0,429.19562,0,0,0.99999994
18,0,0.00082522415,0.0016504483,19962.76,19962.76,39925.52,0,430.29999,0,0,0.99999994
19,0,0.00080382073,0.0016076415,19730.799,19730.799,39461.598,0,428.2652,0,0,0.99999994
20,0,0.0007873039,0.0015746078,19867.49,19867.49,39734.98,0,429.15649,0,0,0.99999994
21,0,0.00078828185,0.0015765637,19577.834,19577.834,39155.668,0,428.30432,0,0,0.99999994
22,0,0.00080073084,0.0016014617,19760.051,19760.051,39520.102,0,429.33911,0,0,0.99999994
23,0,0.00077608816,0.0015521763,19636.139,19636.139,39272.277,0,429.09998,0,0,0.99999994
24,0,0.00077992689,0.0015598538,19857.312,19857.312,39714.625,0,428.98694,0,0,0.99999994
25,0,0.00077411579,0.0015482316,19921.025,19921.025,39842.051,0,429.47391,0,0,0.99999994
26,0,0.00077199773,0.0015439955,19831.865,19831.865,39663.73,0,428.8826,0,0,0.99999994
27,0,0.0007754534,0.0015509068,19510.111,19510.111,39020.223,0,428.76086,0,0,0.99999994
28,0,0.00077028148,0.001540563,19834.352,19834.352,39668.703,0,429.11737,0,0,0.99999994
29,0,0.0007635256,0.0015270512,19833.039,19833.039,39666.078,0,428.80869,0,0,0.99999994
30,0,0.00075454504,0.0015090901,19556.252,19556.252,39112.504,0,427.71301,0,0,0.99999994
31,0,0.00075571227,0.0015114245,20119.965,20119.965,40239.93,0,429.72171,0,0,0.99999994
32,0,0.00075673597,0.0015134719,19556.033,19556.033,39112.066,0,428.12173,0,0,0.99999994
33,0,0.00075025251,0.001500505,19726.051,19726.051,39452.102,0,428.00433,0,0,0.99999994
