epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head
19,b,0.0027688269693704926,0.0009229423231234974,0.0027688269693704926,1.07002,0.52881,0.84099,0.84153,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,144.4857940673828,nan,nan,nan
20,b,0.002743214652797724,0.0009144048842659081,0.002743214652797724,1.08068,0.53421,0.8438,0.91905,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,157.23751831054688,nan,nan,nan
21,b,0.002716390236646797,0.000905463412215599,0.002716390236646797,1.07845,0.53246,0.84325,0.8513,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,158.6764373779297,nan,nan,nan
22,b,0.0026883801933779003,0.0008961267311259668,0.0026883801933779003,1.07609,0.53344,0.84133,0.7928,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,96.61485290527344,nan,nan,nan
23,b,0.0026592121655220472,0.0008864040551740157,0.0026592121655220472,1.06537,0.52718,0.84152,0.86797,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,123.17311096191406,nan,nan,nan
24,b,0.0026289149384012326,0.0008763049794670776,0.0026289149384012326,1.06787,0.52684,0.84083,0.76736,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,123.29322814941406,nan,nan,nan
25,b,0.0025975184117207964,0.0008658394705735988,0.0025975184117207964,1.07048,0.52783,0.84152,0.92189,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,113.23361206054688,nan,nan,nan
26,b,0.002565053570062023,0.000855017856687341,0.002565053570062023,1.0612,0.52208,0.84,0.68194,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,86.02003479003906,nan,nan,nan
27,b,0.0025315524523041024,0.0008438508174347008,0.0025315524523041024,1.06079,0.52634,0.83986,0.71275,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,125.84962463378906,nan,nan,nan
28,b,0.002497048120005623,0.0008323493733352076,0.002497048120005623,1.06436,0.522,0.83878,0.68996,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,194.25169372558594,nan,nan,nan
29,b,0.0024615746247768043,0.0008205248749256015,0.0024615746247768043,1.05631,0.52255,0.83722,0.72137,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,90.06538391113281,nan,nan,nan
30,b,0.0024251669746746703,0.0008083889915582234,0.0024251669746746703,1.05225,0.51953,0.83864,0.69563,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,105.54549407958984,nan,nan,nan
31,b,0.002387861099654323,0.0007959536998847743,0.002387861099654323,1.05511,0.51993,0.83986,0.75678,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,217.2209014892578,nan,nan,nan
32,b,0.002349693816110414,0.0007832312720368047,0.002349693816110414,1.04339,0.51552,0.83625,0.61145,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,108.04312133789062,nan,nan,nan
33,b,0.00231070279054381,0.0007702342635146033,0.00231070279054381,1.05455,0.51939,0.83971,0.84539,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,71.43270874023438,nan,nan,nan
34,b,0.002270926502389301,0.0007569755007964337,0.002270926502389301,1.04861,0.51791,0.83838,0.70874,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,169.35826110839844,nan,nan,nan
35,b,0.002230404206041047,0.000743468068680349,0.002230404206041047,1.04482,0.51426,0.83653,0.61418,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,159.89305114746094,nan,nan,nan
36,b,0.0021891758921132273,0.0007297252973710758,0.0021891758921132273,1.04137,0.51416,0.83414,0.56804,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,166.73048400878906,nan,nan,nan
37,b,0.002147282247974133,0.0007157607493247109,0.002147282247974133,1.0393,0.51357,0.83662,0.61362,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,93.0265121459961,nan,nan,nan
38,b,0.002104764617592649,0.0007015882058642164,0.002104764617592649,1.03469,0.51006,0.83442,0.62394,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,196.746826171875,nan,nan,nan
39,b,0.002061664960736747,0.0006872216535789157,0.002061664960736747,1.03886,0.51015,0.83545,0.64758,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,147.15487670898438,nan,nan,nan
40,b,0.0020180258115642578,0.0006726752705214193,0.0020180258115642578,1.02902,0.50831,0.83457,0.52724,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,357.2037048339844,nan,nan,nan
41,b,0.001973890236646797,0.0006579634122155991,0.001973890236646797,1.03851,0.51123,0.83606,0.60211,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,87.751708984375,nan,nan,nan
42,b,0.001929301792468256,0.0006431005974894186,0.001929301792468256,1.02898,0.50779,0.83379,0.54919,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,74.73200225830078,nan,nan,nan
43,b,0.0018843044824398093,0.0006281014941466031,0.0018843044824398093,1.01946,0.50595,0.83317,0.53733,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,1096.1639404296875,nan,nan,nan
44,b,0.0018389427134738658,0.0006129809044912887,0.0018389427134738658,1.02104,0.50324,0.83289,0.53536,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,147.6528778076172,nan,nan,nan
45,b,0.0017932612521598013,0.0005977537507199337,0.0017932612521598013,1.01767,0.50219,0.83287,0.51156,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,135.6797637939453,nan,nan,nan
46,b,0.001747305180584743,0.0005824350601949143,0.001747305180584743,1.01834,0.50247,0.83358,0.50502,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,117.8104019165039,nan,nan,nan
47,b,0.001701119851842992,0.0005670399506143307,0.001701119851842992,1.01777,0.50429,0.83425,0.49936,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,80.1042709350586,nan,nan,nan
48,b,0.0016547508452779936,0.0005515836150926645,0.0016547508452779936,1.00774,0.4977,0.8296,0.46795,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,171.1710968017578,nan,nan,nan
49,b,0.0016082439215010305,0.0005360813071670102,0.0016082439215010305,1.00307,0.49811,0.83243,0.45334,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,142.73040771484375,nan,nan,nan
50,b,0.0015616449772310208,0.0005205483257436736,0.0015616449772310208,1.00392,0.49621,0.83061,0.44369,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,103.55359649658203,nan,nan,nan
51,b,0.0015150000000000003,0.0005050000000000001,0.0015150000000000003,0.99422,0.49405,0.82805,0.41717,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,101.50857543945312,nan,nan,nan
52,b,0.0014683550227689796,0.0004894516742563266,0.0014683550227689796,1.0036,0.4984,0.83007,0.46297,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,149.42083740234375,nan,nan,nan
53,b,0.0014217560784989694,0.0004739186928329898,0.0014217560784989694,0.99195,0.4921,0.82964,0.47932,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,129.62657165527344,nan,nan,nan
54,b,0.001375249154722006,0.0004584163849073354,0.001375249154722006,0.9945,0.49299,0.82923,0.51204,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,89.93753814697266,nan,nan,nan
55,b,0.001328880148157008,0.0004429600493856694,0.001328880148157008,0.98639,0.49034,0.82877,0.41535,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,158.2291717529297,nan,nan,nan
56,b,0.0012826948194152575,0.0004275649398050858,0.0012826948194152575,0.98731,0.48929,0.82991,0.49148,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,101.42875671386719,nan,nan,nan
57,b,0.001236738747840199,0.0004122462492800664,0.001236738747840199,0.98387,0.48976,0.82766,0.45911,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,187.77243041992188,nan,nan,nan
58,b,0.0011910572865261348,0.00039701909550871165,0.0011910572865261348,0.97992,0.48607,0.82643,0.42215,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,137.76390075683594,nan,nan,nan
59,b,0.0011456955175601908,0.0003818985058533969,0.0011456955175601908,0.98044,0.48498,0.82752,0.38265,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,123.1069564819336,nan,nan,nan
60,b,0.0011006982075317448,0.0003668994025105816,0.0011006982075317448,0.97726,0.485,0.82745,0.39387,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,116.29743194580078,nan,nan,nan
61,b,0.001056109763353204,0.0003520365877844013,0.001056109763353204,0.97133,0.48275,0.82383,0.3912,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,117.6345443725586,nan,nan,nan
62,b,0.0010119741884357426,0.00033732472947858085,0.0010119741884357426,0.96478,0.48114,0.82705,0.34996,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,115.19683837890625,nan,nan,nan
63,b,0.0009683350392632535,0.0003227783464210845,0.0009683350392632535,0.96638,0.48054,0.82419,0.37781,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,131.3783721923828,nan,nan,nan
64,b,0.0009252353824073507,0.0003084117941357836,0.0009252353824073507,0.96193,0.48001,0.82593,0.34964,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,104.88957977294922,nan,nan,nan
65,b,0.000882717752025867,0.000294239250675289,0.000882717752025867,0.96045,0.47655,0.82656,0.35642,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,154.97311401367188,nan,nan,nan
66,b,0.0008408241078867732,0.0002802747026289244,0.0008408241078867732,0.95755,0.47772,0.82589,0.38463,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,172.1142578125,nan,nan,nan
67,b,0.0007995957939589528,0.00026653193131965093,0.0007995957939589528,0.9554,0.47397,0.82683,0.36245,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,235.5313262939453,nan,nan,nan
68,b,0.0007590734976106985,0.0002530244992035662,0.0007590734976106985,0.95161,0.47439,0.8256,0.32511,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,131.02728271484375,nan,nan,nan
69,b,0.0007192972094561894,0.00023976573648539645,0.0007192972094561894,0.95444,0.47503,0.82379,0.33377,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,112.82439422607422,nan,nan,nan
70,b,0.0006803061838895857,0.00022676872796319525,0.0006803061838895857,0.94357,0.47074,0.82305,0.32721,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,346.4305114746094,nan,nan,nan
71,b,0.0006421389003456779,0.00021404630011522595,0.0006421389003456779,0.94577,0.47178,0.82239,0.32155,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,142.40187072753906,nan,nan,nan
72,b,0.0006048330253253298,0.0002016110084417766,0.0006048330253253298,0.94538,0.47106,0.82373,0.31693,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,69.47041320800781,nan,nan,nan
73,b,0.0005684253752231957,0.00018947512507439858,0.0005684253752231957,0.94052,0.46912,0.82205,0.2872,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,112.35015106201172,nan,nan,nan
74,b,0.0005329518799943771,0.00017765062666479236,0.0005329518799943771,0.94773,0.4725,0.82058,0.3387,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,255.33328247070312,nan,nan,nan
75,b,0.0004984475476958973,0.0001661491825652991,0.0004984475476958973,0.93839,0.46778,0.82185,0.29479,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,167.46270751953125,nan,nan,nan
76,b,0.0004649464299379771,0.00015498214331265904,0.0004649464299379771,0.93898,0.4699,0.82294,0.28477,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,149.74282836914062,nan,nan,nan
77,b,0.00043248158827920434,0.00014416052942640146,0.00043248158827920434,0.92873,0.46312,0.82232,0.25887,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,153.886474609375,nan,nan,nan
78,b,0.00040108506159876745,0.00013369502053292248,0.00040108506159876745,0.92698,0.46461,0.8219,0.27644,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,109.09010314941406,nan,nan,nan
79,b,0.0003707878344779534,0.00012359594482598446,0.0003707878344779534,0.93345,0.46728,0.82069,0.30847,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,169.33517456054688,nan,nan,nan
80,b,0.00034161980662209977,0.00011387326887403327,0.00034161980662209977,0.9246,0.46244,0.82248,0.2523,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,108.97561645507812,nan,nan,nan
81,b,0.00031360976335320303,0.000104536587784401,0.00031360976335320303,0.92088,0.46262,0.81909,0.26589,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,151.09999084472656,nan,nan,nan
82,b,0.0002867853472022759,9.559511573409197e-05,0.0002867853472022759,0.92569,0.46271,0.82264,0.29179,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,251.3557586669922,nan,nan,nan
83,b,0.00026117303062950806,8.705767687650267e-05,0.00026117303062950806,0.91781,0.4603,0.82082,0.25853,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,82.5739517211914,nan,nan,nan
84,b,0.00023679808989914374,7.893269663304791e-05,0.00023679808989914374,0.92246,0.46326,0.81993,0.27894,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,171.38031005859375,nan,nan,nan
85,b,0.00021368458013486268,7.122819337828756e-05,0.00021368458013486268,0.92095,0.4592,0.82106,0.25831,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,139.6195831298828,nan,nan,nan
86,b,0.00019185531158027381,6.395177052675793e-05,0.00019185531158027381,0.92159,0.46102,0.8192,0.27513,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,144.1170196533203,nan,nan,nan
87,b,0.00017133182708796123,5.711060902932042e-05,0.00017133182708796123,0.91973,0.46092,0.8208,0.30472,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,145.53836059570312,nan,nan,nan
88,b,0.0001521343808592881,5.071146028642937e-05,0.0001521343808592881,0.91497,0.45879,0.82119,0.2651,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,146.3876190185547,nan,nan,nan
89,b,0.00013428191845594683,4.476063948531561e-05,0.00013428191845594683,0.91613,0.45879,0.81983,0.26015,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,111.96675109863281,nan,nan,nan
90,b,0.000117792058102975,3.926401936765833e-05,0.000117792058102975,0.91698,0.4591,0.82057,0.25902,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,195.68939208984375,nan,nan,nan
91,b,0.00010268107330169673,3.422702443389891e-05,0.00010268107330169673,0.91151,0.45676,0.81769,0.25722,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,144.4261016845703,nan,nan,nan
92,b,8.896387676973983e-05,2.9654625589913275e-05,8.896387676973983e-05,0.91232,0.45984,0.8195,0.25547,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,120.11483764648438,nan,nan,nan
93,b,7.665400572398273e-05,2.5551335241327577e-05,7.665400572398273e-05,0.91257,0.45683,0.82102,0.26584,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,240.2418212890625,nan,nan,nan
94,b,6.57636085209602e-05,2.1921202840320064e-05,6.57636085209602e-05,0.91141,0.45755,0.81771,0.27717,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,113.57749938964844,nan,nan,nan
95,b,5.630343266789706e-05,1.8767810889299018e-05,5.630343266789706e-05,0.90996,0.45692,0.82066,0.27083,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,90.55267333984375,nan,nan,nan
96,b,4.8282814216220274e-05,1.6094271405406757e-05,4.8282814216220274e-05,0.91135,0.45763,0.81986,0.2686,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,150.07347106933594,nan,nan,nan
97,b,4.170966854800062e-05,1.390322284933354e-05,4.170966854800062e-05,0.91265,0.45669,0.81799,0.23716,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,128.09323120117188,nan,nan,nan
98,b,3.659048256442632e-05,1.219682752147544e-05,3.659048256442632e-05,0.90831,0.45667,0.81813,0.24064,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,123.0210952758789,nan,nan,nan
99,b,3.2930308284016884e-05,1.0976769428005628e-05,3.2930308284016884e-05,0.91141,0.45644,0.81842,0.28033,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,108.679931640625,nan,nan,nan
100,b,3.073275785688867e-05,1.024425261896289e-05,3.073275785688867e-05,0.90504,0.45419,0.81924,0.23483,0.0,0.0,78.875,1.934607744216919,9.700389862060547,31.015625,81,always_freeze,1,0,179.81166076660156,nan,nan,nan
