epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,166.638,2.66985,2.78667,1.59483,0.48529,0.15495,0.07671,0.02777,2.84245,2.97985,1.39279,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884
2,385.255,2.63931,2.13149,1.38027,0.45801,0.16316,0.07833,0.02609,2.84147,7.51986,1.46801,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215
3,631.93,2.83093,2.2898,1.44387,0.06285,0.07079,0.0211,0.00629,3.11515,13.5701,1.81072,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535
4,834.053,2.85692,2.29858,1.46565,0.51767,0.15696,0.10013,0.03383,2.82976,3.02688,1.45668,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966
5,1019.77,2.72605,2.15002,1.40987,0.28356,0.20173,0.18062,0.06621,2.67757,2.57216,1.38124,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939
6,1154.69,2.64434,2.04244,1.36438,0.26081,0.15702,0.12615,0.04215,2.66239,2.98616,1.35311,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905
7,1279.86,2.59348,1.98138,1.33825,0.57966,0.23894,0.21983,0.08526,2.54747,1.98796,1.29133,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
8,1450.79,2.56635,1.94356,1.32448,0.34359,0.24174,0.20371,0.07957,2.60277,2.82799,1.29734,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813
9,1591.86,2.51845,1.89313,1.31263,0.66895,0.2415,0.25897,0.10736,2.50276,1.76375,1.26912,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
10,1727.57,2.49704,1.85342,1.28079,0.47186,0.27625,0.27694,0.11264,2.50744,1.71988,1.26302,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691
11,1855.09,2.43122,1.79976,1.27991,0.40789,0.30764,0.28779,0.11808,2.43989,1.69189,1.24101,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618
12,1992.6,2.4377,1.78184,1.26125,0.55347,0.32582,0.33482,0.14824,2.33357,1.66028,1.20357,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538
13,2132.31,2.44196,1.77982,1.26724,0.43819,0.31448,0.30974,0.13061,2.37355,1.66923,1.20851,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945
14,2265.78,2.41131,1.72258,1.24764,0.42991,0.31326,0.30233,0.13169,2.43478,1.6393,1.21569,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355
15,2396.25,2.38632,1.71802,1.24489,0.42886,0.33753,0.31666,0.13826,2.37625,2.04319,1.21621,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252
