epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.3028,2.26292,2.7084,1.304,0.57084,0.30832,0.30948,0.12817,2.25583,1.68967,1.15227,0.00332607,0.00332607,0.0700654
2,169.707,2.01299,1.48158,1.10593,0.42735,0.40739,0.30305,0.11975,2.14633,1.95751,1.15948,0.00664292,0.00664292,0.0400489
3,251.283,2.02443,1.42144,1.11456,0.35168,0.45298,0.29782,0.12488,2.31249,4.60597,1.20279,0.00994327,0.00994327,0.0100159
4,331.112,2.05373,1.40722,1.14081,0.56502,0.44878,0.43969,0.16544,2.17808,1.6284,1.18061,0.00992575,0.00992575,0.00992575
5,422.347,1.90536,1.2322,1.09055,0.53691,0.4999,0.46703,0.1939,2.11595,2.10406,1.12525,0.009901,0.009901,0.009901
6,509.247,1.7779,1.10357,1.0454,0.63724,0.47274,0.50094,0.21461,2.07329,1.70272,1.13152,0.00987625,0.00987625,0.00987625
7,583.567,1.70208,1.02567,1.01908,0.61691,0.52505,0.54622,0.23386,1.98744,1.41892,1.11343,0.0098515,0.0098515,0.0098515
8,665.518,1.62008,0.94231,0.99107,0.6817,0.55705,0.60634,0.26457,1.89513,1.34896,1.08403,0.00982675,0.00982675,0.00982675
9,745.551,1.56578,0.8928,0.97236,0.65269,0.56773,0.60478,0.27402,1.88259,1.32841,1.07783,0.009802,0.009802,0.009802
10,827.599,1.51277,0.85096,0.95653,0.67577,0.59604,0.63445,0.29678,1.83773,1.33799,1.06455,0.00977725,0.00977725,0.00977725
11,904.124,1.45718,0.80786,0.94085,0.6291,0.57886,0.58689,0.27897,1.82649,1.39731,1.06684,0.0097525,0.0097525,0.0097525
12,993.269,1.41837,0.77463,0.92931,0.71099,0.61681,0.65933,0.31761,1.78165,1.20365,1.04418,0.00972775,0.00972775,0.00972775
13,1078.32,1.3851,0.7527,0.91953,0.71434,0.61319,0.65628,0.32118,1.77379,1.26075,1.04289,0.009703,0.009703,0.009703
14,1154.61,1.35533,0.72986,0.911,0.67337,0.61333,0.65619,0.32008,1.76896,1.23924,1.04904,0.00967825,0.00967825,0.00967825
15,1236.57,1.32457,0.70928,0.9037,0.72157,0.60792,0.66761,0.33673,1.71969,1.22001,1.02809,0.0096535,0.0096535,0.0096535
16,1320.29,1.2902,0.68412,0.89571,0.74278,0.63578,0.69435,0.35103,1.71857,1.18039,1.03062,0.00962875,0.00962875,0.00962875
17,1409.3,1.26357,0.66926,0.89023,0.73237,0.63883,0.68426,0.34376,1.69934,1.26944,1.02402,0.009604,0.009604,0.009604
18,1481.63,1.23804,0.64799,0.88464,0.73549,0.65643,0.69745,0.34774,1.71486,1.12402,1.03647,0.00957925,0.00957925,0.00957925
19,1557.12,1.21606,0.63557,0.87822,0.73917,0.63594,0.69026,0.35354,1.68482,1.20171,1.02969,0.0095545,0.0095545,0.0095545
20,1626.12,1.19468,0.62202,0.87385,0.74779,0.66841,0.70911,0.36245,1.68187,1.14234,1.02351,0.00952975,0.00952975,0.00952975
21,1693.43,1.17694,0.61342,0.87026,0.75603,0.67105,0.7272,0.37542,1.64892,1.10597,1.01111,0.009505,0.009505,0.009505
22,1765.53,1.15721,0.6018,0.86598,0.78835,0.69781,0.74933,0.38756,1.63854,1.03519,1.01153,0.00948025,0.00948025,0.00948025
23,1838.76,1.13958,0.58956,0.86271,0.74759,0.66375,0.72248,0.37476,1.64556,1.24069,1.00899,0.0094555,0.0094555,0.0094555
24,1908.58,1.12293,0.57911,0.85892,0.7784,0.6671,0.73735,0.38599,1.63749,1.10133,1.01698,0.00943075,0.00943075,0.00943075
25,1973.4,1.11024,0.5726,0.85713,0.78245,0.67803,0.74522,0.39966,1.60877,1.039,1.0172,0.009406,0.009406,0.009406
26,2047.89,1.08791,0.56265,0.85314,0.78679,0.68921,0.74875,0.40218,1.60631,1.03179,1.01762,0.00938125,0.00938125,0.00938125
27,2115.21,1.07939,0.55636,0.85048,0.79843,0.6859,0.74932,0.40524,1.60028,1.03188,1.00408,0.0093565,0.0093565,0.0093565
28,2183.83,1.06182,0.54468,0.84781,0.80413,0.67489,0.75629,0.40958,1.59338,1.03691,1.00169,0.00933175,0.00933175,0.00933175
29,2257.3,1.04825,0.53744,0.84549,0.79175,0.7001,0.75242,0.40599,1.57894,1.04954,1.00651,0.009307,0.009307,0.009307
30,2333.13,1.0402,0.53175,0.84396,0.79433,0.69258,0.75508,0.40443,1.58549,1.0462,1.00661,0.00928225,0.00928225,0.00928225
31,2402.04,1.02222,0.5245,0.84116,0.76073,0.70977,0.74758,0.4041,1.5663,1.03021,0.99761,0.0092575,0.0092575,0.0092575
32,2471.87,1.01206,0.51845,0.83994,0.80343,0.71066,0.76515,0.415,1.56515,1.01146,1.00119,0.00923275,0.00923275,0.00923275
33,2546.03,1.00582,0.51461,0.8377,0.79629,0.6967,0.75423,0.41305,1.55034,1.0242,0.99881,0.009208,0.009208,0.009208
34,2612.55,0.99433,0.50735,0.83635,0.79836,0.68554,0.75173,0.40806,1.5566,1.06215,1.00432,0.00918325,0.00918325,0.00918325
35,2680.71,0.98357,0.50353,0.83427,0.77965,0.68175,0.74733,0.40784,1.55782,1.08778,1.00596,0.0091585,0.0091585,0.0091585
36,2749.71,0.97185,0.49636,0.83181,0.79978,0.71448,0.77176,0.42287,1.55449,1.04343,1.00296,0.00913375,0.00913375,0.00913375
37,2820.91,0.9634,0.49037,0.83049,0.81019,0.69796,0.76816,0.42748,1.55062,1.04136,1.00209,0.009109,0.009109,0.009109
38,2885.01,0.94861,0.48324,0.82926,0.80926,0.71225,0.77756,0.42908,1.55394,1.03733,1.00071,0.00908425,0.00908425,0.00908425
39,2961.72,0.94234,0.48105,0.82775,0.816,0.70951,0.77151,0.42916,1.53741,1.01691,0.99496,0.0090595,0.0090595,0.0090595
40,3031.49,0.93323,0.47689,0.82667,0.81985,0.71409,0.78066,0.43355,1.54835,1.06077,0.99439,0.00903475,0.00903475,0.00903475
41,3100.9,0.92619,0.47416,0.82483,0.81354,0.70812,0.77833,0.4359,1.53109,1.00982,0.99609,0.00901,0.00901,0.00901
42,3171.12,0.92197,0.4706,0.82363,0.8143,0.72234,0.78425,0.44032,1.51626,0.99439,0.99864,0.00898525,0.00898525,0.00898525
43,3245.84,0.91391,0.4672,0.82298,0.8258,0.71029,0.78313,0.43755,1.51334,0.97485,0.99223,0.0089605,0.0089605,0.0089605
44,3315.06,0.90516,0.46161,0.82199,0.80792,0.72245,0.77795,0.43531,1.51288,0.99352,0.99331,0.00893575,0.00893575,0.00893575
45,3382.73,0.89708,0.4579,0.82065,0.81954,0.72059,0.77798,0.43663,1.50904,1.00032,0.99293,0.008911,0.008911,0.008911
46,3459.54,0.88919,0.45422,0.82038,0.81953,0.70947,0.77677,0.43658,1.51762,1.01703,0.9957,0.00888625,0.00888625,0.00888625
47,3525.74,0.88218,0.45144,0.81934,0.81619,0.7181,0.77873,0.43768,1.50939,0.99195,0.99385,0.0088615,0.0088615,0.0088615
48,3593.17,0.87857,0.44836,0.81826,0.82692,0.71807,0.78277,0.44062,1.50514,0.976,0.99178,0.00883675,0.00883675,0.00883675
49,3663.05,0.8697,0.44275,0.81744,0.81061,0.7238,0.78501,0.44226,1.50641,0.97455,0.99297,0.008812,0.008812,0.008812
50,3736.89,0.85945,0.44156,0.81578,0.82727,0.71007,0.78398,0.44383,1.50801,0.98811,0.99195,0.00878725,0.00878725,0.00878725
51,3804.2,0.85709,0.43705,0.81552,0.8211,0.71119,0.78185,0.44296,1.508,0.99885,0.99184,0.0087625,0.0087625,0.0087625
52,3876.9,0.85124,0.43377,0.81405,0.81779,0.71682,0.78205,0.44472,1.50063,0.99103,0.99074,0.00873775,0.00873775,0.00873775
53,3951.81,0.84155,0.42951,0.81288,0.81018,0.72017,0.78235,0.44611,1.48829,0.97876,0.98858,0.008713,0.008713,0.008713
54,4023.25,0.83924,0.42793,0.81316,0.8101,0.72505,0.78412,0.44688,1.48762,0.97783,0.98817,0.00868825,0.00868825,0.00868825
55,4088.02,0.82772,0.42374,0.81177,0.81551,0.72047,0.78468,0.44697,1.48634,0.97058,0.98916,0.0086635,0.0086635,0.0086635
56,4161.99,0.82683,0.42282,0.81125,0.8225,0.71637,0.78456,0.44744,1.48649,0.97793,0.99154,0.00863875,0.00863875,0.00863875
57,4232.54,0.82256,0.42063,0.81033,0.81965,0.71759,0.78757,0.44872,1.48463,0.96472,0.99149,0.008614,0.008614,0.008614
58,4297.4,0.81862,0.41871,0.80974,0.8311,0.71048,0.78792,0.45097,1.47778,0.95225,0.98929,0.00858925,0.00858925,0.00858925
59,4371.32,0.80944,0.41512,0.80939,0.82945,0.71313,0.7868,0.45075,1.47842,0.95962,0.98973,0.0085645,0.0085645,0.0085645
60,4442.88,0.80648,0.41307,0.80838,0.82692,0.71473,0.78707,0.45039,1.47667,0.9664,0.98809,0.00853975,0.00853975,0.00853975
61,4516.32,0.80539,0.41254,0.8081,0.83253,0.71196,0.78686,0.45081,1.47786,0.96997,0.98769,0.008515,0.008515,0.008515
62,4580.99,0.79687,0.40756,0.80723,0.82759,0.71781,0.78575,0.45104,1.47594,0.96956,0.98742,0.00849025,0.00849025,0.00849025
63,4658.39,0.79295,0.40625,0.80651,0.82652,0.71595,0.7849,0.45129,1.47642,0.97072,0.98819,0.0084655,0.0084655,0.0084655
64,4728.91,0.78908,0.40381,0.80662,0.82589,0.71915,0.78303,0.45017,1.47578,0.97282,0.98764,0.00844075,0.00844075,0.00844075
65,4795.06,0.78222,0.40043,0.80542,0.82578,0.71568,0.78239,0.45034,1.47471,0.97442,0.9875,0.008416,0.008416,0.008416
66,4867.76,0.78151,0.40012,0.80524,0.83033,0.71244,0.78114,0.45009,1.47342,0.97053,0.98777,0.00839125,0.00839125,0.00839125
67,4939.3,0.77704,0.39796,0.80472,0.8263,0.71305,0.78053,0.45061,1.47206,0.96742,0.98767,0.0083665,0.0083665,0.0083665
68,5010.69,0.76618,0.39398,0.8041,0.81725,0.71983,0.78177,0.45161,1.47056,0.96433,0.98736,0.00834175,0.00834175,0.00834175
69,5077.71,0.77164,0.39523,0.80379,0.81422,0.72313,0.78286,0.45192,1.4698,0.96366,0.98781,0.008317,0.008317,0.008317
70,5155.05,0.75679,0.38903,0.80207,0.81354,0.72229,0.78373,0.45254,1.46797,0.95975,0.9882,0.00829225,0.00829225,0.00829225
71,5225.42,0.75873,0.3894,0.80297,0.81571,0.72064,0.78385,0.45334,1.46703,0.95978,0.98951,0.0082675,0.0082675,0.0082675
72,5294.98,0.75579,0.3872,0.8022,0.81297,0.72313,0.78365,0.45343,1.46718,0.95788,0.98957,0.00824275,0.00824275,0.00824275
73,5367.89,0.75346,0.38806,0.80169,0.82336,0.71696,0.78374,0.45315,1.46659,0.95639,0.9904,0.008218,0.008218,0.008218
74,5442.34,0.75188,0.38524,0.80156,0.8246,0.71785,0.78439,0.45234,1.4662,0.95851,0.99065,0.00819325,0.00819325,0.00819325
75,5511.99,0.74342,0.3816,0.80069,0.82423,0.71777,0.78441,0.45283,1.46555,0.95885,0.9909,0.0081685,0.0081685,0.0081685
76,5579.82,0.74171,0.37989,0.801,0.82369,0.7184,0.78495,0.45327,1.46431,0.95861,0.98999,0.00814375,0.00814375,0.00814375
77,5659.16,0.73686,0.37801,0.8001,0.82601,0.71908,0.78581,0.45381,1.46364,0.95854,0.98986,0.008119,0.008119,0.008119
78,5730.9,0.73238,0.37623,0.79974,0.81778,0.72552,0.78539,0.45406,1.46305,0.9587,0.98976,0.00809425,0.00809425,0.00809425
79,5801.25,0.72934,0.37531,0.79978,0.82068,0.72313,0.78531,0.45418,1.46219,0.95817,0.98946,0.0080695,0.0080695,0.0080695
80,5871.41,0.72361,0.37297,0.79896,0.8245,0.72421,0.78656,0.45507,1.46155,0.95654,0.98966,0.00804475,0.00804475,0.00804475
81,5947.28,0.72239,0.37313,0.79836,0.82525,0.72443,0.78715,0.45485,1.46071,0.9552,0.98971,0.00802,0.00802,0.00802
82,6016.82,0.72063,0.37057,0.79792,0.82591,0.72269,0.78692,0.4549,1.4602,0.95451,0.98994,0.00799525,0.00799525,0.00799525
83,6084.35,0.71816,0.37005,0.79778,0.82637,0.72166,0.78678,0.45471,1.4598,0.95409,0.99028,0.0079705,0.0079705,0.0079705
84,6161.1,0.71348,0.36816,0.79744,0.82686,0.72162,0.78621,0.45497,1.4598,0.95459,0.99058,0.00794575,0.00794575,0.00794575
85,6232.66,0.71094,0.36611,0.79692,0.83167,0.71841,0.7867,0.45495,1.45916,0.95432,0.99049,0.007921,0.007921,0.007921
86,6305.48,0.7065,0.36496,0.79665,0.8252,0.72177,0.78642,0.45555,1.45803,0.95224,0.99036,0.00789625,0.00789625,0.00789625
87,6371.98,0.70522,0.36241,0.79666,0.82471,0.72147,0.78597,0.45499,1.45741,0.95171,0.99014,0.0078715,0.0078715,0.0078715
88,6450.45,0.70207,0.36104,0.79605,0.8211,0.72553,0.78652,0.45509,1.45725,0.95121,0.99012,0.00784675,0.00784675,0.00784675
89,6524.96,0.69555,0.35921,0.79536,0.81952,0.72502,0.7868,0.45602,1.45614,0.95039,0.99004,0.007822,0.007822,0.007822
90,6591.93,0.69546,0.35864,0.79564,0.81552,0.72662,0.78697,0.45586,1.45556,0.9501,0.99022,0.00779725,0.00779725,0.00779725
91,6665.14,0.69534,0.35849,0.79583,0.81287,0.72886,0.78676,0.45572,1.45507,0.95044,0.98995,0.0077725,0.0077725,0.0077725
92,6737.15,0.69163,0.35731,0.79507,0.81331,0.72898,0.78695,0.45631,1.45479,0.95012,0.98957,0.00774775,0.00774775,0.00774775
93,6810.09,0.68605,0.35653,0.79465,0.80885,0.73099,0.78666,0.45645,1.45488,0.94929,0.98951,0.007723,0.007723,0.007723
94,6876.78,0.68556,0.35517,0.79446,0.80869,0.73083,0.78686,0.45678,1.45431,0.9485,0.98952,0.00769825,0.00769825,0.00769825
95,6956.24,0.68146,0.3515,0.79402,0.80949,0.73001,0.78663,0.45717,1.45351,0.94562,0.98961,0.0076735,0.0076735,0.0076735
96,7029.78,0.67769,0.35037,0.79383,0.81435,0.72627,0.78645,0.45736,1.4535,0.94502,0.98975,0.00764875,0.00764875,0.00764875
97,7100.76,0.6759,0.34954,0.79338,0.81427,0.7266,0.78629,0.45756,1.45227,0.94375,0.98937,0.007624,0.007624,0.007624
98,7170.1,0.67188,0.34841,0.79325,0.81979,0.72083,0.78643,0.45748,1.45204,0.94351,0.98932,0.00759925,0.00759925,0.00759925
99,7244.15,0.66983,0.34675,0.79307,0.81748,0.72347,0.7866,0.45798,1.45086,0.94256,0.98882,0.0075745,0.0075745,0.0075745
100,7315.32,0.66674,0.34503,0.79269,0.81755,0.72318,0.78613,0.45762,1.45057,0.94223,0.98895,0.00754975,0.00754975,0.00754975
101,7382.43,0.66376,0.34498,0.79221,0.81656,0.72313,0.78606,0.45774,1.45029,0.94325,0.98901,0.007525,0.007525,0.007525
102,7459.55,0.66277,0.34402,0.79203,0.81441,0.7249,0.78585,0.45776,1.45001,0.94276,0.9892,0.00750025,0.00750025,0.00750025
103,7533.52,0.66329,0.34311,0.79221,0.81581,0.72279,0.78592,0.45811,1.44957,0.94303,0.98947,0.0074755,0.0074755,0.0074755
