epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,373.184,2.19691,1.9303,1.33283,0.38983,0.31572,0.35498,0.14049,2.25136,1.50197,1.16956,0.00997821,0.00332607,0.00997821,0.00332607,0.00997821,0.00332607,0.00997821,0.00332607
2,690.149,2.24872,1.55918,1.23473,0.39016,0.38192,0.28728,0.09737,2.35966,1.80207,1.24506,0.0199781,0.00665938,0.0199781,0.00665938,0.0199781,0.00665938,0.0199781,0.00665938
3,1083.79,2.37343,1.68853,1.29958,0.29797,0.31806,0.20516,0.06885,2.70715,4.26315,1.41176,0.0299778,0.00999259,0.0299778,0.00999259,0.0299778,0.00999259,0.0299778,0.00999259
4,1371.93,2.40465,1.69767,1.32622,0.47219,0.39416,0.36815,0.14009,2.35307,1.87832,1.25606,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966
5,1657.1,2.23923,1.49541,1.27815,0.6095,0.434,0.46023,0.17574,2.18556,1.53599,1.22481,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939
6,1939.25,2.1505,1.38851,1.23204,0.58568,0.47502,0.49299,0.19956,2.10615,1.74906,1.18894,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905
7,2197.28,2.08899,1.30662,1.20863,0.62096,0.554,0.55939,0.23621,2.02085,1.24489,1.14725,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
8,2462.82,2.02669,1.23797,1.1891,0.63189,0.61787,0.62317,0.2731,1.96223,1.1834,1.13652,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813
9,2720.14,1.98509,1.19131,1.17585,0.7073,0.61766,0.66044,0.29774,1.93517,1.14659,1.1131,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
10,2987.6,1.95631,1.15386,1.16151,0.68217,0.63531,0.66039,0.29688,1.88339,1.13126,1.10512,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691
