epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,227.342,2.87141,3.52384,1.59618,0.57824,0.17502,0.14137,0.05018,2.78093,2.34258,1.34043,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884
2,447.628,2.78325,2.39514,1.38926,0.75845,0.09381,0.07528,0.02594,3.06235,7.28068,1.65036,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215
3,646.176,2.92363,2.38689,1.47956,0.47153,0.12579,0.06968,0.02057,2.95208,3.70821,1.73773,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535
4,845.144,2.93313,2.35328,1.51142,0.45314,0.14795,0.07591,0.02187,3.03413,2.52912,1.47314,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966
5,1047.32,2.81447,2.19368,1.45423,0.27247,0.2049,0.1719,0.06226,2.76385,2.04802,1.39076,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939
6,1286.22,2.73868,2.09759,1.42417,0.57837,0.18936,0.14,0.05247,2.75495,2.65819,1.49897,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905
7,1473.83,2.68328,2.02442,1.39837,0.4498,0.23468,0.22917,0.08848,2.59228,1.97451,1.31528,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
8,1671.04,2.62743,1.96612,1.37175,0.64248,0.23623,0.23356,0.09436,2.55782,1.86857,1.29073,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813
9,1865.55,2.59511,1.91243,1.34903,0.66465,0.25165,0.26185,0.1087,2.51795,1.80127,1.2985,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
10,2055.67,2.56792,1.88724,1.33864,0.68135,0.2446,0.25815,0.10722,2.53683,1.78208,1.28901,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691
11,2234.08,2.53877,1.84531,1.32151,0.36806,0.28235,0.25761,0.10353,2.67772,1.97839,1.31153,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618
12,2418.68,2.53334,1.82045,1.31551,0.39309,0.32499,0.2903,0.1226,2.44604,1.68779,1.24061,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538
13,2602.72,2.49765,1.78986,1.29749,0.44882,0.31385,0.30382,0.13126,2.44102,1.67887,1.22761,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945
14,2785.83,2.47908,1.75868,1.29001,0.47549,0.32404,0.31665,0.13663,2.41601,1.64784,1.23984,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355
15,2978.74,2.4726,1.75369,1.28357,0.44917,0.31266,0.30521,0.12773,2.46551,1.66603,1.22861,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252
16,3163.59,2.4434,1.7068,1.261,0.39687,0.35528,0.32871,0.14191,2.40206,1.58947,1.21584,0.0299742,0.00999141,0.0299742,0.00999141,0.0299742,0.00999141,0.0299742,0.00999141
17,3358.9,2.42655,1.68393,1.2575,0.39893,0.35164,0.31567,0.13488,2.4597,1.66093,1.22609,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023
18,3548.2,2.41295,1.67206,1.25424,0.42114,0.36366,0.3452,0.15545,2.38625,1.59463,1.20497,0.0299669,0.00998897,0.0299669,0.00998897,0.0299669,0.00998897,0.0299669,0.00998897
19,3730.88,2.40196,1.65463,1.2495,0.43412,0.37249,0.35399,0.15856,2.33063,1.52901,1.18803,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764
20,3914.5,2.38725,1.64454,1.23853,0.49252,0.35522,0.35962,0.16501,2.32573,1.50034,1.18073,0.0299587,0.00998623,0.0299587,0.00998623,0.0299587,0.00998623,0.0299587,0.00998623
21,4104.42,2.38028,1.62878,1.24258,0.47817,0.37648,0.3736,0.16771,2.29581,1.48247,1.17352,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474
22,4300.94,2.34745,1.59678,1.22354,0.4842,0.38635,0.37262,0.17131,2.29501,1.47892,1.16268,0.0299495,0.00998318,0.0299495,0.00998318,0.0299495,0.00998318,0.0299495,0.00998318
23,4487.07,2.3404,1.58513,1.22725,0.42709,0.39996,0.37843,0.18067,2.2549,1.46163,1.15905,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154
24,4677.83,2.33987,1.57374,1.21899,0.47466,0.39736,0.39345,0.18756,2.23857,1.44,1.14759,0.0299395,0.00997982,0.0299395,0.00997982,0.0299395,0.00997982,0.0299395,0.00997982
25,4862.98,2.333,1.55701,1.21713,0.49768,0.3904,0.39791,0.19023,2.24663,1.40208,1.15513,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803
26,5048.97,2.30982,1.5454,1.20758,0.77461,0.34843,0.40607,0.19468,2.2296,1.42427,1.15387,0.0299285,0.00997616,0.0299285,0.00997616,0.0299285,0.00997616,0.0299285,0.00997616
27,5227.72,2.29271,1.5221,1.19739,0.4927,0.4186,0.41467,0.19872,2.21623,1.38367,1.13987,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422
28,5417.61,2.2878,1.50931,1.19332,0.54455,0.41199,0.42796,0.20911,2.18543,1.37056,1.12858,0.0299166,0.0099722,0.0299166,0.0099722,0.0299166,0.0099722,0.0299166,0.0099722
29,5603.03,2.27493,1.4968,1.18784,0.50123,0.431,0.42738,0.21269,2.16111,1.34377,1.12505,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011
30,5785.97,2.27483,1.48963,1.18349,0.46487,0.44614,0.43143,0.21597,2.15669,1.33461,1.11448,0.0299038,0.00996794,0.0299038,0.00996794,0.0299038,0.00996794,0.0299038,0.00996794
31,5966.41,2.26454,1.46602,1.18096,0.47157,0.4639,0.44263,0.21564,2.16615,1.31185,1.11845,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569
32,6154.66,2.25063,1.45636,1.1812,0.4914,0.44282,0.43806,0.2153,2.17648,1.34048,1.11975,0.0298901,0.00996337,0.0298901,0.00996337,0.0298901,0.00996337,0.0298901,0.00996337
33,6339.53,2.23055,1.43515,1.17096,0.4921,0.45912,0.4519,0.22327,2.13433,1.29539,1.11274,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
34,6531.45,2.22621,1.43291,1.16948,0.51967,0.47174,0.4732,0.23546,2.10633,1.26921,1.10189,0.0298755,0.00995849,0.0298755,0.00995849,0.0298755,0.00995849,0.0298755,0.00995849
35,6721.99,2.23332,1.44085,1.16872,0.5473,0.45295,0.47349,0.24049,2.08358,1.26968,1.09493,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594
36,6907.38,2.21516,1.41838,1.1639,0.50912,0.46612,0.46887,0.2387,2.08757,1.25959,1.09718,0.02986,0.00995332,0.02986,0.00995332,0.02986,0.00995332,0.02986,0.00995332
37,7095.59,2.20514,1.40509,1.16425,0.51056,0.47274,0.47854,0.2434,2.07545,1.2412,1.08994,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062
38,7278.18,2.19092,1.39344,1.15053,0.50544,0.46508,0.47346,0.2413,2.06992,1.23416,1.08483,0.0298435,0.00994784,0.0298435,0.00994784,0.0298435,0.00994784,0.0298435,0.00994784
39,7460.9,2.18041,1.38085,1.14685,0.51964,0.49383,0.48363,0.24939,2.05007,1.22197,1.08241,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499
40,7645.64,2.18019,1.38378,1.14734,0.52982,0.49183,0.49397,0.26031,2.02277,1.21325,1.0763,0.0298262,0.00994206,0.0298262,0.00994206,0.0298262,0.00994206,0.0298262,0.00994206
41,7830.58,2.17824,1.36572,1.14558,0.51562,0.49193,0.49455,0.26054,2.01939,1.1956,1.07364,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
42,8014.66,2.15578,1.3505,1.13678,0.55783,0.49017,0.50077,0.26433,2.01001,1.18401,1.06639,0.0298079,0.00993598,0.0298079,0.00993598,0.0298079,0.00993598,0.0298079,0.00993598
43,8202.73,2.16772,1.35118,1.14132,0.52525,0.50518,0.50241,0.26929,1.99473,1.17272,1.0655,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282
44,8389.42,2.14224,1.33891,1.13535,0.53405,0.5053,0.51078,0.27344,1.98488,1.16534,1.06261,0.0297888,0.0099296,0.0297888,0.0099296,0.0297888,0.0099296,0.0297888,0.0099296
45,8575.34,2.14411,1.32125,1.13154,0.54428,0.51086,0.51456,0.27963,1.96896,1.1529,1.06151,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629
46,8761.53,2.12943,1.32075,1.12996,0.54414,0.51265,0.51583,0.27867,1.96896,1.15472,1.05712,0.0297687,0.00992291,0.0297687,0.00992291,0.0297687,0.00992291,0.0297687,0.00992291
47,8951.94,2.11875,1.31484,1.1203,0.55754,0.51269,0.52148,0.28137,1.94082,1.13919,1.04964,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946
48,9146.37,2.11255,1.30527,1.1159,0.55187,0.51177,0.5231,0.28452,1.94077,1.13236,1.04917,0.0297478,0.00991593,0.0297478,0.00991593,0.0297478,0.00991593,0.0297478,0.00991593
49,9343.15,2.10846,1.29619,1.12023,0.54661,0.52193,0.52572,0.28897,1.92153,1.1265,1.04374,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
50,9532.69,2.11879,1.30478,1.11585,0.55035,0.52349,0.53073,0.29288,1.92542,1.11896,1.04225,0.0297259,0.00990864,0.0297259,0.00990864,0.0297259,0.00990864,0.0297259,0.00990864
51,9722.15,2.10249,1.28532,1.11355,0.56995,0.52168,0.53264,0.29466,1.91851,1.11357,1.04093,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489
52,9916.74,2.09112,1.28248,1.11125,0.57626,0.52123,0.53347,0.29618,1.90432,1.10509,1.03672,0.0297032,0.00990106,0.0297032,0.00990106,0.0297032,0.00990106,0.0297032,0.00990106
53,10110.8,2.09567,1.28393,1.10965,0.56703,0.52551,0.53569,0.29777,1.89939,1.09721,1.03486,0.0296915,0.00989715,0.0296915,0.00989715,0.0296915,0.00989715,0.0296915,0.00989715
54,10310,2.09008,1.27697,1.10882,0.56934,0.52664,0.53549,0.29797,1.89111,1.09078,1.03322,0.0296795,0.00989317,0.0296795,0.00989317,0.0296795,0.00989317,0.0296795,0.00989317
55,10504.2,2.07607,1.27318,1.1004,0.56574,0.5303,0.53974,0.30037,1.8799,1.08626,1.02965,0.0296674,0.00988912,0.0296674,0.00988912,0.0296674,0.00988912,0.0296674,0.00988912
56,10697.1,2.07654,1.2647,1.10271,0.56123,0.53251,0.54009,0.30266,1.86967,1.07949,1.02699,0.029655,0.00988499,0.029655,0.00988499,0.029655,0.00988499,0.029655,0.00988499
57,10889.9,2.06569,1.25581,1.1009,0.56616,0.53784,0.54354,0.30432,1.8608,1.0735,1.02324,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
58,11087.2,2.05685,1.23743,1.09615,0.56857,0.53682,0.54694,0.30648,1.85853,1.06878,1.02308,0.0296295,0.00987651,0.0296295,0.00987651,0.0296295,0.00987651,0.0296295,0.00987651
59,11283.5,2.04063,1.23211,1.08833,0.58745,0.53645,0.5505,0.30909,1.85226,1.06098,1.02072,0.0296165,0.00987216,0.0296165,0.00987216,0.0296165,0.00987216,0.0296165,0.00987216
60,11503.9,2.04724,1.23225,1.0938,0.58117,0.54043,0.55171,0.31016,1.8466,1.05491,1.01859,0.0296032,0.00986773,0.0296032,0.00986773,0.0296032,0.00986773,0.0296032,0.00986773
