               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.09917,           0.0074026,            0.014209,             0.48623,            0.085514,            0.057124,            0.015237,            0.083986,           0.0061721,           0.0092288,           0.0099876,           0.0099876,           0.0099876
                   1,            0.077495,           0.0072694,           0.0059947,               0.389,             0.21101,             0.13853,            0.040354,            0.070052,           0.0050502,            0.003193,           0.0099753,           0.0099753,           0.0099753
                   2,            0.077009,           0.0071716,           0.0055885,             0.47514,             0.15706,            0.085771,            0.024206,              0.0767,            0.005473,           0.0079463,           0.0099629,           0.0099629,           0.0099629
                   3,            0.077681,           0.0073078,           0.0061269,             0.56841,              0.1761,             0.12195,            0.036669,            0.072441,           0.0059492,           0.0038772,           0.0099505,           0.0099505,           0.0099505
                   4,            0.075609,           0.0073222,           0.0054145,             0.55062,             0.22412,             0.13045,             0.04295,            0.068796,           0.0057261,           0.0039885,           0.0099381,           0.0099381,           0.0099381
                   5,            0.073499,           0.0072336,           0.0047811,             0.35322,             0.21294,             0.17894,            0.059322,            0.069777,           0.0054424,           0.0049268,           0.0099258,           0.0099258,           0.0099258
                   6,            0.072963,           0.0072976,           0.0050096,             0.29816,              0.2415,             0.21138,            0.078989,            0.066679,           0.0051974,           0.0031715,           0.0099134,           0.0099134,           0.0099134
                   7,            0.071951,           0.0072178,           0.0043565,             0.30499,             0.27683,             0.19629,            0.069447,            0.066632,           0.0055911,           0.0023312,            0.009901,            0.009901,            0.009901
                   8,             0.07104,           0.0071897,           0.0038741,             0.63462,             0.21849,             0.18769,            0.067148,            0.070052,           0.0055039,           0.0060342,           0.0098886,           0.0098886,           0.0098886
                   9,            0.069643,           0.0072054,           0.0039019,             0.35896,             0.27449,             0.22279,             0.07802,             0.06501,           0.0064013,           0.0022554,           0.0098763,           0.0098763,           0.0098763
                  10,            0.070145,           0.0071632,           0.0040264,             0.39285,             0.31565,             0.24311,            0.088041,            0.063904,           0.0051752,           0.0029925,           0.0098639,           0.0098639,           0.0098639
                  11,            0.068345,           0.0070789,           0.0035643,             0.39296,             0.30285,             0.24526,            0.091802,            0.063209,           0.0051228,            0.001742,           0.0098515,           0.0098515,           0.0098515
                  12,            0.068094,           0.0071464,           0.0035478,             0.25617,             0.26086,             0.22283,            0.083273,            0.065264,           0.0061367,           0.0035285,           0.0098391,           0.0098391,           0.0098391
                  13,            0.068387,           0.0070792,           0.0036713,             0.40951,             0.31241,             0.27712,             0.10901,            0.063026,           0.0053096,           0.0023956,           0.0098268,           0.0098268,           0.0098268
                  14,             0.06793,           0.0071611,           0.0035714,             0.49539,             0.31206,             0.28433,             0.11239,            0.060554,           0.0054213,            0.002111,           0.0098144,           0.0098144,           0.0098144
                  15,            0.067755,            0.007152,           0.0033431,             0.43864,             0.32145,             0.28375,             0.11006,            0.061529,           0.0056705,           0.0025595,            0.009802,            0.009802,            0.009802
                  16,            0.067272,           0.0070617,           0.0034226,             0.47198,             0.32867,             0.29344,             0.11957,            0.060458,           0.0050502,           0.0019654,           0.0097896,           0.0097896,           0.0097896
                  17,            0.066946,           0.0069983,           0.0032756,             0.48892,             0.33333,             0.30919,             0.12069,            0.060151,           0.0049961,           0.0016885,           0.0097773,           0.0097773,           0.0097773
                  18,             0.06626,           0.0071017,           0.0033391,             0.55919,             0.33735,             0.31707,             0.13118,            0.059559,           0.0049379,           0.0016175,           0.0097649,           0.0097649,           0.0097649
                  19,            0.066256,           0.0070434,           0.0032737,             0.45024,              0.3072,             0.28043,             0.11751,            0.060426,           0.0053427,           0.0021012,           0.0097525,           0.0097525,           0.0097525
                  20,            0.065922,           0.0071118,           0.0034409,             0.47099,             0.38164,             0.34514,             0.13988,            0.058508,           0.0049461,           0.0013816,           0.0097401,           0.0097401,           0.0097401
                  21,             0.06521,           0.0071228,           0.0027964,             0.44808,             0.36859,             0.31408,             0.12653,            0.059266,           0.0051533,           0.0017661,           0.0097278,           0.0097278,           0.0097278
                  22,            0.065235,           0.0068897,           0.0031766,             0.51856,             0.36689,             0.34607,             0.14562,            0.058305,           0.0048338,           0.0013527,           0.0097154,           0.0097154,           0.0097154
                  23,            0.065518,           0.0071348,           0.0031509,             0.45763,             0.36588,             0.32503,             0.13563,            0.057586,           0.0049668,           0.0015156,            0.009703,            0.009703,            0.009703
                  24,            0.065206,           0.0069242,           0.0029091,             0.58594,             0.38227,             0.38125,             0.16354,            0.056753,           0.0048572,            0.001449,           0.0096906,           0.0096906,           0.0096906
                  25,            0.064607,           0.0069262,           0.0027956,             0.50427,             0.38346,             0.35235,             0.14752,            0.057108,           0.0047364,           0.0012411,           0.0096783,           0.0096783,           0.0096783
                  26,            0.064557,           0.0068712,           0.0032216,             0.49775,             0.37966,             0.35331,             0.15583,             0.05734,           0.0048374,           0.0013475,           0.0096659,           0.0096659,           0.0096659
                  27,            0.064476,            0.007018,           0.0029501,             0.50429,             0.39971,             0.37807,             0.16252,            0.055792,           0.0046956,           0.0010785,           0.0096535,           0.0096535,           0.0096535
                  28,            0.064183,           0.0068999,           0.0031216,             0.48522,             0.39784,             0.37278,             0.16183,            0.055471,           0.0049572,           0.0011379,           0.0096411,           0.0096411,           0.0096411
