epoch,mode,student_box_loss,student_obj_loss,student_cls_loss,teacher_box_loss,teacher_obj_loss,teacher_cls_loss,kd_total_loss,lld_loss,fld_loss,rld_loss,ccl_loss,kd_to_student_det_ratio,atkd_weight,ccl_weight,atkd_loss,weighted_atkd_loss,weighted_ccl_loss,kd_scale,weighted_kd_to_student_det_ratio,cop_valid_candidates,cop_positive_candidates,cop_positive_ratio,cop_class0_count,cop_class1_count,cop_class2_count,neg_candidates_mean,ccl_pos_sim,ccl_neg_sim,ccl_margin,ccl_valid_classes,temperature_mean,temperature_min,temperature_max,feature_capture_ok,student_feature_levels,teacher_feature_levels,nan_or_inf_detected
22,paper_ccl_only,0.06523492187261581,0.006889655254781246,0.0031766195315867662,0.05180677771568298,0.006013449281454086,0.0022145151160657406,0.5413222312927246,0.0,0.0,0.0,0.5413222312927246,0.22732656832159476,0.0,1.0,0.0,0.0,0.5413220505958549,1.0,0.22732656832159476,796.2854030501089,772.7930283224401,0.9709274276444306,506.18954248366015,178.63398692810458,87.96949891067538,523.3024838516136,0.9692470946862547,0.9141156438389115,0.05513145508749861,2.860566448801743,2.943009795186826,2.8482410944105494,3.062770140716453,1.0,3.0,3.0,0.0
23,paper_ccl_only,0.06551755219697952,0.007134813815355301,0.003150927135720849,0.0519624724984169,0.0060921767726540565,0.0020500272512435913,0.5723738670349121,0.0,0.0,0.0,0.5723738670349121,0.23940372332313742,0.0,1.0,0.0,0.0,0.5723731985928446,1.0,0.23940372332313742,803.7472766884532,779.0522875816994,0.9705371139567845,506.69063180827885,182.3856209150327,89.9760348583878,528.3275392486639,0.9671975967671097,0.9144831024483658,0.05271449660063642,2.860566448801743,2.9379639417777135,2.851472808384947,3.0501905038206147,1.0,3.0,3.0,0.0
24,paper_ccl_only,0.06520619243383408,0.00692417798563838,0.0029091392643749714,0.0515611357986927,0.005978030618280172,0.0019003271590918303,0.5435916185379028,0.0,0.0,0.0,0.5435916185379028,0.22856319231470165,0.0,1.0,0.0,0.0,0.5435915472460728,1.0,0.22856319231470165,794.1830065359477,773.0806100217865,0.9740721035211881,510.80392156862746,180.76252723311546,81.51416122004358,521.3990708560985,0.9691125272665668,0.9133496003992417,0.0557629266776112,2.8627450980392157,2.929771575013537,2.8415735972992477,3.04416084549266,1.0,3.0,3.0,0.0
25,paper_ccl_only,0.06460733711719513,0.006926179863512516,0.0027956427074968815,0.05123984068632126,0.005998294800519943,0.001841918914578855,0.5570541024208069,0.0,0.0,0.0,0.5570541024208069,0.23657036629507486,0.0,1.0,0.0,0.0,0.5570535127049178,1.0,0.23657036629507486,799.0697167755991,779.0936819172114,0.9752669941672879,513.8191721132897,176.98692810457516,88.2875816993464,523.993114729073,0.967690957397677,0.9144491357221582,0.05324182329670991,2.8649237472766886,2.9219574066029135,2.8383326873280645,3.029643686768276,1.0,3.0,3.0,0.0
26,paper_ccl_only,0.0645565465092659,0.006871160119771957,0.0032216000836342573,0.050957951694726944,0.005945273209363222,0.0021713189780712128,0.5365222692489624,0.0,0.0,0.0,0.5365222692489624,0.22771769610268097,0.0,1.0,0.0,0.0,0.5365225185593488,1.0,0.22771769610268097,788.4444444444445,766.2875816993464,0.9721860901297004,510.12418300653593,175.718954248366,80.44444444444444,517.4546254143476,0.9697438234337534,0.9123500950455925,0.05739373221084443,2.860566448801743,2.9335312952403148,2.83919196347006,3.0579983175190444,1.0,3.0,3.0,0.0
27,paper_ccl_only,0.0644761398434639,0.007017973810434341,0.0029500816017389297,0.051067154854536057,0.005978128407150507,0.0018878118135035038,0.5367540717124939,0.0,0.0,0.0,0.5367540717124939,0.22797536424286097,0.0,1.0,0.0,0.0,0.5367542591294951,1.0,0.22797536424286097,802.2941176470588,781.8257080610022,0.9750591520246498,511.59041394335514,182.6078431372549,87.62745098039215,529.2378508790126,0.969557121818102,0.9115285763034114,0.0580285437697289,2.895424836601307,2.9376166832992454,2.83981565504552,3.0570408331802468,1.0,3.0,3.0,0.0
28,paper_ccl_only,0.06418315321207047,0.006899896543473005,0.0031215879134833813,0.050496041774749756,0.005937200039625168,0.0020740057807415724,0.5425125360488892,0.0,0.0,0.0,0.5425125360488892,0.23111373547683745,0.0,1.0,0.0,0.0,0.5425121452505163,1.0,0.23111373547683745,802.8605664488017,780.8278867102397,0.9727110408375722,505.68409586056646,182.9041394335512,92.239651416122,528.4056070697593,0.9683345291349623,0.9116558263764143,0.05667870238470015,2.8736383442265794,2.933053564142298,2.8434193456354744,3.0470430814622533,1.0,3.0,3.0,0.0
29,paper_ccl_only,0.06397759169340134,0.006886160932481289,0.002758210990577936,0.050572481006383896,0.00590928178280592,0.0018342181574553251,0.5371250510215759,0.0,0.0,0.0,0.5371250510215759,0.23040414963339603,0.0,1.0,0.0,0.0,0.5371248622167214,1.0,0.23040414963339603,791.2832244008714,769.7538126361655,0.9735917305984894,502.6078431372549,185.12200435729847,82.0239651416122,520.6423517364302,0.9681540631520722,0.9099915222404829,0.058162539585621335,2.871459694989107,2.922299257810339,2.8367492643576564,3.037118705529273,1.0,3.0,3.0,0.0
30,paper_ccl_only,0.0643969476222992,0.006952349562197924,0.0030057153198868036,0.05082932859659195,0.005999133922159672,0.0021100935991853476,0.551123321056366,0.0,0.0,0.0,0.551123321056366,0.23375802875084556,0.0,1.0,0.0,0.0,0.5511229713498118,1.0,0.23375802875084556,796.562091503268,774.5119825708061,0.9728710240761691,502.87799564270153,183.4400871459695,88.19389978213508,519.6583294504868,0.9653268631766824,0.9101908540673765,0.055136010353098376,2.832244008714597,2.9193351824558897,2.837472679308557,3.0214010609520807,1.0,3.0,3.0,0.0
31,paper_ccl_only,0.06378574669361115,0.006939567159861326,0.0030573385301977396,0.05053027719259262,0.005947153549641371,0.0020379156339913607,0.5426353812217712,0.0,0.0,0.0,0.5426353812217712,0.2320060881264589,0.0,1.0,0.0,0.0,0.5426351993237186,1.0,0.2320060881264589,800.0174291938998,778.7559912854031,0.9738080837493356,511.4727668845316,181.84967320261438,85.43355119825708,525.3402459304577,0.9677180753034704,0.909658887027915,0.05805918907093326,2.871459694989107,2.9194461909774083,2.8368331882169304,3.026835921543096,1.0,3.0,3.0,0.0
32,paper_ccl_only,0.06346344947814941,0.0070179826579988,0.0026921031530946493,0.049784570932388306,0.005930361337959766,0.0019086804240942001,0.5436756610870361,0.0,0.0,0.0,0.5436756610870361,0.23528440256069427,0.0,1.0,0.0,0.0,0.5436753168831984,1.0,0.23528440256069427,808.4901960784314,787.9760348583878,0.9755438988643047,511.26143790849676,182.9847494553377,93.72984749455338,529.6732176072197,0.9648612313021242,0.9062536305591691,0.05860760225457888,2.8583877995642704,2.9211085938680146,2.8363778783345275,3.02896181430692,1.0,3.0,3.0,0.0
33,paper_ccl_only,0.06300849467515945,0.006824385840445757,0.0025845863856375217,0.04981663450598717,0.0058326274156570435,0.001693399390205741,0.5324484705924988,0.0,0.0,0.0,0.5324484705924988,0.23297197650103527,0.0,1.0,0.0,0.0,0.5324479317158656,1.0,0.23297197650103527,795.5163398692811,776.9934640522875,0.976902179471202,508.9520697167756,180.400871459695,87.640522875817,521.3369791533693,0.9678895443612974,0.9084713618739758,0.05941818481258447,2.867102396514161,2.9158408309379693,2.8338885219008834,3.0237177503914094,1.0,3.0,3.0,0.0
34,paper_ccl_only,0.06391182541847229,0.006937168538570404,0.0028829597868025303,0.050263404846191406,0.005894521716982126,0.0019451893167570233,0.5407052636146545,0.0,0.0,0.0,0.5407052636146545,0.23191006143003182,0.0,1.0,0.0,0.0,0.5407044989967917,1.0,0.23191006143003182,800.4226579520697,780.6339869281046,0.9754053160025665,511.22657952069716,177.2483660130719,92.15904139433552,526.0679159725414,0.9676347646318489,0.90964306673453,0.05799170065882224,2.877995642701525,2.9311782960538513,2.8384971073250367,3.052745472631683,1.0,3.0,3.0,0.0
35,paper_ccl_only,0.0630624070763588,0.006960743572562933,0.00264522572979331,0.04964303970336914,0.00586801627650857,0.0017466172575950623,0.5464165210723877,0.0,0.0,0.0,0.5464165210723877,0.2376535117691119,0.0,1.0,0.0,0.0,0.5464158557306708,1.0,0.2376535117691119,800.9411764705883,781.9803921568628,0.9769550209664964,513.2265795206972,180.81699346405227,87.93681917211329,523.8482355520875,0.9666618911269443,0.9087180108286457,0.057943879060593305,2.8518518518518516,2.908509348991909,2.8353234111353722,3.0032995375672717,1.0,3.0,3.0,0.0
36,paper_ccl_only,0.06294307112693787,0.006790796760469675,0.0026691665407270193,0.049892570823431015,0.0058096363209187984,0.0017724165227264166,0.5428271293640137,0.0,0.0,0.0,0.5428271293640137,0.2369170362750689,0.0,1.0,0.0,0.0,0.5428271673960623,1.0,0.2369170362750689,792.9346405228758,774.0370370370371,0.9763764630143736,507.5054466230937,178.49891067538127,88.0326797385621,520.0011040847546,0.9672892378046621,0.9087755261942712,0.058513713385788056,2.8736383442265794,2.9107370251923603,2.827705517313839,3.0190255740629044,1.0,3.0,3.0,0.0
37,paper_ccl_only,0.06302487105131149,0.0068923477083444595,0.0027210258413106203,0.04962615296244621,0.005854999180883169,0.0018129050731658936,0.5492184162139893,0.0,0.0,0.0,0.5492184162139893,0.23985666244378018,0.0,1.0,0.0,0.0,0.5492177914690088,1.0,0.23985666244378018,794.7973856209151,774.8932461873638,0.9755969292846931,512.156862745098,181.4640522875817,81.2723311546841,519.080987734992,0.9665493540514528,0.9075001426252145,0.059049212276399914,2.849673202614379,2.9142864472466097,2.8369606600867376,3.0159426338012962,1.0,3.0,3.0,0.0
38,paper_ccl_only,0.06293875724077225,0.006887343712151051,0.0026328323874622583,0.049889493733644485,0.00589236943051219,0.0017331648850813508,0.5423656702041626,0.0,0.0,0.0,0.5423656702041626,0.23674245776044517,0.0,1.0,0.0,0.0,0.5423654800926159,1.0,0.23674245776044517,799.6318082788671,780.5490196078431,0.9766995143891547,512.7298474945534,183.39433551198258,84.42483660130719,525.0243422564338,0.9670919475991742,0.9081500386880115,0.05894191091583965,2.8823529411764706,2.9091197270453626,2.8309467082968984,3.0117832575488452,1.0,3.0,3.0,0.0
39,paper_ccl_only,0.062339335680007935,0.006805249024182558,0.0025818333961069584,0.04903188720345497,0.0058564855717122555,0.001714169280603528,0.538145124912262,0.0,0.0,0.0,0.538145124912262,0.23849287933481286,0.0,1.0,0.0,0.0,0.5381445881133505,1.0,0.23849287933481286,799.3464052287582,780.3159041394335,0.9765731314127458,507.78867102396515,188.13943355119827,84.38779956427015,525.5225266932403,0.967713942714766,0.9079967276203347,0.05971721314250904,2.8823529411764706,2.9065831668496394,2.8280969663383133,3.0085652258920774,1.0,3.0,3.0,0.0
40,paper_ccl_only,0.062449127435684204,0.006818269845098257,0.0027767419815063477,0.04939677566289902,0.005838112905621529,0.0018204840598627925,0.542868435382843,0.0,0.0,0.0,0.542868435382843,0.23805469297245957,0.0,1.0,0.0,0.0,0.5428686562381798,1.0,0.23805469297245957,793.4684095860566,772.7276688453159,0.97454484549807,508.69498910675384,183.66013071895424,80.37254901960785,518.106404090499,0.9673708900646966,0.9076400922534252,0.05973079539267326,2.8453159041394334,2.919726788348362,2.838534263743814,3.0233438451305714,1.0,3.0,3.0,0.0
41,paper_ccl_only,0.06295806914567947,0.006896924693137407,0.0026725695934146643,0.04927818477153778,0.005763033404946327,0.0016957033658400178,0.5436514019966125,0.0,0.0,0.0,0.5436514019966125,0.2369920463343851,0.0,1.0,0.0,0.0,0.5436512378565886,1.0,0.2369920463343851,793.760348583878,775.3507625272331,0.976966452572498,503.53376906318084,182.67538126361657,89.14161220043573,519.5998696719898,0.9669158443126803,0.9081017206177473,0.058814126214221496,2.8627450980392157,2.9124407524117197,2.8303410077146975,3.015833223047859,1.0,3.0,3.0,0.0
42,paper_ccl_only,0.06216411292552948,0.006764859892427921,0.0026892684400081635,0.04942880943417549,0.005697958637028933,0.001808250555768609,0.5347836017608643,0.0,0.0,0.0,0.5347836017608643,0.23610188689464318,0.0,1.0,0.0,0.0,0.5347837042347539,1.0,0.23610188689464318,796.6535947712418,776.8387799564271,0.9757549068095057,505.2549019607843,179.53812636165577,92.04575163398692,525.1543348391332,0.9673585208672584,0.9077796902272177,0.059578832526526904,2.886710239651416,2.9140182180342333,2.825769113299634,3.026701548000826,1.0,3.0,3.0,0.0
43,paper_ccl_only,0.06180292367935181,0.006813834886997938,0.0026260430458933115,0.048879846930503845,0.005816783756017685,0.001928184530697763,0.5335862636566162,0.0,0.0,0.0,0.5335862636566162,0.23679863557641542,0.0,1.0,0.0,0.0,0.5335855925524676,1.0,0.23679863557641542,807.2854030501089,787.40522875817,0.9754731685185033,507.58169934640523,188.4553376906318,91.3681917211329,530.4019752452576,0.9669432234919928,0.9043556272593978,0.06258759748653259,2.8758169934640523,2.9122959803911597,2.831037067899517,3.0142413395941907,1.0,3.0,3.0,0.0
44,paper_ccl_only,0.06201241910457611,0.006892911624163389,0.0028725110460072756,0.04909098893404007,0.005827242508530617,0.0019744643941521645,0.532651424407959,0.0,0.0,0.0,0.532651424407959,0.2356169959104139,0.0,1.0,0.0,0.0,0.5326512160838819,1.0,0.2356169959104139,801.0087145969499,779.9716775599129,0.9743428519199303,510.74727668845316,184.0566448801743,85.1677559912854,525.7022643909994,0.967136943262387,0.9049196349769376,0.06221730677585456,2.8649237472766886,2.9231029382718154,2.8356856193417816,3.0415550322314493,1.0,3.0,3.0,0.0
45,paper_ccl_only,0.06190679967403412,0.006851742509752512,0.0026150273624807596,0.048820871859788895,0.005743598099797964,0.001818348653614521,0.5288905501365662,0.0,0.0,0.0,0.5288905501365662,0.2337282678692689,0.0,1.0,0.0,0.0,0.5288900315339529,1.0,0.2337282678692689,797.9041394335512,778.7015250544663,0.976359516400007,511.041394335512,183.07625272331154,84.5838779956427,522.7262306628924,0.9676214487724055,0.905797457383349,0.06182399305691517,2.8649237472766886,2.9126817847648736,2.831455379270001,3.018914299073562,1.0,3.0,3.0,0.0
46,paper_ccl_only,0.06121052801609039,0.006786777172237635,0.0026486662682145834,0.049028798937797546,0.0057596019469201565,0.0018330984748899937,0.5353745818138123,0.0,0.0,0.0,0.5353745818138123,0.23777871367913186,0.0,1.0,0.0,0.0,0.5353739502513071,1.0,0.23777871367913186,794.8736383442266,776.2570806100218,0.9767142377801589,506.202614379085,185.07407407407408,84.98039215686275,519.0181682644846,0.9645270907800961,0.9029660878098349,0.06156100455290092,2.8453159041394334,2.903040778922619,2.829825466234959,2.996146443622564,1.0,3.0,3.0,0.0
47,paper_ccl_only,0.06148655340075493,0.006701168138533831,0.002488603349775076,0.0485864020884037,0.005725030787289143,0.0017192894592881203,0.5226244330406189,0.0,0.0,0.0,0.5226244330406189,0.2343340227887651,0.0,1.0,0.0,0.0,0.5226237775843128,1.0,0.2343340227887651,793.8714596949891,775.4248366013072,0.9771076297841168,507.3856209150327,179.5599128540305,88.479302832244,520.6692233449234,0.9684790168972057,0.906423857269204,0.06205516220283469,2.869281045751634,2.9150176967670713,2.82608887936295,3.0317426096639863,1.0,3.0,3.0,0.0
