epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2
1,218.335,2.81898,3.19435,1.73477,2.97971,5.24247,2.10816,0.69207,0.591566,0.173215,0.144991,0.0548815,nan,nan,nan,nan,nan,nan,nan,0.00332607,0.00332607,0.0700654
2,421.45,2.57165,2.15743,1.38815,2.94004,4.89667,2.07895,0.45996,0.594526,0.206989,0.174714,0.0674707,nan,nan,nan,nan,nan,nan,nan,0.00664292,0.00664292,0.0400489
3,618.962,2.52841,2.01204,1.3303,2.83322,4.48643,2.01697,0.58049,0.627203,0.235561,0.216577,0.0859371,nan,nan,nan,nan,nan,nan,nan,0.00994327,0.00994327,0.0100159
4,809.462,2.53071,1.98011,1.30591,2.71622,3.95,1.908,1.01565,0.394648,0.258589,0.238461,0.0942442,nan,nan,nan,nan,nan,nan,nan,0.00992575,0.00992575,0.00992575
5,1017.26,2.53292,1.95308,1.28277,2.59837,3.35677,1.78843,2.73496,0.339238,0.26887,0.244213,0.10168,nan,nan,nan,nan,nan,nan,nan,0.009901,0.009901,0.009901
6,1219.65,2.50837,1.89993,1.25607,2.49747,2.91295,1.66931,2.90795,0.409987,0.284974,0.292368,0.124527,nan,nan,nan,nan,nan,nan,nan,0.00987625,0.00987625,0.00987625
7,1431.83,2.50766,1.88051,1.24732,2.43257,2.63353,1.58061,2.64117,0.697858,0.272663,0.283051,0.123407,nan,nan,nan,nan,nan,nan,nan,0.0098515,0.0098515,0.0098515
8,1629.69,2.4734,1.83746,1.22736,2.33785,2.39396,1.4839,2.5013,0.57739,0.27974,0.277409,0.11154,nan,nan,nan,nan,nan,nan,nan,0.00982675,0.00982675,0.00982675
9,1844.61,2.46848,1.85706,1.2457,2.27425,2.21393,1.44597,2.38546,0.477778,0.272112,0.283014,0.123676,nan,nan,nan,nan,nan,nan,nan,0.009802,0.009802,0.009802
10,2041.69,2.45923,1.82684,1.22592,2.25082,2.07535,1.39653,2.23321,0.497897,0.320894,0.324995,0.146159,nan,nan,nan,nan,nan,nan,nan,0.00977725,0.00977725,0.00977725
11,2254.19,2.45001,1.82033,1.21914,2.22165,1.9681,1.35553,2.19057,0.474721,0.311734,0.319523,0.141733,nan,nan,nan,nan,nan,nan,nan,0.0097525,0.0097525,0.0097525
12,2455.51,2.45434,1.84284,1.22599,2.18446,1.86751,1.31592,2.40553,0.699716,0.256079,0.272247,0.127874,nan,nan,nan,nan,nan,nan,nan,0.00972775,0.00972775,0.00972775
13,2667.34,2.44516,1.80987,1.2135,2.16626,1.77643,1.27701,2.47978,0.446412,0.351574,0.342055,0.160077,nan,nan,nan,nan,nan,nan,nan,0.009703,0.009703,0.009703
14,2872.13,2.44749,1.84175,1.2217,2.13534,1.71381,1.25507,2.83915,0.494166,0.311935,0.324398,0.141616,nan,nan,nan,nan,nan,nan,nan,0.00967825,0.00967825,0.00967825
