epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,train/t_rec_loss,train/reach_match_loss,train/reach_rank_loss,train/task_loss,train/kd_loss,train/s_rec_loss,train/d_pos_mean,train/d_neg_mean,train/rank_gap_mean,train/mask_mean,train/mask_std,train/mask_fg_mean,train/mask_bg_mean,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,val/t_rec_loss,val/reach_match_loss,val/reach_rank_loss,val/task_loss,val/kd_loss,val/s_rec_loss,val/d_pos_mean,val/d_neg_mean,val/rank_gap_mean,val/mask_mean,val/mask_std,val/mask_fg_mean,val/mask_bg_mean,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
1,22.1074,1.85075,3.14596,1.30094,0,0,0,0,0,2.02398,0,0,0,0,0,0,0,0,0.01418,0.24362,0.08815,0.04528,1.79149,3.14872,1.14523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04528,0.0031,0.0031,0.0721
2,38.7097,1.69209,1.59192,1.17999,0,0,0,0,0,1.37654,0,0,0,0,0,0,0,0,0.01555,0.33501,0.19003,0.09457,1.6321,2.73936,1.09701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09457,0.00629962,0.00629962,0.0432996
3,61.0961,1.6781,1.44629,1.15647,0,0,0,0,0,1.16624,0,0,0,0,0,0,0,0,0.33781,0.18651,0.19364,0.1003,1.71045,1.73805,1.17476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1003,0.00949768,0.00949768,0.0144977
4,97.6358,1.68684,1.41636,1.15198,0,0,0,0,0,1.08822,0,0,0,0,0,0,0,0,0.3776,0.12332,0.10618,0.04748,2.04327,2.86125,1.34301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04748,0.0099945,0.0099945,0.0099945
5,118.911,1.60436,1.31527,1.12196,0,0,0,0,0,1.02723,0,0,0,0,0,0,0,0,0.1829,0.28727,0.21045,0.10707,1.68737,2.11842,1.16978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10707,0.00999023,0.00999023,0.00999023
6,143.305,1.56639,1.28993,1.1024,0,0,0,0,0,1.00334,0,0,0,0,0,0,0,0,0.23791,0.20314,0.19533,0.10548,1.6122,2.08822,1.12408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10548,0.00998474,0.00998474,0.00998474
7,158.58,1.55015,1.25594,1.09609,0,0,0,0,0,0.98243,0,0,0,0,0,0,0,0,0.57537,0.25612,0.24878,0.13783,1.62973,1.62458,1.16044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13783,0.00997803,0.00997803,0.00997803
8,173.49,1.51189,1.1996,1.08877,0,0,0,0,0,0.94928,0,0,0,0,0,0,0,0,0.31138,0.27658,0.24729,0.14083,1.54822,1.50932,1.11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14083,0.00997011,0.00997011,0.00997011
9,196.81,1.52064,1.18252,1.08866,0,0,0,0,0,0.95534,0,0,0,0,0,0,0,0,0.61976,0.24038,0.27191,0.14755,1.4939,1.8196,1.06152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14755,0.00996097,0.00996097,0.00996097
10,210.199,1.49792,1.14483,1.08203,0,0,0,0,0,0.93546,0,0,0,0,0,0,0,0,0.30669,0.37313,0.30526,0.17119,1.48762,1.40965,1.05028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17119,0.00995062,0.00995062,0.00995062
11,222.696,1.47946,1.12214,1.06935,0,0,0,0,0,0.92694,0,0,0,0,0,0,0,0,0.28826,0.38214,0.30946,0.16911,1.4873,1.41195,1.05644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16911,0.00993906,0.00993906,0.00993906
12,234.802,1.46467,1.11392,1.07004,0,0,0,0,0,0.91632,0,0,0,0,0,0,0,0,0.3413,0.3698,0.31745,0.18372,1.45718,1.15914,1.05031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18372,0.00992629,0.00992629,0.00992629
13,247.394,1.4766,1.08732,1.07307,0,0,0,0,0,0.91894,0,0,0,0,0,0,0,0,0.35813,0.3504,0.33117,0.19039,1.46073,1.16196,1.05079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19039,0.00991232,0.00991232,0.00991232
14,261.185,1.44531,1.08975,1.05923,0,0,0,0,0,0.90401,0,0,0,0,0,0,0,0,0.34072,0.28828,0.26765,0.14935,1.55371,1.28437,1.10521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14935,0.00989715,0.00989715,0.00989715
15,280.703,1.46162,1.07399,1.05876,0,0,0,0,0,0.89627,0,0,0,0,0,0,0,0,0.34429,0.35123,0.32661,0.18611,1.42935,1.83384,1.0319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18611,0.00988079,0.00988079,0.00988079
16,292.474,1.43307,1.04787,1.05626,0,0,0,0,0,0.90228,0,0,0,0,0,0,0,0,0.37654,0.35693,0.34234,0.19563,1.44033,1.17337,1.0381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19563,0.00986323,0.00986323,0.00986323
17,304.156,1.42012,1.04033,1.0432,0,0,0,0,0,0.8867,0,0,0,0,0,0,0,0,0.32327,0.4048,0.32475,0.17431,1.55702,1.09961,1.08351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17431,0.00984449,0.00984449,0.00984449
18,315.481,1.43629,1.03583,1.05515,0,0,0,0,0,0.89153,0,0,0,0,0,0,0,0,0.37226,0.39571,0.33383,0.1924,1.42884,1.11667,1.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1924,0.00982456,0.00982456,0.00982456
19,325.837,1.4058,1.01287,1.04585,0,0,0,0,0,0.87915,0,0,0,0,0,0,0,0,0.39133,0.4308,0.3678,0.2135,1.42945,1.02607,1.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2135,0.00980345,0.00980345,0.00980345
20,335.551,1.39944,0.99947,1.04012,0,0,0,0,0,0.86509,0,0,0,0,0,0,0,0,0.3656,0.4275,0.35877,0.21022,1.42001,1.05439,1.03415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21022,0.00978118,0.00978118,0.00978118
21,345.894,1.38446,0.98789,1.03454,0,0,0,0,0,0.86862,0,0,0,0,0,0,0,0,0.38929,0.41143,0.37079,0.21574,1.39184,1.00807,1.01823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21574,0.00975773,0.00975773,0.00975773
22,357.577,1.39914,0.98353,1.04006,0,0,0,0,0,0.87019,0,0,0,0,0,0,0,0,0.4428,0.4187,0.3707,0.20271,1.5528,1.06641,1.09532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20271,0.00973312,0.00973312,0.00973312
23,367.41,1.40847,0.99621,1.04653,0,0,0,0,0,0.87898,0,0,0,0,0,0,0,0,0.39551,0.38156,0.34474,0.20299,1.42109,1.06618,1.04123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20299,0.00970736,0.00970736,0.00970736
24,379.306,1.38161,0.96479,1.0388,0,0,0,0,0,0.86943,0,0,0,0,0,0,0,0,0.59112,0.28444,0.37761,0.22067,1.41207,1.25623,1.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22067,0.00968045,0.00968045,0.00968045
25,389.631,1.39009,0.97052,1.03184,0,0,0,0,0,0.86304,0,0,0,0,0,0,0,0,0.42181,0.44582,0.37604,0.22036,1.38783,0.95365,1.0138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22036,0.00965239,0.00965239,0.00965239
26,403.231,1.38369,0.96864,1.03155,0,0,0,0,0,0.86695,0,0,0,0,0,0,0,0,0.42798,0.44647,0.40373,0.23956,1.34077,1.0055,0.99804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23956,0.0096232,0.0096232,0.0096232
27,422.95,1.38504,0.96239,1.034,0,0,0,0,0,0.85192,0,0,0,0,0,0,0,0,0.43033,0.43581,0.39984,0.23506,1.37175,1.10341,1.01244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23506,0.00959289,0.00959289,0.00959289
28,435.883,1.38088,0.95179,1.03461,0,0,0,0,0,0.85806,0,0,0,0,0,0,0,0,0.46626,0.4747,0.43014,0.25905,1.32249,0.92621,0.99994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25905,0.00956145,0.00956145,0.00956145
29,453.439,1.37637,0.94567,1.03327,0,0,0,0,0,0.85277,0,0,0,0,0,0,0,0,0.47179,0.43091,0.41192,0.24128,1.38332,0.97454,1.00358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24128,0.00952889,0.00952889,0.00952889
30,469.579,1.36578,0.9352,1.02723,0,0,0,0,0,0.84176,0,0,0,0,0,0,0,0,0.41877,0.46384,0.42926,0.25181,1.36663,0.92152,1.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25181,0.00949524,0.00949524,0.00949524
31,484.455,1.36911,0.93735,1.03371,0,0,0,0,0,0.84677,0,0,0,0,0,0,0,0,0.47124,0.45857,0.42287,0.2455,1.43229,0.95912,1.03964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2455,0.00946048,0.00946048,0.00946048
32,516.094,1.37891,0.94224,1.03521,0,0,0,0,0,0.85347,0,0,0,0,0,0,0,0,0.43786,0.4428,0.39824,0.23371,1.37575,1.04037,1.01265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23371,0.00942464,0.00942464,0.00942464
33,527.576,1.37328,0.9221,1.02336,0,0,0,0,0,0.83212,0,0,0,0,0,0,0,0,0.44024,0.47545,0.43416,0.26027,1.34668,0.91751,0.99486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26027,0.00938772,0.00938772,0.00938772
34,551.381,1.34912,0.92205,1.02126,0,0,0,0,0,0.8301,0,0,0,0,0,0,0,0,0.42196,0.48114,0.41465,0.24215,1.35982,0.94711,0.99955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24215,0.00934973,0.00934973,0.00934973
