               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.09917,           0.0074026,            0.014209,             0.48623,            0.085514,            0.057124,            0.015237,            0.083986,           0.0061721,           0.0092288,           0.0098763,           0.0098763,           0.0098763
                   1,            0.077116,           0.0074072,           0.0063296,             0.49443,             0.18477,              0.1077,             0.02847,            0.072448,           0.0054175,           0.0053477,           0.0097525,           0.0097525,           0.0097525
                   2,            0.076669,           0.0071866,           0.0057874,              0.5342,             0.18146,             0.11953,            0.035814,            0.076531,           0.0052267,            0.004953,           0.0096288,           0.0096288,           0.0096288
                   3,            0.077255,            0.007249,            0.006114,             0.52665,             0.14456,             0.10886,            0.033404,            0.075358,           0.0055085,           0.0074352,            0.009505,            0.009505,            0.009505
                   4,            0.075484,           0.0071524,           0.0055316,             0.65144,             0.23293,             0.20597,            0.074764,            0.068287,           0.0051241,           0.0044458,           0.0093813,           0.0093813,           0.0093813
                   5,            0.073259,           0.0070576,            0.004845,             0.59604,             0.24971,              0.2004,            0.069496,            0.067709,           0.0050738,           0.0024807,           0.0092575,           0.0092575,           0.0092575
                   6,            0.072471,           0.0071168,           0.0045175,             0.66491,             0.24453,             0.23842,            0.089912,            0.066691,           0.0052658,           0.0042355,           0.0091337,           0.0091337,           0.0091337
                   7,            0.071235,           0.0069963,           0.0043485,             0.62735,             0.23348,             0.21342,            0.077079,            0.067223,           0.0053855,           0.0032779,             0.00901,             0.00901,             0.00901
                   8,            0.070283,           0.0069006,           0.0039911,              0.6631,              0.2661,             0.25818,            0.096926,             0.06608,           0.0048942,           0.0020313,           0.0088863,           0.0088863,           0.0088863
                   9,            0.068927,           0.0069304,           0.0038312,             0.62847,             0.24708,             0.21707,            0.075611,            0.064036,           0.0051046,           0.0030615,           0.0087625,           0.0087625,           0.0087625
                  10,            0.068622,           0.0068111,           0.0036725,             0.51136,             0.29515,             0.24814,            0.087214,            0.062336,           0.0049318,           0.0034913,           0.0086388,           0.0086388,           0.0086388
