epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,491.846,2.72818,2.5214,1.54654,0.57313,0.2094,0.15783,0.05223,2.71735,1.97217,1.34012,0.00998909,0.0033297,0.00998909,0.0033297,0.00998909,0.0033297,0.00998909,0.0033297
2,849.028,2.86512,2.27303,1.51721,0.33576,0.18524,0.12708,0.03791,2.88643,2.12212,1.46474,0.019989,0.00666301,0.019989,0.00666301,0.019989,0.00666301,0.019989,0.00666301
3,1180.19,2.99954,2.42182,1.57321,0.27604,0.15591,0.12683,0.04263,2.93948,2.42581,1.49838,0.0299886,0.00999621,0.0299886,0.00999621,0.0299886,0.00999621,0.0299886,0.00999621
4,1477.28,2.9503,2.32772,1.5637,0.27623,0.21116,0.16573,0.06122,2.81583,2.26025,1.43118,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966
5,1793.34,2.80501,2.16807,1.49814,0.43619,0.20547,0.20521,0.08075,2.69192,1.99199,1.36067,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939
6,2114.8,2.70921,2.04379,1.44415,0.34746,0.26242,0.24349,0.09158,2.60143,1.82764,1.34263,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905
7,2427.96,2.6289,1.96069,1.42216,0.35653,0.28332,0.23743,0.09128,2.59291,1.74806,1.31654,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
8,2757.62,2.59579,1.8949,1.39183,0.37471,0.31601,0.28658,0.12039,2.52513,1.75281,1.2939,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813
9,3060.49,2.5544,1.8377,1.37207,0.51876,0.30303,0.32014,0.13579,2.47725,1.65827,1.27866,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
10,3359.82,2.5153,1.78503,1.34972,0.43614,0.33455,0.31738,0.13449,2.46133,1.61428,1.2616,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691
