epoch,fitness,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),primary_metric,primary_metric_key,train/box_loss,train/cls_loss,train/dfl_loss,train/loss,train/lr,val/loss
0,0.09478891601186511,0.21350278388317326,0.09478891601186511,0.6844845341943184,0.19856890030154437,0.09478891601186511,metrics/mAP50-95(B),3.128843140706111,3.5443299921674325,1.6339837819045346,132.85687745904454,0.0001,114.3239006705906
1,0.08608740052894949,0.20684466962299955,0.08608740052894949,0.34706059307524234,0.20551018409924018,0.08608740052894949,metrics/mAP50-95(B),2.9734551290389364,2.727272585278119,1.5753864261810235,116.33489045088008,9.99996183243828e-05,107.85866163502568
2,0.0921867046924502,0.21769813093085455,0.0921867046924502,0.36763683521412727,0.22029320709415137,0.0921867046924502,metrics/mAP50-95(B),2.9349867488981722,2.5230962164139408,1.5491259131852777,112.06265636514811,9.99984733034171e-05,104.47285797284997
3,0.09022480588634975,0.21916951134222862,0.09022480588634975,0.4056330818512483,0.21856242770265466,0.09022480588634975,metrics/mAP50-95(B),2.9187520455118094,2.458039363051969,1.533902317903034,110.51175598593808,9.999656495476053e-05,102.87379847816798
4,0.08464488619484155,0.2081849047642216,0.08464488619484155,0.29652530271116445,0.2382481049753354,0.08464488619484155,metrics/mAP50-95(B),2.893586974107582,2.376542227608817,1.5152440756201875,108.48566901020811,9.999389330784221e-05,103.82239207392153
5,0.07827122372250855,0.18906411974831513,0.07827122372250855,0.3635440600152415,0.185304582965005,0.07827122372250855,metrics/mAP50-95(B),2.8797243531943666,2.332690836884073,1.5070080595942075,107.42832140574149,9.999045840386222e-05,104.63098507756773
6,0.08810756593547067,0.21556576423153476,0.08810756593547067,0.37379919224511315,0.2207517935069749,0.08810756593547067,metrics/mAP50-95(B),2.8845072129300533,2.2969124677267043,1.5026735363765786,106.88429323485529,9.998626029579104e-05,101.20273004614789
7,0.10363524889682926,0.24069374230397889,0.10363524889682926,0.4259640089129512,0.23660229194059493,0.10363524889682926,metrics/mAP50-95(B),2.861668263422884,2.2718075194691623,1.5141353172980323,106.29781951821097,9.998129904836869e-05,101.80110297825026
8,0.10202100169392778,0.23932060484535955,0.10202100169392778,0.39034459168388497,0.24478460627956888,0.10202100169392778,metrics/mAP50-95(B),2.8420391927758635,2.222021349123806,1.4955444282637818,104.89770223270196,9.997557473810373e-05,100.87890446704367
9,0.09250541219834726,0.22835243543656356,0.09250541219834726,0.36607359615232576,0.23946560959387816,0.09250541219834726,metrics/mAP50-95(B),2.8399130003272903,2.210610106766159,1.495759113924324,104.68603276426425,9.99690874532721e-05,100.51655718761941
10,0.07930945178330144,0.19417585095159015,0.07930945178330144,0.35629527180627435,0.20412885250441629,0.07930945178330144,metrics/mAP50-95(B),2.808029913850283,2.1489835973004348,1.4755346729555203,102.87220796607963,9.99618372939158e-05,101.18200603153394
11,0.10544375408815579,0.24685728972709478,0.10544375408815579,0.407632154818604,0.26122884964505305,0.10544375408815579,metrics/mAP50-95(B),2.8265623463929153,2.1264398285190826,1.4823464615394402,102.89092101551584,9.995382437184121e-05,98.05205060710078
12,0.10582035845375327,0.2541790325821194,0.10582035845375327,0.39397638500610244,0.27049847337837,0.10582035845375327,metrics/mAP50-95(B),2.8041209120266832,2.130169057209073,1.4711584459864326,102.40803772854571,9.994504881061753e-05,97.92988794575567
13,0.10669420353560218,0.2580560707872461,0.10669420353560218,0.41958619557426063,0.27667090517721055,0.10669420353560218,metrics/mAP50-95(B),2.82972602053843,2.123352713257302,1.4712856536733154,102.72451446516563,9.993551074557474e-05,98.90104512753695
14,0.10104584004618151,0.23889760730943224,0.10104584004618151,0.3979417838701091,0.2540152286196928,0.10104584004618151,metrics/mAP50-95(B),2.8133613213068007,2.0995618017835214,1.4543335374725035,101.80657143213237,9.992521032380163e-05,97.65124661818794
15,0.10344950185514325,0.24228742914078905,0.10344950185514325,0.3868256876534087,0.2590209081387193,0.10344950185514325,metrics/mAP50-95(B),2.7945947693894446,2.083719507233527,1.4663236552652381,101.42643906687962,9.991414770414344e-05,97.71617177880329
16,0.1072976005101514,0.2574111612874377,0.1072976005101514,0.439078010453465,0.2739825545208691,0.1072976005101514,metrics/mAP50-95(B),2.7902914479358634,2.048145851626131,1.4636770636330774,100.7662292613588,9.990232305719943e-05,96.00577626435653
17,0.10654877345517562,0.2508461001194207,0.10654877345517562,0.3988046486420426,0.26964050099848064,0.10654877345517562,metrics/mAP50-95(B),2.778388318344707,2.037580111814559,1.4540229105637403,100.24432259063555,9.988973656532032e-05,99.37422185151473
18,0.11039538060765776,0.2586345102031904,0.11039538060765776,0.42853077685223356,0.27749434564985076,0.11039538060765776,metrics/mAP50-95(B),2.768217046362233,2.0342898976581827,1.4498077851995388,99.9904891360417,9.987638842260538e-05,96.51379335652227
19,0.10714339272786846,0.25634903908095985,0.10714339272786846,0.45157568237997797,0.2729144114076192,0.10714339272786846,metrics/mAP50-95(B),2.7789393368308133,2.029037846668726,1.4529745441616686,100.09113075480987,9.986227883489944e-05,96.0616595890211
20,0.09430487106690871,0.23278912053096065,0.09430487106690871,0.38479759743619746,0.25935775297562164,0.09430487106690871,metrics/mAP50-95(B),2.7659841348196714,1.9976006852241484,1.4427762569751967,99.24395182868517,9.984740801978984e-05,96.93827848019808
21,0.10295519550335389,0.24826526042856448,0.10295519550335389,0.41177876640116606,0.2725591739793736,0.10295519550335389,metrics/mAP50-95(B),2.750028262871562,2.010793447819505,1.44599592763699,99.25274859961922,9.983177620660293e-05,97.28576932990033
22,0.10025266805204738,0.24080458896692972,0.10025266805204738,0.39608350824397753,0.26261499571758795,0.10025266805204738,metrics/mAP50-95(B),2.760706877890434,1.99929554771831,1.4404061662201793,99.14521043667226,9.981538363640061e-05,97.04632691922396
23,0.09973524975893551,0.2519643743073688,0.09973524975893551,0.40867565494126384,0.27873997361977104,0.09973524975893551,metrics/mAP50-95(B),2.735465644490108,1.9768814436741977,1.4314098730602076,98.264793745434,9.979823056197658e-05,96.71995396821396
24,0.0934627492121633,0.2291312375023045,0.0934627492121633,0.42989625493318834,0.23557566917555914,0.0934627492121633,metrics/mAP50-95(B),2.722201242961696,1.9513094769049366,1.4333820634215844,97.65113772326754,9.978031724785248e-05,96.40132515948751
25,0.11324634100612847,0.2729386217451345,0.11324634100612847,0.4370839673333628,0.2881298495007714,0.11324634100612847,metrics/mAP50-95(B),2.720791523043176,1.9412777345209111,1.4205347788372893,97.26180402533178,9.976164397027378e-05,95.90557019606881
26,0.11601859981275293,0.2733262761089243,0.11601859981275293,0.42785119083072093,0.3035651881822335,0.11601859981275293,metrics/mAP50-95(B),2.7400782668603547,1.9613501831905402,1.4283091554594924,98.01747030676256,9.97422110172055e-05,94.93628237351128
27,0.1118672821261786,0.26493296330628463,0.1118672821261786,0.433562521337709,0.2762000857176961,0.1118672821261786,metrics/mAP50-95(B),2.736153703349497,1.9500859063870255,1.4243226019480757,97.72484152241647,9.972201868832783e-05,94.90163815539816
28,0.11566377893801824,0.2782462849332024,0.11566377893801824,0.44996266679000735,0.3071665198642202,0.11566377893801824,metrics/mAP50-95(B),2.70971334201559,1.925881135554714,1.4204034739648244,96.85132426653979,9.970106729503144e-05,93.99818727244501
29,0.11716457730860472,0.26992424954897604,0.11716457730860472,0.4380993916835834,0.29270032973842525,0.11716457730860472,metrics/mAP50-95(B),2.7130366177699297,1.931434495498466,1.4185365963008179,96.95549690138422,9.967935716041276e-05,94.23669298420782
30,0.10804398909538628,0.2572471696901908,0.10804398909538628,0.42539268526923985,0.28226596676751275,0.10804398909538628,metrics/mAP50-95(B),2.7019379323545434,1.918440361384347,1.4095793092783822,96.40752031498933,9.96568886192689e-05,94.1527441771134
31,0.11754947251609527,0.27506500413400253,0.11754947251609527,0.43395601790301175,0.29776635875379115,0.11754947251609527,metrics/mAP50-95(B),2.7029933568045514,1.8844503499689382,1.4165053131666152,96.00958170833609,9.963366201809257e-05,94.43076097239619
32,0.12581348745002494,0.29219324988426826,0.12581348745002494,0.4656068863462224,0.31810015659798746,0.12581348745002494,metrics/mAP50-95(B),2.696541181437452,1.8978402465094397,1.4054354903092172,95.94531821580594,9.96096777150667e-05,93.4098810278851
33,0.11391456140075197,0.2672683186912796,0.11391456140075197,0.41973688275781246,0.28828653934962817,0.11391456140075197,metrics/mAP50-95(B),2.692409733909557,1.8851776627443868,1.4153401616355454,95.84130683408048,9.958493608005889e-05,95.2122055882993
34,0.12295689406295819,0.28341721725129826,0.12295689406295819,0.432508155715553,0.31018428735495573,0.12295689406295819,metrics/mAP50-95(B),2.681938755473238,1.8755177445344082,1.4071614174832434,95.39579119001117,9.95594374946158e-05,92.92499949413798
35,0.12286493088029944,0.2804977253107503,0.12286493088029944,0.4299719573206904,0.3060987748023704,0.12286493088029944,metrics/mAP50-95(B),2.6780461863317044,1.8605257402719562,1.4024558929866637,95.01225891030082,9.953318235195711e-05,93.78993715203326
36,0.11662968140415321,0.27504435736559285,0.11662968140415321,0.44332931683361526,0.2991611663320474,0.11662968140415321,metrics/mAP50-95(B),2.669802347602345,1.860979986359795,1.398768162519357,94.82697816971474,9.950617105696965e-05,92.97412833338198
37,0.12293146039316573,0.2823112490821103,0.12293146039316573,0.42841258022777784,0.30915410169265584,0.12293146039316573,metrics/mAP50-95(B),2.674051592238207,1.86638140470407,1.4063184365321402,95.1032736475621,9.947840402620096e-05,92.99295745517897
38,0.11839636749111153,0.2786911907918239,0.11839636749111153,0.4459694692917921,0.3036343420095851,0.11839636749111153,metrics/mAP50-95(B),2.6639198040104226,1.853073777263271,1.4013656487641704,94.63330397195098,9.944988168785303e-05,93.91198897983718
39,0.12609620194558907,0.295321166848488,0.12609620194558907,0.45659748785091997,0.3228651715761625,0.12609620194558907,metrics/mAP50-95(B),2.6528596673952975,1.852306362781816,1.3939881295518242,94.3410370014486,9.942060448177558e-05,91.43523697231127
40,0.12372375039966357,0.2846007358357732,0.12372375039966357,0.4297991152561167,0.3173764198761928,0.12372375039966357,metrics/mAP50-95(B),2.6608154472113954,1.8565969497712904,1.3945439782241438,94.52583283036459,9.939057285945938e-05,94.25983982915464
41,0.13053551159091517,0.29527012113514506,0.13053551159091517,0.4569692092831647,0.3142894617045222,0.13053551159091517,metrics/mAP50-95(B),2.6350370428424363,1.8143914301626816,1.390160233789858,93.38867904263728,9.935978728402916e-05,92.84723260299019
42,0.11746634526051866,0.278105103979151,0.11746634526051866,0.43477490413689335,0.30176029209092053,0.11746634526051866,metrics/mAP50-95(B),2.6347334564317144,1.809191599537008,1.3802546125591906,93.1483583855915,9.93282482302366e-05,94.87923769743546
43,0.12851021508314425,0.2963631363885843,0.12851021508314425,0.43678812025081015,0.33154464975173403,0.12851021508314425,metrics/mAP50-95(B),2.666523588002703,1.823314018701909,1.3983856891337763,94.16465646958014,9.929595618445291e-05,92.22697458681853
44,0.12942446220925738,0.29489066895032984,0.12942446220925738,0.42014944980329516,0.32112391688648145,0.12942446220925738,metrics/mAP50-95(B),2.631354651768309,1.8067497785894795,1.3915674077385514,93.20921379347274,9.926291164466139e-05,92.59852233555006
45,0.13328796401392276,0.30697467627941155,0.13328796401392276,0.45168795482185836,0.3338522798959956,0.13328796401392276,metrics/mAP50-95(B),2.6352773262604243,1.8190752644835277,1.384055000615094,93.3759888801866,9.922911512044971e-05,91.83804619830588
46,0.12955997973239652,0.2931051727721667,0.12955997973239652,0.4257908920003375,0.3235106064374069,0.12955997973239652,metrics/mAP50-95(B),2.6247476308140394,1.789501069676265,1.3764669716423183,92.60584347224678,9.91945671330021e-05,92.95293270608653
47,0.12959447198588975,0.3011515031141161,0.12959447198588975,0.4698169057331167,0.323816444637197,0.12959447198588975,metrics/mAP50-95(B),2.6308955297345293,1.8046417597725972,1.3836833024102964,93.06490385831377,9.915926821509125e-05,90.87796455051588
48,0.13784174454538528,0.31253304053103914,0.13784174454538528,0.4592555616379888,0.34372890991465993,0.13784174454538528,metrics/mAP50-95(B),2.6104921853919327,1.7889064708998834,1.370027188841363,92.27413365521113,9.912321891107016e-05,90.27080303689708
49,0.12908205149663682,0.30043056466365936,0.12908205149663682,0.45142973589241503,0.32672847744103434,0.12908205149663682,metrics/mAP50-95(B),2.6313257699704353,1.797881641785737,1.3720999210585425,92.78409036035237,9.908641977686367e-05,91.04494182752526
50,0.12811256023953582,0.2881263860245297,0.12811256023953582,0.4091035547464937,0.3248814403007063,0.12811256023953582,metrics/mAP50-95(B),2.6105303748743354,1.7654235119258044,1.376728753227184,91.98198670415348,9.904887137995996e-05,91.22010330531909
51,0.13711358287607048,0.3045668616093845,0.13711358287607048,0.4287553361765322,0.3370224017721713,0.13711358287607048,metrics/mAP50-95(B),2.603208672779337,1.7705046685987367,1.3661372967088756,91.77098605572982,9.901057429940177e-05,91.29073494620945
