epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head
1,b,0.003,0.001,0.003,0.72451,0.36195,0.80006,1.13078,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,99.88246154785156,nan,nan,nan
2,b,0.0029999541991025127,0.000999984733034171,0.0029999541991025127,0.75055,0.37051,0.80188,0.3146,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,65.16571807861328,nan,nan,nan
3,b,0.002999816799235266,0.000999938933078422,0.002999816799235266,0.75783,0.37182,0.79966,0.27262,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,99.6534652709961,nan,nan,nan
4,b,0.0029995878088737308,0.0009998626029579104,0.0029995878088737308,0.76628,0.37436,0.80204,0.25248,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,145.9254608154297,nan,nan,nan
5,b,0.0029992672421431115,0.0009997557473810372,0.0029992672421431115,0.76356,0.3723,0.80256,0.23632,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,186.2405548095703,nan,nan,nan
6,b,0.0029988551188174736,0.0009996183729391577,0.0029988551188174736,0.76654,0.37372,0.80206,0.22645,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,95.56231689453125,nan,nan,nan
7,b,0.0029983514643185257,0.0009994504881061753,0.0029983514643185257,0.77009,0.37418,0.80154,0.21181,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,71.41064453125,nan,nan,nan
8,b,0.002997756309714049,0.0009992521032380164,0.002997756309714049,0.76334,0.37113,0.80135,0.21314,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,94.41337585449219,nan,nan,nan
9,b,0.0029970696917159833,0.0009990232305719944,0.0029970696917159833,0.77255,0.37418,0.80034,0.20147,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,111.50859832763672,nan,nan,nan
10,b,0.002996291652678161,0.0009987638842260537,0.002996291652678161,0.77728,0.37629,0.80288,0.1994,0.0,0.0,155.75,1.1527643203735352,5.660747528076172,20.984375,81,always_freeze,1,0,71.40291595458984,nan,nan,nan
