epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,train/t_rec_loss,train/reach_match_loss,train/reach_rank_loss,train/task_loss,train/kd_loss,train/s_rec_loss,train/d_pos_mean,train/d_neg_mean,train/rank_gap_mean,train/mask_mean,train/mask_std,train/mask_fg_mean,train/mask_bg_mean,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,val/t_rec_loss,val/reach_match_loss,val/reach_rank_loss,val/task_loss,val/kd_loss,val/s_rec_loss,val/d_pos_mean,val/d_neg_mean,val/rank_gap_mean,val/mask_mean,val/mask_std,val/mask_fg_mean,val/mask_bg_mean,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
1,24.5692,1.09591,0.62785,0.93705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6276,0.54882,0.56861,0.36185,1.23422,0.74057,0.95885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36185,0.001,0.001,0.001
2,40.5308,1.09927,0.63685,0.93884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64001,0.54622,0.56818,0.36279,1.22622,0.74345,0.95498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36279,0.000999944,0.000999944,0.000999944
3,58.1769,1.09468,0.63277,0.9363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61723,0.55079,0.56263,0.35747,1.23298,0.74789,0.95854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35747,0.000999778,0.000999778,0.000999778
4,74.2244,1.09117,0.62839,0.9356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61833,0.53892,0.55521,0.3554,1.23289,0.74667,0.95946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3554,0.0009995,0.0009995,0.0009995
5,90.3243,1.07152,0.61067,0.92957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59427,0.55581,0.55323,0.35312,1.23065,0.75032,0.95808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35312,0.000999112,0.000999112,0.000999112
6,105.908,1.08388,0.61943,0.93165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62856,0.5401,0.56038,0.35751,1.23108,0.74609,0.95764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35751,0.000998613,0.000998613,0.000998613
7,121.23,1.08921,0.62335,0.9346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62284,0.54451,0.5621,0.35984,1.23086,0.74749,0.95712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35984,0.000998003,0.000998003,0.000998003
8,138.017,1.07026,0.60922,0.93074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61472,0.54738,0.55718,0.35698,1.23191,0.74589,0.95814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35698,0.000997282,0.000997282,0.000997282
9,154.947,1.09058,0.62695,0.93765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62258,0.54368,0.55687,0.35489,1.23819,0.75046,0.95853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35489,0.000996452,0.000996452,0.000996452
10,174.613,1.07452,0.62026,0.93206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63869,0.53603,0.55888,0.35607,1.23612,0.74851,0.95969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35607,0.000995511,0.000995511,0.000995511
