epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,train/t_rec_loss,train/reach_match_loss,train/reach_rank_loss,train/task_loss,train/kd_loss,train/s_rec_loss,train/d_pos_mean,train/d_neg_mean,train/rank_gap_mean,train/mask_mean,train/mask_std,train/mask_fg_mean,train/mask_bg_mean,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,val/t_rec_loss,val/reach_match_loss,val/reach_rank_loss,val/task_loss,val/kd_loss,val/s_rec_loss,val/d_pos_mean,val/d_neg_mean,val/rank_gap_mean,val/mask_mean,val/mask_std,val/mask_fg_mean,val/mask_bg_mean,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
1,37.4041,1.09307,0.64065,0.9371,0,0,0,0,0,1.19164,0,0,0,0,0,0,0,0,0.63145,0.54296,0.55998,0.35504,1.23491,0.75911,0.95999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35504,0.001,0.001,0.001
2,63.7719,1.09993,0.66718,0.94034,0,0,0,0,0,0.98902,0,0,0,0,0,0,0,0,0.63608,0.54232,0.56594,0.36089,1.2266,0.74873,0.95549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36089,0.000999944,0.000999944,0.000999944
3,83.3104,1.09701,0.66526,0.93858,0,0,0,0,0,0.92369,0,0,0,0,0,0,0,0,0.60848,0.54936,0.55838,0.35521,1.23052,0.7577,0.95876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35521,0.000999778,0.000999778,0.000999778
4,107.71,1.094,0.65826,0.93766,0,0,0,0,0,0.88927,0,0,0,0,0,0,0,0,0.61435,0.54553,0.55881,0.35729,1.23013,0.75046,0.95912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35729,0.0009995,0.0009995,0.0009995
5,130.349,1.07447,0.64083,0.93186,0,0,0,0,0,0.87062,0,0,0,0,0,0,0,0,0.60084,0.55404,0.55592,0.35461,1.22715,0.75243,0.95812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35461,0.000999112,0.000999112,0.000999112
6,152.953,1.08877,0.65326,0.93438,0,0,0,0,0,0.86342,0,0,0,0,0,0,0,0,0.63856,0.53981,0.56414,0.35892,1.22675,0.75304,0.95778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35892,0.000998613,0.000998613,0.000998613
7,179.544,1.09222,0.6542,0.93684,0,0,0,0,0,0.85743,0,0,0,0,0,0,0,0,0.6208,0.55207,0.56507,0.3608,1.2264,0.74408,0.95714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3608,0.000998003,0.000998003,0.000998003
8,208.064,1.0755,0.6416,0.93431,0,0,0,0,0,0.83532,0,0,0,0,0,0,0,0,0.62286,0.54784,0.56322,0.35942,1.22897,0.75139,0.95846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35942,0.000997282,0.000997282,0.000997282
9,230.158,1.09537,0.65792,0.94105,0,0,0,0,0,0.84959,0,0,0,0,0,0,0,0,0.61202,0.56155,0.56461,0.35824,1.23568,0.74779,0.95923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35824,0.000996452,0.000996452,0.000996452
10,251.914,1.07935,0.6514,0.93532,0,0,0,0,0,0.83314,0,0,0,0,0,0,0,0,0.63557,0.54229,0.56724,0.36166,1.23319,0.75174,0.9599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36166,0.000995511,0.000995511,0.000995511
11,272.263,1.08232,0.64248,0.93378,0,0,0,0,0,0.82302,0,0,0,0,0,0,0,0,0.63689,0.53747,0.56515,0.36016,1.23206,0.74809,0.95936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36016,0.00099446,0.00099446,0.00099446
12,294.941,1.07246,0.6391,0.93438,0,0,0,0,0,0.81728,0,0,0,0,0,0,0,0,0.63231,0.54175,0.56326,0.35905,1.2372,0.74788,0.95957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35905,0.000993299,0.000993299,0.000993299
13,315.179,1.07895,0.64148,0.93443,0,0,0,0,0,0.82029,0,0,0,0,0,0,0,0,0.627,0.54539,0.55772,0.35605,1.23021,0.75018,0.9595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35605,0.000992029,0.000992029,0.000992029
14,337.082,1.07263,0.64268,0.93362,0,0,0,0,0,0.8081,0,0,0,0,0,0,0,0,0.62195,0.53803,0.55711,0.35661,1.22845,0.7477,0.95848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35661,0.00099065,0.00099065,0.00099065
15,358.489,1.08026,0.64935,0.93249,0,0,0,0,0,0.80462,0,0,0,0,0,0,0,0,0.62169,0.53755,0.5608,0.35967,1.22972,0.74997,0.96005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35967,0.000989163,0.000989163,0.000989163
16,379.284,1.08611,0.64886,0.93767,0,0,0,0,0,0.81336,0,0,0,0,0,0,0,0,0.63335,0.55523,0.56913,0.36286,1.23168,0.75023,0.95831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36286,0.000987566,0.000987566,0.000987566
17,400.684,1.08063,0.63955,0.93117,0,0,0,0,0,0.80057,0,0,0,0,0,0,0,0,0.64816,0.53576,0.56677,0.36217,1.22671,0.74281,0.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36217,0.000985862,0.000985862,0.000985862
18,422.619,1.08745,0.64475,0.93795,0,0,0,0,0,0.80428,0,0,0,0,0,0,0,0,0.61506,0.55413,0.55926,0.35795,1.22545,0.75269,0.95655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35795,0.000984051,0.000984051,0.000984051
19,444.272,1.07151,0.64235,0.93302,0,0,0,0,0,0.79826,0,0,0,0,0,0,0,0,0.61155,0.54277,0.55583,0.3547,1.23366,0.75216,0.95848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3547,0.000982132,0.000982132,0.000982132
20,467.261,1.06505,0.63272,0.92922,0,0,0,0,0,0.78591,0,0,0,0,0,0,0,0,0.62967,0.53798,0.56037,0.35721,1.22477,0.7514,0.95738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35721,0.000980107,0.000980107,0.000980107
21,488.223,1.06237,0.63152,0.92763,0,0,0,0,0,0.79189,0,0,0,0,0,0,0,0,0.61508,0.55025,0.56501,0.35967,1.23776,0.74948,0.95965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35967,0.000977975,0.000977975,0.000977975
22,512.367,1.07404,0.63668,0.93181,0,0,0,0,0,0.79586,0,0,0,0,0,0,0,0,0.60818,0.5635,0.5624,0.35866,1.23409,0.74698,0.95909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35866,0.000975738,0.000975738,0.000975738
23,535.805,1.0859,0.6527,0.939,0,0,0,0,0,0.80083,0,0,0,0,0,0,0,0,0.59458,0.56467,0.55951,0.35652,1.23564,0.74793,0.96024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35652,0.000973396,0.000973396,0.000973396
24,557.298,1.07473,0.63805,0.93509,0,0,0,0,0,0.80035,0,0,0,0,0,0,0,0,0.60836,0.55906,0.56127,0.35719,1.23466,0.75653,0.95959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35719,0.00097095,0.00097095,0.00097095
25,580.35,1.06937,0.6375,0.92827,0,0,0,0,0,0.78692,0,0,0,0,0,0,0,0,0.61374,0.55222,0.56098,0.35766,1.23679,0.74844,0.96151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35766,0.000968399,0.000968399,0.000968399
26,602.961,1.08457,0.64496,0.93206,0,0,0,0,0,0.79551,0,0,0,0,0,0,0,0,0.63821,0.53596,0.55762,0.35514,1.2337,0.75213,0.96142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35514,0.000965746,0.000965746,0.000965746
27,626.353,1.06919,0.64064,0.93039,0,0,0,0,0,0.78299,0,0,0,0,0,0,0,0,0.61621,0.55788,0.56389,0.3599,1.22474,0.74921,0.95816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3599,0.00096299,0.00096299,0.00096299
