epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,train/t_rec_loss,train/reach_match_loss,train/reach_rank_loss,train/task_loss,train/kd_loss,train/s_rec_loss,train/d_pos_mean,train/d_neg_mean,train/rank_gap_mean,train/mask_mean,train/mask_std,train/mask_fg_mean,train/mask_bg_mean,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,val/t_rec_loss,val/reach_match_loss,val/reach_rank_loss,val/task_loss,val/kd_loss,val/s_rec_loss,val/d_pos_mean,val/d_neg_mean,val/rank_gap_mean,val/mask_mean,val/mask_std,val/mask_fg_mean,val/mask_bg_mean,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
1,18.4809,1.09449,0.64128,0.93758,0,0,0,0,0,1.18752,0,0,0,0,0,0,0,0,0.63687,0.52788,0.55672,0.34968,1.25511,0.76528,0.96249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34968,0.0031,0.0031,0.0721
2,31.4411,1.11536,0.67963,0.94434,0,0,0,0,0,0.95766,0,0,0,0,0,0,0,0,0.60219,0.5362,0.53607,0.33802,1.25265,0.78157,0.96539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33802,0.00629962,0.00629962,0.0432996
3,43.7032,1.14895,0.70537,0.95294,0,0,0,0,0,0.8854,0,0,0,0,0,0,0,0,0.54671,0.50475,0.49555,0.30201,1.3161,0.83529,0.97768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30201,0.00949768,0.00949768,0.0144977
4,57.389,1.20256,0.74391,0.96818,0,0,0,0,0,0.85844,0,0,0,0,0,0,0,0,0.53483,0.50692,0.49631,0.30767,1.29648,0.84294,0.97752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30767,0.0099945,0.0099945,0.0099945
5,71.6129,1.20107,0.74219,0.96942,0,0,0,0,0,0.84476,0,0,0,0,0,0,0,0,0.52327,0.48125,0.47627,0.29813,1.28257,0.8497,0.97859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29813,0.00999023,0.00999023,0.00999023
6,85.9132,1.21734,0.76881,0.97315,0,0,0,0,0,0.84081,0,0,0,0,0,0,0,0,0.51686,0.44655,0.44312,0.27088,1.31325,0.8886,0.98973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27088,0.00998474,0.00998474,0.00998474
7,98.0439,1.22673,0.77086,0.97693,0,0,0,0,0,0.83976,0,0,0,0,0,0,0,0,0.54443,0.50817,0.50542,0.30862,1.32132,0.83592,0.98574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30862,0.00997803,0.00997803,0.00997803
8,112.218,1.21325,0.7603,0.97632,0,0,0,0,0,0.81816,0,0,0,0,0,0,0,0,0.55795,0.34476,0.38759,0.21091,1.56344,1.23859,1.0622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21091,0.00997011,0.00997011,0.00997011
9,126.319,1.23114,0.7773,0.98251,0,0,0,0,0,0.8373,0,0,0,0,0,0,0,0,0.52253,0.49574,0.47552,0.29039,1.29514,0.83867,0.98553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29039,0.00996097,0.00996097,0.00996097
10,146.253,1.22507,0.76894,0.98049,0,0,0,0,0,0.82397,0,0,0,0,0,0,0,0,0.53472,0.48383,0.48175,0.28817,1.28766,1.09106,0.98464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28817,0.00995062,0.00995062,0.00995062
11,158.683,1.22424,0.75872,0.97685,0,0,0,0,0,0.81451,0,0,0,0,0,0,0,0,0.53396,0.4958,0.48758,0.29424,1.34031,0.86357,0.99576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29424,0.00993906,0.00993906,0.00993906
12,171.961,1.20938,0.75777,0.97611,0,0,0,0,0,0.81088,0,0,0,0,0,0,0,0,0.5293,0.50601,0.48095,0.29427,1.32533,0.86481,0.98694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29427,0.00992629,0.00992629,0.00992629
13,184.93,1.21667,0.75894,0.97739,0,0,0,0,0,0.81719,0,0,0,0,0,0,0,0,0.49046,0.4659,0.45743,0.28179,1.30453,0.88966,0.98703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28179,0.00991232,0.00991232,0.00991232
14,198.903,1.21343,0.76233,0.97516,0,0,0,0,0,0.80642,0,0,0,0,0,0,0,0,0.52731,0.49399,0.47098,0.28826,1.27234,0.85525,0.9784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28826,0.00989715,0.00989715,0.00989715
15,214.71,1.21491,0.75943,0.97304,0,0,0,0,0,0.80222,0,0,0,0,0,0,0,0,0.52967,0.49742,0.48831,0.30091,1.31085,0.8616,0.98152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30091,0.00988079,0.00988079,0.00988079
16,236.121,1.21493,0.76474,0.97807,0,0,0,0,0,0.8128,0,0,0,0,0,0,0,0,0.52588,0.51769,0.50024,0.30845,1.29093,0.8433,0.97977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30845,0.00986323,0.00986323,0.00986323
17,251.125,1.21438,0.75089,0.9718,0,0,0,0,0,0.80025,0,0,0,0,0,0,0,0,0.53715,0.47225,0.46677,0.28398,1.3206,0.85098,0.98988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28398,0.00984449,0.00984449,0.00984449
18,266.184,1.2201,0.75361,0.97906,0,0,0,0,0,0.80634,0,0,0,0,0,0,0,0,0.53848,0.512,0.50014,0.3077,1.28667,0.82379,0.97591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3077,0.00982456,0.00982456,0.00982456
19,281.46,1.21057,0.75822,0.9772,0,0,0,0,0,0.80005,0,0,0,0,0,0,0,0,0.53758,0.49234,0.47929,0.29634,1.3163,0.8444,0.98284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29634,0.00980345,0.00980345,0.00980345
20,298.902,1.19476,0.74238,0.96846,0,0,0,0,0,0.78935,0,0,0,0,0,0,0,0,0.55621,0.48975,0.49105,0.30667,1.28033,0.85552,0.97735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30667,0.00978118,0.00978118,0.00978118
21,318.656,1.19263,0.74091,0.96807,0,0,0,0,0,0.79537,0,0,0,0,0,0,0,0,0.54824,0.49149,0.48256,0.29554,1.30418,0.86488,0.98542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29554,0.00975773,0.00975773,0.00975773
22,334.597,1.20812,0.74798,0.9725,0,0,0,0,0,0.80225,0,0,0,0,0,0,0,0,0.50823,0.50198,0.47712,0.2857,1.34875,0.86567,0.98977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857,0.00973312,0.00973312,0.00973312
23,350.896,1.2186,0.76553,0.98049,0,0,0,0,0,0.80599,0,0,0,0,0,0,0,0,0.54978,0.50889,0.48546,0.29782,1.31667,0.83458,0.99208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29782,0.00970736,0.00970736,0.00970736
24,368.12,1.20352,0.74852,0.9756,0,0,0,0,0,0.8043,0,0,0,0,0,0,0,0,0.53046,0.48675,0.4748,0.28263,1.39267,0.8657,0.99921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28263,0.00968045,0.00968045,0.00968045
25,384.084,1.20001,0.7448,0.96746,0,0,0,0,0,0.7939,0,0,0,0,0,0,0,0,0.56952,0.52105,0.52561,0.30927,1.38256,0.84042,0.99634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30927,0.00965239,0.00965239,0.00965239
26,407.797,1.21401,0.75192,0.97226,0,0,0,0,0,0.80061,0,0,0,0,0,0,0,0,0.61025,0.50138,0.53452,0.33114,1.27585,0.82237,0.97133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33114,0.0096232,0.0096232,0.0096232
27,422.403,1.20123,0.74694,0.97071,0,0,0,0,0,0.78985,0,0,0,0,0,0,0,0,0.57134,0.50177,0.50614,0.30864,1.30369,0.85202,0.98283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30864,0.00959289,0.00959289,0.00959289
28,440.186,1.2008,0.74547,0.9723,0,0,0,0,0,0.79327,0,0,0,0,0,0,0,0,0.56206,0.49947,0.49825,0.31289,1.26391,0.84198,0.97633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31289,0.00956145,0.00956145,0.00956145
