epoch,tcld_loss,ncld_loss,loc_cold,candidate_count,target_candidate_count,nontarget_candidate_count,tcld_terms,ncld_terms,candidate_iou_mean,candidate_iou_positive_count,effective_iwm_weight_mean
0,0.0022184779,0.0023076138,0.0034168512,102970.52,102970.52,205941.03,436.2739,563.66522,0,0,0.99999994
1,0.0014065907,0.0015840911,0.0022873867,66824.445,66824.445,133648.89,407.82172,562.75647,0,0,0.99999994
2,0.0012941778,0.0014846475,0.0021317373,44583.219,44583.219,89166.438,399.10434,551.82172,0,0,0.99999994
3,0.0010924998,0.0012897652,0.0018360161,39776.91,39776.91,79553.82,386.09564,537.76086,0,0,0.99999994
4,0.0011152155,0.0013230919,0.0018806992,41448.316,41448.316,82896.633,388.69998,537.88257,0,0,0.99999994
