batch,d_s_u_mean,d_s_u_median,d_s_u_q25,d_s_u_q75,d_s_z_mean,d_s_z_median,d_s_z_q25,d_s_z_q75,fg_ratio,learnability_gap_direct_mean,learnability_gap_direct_median,learnability_gap_direct_q25,learnability_gap_direct_q75,learnability_positive_ratio,level,tokens
0,2.2605080604553223,2.259556293487549,2.214604139328003,2.3048839569091797,0.02581128478050232,0.023685205727815628,0.014988435432314873,0.035127945244312286,0.001953125,2.234696865081787,2.2296981811523438,2.1902153491973877,2.275878429412842,1.0,P3,512
0,2.3714168071746826,2.3726999759674072,2.2856802940368652,2.460463047027588,0.07499867677688599,0.055376749485731125,0.021949999034404755,0.10643573105335236,0.00390625,2.2964184284210205,2.3171677589416504,2.1734373569488525,2.4294886589050293,1.0,P4,512
0,2.1056385040283203,2.1168453693389893,2.071256637573242,2.1381797790527344,0.011122206225991249,0.004269637633115053,0.0012766487197950482,0.014472730457782745,0.015625,2.0945162773132324,2.112802505493164,2.059539318084717,2.1356704235076904,1.0,P5,128
1,2.1229114532470703,2.1227259635925293,2.0959949493408203,2.152358293533325,0.008862624876201153,0.004661234561353922,0.001334994100034237,0.011308245360851288,0.0,2.114048719406128,2.11685848236084,2.085631847381592,2.1449856758117676,1.0,P5,128
