batch,cos_probe_u,cos_probe_z,data,fg_only,fg_ratio,gradient_audit_status,imgsz,include_bg_sample,learnability_gap_direct_mean,learnability_gap_direct_median,learnability_gap_direct_q25,learnability_gap_direct_q75,learnability_gap_probe,learnability_positive_ratio,max_batches,max_tokens_per_level,model,mse_probe_u,mse_probe_z,r2_probe_u,r2_probe_z,shuffle_teacher_pairs,split,summary_probe_scope,task_auc_u,task_auc_z,task_ce_u,task_ce_z,teacher_data,teacher_weights,tokens,weights
2,0.849083399772644,0.995651125907898,configs/paper/datasets/ogsod_hbb_sar.yaml,0,0.00390625,not_requested,256,0,2.233302593231201,2.218132257461548,2.140493869781494,2.313392162322998,0.25954250283209346,1.0,2,512,,0.1516530066728592,0.12558771036565303,0.7073366882958068,0.9668791911279001,1,val,per_level_token_weighted,1.0,0.9988188976377952,0.003628268661571089,0.0051839113690210015,configs/paper/datasets/ogsod_hbb_rgb.yaml,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/rgb/rgb_yolo11n_hbb_800ep_cos_nomosaic_albu_b64_s0/weights/best.pt,1280,runs_public/ogsod/hbb/yoloinit_mainline_search_20260624/dynamic_plain_yoloinit/yolo11n/seed0/ogsod_yoloinit_dynamic_plain_yoloinit_yolo11n_e800_b64_img256_s0_20260624_201305_gpu1/weights/best.pt
