epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
11,b,0.02998855118817473,0.009996183729391579,0.02998855118817473,2.15442,1.44388,1.18941,4.09148,0.00216,0.15328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.02020263671875,1.8637958765029907,4.462965965270996,23.885356903076172,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
12,b,0.02998614731155236,0.009995382437184121,0.02998614731155236,2.13174,1.40491,1.16489,3.64044,0.00226,0.1533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.1701354980469,1.9497510194778442,4.668920040130615,23.972076416015625,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
13,b,0.029983514643185254,0.009994504881061753,0.029983514643185254,2.12532,1.39306,1.15775,3.33795,0.00234,0.15331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.83905029296875,2.0390284061431885,4.922942161560059,26.782512664794922,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
14,b,0.029980653223672417,0.009993551074557473,0.029980653223672417,2.07526,1.33138,1.13927,3.05814,0.00232,0.15331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.60150146484375,2.1069743633270264,4.983962059020996,25.68375587463379,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
15,b,0.02997756309714049,0.009992521032380164,0.02997756309714049,2.04731,1.31523,1.1341,2.75485,0.00247,0.15333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.5384216308594,2.172332525253296,5.140017509460449,28.14672088623047,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
16,b,0.029974244311243032,0.009991414770414344,0.029974244311243032,2.03106,1.28222,1.1254,2.60072,0.00252,0.15334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.97259521484375,2.2416417598724365,5.260023593902588,28.70128631591797,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
17,b,0.02997069691715983,0.009990232305719944,0.02997069691715983,2.01926,1.28034,1.11772,2.50573,0.0025,0.15333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.8358154296875,2.3033552169799805,5.384486198425293,30.211971282958984,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
18,b,0.0299669209695961,0.009988973656532034,0.0299669209695961,1.99504,1.23408,1.10193,2.28428,0.00246,0.15333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.9668884277344,2.3724708557128906,5.531937599182129,28.633630752563477,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
19,b,0.02996291652678161,0.009987638842260537,0.02996291652678161,1.95754,1.21612,1.09787,2.17612,0.00247,0.15333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.2100219726562,2.439880847930908,5.6980695724487305,29.38335418701172,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
20,b,0.02995868365046983,0.009986227883489945,0.02995868365046983,1.93829,1.18952,1.09204,1.97406,0.00246,0.15333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.7219848632812,2.4922842979431152,5.790310859680176,26.823930740356445,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
21,b,0.029954222405936946,0.009984740801978984,0.029954222405936946,1.90642,1.15925,1.08454,1.78194,0.0025,0.15333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.3350830078125,2.5427446365356445,5.875280380249023,28.18141746520996,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
22,b,0.029949532861980873,0.009983177620660292,0.029949532861980873,1.88362,1.13419,1.07227,1.73361,0.00245,0.15333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.887939453125,2.585820436477661,5.94650936126709,30.428625106811523,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
23,b,0.029944615090920175,0.009981538363640059,0.029944615090920175,1.87392,1.12625,1.06975,1.60457,0.00252,0.15334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.635498046875,2.623263359069824,5.981015682220459,28.47035026550293,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
24,b,0.02993946916859297,0.009979823056197656,0.02993946916859297,1.84693,1.09704,1.05243,1.45054,0.00254,0.15334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.226318359375,2.6718099117279053,6.168113708496094,31.03740119934082,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
25,b,0.029934095174355736,0.009978031724785246,0.029934095174355736,1.83625,1.08023,1.05037,1.41208,0.00257,0.15334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.5489501953125,2.710360288619995,6.216887950897217,28.015193939208984,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
26,b,0.029928493191082123,0.009976164397027375,0.029928493191082123,1.81069,1.06487,1.04697,1.36623,0.00264,0.15335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.50830078125,2.7399954795837402,6.239686489105225,30.48753547668457,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
27,b,0.029922663305161638,0.009974221101720547,0.029922663305161638,1.79743,1.05167,1.04106,1.29324,0.00254,0.15334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0026245117188,2.7597522735595703,6.273646831512451,32.004669189453125,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
28,b,0.02991660560649833,0.009972201868832778,0.02991660560649833,1.77864,1.04538,1.03894,1.252,0.00269,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.991943359375,2.812032699584961,6.382987022399902,32.44673156738281,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
29,b,0.029910320188509417,0.00997010672950314,0.029910320188509417,1.77388,1.02811,1.033,1.15979,0.00266,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.763427734375,2.8541715145111084,6.454819679260254,33.7796516418457,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
30,b,0.02990380714812381,0.00996793571604127,0.02990380714812381,1.76872,1.02235,1.02845,1.12115,0.00268,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.1197509765625,2.879495620727539,6.45845365524292,30.059309005737305,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
31,b,0.029897066585780653,0.009965688861926884,0.029897066585780653,1.73598,0.99974,1.02398,1.1663,0.00268,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.9868774414062,2.9125473499298096,6.522619724273682,30.742782592773438,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
32,b,0.029890098605427757,0.009963366201809253,0.029890098605427757,1.73557,0.99761,1.01677,1.13203,0.00259,0.15335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.867919921875,2.946810722351074,6.520622730255127,32.452362060546875,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
33,b,0.029882903314519996,0.009960967771506665,0.029882903314519996,1.71529,0.97926,1.01668,1.06766,0.00274,0.15337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.19482421875,2.9768447875976562,6.698779582977295,30.112815856933594,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
34,b,0.029875480824017656,0.009958493608005886,0.029875480824017656,1.72337,0.98195,1.01283,1.00282,0.00276,0.15337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.4067993164062,3.006894111633301,6.644149303436279,30.654054641723633,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
35,b,0.029867831248384727,0.009955943749461576,0.029867831248384727,1.7015,0.9638,1.00536,0.95372,0.0027,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.6615600585938,3.029275894165039,6.7288498878479,34.24577713012695,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
36,b,0.02985995470558712,0.009953318235195708,0.02985995470558712,1.6776,0.94528,0.99735,0.94365,0.00268,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.6688842773438,3.04196834564209,6.737770080566406,32.8642578125,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
37,b,0.029851851317090877,0.00995061710569696,0.029851851317090877,1.68674,0.9518,1.00478,0.93726,0.00269,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.1785888671875,3.0775394439697266,6.803401470184326,34.450706481933594,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
38,b,0.029843521207860275,0.009947840402620091,0.029843521207860275,1.67475,0.93853,0.99635,0.89015,0.00277,0.15337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.5540161132812,3.1099987030029297,6.844423294067383,32.737998962402344,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
39,b,0.029834964506355893,0.009944988168785298,0.029834964506355893,1.65091,0.92341,0.99439,0.82178,0.00291,0.15339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.6989135742188,3.100456714630127,6.848389148712158,33.58990478515625,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
40,b,0.02982618134453266,0.009942060448177553,0.02982618134453266,1.64525,0.90957,0.98826,0.84305,0.0027,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.12890625,3.1289706230163574,6.937787055969238,33.82418441772461,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
41,b,0.029817171857837794,0.009939057285945931,0.029817171857837794,1.63978,0.91249,0.98727,0.78473,0.0028,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.5157470703125,3.156961441040039,6.965667724609375,34.25138473510742,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
42,b,0.02980793618520873,0.00993597872840291,0.02980793618520873,1.62453,0.90288,0.98334,0.76088,0.00276,0.15337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.62353515625,3.1643474102020264,6.967151641845703,34.0377197265625,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
43,b,0.029798474469070958,0.009932824823023653,0.029798474469070958,1.64217,0.9085,0.98789,0.7222,0.00281,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.9937744140625,3.179887056350708,6.988661289215088,35.17948913574219,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
44,b,0.02978878685533585,0.009929595618445282,0.02978878685533585,1.62158,0.89675,0.97719,0.74953,0.00281,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.1217651367188,3.198122501373291,7.088022232055664,33.823734283447266,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
45,b,0.029778873493398392,0.009926291164466132,0.029778873493398392,1.61055,0.89174,0.98065,0.73979,0.00284,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.7499389648438,3.2113237380981445,7.032886505126953,34.14113998413086,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
46,b,0.029768734536134888,0.009922911512044963,0.029768734536134888,1.6016,0.88236,0.9766,0.70554,0.00288,0.15339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.107177734375,3.2284040451049805,7.087528705596924,32.721771240234375,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
47,b,0.029758370139900608,0.009919456713300204,0.029758370139900608,1.58857,0.87649,0.97225,0.70344,0.0028,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.5155029296875,3.2485592365264893,7.091612815856934,33.80384826660156,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
48,b,0.029747780464527352,0.009915926821509118,0.029747780464527352,1.59165,0.87144,0.97564,0.69756,0.00285,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.6781005859375,3.2533211708068848,7.122939109802246,33.18643569946289,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
49,b,0.029736965673321025,0.00991232189110701,0.029736965673321025,1.58248,0.8683,0.9754,0.63029,0.00292,0.15339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0780029296875,3.27144455909729,7.191142559051514,31.557186126708984,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
50,b,0.02972592593305908,0.009908641977686362,0.02972592593305908,1.58143,0.8651,0.96745,0.66525,0.00283,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.2813720703125,3.294787883758545,7.187212944030762,31.15230941772461,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
51,b,0.02971466141398797,0.00990488713799599,0.02971466141398797,1.56222,0.85278,0.96762,0.62464,0.0029,0.15339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.1155395507812,3.285273551940918,7.213813781738281,33.765323638916016,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
52,b,0.029703172289820515,0.009901057429940172,0.029703172289820515,1.56214,0.85409,0.96357,0.62125,0.00299,0.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0020751953125,3.305903196334839,7.223987102508545,32.641178131103516,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
53,b,0.02969145873773322,0.00989715291257774,0.02969145873773322,1.55254,0.84168,0.96316,0.61143,0.00284,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.2099609375,3.3238160610198975,7.252879619598389,30.760292053222656,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
54,b,0.02967952093836355,0.009893173646121184,0.02967952093836355,1.55625,0.84575,0.96528,0.63148,0.00285,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.1253051757812,3.3230226039886475,7.249233245849609,34.08867263793945,106,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,1.0,1.0,1.0
