cos_probe_u,cos_probe_z,fg_ratio,learnability_gap_direct_mean,learnability_gap_direct_median,learnability_gap_direct_q25,learnability_gap_direct_q75,learnability_gap_probe,learnability_positive_ratio,level,mse_probe_u,mse_probe_z,r2_probe_u,r2_probe_z,task_auc_u,task_auc_z,task_ce_u,task_ce_z,tokens
0.8122447729110718,0.9971023201942444,0.005859375,2.2210326194763184,2.2225654125213623,2.1515307426452637,2.284003734588623,0.3286302616589494,1.0,P3,0.16068649291992188,0.13414163887500763,0.6508579123679097,0.9794881740268591,1.0,1.0,0.005728062945534046,0.005385133268409163,512
0.8654934167861938,0.9940518140792847,0.00390625,2.0599617958068848,2.079071521759033,2.0011444091796875,2.1317224502563477,0.22503241222174286,1.0,P4,0.10116249322891235,0.11702373623847961,0.7315573123892494,0.9565897246109922,1.0,1.0,0.0006753231426546495,5.7591439148438355e-05,512
0.9052231907844543,0.9968253374099731,0.0078125,2.090223789215088,2.127963066101074,2.099945306777954,2.152885913848877,0.16944851205671962,0.9921875,P5,0.05730890855193138,0.020818637683987617,0.8007360687004708,0.9701845807571904,1.0,0.9960629921259843,0.014676680744332236,0.012028719547200726,256
