epoch,mode,student_box_loss,student_obj_loss,student_cls_loss,teacher_box_loss,teacher_obj_loss,teacher_cls_loss,kd_total_loss,lld_loss,fld_loss,rld_loss,ccl_loss,kd_to_student_det_ratio,atkd_weight,ccl_weight,atkd_loss,weighted_atkd_loss,weighted_ccl_loss,kd_scale,weighted_kd_to_student_det_ratio,cop_valid_candidates,cop_positive_candidates,cop_positive_ratio,cop_class0_count,cop_class1_count,cop_class2_count,neg_candidates_mean,temperature_mean,temperature_min,temperature_max,feature_capture_ok,student_feature_levels,teacher_feature_levels,nan_or_inf_detected
0,paper_full,0.09916993230581284,0.007402564864605665,0.014209035784006119,0.09381616115570068,0.007672755513340235,0.01189703494310379,1.4003064632415771,0.0215630903840065,0.43660756945610046,0.24919246137142181,0.6929425597190857,0.3756692785128529,1.0,1.0,0.7073628325218209,0.7073628325218209,0.6929420944392551,0.0,0.0,799.8257080610022,610.2549019607843,0.7686542709702866,467.86056644880176,115.14814814814815,27.246187363834423,564.9321110877077,3.981267161358935,3.8359868152468812,4.155555914170342,1.0,3.0,3.0,0.0
1,paper_full,0.07737760245800018,0.007419147063046694,0.006402366794645786,0.06531217694282532,0.007136024069041014,0.004131846129894257,1.2067160606384277,0.01689005084335804,0.33617496490478516,0.1601691097021103,0.6934831738471985,0.41623652773485204,1.0,1.0,0.5132339339630276,0.5132339339630276,0.6934822730249309,0.33333333333333326,0.13874551291883902,792.8082788671024,756.3028322440088,0.954912630437895,509.4117647058824,174.37254901960785,72.51851851851852,524.2799710541768,3.2793645058841747,3.100912654062242,3.4759572284673554,1.0,3.0,3.0,0.0
2,paper_full,0.07702139765024185,0.0071891602128744125,0.005870945286005735,0.0646066665649414,0.006861946079879999,0.003898141672834754,1.0413950681686401,0.017494499683380127,0.1859235018491745,0.14437298476696014,0.6936050653457642,0.36479078619568434,1.0,1.0,0.34779102506201254,0.34779102506201254,0.6936044561836974,0.6666666666666665,0.24319386566646217,800.3246187363834,762.5424836601308,0.9527958787443891,508.3834422657952,175.30936819172112,78.84967320261438,527.8939862552552,3.1792833618089262,3.034602398965873,3.3443475387714527,1.0,3.0,3.0,0.0
3,paper_full,0.07794056832790375,0.007280732039362192,0.006504843942821026,0.0677395835518837,0.007127424236387014,0.004358987789601088,1.007208228111267,0.017974138259887695,0.1353476643562317,0.16046778857707977,0.6934189200401306,0.3469822474944046,1.0,1.0,0.31378931050596676,0.31378931050596676,0.6934183051643289,1.0,0.3469822474944046,799.4814814814815,751.4204793028323,0.9409169137315503,499.7538126361656,176.30718954248366,75.359477124183,534.1608713187424,3.173525301719283,3.0088410543720188,3.3681433242390617,1.0,3.0,3.0,0.0
4,paper_full,0.07628461718559265,0.007195591926574707,0.005790160037577152,0.0643823966383934,0.0069296034052968025,0.003936868626624346,1.0033153295516968,0.017247958108782768,0.14639395475387573,0.14639896154403687,0.6932737827301025,0.35478398995981236,1.0,1.0,0.3100408349746193,0.3100408349746193,0.6932735278196065,1.0,0.35478398995981236,804.4270152505446,761.2701525054466,0.9461600389595318,500.7647058823529,179.03485838779957,81.47058823529412,532.5424980878311,3.1001688374413385,2.961778963313383,3.2677625596912856,1.0,3.0,3.0,0.0
5,paper_full,0.07371673732995987,0.007112228311598301,0.0049760169349610806,0.06117730587720871,0.0067800795659422874,0.0032706635538488626,0.9450092315673828,0.016688600182533264,0.10215701162815094,0.13272085785865784,0.693443775177002,0.34748931134967764,1.0,1.0,0.2515660775642769,0.2515660775642769,0.6934433257398003,1.0,0.34748931134967764,801.1546840958606,763.281045751634,0.9536194630806601,500.47712418300654,177.10675381263616,85.69716775599129,533.0559337341707,3.0642450364846288,2.930709664857985,3.2279477431104073,1.0,3.0,3.0,0.0
6,paper_full,0.07272886484861374,0.00714668445289135,0.004678371828049421,0.060335420072078705,0.006743735633790493,0.0031186393462121487,0.935956597328186,0.016335224732756615,0.09744496643543243,0.12863706052303314,0.6935389637947083,0.3503300628111513,1.0,1.0,0.24241708910543155,0.24241708910543155,0.6935385529252179,1.0,0.3503300628111513,806.718954248366,772.5141612200435,0.9579826282545797,506.8169934640523,182.40958605664488,83.2875816993464,531.5370508497317,3.0442724243488186,2.916732173080278,3.2014654939730445,1.0,3.0,3.0,0.0
7,paper_full,0.07189063727855682,0.007006008643656969,0.004404309205710888,0.05892559885978699,0.0066275764256715775,0.0029812667053192854,0.9260058403015137,0.016174713149666786,0.09577157348394394,0.12056582421064377,0.6934930086135864,0.3523399568850698,1.0,1.0,0.23251204452353624,0.23251204452353624,0.6934926687762109,1.0,0.3523399568850698,803.5228758169935,770.9607843137255,0.9599365205402626,514.5381263616558,176.5599128540305,79.86274509803921,526.8467803489668,3.0109534336331105,2.8954225059168532,3.1542517474014513,1.0,3.0,3.0,0.0
8,paper_full,0.07095883041620255,0.006952754221856594,0.004114552401006222,0.05840092524886131,0.006539738737046719,0.0027427615132182837,0.9075273871421814,0.015960361808538437,0.08411192893981934,0.11394207924604416,0.6935137510299683,0.35039370297606476,1.0,1.0,0.21401424874797106,0.21401424874797106,0.6935133000344752,1.0,0.35039370297606476,801.6514161220043,771.7429193899782,0.9634743143206675,511.1263616557734,174.93028322440088,85.68627450980392,527.9844012624038,2.9952205474080604,2.8904509705395998,3.1333757111709364,1.0,3.0,3.0,0.0
9,paper_full,0.06968189775943756,0.006989727262407541,0.003937522880733013,0.05668406933546066,0.0064955600537359715,0.0026374466251581907,0.9096361398696899,0.015726296231150627,0.07889585196971893,0.12141214311122894,0.6936017274856567,0.35769832874435226,1.0,1.0,0.21603411895452243,0.21603411895452243,0.6936012038997575,1.0,0.35769832874435226,801.6732026143791,772.0370370370371,0.9634628625791889,509.8235294117647,177.35294117647058,84.86056644880175,528.3587647814117,3.0038555639761464,2.8846362089019975,3.1540189552930444,1.0,3.0,3.0,0.0
