epoch,fitness,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),primary_metric,primary_metric_key,train/box_loss,train/cls_loss,train/dfl_loss,train/loss,train/lr,val/loss
0,0.10691387836683287,0.2247423231446822,0.10691387836683287,0.3817050961413931,0.23022177406111424,0.10691387836683287,metrics/mAP50-95(B),3.2527997839541833,3.5333160575369584,1.6583359965581281,135.04842380036965,0.0001,105.87445917544157
1,0.10744362797776974,0.22839065407928705,0.10744362797776974,0.43659785859481004,0.22946596036821423,0.10744362797776974,metrics/mAP50-95(B),2.880431012342904,2.2348142192823937,1.5017915058031988,105.7962396303466,9.99996183243828e-05,99.34868311674698
2,0.12301603192646544,0.2531060021925044,0.12301603192646544,0.43937937049281417,0.2736722156885428,0.12301603192646544,metrics/mAP50-95(B),2.822283844391418,2.0949640020549363,1.4668393860466478,102.09574511994973,9.99984733034171e-05,98.3238621753195
3,0.11191529874730075,0.2416167812785459,0.11191529874730075,0.4348641311199715,0.25634919459859323,0.11191529874730075,metrics/mAP50-95(B),2.7739081593350208,2.0129991394742883,1.4441924063953995,99.636021900073,9.999656495476053e-05,95.95931046527365
4,0.12308437487679309,0.2676616047662691,0.12308437487679309,0.46912923336244877,0.2741881340412434,0.12308437487679309,metrics/mAP50-95(B),2.7474308297314325,1.9695800917879185,1.4332838629818274,98.32268243371595,9.999389330784221e-05,95.19501503654148
5,0.13651424866088735,0.2813514508203674,0.13651424866088735,0.44924030006424553,0.29764675222691395,0.13651424866088735,metrics/mAP50-95(B),2.6958888675550337,1.897686624474978,1.4068395641013867,95.94283262645925,9.999045840386222e-05,93.34153138865595
6,0.1375689641219912,0.2798472504257619,0.1375689641219912,0.4169361478268954,0.3001089678220312,0.1375689641219912,metrics/mAP50-95(B),2.6917980187851835,1.8747739858819719,1.4089004960288918,95.55614547563093,9.998626029579104e-05,93.60184158656908
7,0.14271152600382928,0.29542648277668465,0.14271152600382928,0.45072524936350006,0.3277828632308908,0.14271152600382928,metrics/mAP50-95(B),2.664368020799194,1.8678107276607625,1.399467365172333,94.84947268653463,9.998129904836869e-05,91.75778980255127
8,0.14042789825005011,0.29855802031756096,0.14042789825005011,0.5059742711985153,0.3082738757288615,0.14042789825005011,metrics/mAP50-95(B),2.6438377794028627,1.830488995026346,1.3875155932510692,93.73518356606121,9.997557473810373e-05,91.31955648505169
9,0.14728661468384258,0.3040022297395595,0.14728661468384258,0.48206583455827096,0.31972531917006025,0.14728661468384258,metrics/mAP50-95(B),2.619906426646067,1.8012284652747401,1.3878454187704146,92.89017346797098,9.99690874532721e-05,89.54911772686502
10,0.14417143258289872,0.2984783856358501,0.14417143258289872,0.4352892232632252,0.3245394664941742,0.14417143258289872,metrics/mAP50-95(B),2.5855971903681363,1.7670726232726286,1.369846532363018,91.52079402711425,9.99618372939158e-05,90.49452454940132
