epoch,tcld_loss,ncld_loss,loc_cold,candidate_count,target_candidate_count,nontarget_candidate_count,tcld_terms,ncld_terms,candidate_iou_mean,candidate_iou_positive_count,effective_iwm_weight_mean
0,0.00012477733,0.00013267728,0.00019506599,102873.91,102873.91,205747.81,436.29999,564.10864,0.026651245,21402.217,0.094037563
1,0.00015255899,0.00016962105,0.00024590059,66142.266,66142.266,132284.53,409.91736,563.09998,0.056463238,17766,0.17031445
2,0.00018711209,0.00021127866,0.0003048348,43553.453,43553.453,87106.906,389.56519,547.04346,0.082591064,13292.095,0.21235208
3,0.00019112612,0.00022036693,0.00031592997,39876.879,39876.879,79753.758,386.94345,540.05212,0.089802235,12222.704,0.22456041
4,0.00017083705,0.00019929899,0.00028471753,43514.023,43514.023,87028.047,388.19565,537.23041,0.084814839,12062.591,0.22142504
5,0.00017951557,0.00020916185,0.00029891968,39538.211,39538.211,79076.422,373.8652,525.49561,0.098146275,11788.678,0.23860228
6,0.00019485435,0.00022679442,0.00032422162,36852.668,36852.668,73705.336,367.39999,518.86084,0.10991675,11573.104,0.25350854
7,0.00019275918,0.00022402257,0.00032040197,34919.004,34919.004,69838.008,361.7565,513.4043,0.11519688,11016.265,0.26232547
8,0.00018712558,0.00021768673,0.0003112494,34308.234,34308.234,68616.469,360.96521,511.73911,0.12183791,11188.46,0.26995814
9,0.00018278751,0.00021259632,0.00030399006,32754.125,32754.125,65508.25,354.9913,505.59998,0.12803139,10621.46,0.27572525
10,0.00018731065,0.00021597616,0.00030963143,31571.543,31571.543,63143.086,344.61737,498.03043,0.13444664,10647.921,0.28342292
11,0.00019506644,0.00022406765,0.00032160088,30320.934,30320.934,60641.867,338.92609,494.66519,0.14111012,10440.261,0.29045245
12,0.00014812012,0.00017217464,0.00024623467,52626.668,52626.668,105253.34,386.23477,526.52606,0.077244185,11239.96,0.20517406
13,0.00010257026,0.00011630389,0.00016758899,80356.469,80356.469,160712.94,395.03912,544.59998,0.039510742,12442.951,0.13980784
