epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head
1,a1,0.00047426231884057973,0.00047426231884057973,0.00047426231884057973,0.0,0.0,0.0,0.0,0.7159,0.34795,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,102.15430450439453,nan,nan,101.65040588378906
2,a1,0.0008564866826086955,0.0008564866826086955,0.0008564866826086955,0.0,0.0,0.0,0.0,0.02153,0.15611,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,50.0721321105957,nan,nan,12.18529224395752
3,a1,0.0011443970463768114,0.0011443970463768114,0.0011443970463768114,0.0,0.0,0.0,0.0,0.01127,0.15463,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,15.174346923828125,nan,nan,6.677759170532227
4,a1,0.001004587,0.001004587,0.001004587,0.0,0.0,0.0,0.0,0.00841,0.15418,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,7.606388568878174,nan,nan,4.998552322387695
5,a1,0.0008631159999999999,0.0008631159999999999,0.0008631159999999999,0.0,0.0,0.0,0.0,0.00591,0.15384,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,16.74445343017578,nan,nan,3.6238229274749756
6,a1,0.0007216449999999999,0.0007216449999999999,0.0007216449999999999,0.0,0.0,0.0,0.0,0.01036,0.15706,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,22.775711059570312,nan,nan,4.290807247161865
7,a1,0.000580174,0.000580174,0.000580174,0.0,0.0,0.0,0.0,0.00414,0.15357,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,17.63427734375,nan,nan,6.064107418060303
8,a1,0.00043870300000000003,0.00043870300000000003,0.00043870300000000003,0.0,0.0,0.0,0.0,0.00329,0.15345,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,19.237388610839844,nan,nan,4.514015197753906
9,a1,0.0002972319999999999,0.0002972319999999999,0.0002972319999999999,0.0,0.0,0.0,0.0,0.00279,0.15338,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,12.09447956085205,nan,nan,5.7596001625061035
10,a1,0.00015576099999999995,0.00015576099999999995,0.00015576099999999995,0.0,0.0,0.0,0.0,0.0025,0.15334,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,8.036139488220215,nan,nan,2.6939499378204346
