epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,effective_alpha_kd,kd_multiplier,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_alpha_sep,effective_lambda_residual_aux,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,a2,0.0009,0.0003,0.0009,0.71187,0.35146,0.79894,0.0,0.00152,0.15319,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
2,a2,0.0008314615384615385,0.00027715384615384614,0.0008314615384615385,0.71333,0.35205,0.79827,0.0,0.00149,0.15319,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
3,a2,0.0007629230769230768,0.00025430769230769224,0.0007629230769230768,0.71531,0.3513,0.79633,0.0,0.00145,0.15318,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
4,a2,0.0006943846153846154,0.00023146153846153843,0.0006943846153846154,0.71719,0.35218,0.79762,0.0,0.00143,0.15318,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
5,a2,0.0006258461538461538,0.0002086153846153846,0.0006258461538461538,0.70737,0.34885,0.79767,0.0,0.0014,0.15318,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
6,a2,0.0005573076923076923,0.00018576923076923075,0.0005573076923076923,0.70765,0.34838,0.7968,0.0,0.00137,0.15317,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
7,a2,0.0004887692307692307,0.0001629230769230769,0.0004887692307692307,0.70803,0.34722,0.7964,0.0,0.00136,0.15317,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
8,a2,0.00042023076923076926,0.00014007692307692308,0.00042023076923076926,0.69722,0.34432,0.79595,0.0,0.00134,0.15317,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
9,a2,0.0003516923076923077,0.00011723076923076921,0.0003516923076923077,0.70456,0.34535,0.79463,0.0,0.00132,0.15316,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
10,a2,0.00028315384615384617,9.438461538461539e-05,0.00028315384615384617,0.69803,0.34449,0.79594,0.0,0.00132,0.15317,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
11,a2,0.00021461538461538458,7.153846153846152e-05,0.00021461538461538458,0.69184,0.34287,0.79455,0.0,0.0013,0.15316,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
12,a2,0.0001460769230769231,4.869230769230769e-05,0.0001460769230769231,0.69073,0.34124,0.79508,0.0,0.0013,0.15316,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
13,a2,7.753846153846148e-05,2.5846153846153827e-05,7.753846153846148e-05,0.69257,0.34248,0.79573,0.0,0.0013,0.15316,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,1,0,0.1,0.05,0.25,1.0,1.0,1.0
