epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2
1,99.505,2.86455,3.67471,1.71189,2.8016,4.5129,1.95669,0,0.516634,0.147818,0.102238,0.0365654,nan,nan,nan,nan,nan,nan,nan,0.00332607,0.00332607,0.0700654
2,191.603,2.71212,2.60956,1.45694,2.73756,4.47823,1.90855,0,0.579629,0.183723,0.148978,0.0542069,nan,nan,nan,nan,nan,nan,nan,0.00664292,0.00664292,0.0400489
3,280.412,2.64731,2.40178,1.39244,2.61609,4.39463,1.80736,0,0.601864,0.185524,0.159149,0.0627744,nan,nan,nan,nan,nan,nan,nan,0.00994327,0.00994327,0.0100159
4,368.741,2.6589,2.33899,1.37798,2.51216,4.3185,1.65973,0,0.632899,0.205626,0.187336,0.0761615,nan,nan,nan,nan,nan,nan,nan,0.00992575,0.00992575,0.00992575
5,458.299,2.64221,2.2508,1.34339,2.43706,4.23045,1.52751,0.02141,0.283852,0.218159,0.188516,0.0785456,nan,nan,nan,nan,nan,nan,nan,0.009901,0.009901,0.009901
6,545.633,2.62223,2.19793,1.3117,2.37959,4.13808,1.4287,0.01974,0.30301,0.250251,0.226648,0.0951737,nan,nan,nan,nan,nan,nan,nan,0.00987625,0.00987625,0.00987625
7,634.578,2.62017,2.17556,1.3085,2.38697,4.00345,1.37551,0.1231,0.349165,0.248213,0.229012,0.0995688,nan,nan,nan,nan,nan,nan,nan,0.0098515,0.0098515,0.0098515
8,722.993,2.58006,2.1101,1.2915,2.36652,3.77981,1.32084,0.39942,0.332214,0.281666,0.243058,0.0968773,nan,nan,nan,nan,nan,nan,nan,0.00982675,0.00982675,0.00982675
9,813.353,2.57419,2.10104,1.30664,2.37392,3.39763,1.3163,1.58366,0.38354,0.259351,0.240365,0.0990895,nan,nan,nan,nan,nan,nan,nan,0.009802,0.009802,0.009802
10,905.639,2.56477,2.06442,1.28805,2.39452,3.01644,1.30479,2.86321,0.402999,0.251263,0.251149,0.106737,nan,nan,nan,nan,nan,nan,nan,0.00977725,0.00977725,0.00977725
