epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,train/t_rec_loss,train/t_sep_loss,train/reach_match_loss,train/reach_rank_loss,train/task_loss,train/kd_loss,train/s_rec_loss,train/s_sep_loss,train/r_aux_loss,train/u_aux_loss,train/mask_reg_loss,train/recon_task_loss,train/rs_comp_loss,train/r_obb_loss,train/s_repel_loss,train/path_b_loss,train/r_sar_loss,train/dkd_loss,train/proto_cls_loss,train/d_pos_mean,train/d_neg_mean,train/rank_gap_mean,train/r_aux_fg_mean,train/r_aux_bg_mean,train/u_aux_fg_mean,train/u_aux_bg_mean,train/mask_mean,train/mask_std,train/mask_fg_mean,train/mask_bg_mean,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,val/t_rec_loss,val/t_sep_loss,val/reach_match_loss,val/reach_rank_loss,val/task_loss,val/kd_loss,val/s_rec_loss,val/s_sep_loss,val/r_aux_loss,val/u_aux_loss,val/mask_reg_loss,val/recon_task_loss,val/rs_comp_loss,val/r_obb_loss,val/s_repel_loss,val/path_b_loss,val/r_sar_loss,val/dkd_loss,val/proto_cls_loss,val/d_pos_mean,val/d_neg_mean,val/rank_gap_mean,val/r_aux_fg_mean,val/r_aux_bg_mean,val/u_aux_fg_mean,val/u_aux_bg_mean,val/mask_mean,val/mask_std,val/mask_fg_mean,val/mask_bg_mean,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
1,68.8862,2.71246,2.9328,1.61835,0,0,0,0,0,0,4.4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60593,0.18154,0.17003,0.06589,2.74305,3.01426,1.39103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06589,0.00331884,0.00331884,0.0701304
2,121.131,2.59952,2.07778,1.35056,0,0,0,0,0,0,3.80955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23317,0.16108,0.1064,0.03548,2.68979,2.80764,1.38388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03548,0.00665207,0.00665207,0.0401303
3,179.667,2.77772,2.22396,1.40027,0,0,0,0,0,0,3.78548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38396,0.07269,0.01564,0.00462,3.08154,17.8264,1.83144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462,0.0099849,0.0099849,0.0101298
4,235.82,2.82565,2.276,1.45951,0,0,0,0,0,0,3.60616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43052,0.08498,0.04671,0.01265,2.92124,4.22364,1.43771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01265,0.00999863,0.00999863,0.00999863
5,283.281,2.7335,2.15757,1.39718,0,0,0,0,0,0,3.58858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1988,0.18241,0.1054,0.03546,2.85947,3.00987,1.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03546,0.00999756,0.00999756,0.00999756
6,330.64,2.66326,2.05308,1.37153,0,0,0,0,0,0,3.44942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38451,0.23104,0.21177,0.07996,2.6243,1.94757,1.34542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07996,0.00999618,0.00999618,0.00999618
7,378.872,2.61582,1.98021,1.33975,0,0,0,0,0,0,3.50664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43179,0.25098,0.23932,0.08988,2.57116,2.16929,1.28758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08988,0.0099945,0.0099945,0.0099945
8,431.736,2.57799,1.94421,1.32225,0,0,0,0,0,0,3.54183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28973,0.19411,0.16171,0.0607,2.83526,5.22952,1.33805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607,0.00999252,0.00999252,0.00999252
9,480.196,2.53021,1.88095,1.30119,0,0,0,0,0,0,3.42436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30667,0.22992,0.22947,0.08978,2.61566,2.04124,1.28937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08978,0.00999023,0.00999023,0.00999023
10,529.055,2.51589,1.8554,1.28089,0,0,0,0,0,0,3.43587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39452,0.25692,0.25648,0.10398,2.50971,1.75293,1.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10398,0.00998764,0.00998764,0.00998764
11,589.757,2.45523,1.80625,1.28003,0,0,0,0,0,0,3.4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35992,0.26118,0.24687,0.10388,2.59827,3.10586,1.26348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10388,0.00998474,0.00998474,0.00998474
12,646.211,2.45805,1.79579,1.26262,0,0,0,0,0,0,3.43805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39931,0.32038,0.2853,0.12224,2.41037,1.70508,1.24067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12224,0.00998154,0.00998154,0.00998154
13,702.877,2.46803,1.79513,1.27079,0,0,0,0,0,0,3.39041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42088,0.33799,0.31158,0.13707,2.39201,1.70716,1.21347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13707,0.00997803,0.00997803,0.00997803
14,756.458,2.43562,1.73911,1.24972,0,0,0,0,0,0,3.35519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53588,0.28961,0.30492,0.13041,2.48233,1.62971,1.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13041,0.00997422,0.00997422,0.00997422
15,811.687,2.42704,1.73859,1.25099,0,0,0,0,0,0,3.36069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43296,0.35067,0.32584,0.13702,2.37137,1.59993,1.2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13702,0.00997011,0.00997011,0.00997011
16,863.583,2.40232,1.71256,1.2411,0,0,0,0,0,0,3.31657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40561,0.30182,0.30172,0.13322,2.44638,1.96681,1.22933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13322,0.00996569,0.00996569,0.00996569
17,914.894,2.41631,1.71439,1.23926,0,0,0,0,0,0,3.2938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47734,0.35249,0.3485,0.15432,2.33478,1.54137,1.18624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15432,0.00996097,0.00996097,0.00996097
18,968.634,2.38578,1.67157,1.21511,0,0,0,0,0,0,3.37571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42869,0.34504,0.32875,0.15145,2.45497,1.6149,1.22158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15145,0.00995594,0.00995594,0.00995594
19,1023.96,2.37903,1.6876,1.22793,0,0,0,0,0,0,3.35824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0.38054,0.35572,0.15991,2.33876,1.56697,1.19279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15991,0.00995062,0.00995062,0.00995062
20,1076.62,2.35643,1.64289,1.21998,0,0,0,0,0,0,3.34519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52782,0.3624,0.37503,0.16915,2.28748,1.49752,1.18146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16915,0.00994499,0.00994499,0.00994499
21,1124.92,2.34421,1.64024,1.21683,0,0,0,0,0,0,3.34942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44556,0.37275,0.3599,0.16522,2.30373,1.50406,1.18119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16522,0.00993906,0.00993906,0.00993906
22,1176.56,2.3465,1.62764,1.21164,0,0,0,0,0,0,3.30952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43694,0.3836,0.35932,0.16068,2.34197,1.54786,1.17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16068,0.00993282,0.00993282,0.00993282
23,1228.06,2.33667,1.61175,1.20579,0,0,0,0,0,0,3.30949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44462,0.37315,0.3568,0.15781,2.34925,1.54058,1.17541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15781,0.00992629,0.00992629,0.00992629
24,1278.08,2.33029,1.59259,1.19735,0,0,0,0,0,0,3.21883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50827,0.39265,0.39483,0.18612,2.26108,1.42385,1.1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18612,0.00991946,0.00991946,0.00991946
25,1329.82,2.3177,1.57663,1.19561,0,0,0,0,0,0,3.1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53708,0.36789,0.39756,0.18899,2.24562,1.41576,1.15652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18899,0.00991232,0.00991232,0.00991232
26,1377.79,2.30865,1.59288,1.19541,0,0,0,0,0,0,3.15942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48944,0.41541,0.40667,0.1934,2.20754,1.40151,1.15259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1934,0.00990489,0.00990489,0.00990489
27,1425.72,2.29864,1.56435,1.18957,0,0,0,0,0,0,3.14629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50882,0.40832,0.41473,0.19565,2.23356,1.38821,1.14984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19565,0.00989715,0.00989715,0.00989715
28,1476.93,2.28235,1.56137,1.18684,0,0,0,0,0,0,3.12869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49084,0.4253,0.41892,0.19959,2.20061,1.35748,1.14074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19959,0.00988912,0.00988912,0.00988912
29,1528.68,2.28497,1.55736,1.18505,0,0,0,0,0,0,3.12141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50846,0.42693,0.41737,0.20017,2.21565,1.37615,1.14376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20017,0.00988079,0.00988079,0.00988079
30,1577.61,2.2724,1.53512,1.17654,0,0,0,0,0,0,3.11405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52379,0.44259,0.44082,0.21256,2.15636,1.33583,1.12963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21256,0.00987216,0.00987216,0.00987216
31,1626.98,2.25679,1.52019,1.18236,0,0,0,0,0,0,3.15315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49365,0.42762,0.42231,0.20364,2.18062,1.32875,1.13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20364,0.00986323,0.00986323,0.00986323
32,1675.23,2.26203,1.51486,1.17169,0,0,0,0,0,0,3.15369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49654,0.43767,0.42763,0.20605,2.19803,1.33136,1.13458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20605,0.00985401,0.00985401,0.00985401
