epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head
16,a2,0.0021089999999999998,0.000703,0.0021089999999999998,0.76632,0.37182,0.80132,0.0,0.00102,0.15312,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,134.1672821044922,nan,nan,4.6813859939575195
17,a2,0.0020496,0.0006831999999999999,0.0020496,0.76277,0.37151,0.80159,0.0,0.00101,0.15312,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,104.65352630615234,nan,nan,3.784709930419922
18,a2,0.0019901999999999997,0.0006633999999999999,0.0019901999999999997,0.7604,0.3702,0.80004,0.0,0.00099,0.15312,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,84.74919891357422,nan,nan,2.540625810623169
19,a2,0.0019308000000000003,0.0006436,0.0019308000000000003,0.756,0.36862,0.80026,0.0,0.00097,0.15312,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,124.001953125,nan,nan,3.9903852939605713
20,a2,0.0018714,0.0006238,0.0018714,0.75724,0.36777,0.80187,0.0,0.00095,0.15311,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,99.09951782226562,nan,nan,2.2337656021118164
21,a2,0.001812,0.000604,0.001812,0.75948,0.36826,0.80229,0.0,0.00094,0.15311,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,95.91277313232422,nan,nan,3.1450765132904053
22,a2,0.0017526000000000002,0.0005842000000000001,0.0017526000000000002,0.75379,0.36689,0.80138,0.0,0.00093,0.15311,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,99.62303924560547,nan,nan,2.724740743637085
23,a2,0.0016932000000000002,0.0005644000000000001,0.0016932000000000002,0.7463,0.36427,0.80032,0.0,0.00092,0.15311,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,90.80572509765625,nan,nan,2.7567646503448486
24,a2,0.0016338000000000004,0.0005446000000000001,0.0016338000000000004,0.74651,0.36421,0.80074,0.0,0.00091,0.15311,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,82.84131622314453,nan,nan,3.083744764328003
25,a2,0.0015744,0.0005248000000000001,0.0015744,0.74601,0.36486,0.79979,0.0,0.0009,0.15311,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,92.91958618164062,nan,nan,2.054128408432007
26,a2,0.001515,0.000505,0.001515,0.74088,0.36091,0.80001,0.0,0.00089,0.1531,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,68.09458923339844,nan,nan,2.5498547554016113
27,a2,0.0014555999999999998,0.0004852,0.0014555999999999998,0.74324,0.36197,0.79975,0.0,0.00088,0.1531,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,73.53388977050781,nan,nan,2.8926029205322266
28,a2,0.0013962,0.0004654,0.0013962,0.73637,0.35877,0.79924,0.0,0.00086,0.1531,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,95.55693817138672,nan,nan,2.8676538467407227
29,a2,0.0013367999999999998,0.00044559999999999993,0.0013367999999999998,0.73439,0.35989,0.79733,0.0,0.00086,0.1531,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,56.527198791503906,nan,nan,1.7013732194900513
30,a2,0.0012774000000000001,0.00042580000000000005,0.0012774000000000001,0.7282,0.35522,0.79881,0.0,0.00086,0.1531,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,76.09029388427734,nan,nan,3.807724714279175
31,a2,0.0012180000000000001,0.00040600000000000006,0.0012180000000000001,0.728,0.35545,0.79984,0.0,0.00085,0.1531,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,119.28473663330078,nan,nan,4.109258651733398
32,a2,0.0011586,0.0003862,0.0011586,0.72401,0.35505,0.79801,0.0,0.00084,0.1531,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,90.94580841064453,nan,nan,1.896066665649414
33,a2,0.0010992,0.0003664,0.0010992,0.71718,0.35327,0.79846,0.0,0.00083,0.1531,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,83.94229888916016,nan,nan,1.768054723739624
34,a2,0.0010398,0.00034659999999999997,0.0010398,0.71794,0.35309,0.7988,0.0,0.00082,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,139.30221557617188,nan,nan,8.921232223510742
35,a2,0.0009804,0.0003268,0.0009804,0.71578,0.35256,0.79699,0.0,0.00082,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,102.43961334228516,nan,nan,2.739098310470581
36,a2,0.0009210000000000002,0.00030700000000000004,0.0009210000000000002,0.71399,0.35161,0.79593,0.0,0.00081,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,134.93948364257812,nan,nan,3.730109214782715
37,a2,0.0008616,0.00028720000000000004,0.0008616,0.71128,0.3498,0.79814,0.0,0.0008,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,64.13069152832031,nan,nan,2.67276930809021
38,a2,0.0008022000000000001,0.00026740000000000005,0.0008022000000000001,0.70678,0.34794,0.79606,0.0,0.0008,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,105.53447723388672,nan,nan,2.2415502071380615
39,a2,0.0007428,0.0002476,0.0007428,0.70414,0.34798,0.79676,0.0,0.00079,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,117.96327209472656,nan,nan,2.7510902881622314
40,a2,0.0006833999999999999,0.00022779999999999998,0.0006833999999999999,0.70267,0.34694,0.79611,0.0,0.00078,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,81.01541137695312,nan,nan,2.6187539100646973
41,a2,0.0006239999999999999,0.00020799999999999996,0.0006239999999999999,0.70239,0.34519,0.79706,0.0,0.00078,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,65.83740234375,nan,nan,2.2417027950286865
42,a2,0.0005646000000000002,0.00018820000000000008,0.0005646000000000002,0.69606,0.34313,0.79696,0.0,0.00077,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,72.9129638671875,nan,nan,2.212575674057007
43,a2,0.0005052000000000001,0.00016840000000000005,0.0005052000000000001,0.69411,0.34323,0.796,0.0,0.00077,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,91.28324890136719,nan,nan,2.0180697441101074
44,a2,0.00044580000000000005,0.0001486,0.00044580000000000005,0.6934,0.34145,0.79589,0.0,0.00076,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,68.16900634765625,nan,nan,2.104583501815796
45,a2,0.0003864,0.00012880000000000001,0.0003864,0.68976,0.3404,0.79608,0.0,0.00076,0.15308,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,88.0290756225586,nan,nan,3.616729497909546
46,a2,0.0003269999999999999,0.00010899999999999998,0.0003269999999999999,0.69025,0.34046,0.79636,0.0,0.00075,0.15308,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,70.4079818725586,nan,nan,3.336979866027832
47,a2,0.0002675999999999999,8.919999999999996e-05,0.0002675999999999999,0.68354,0.33963,0.79633,0.0,0.00076,0.15309,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,59.279788970947266,nan,nan,1.5865423679351807
48,a2,0.00020820000000000013,6.940000000000005e-05,0.00020820000000000013,0.68012,0.33656,0.79365,0.0,0.00074,0.15308,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,76.14481353759766,nan,nan,1.533303141593933
49,a2,0.00014880000000000012,4.960000000000004e-05,0.00014880000000000012,0.6769,0.3372,0.79603,0.0,0.00074,0.15308,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,122.86835479736328,nan,nan,2.566657781600952
50,a2,8.940000000000006e-05,2.9800000000000023e-05,8.940000000000006e-05,0.67439,0.33587,0.79393,0.0,0.00074,0.15308,155.75,1.1527643203735352,5.660747528076172,20.984375,81,normal,0,0,89.50187683105469,nan,nan,3.9956893920898438
