epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,effective_alpha_kd,kd_multiplier,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_alpha_sep,effective_lambda_residual_aux,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,a2,0.0009,0.0003,0.0009,0.63219,0.30837,0.79445,0.0,0.00117,0.15314,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
2,a2,0.00088218,0.00029405999999999996,0.00088218,0.63314,0.3081,0.79196,0.0,0.00113,0.15314,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
3,a2,0.0008643599999999999,0.00028811999999999995,0.0008643599999999999,0.63353,0.30999,0.79253,0.0,0.00111,0.15314,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
4,a2,0.00084654,0.00028218,0.00084654,0.63006,0.30546,0.79208,0.0,0.00109,0.15313,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
5,a2,0.00082872,0.00027623999999999997,0.00082872,0.63714,0.30796,0.79384,0.0,0.00108,0.15313,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
6,a2,0.0008109,0.00027029999999999996,0.0008109,0.62823,0.30692,0.79352,0.0,0.00107,0.15313,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
7,a2,0.0007930799999999999,0.00026436,0.0007930799999999999,0.62798,0.30735,0.79236,0.0,0.00104,0.15313,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
8,a2,0.00077526,0.00025842,0.00077526,0.63003,0.3063,0.79028,0.0,0.00105,0.15313,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
9,a2,0.00075744,0.00025247999999999997,0.00075744,0.62747,0.30513,0.79299,0.0,0.00102,0.15312,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
10,a2,0.0007396200000000001,0.00024654,0.0007396200000000001,0.62644,0.30487,0.79207,0.0,0.00103,0.15312,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
11,a2,0.0007218,0.0002406,0.0007218,0.62153,0.30305,0.79298,0.0,0.00103,0.15312,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
12,a2,0.00070398,0.00023465999999999998,0.00070398,0.62258,0.30385,0.7933,0.0,0.001,0.15312,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
13,a2,0.00068616,0.00022871999999999997,0.00068616,0.62097,0.30425,0.79275,0.0,0.001,0.15312,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
14,a2,0.00066834,0.00022278,0.00066834,0.62515,0.30483,0.79165,0.0,0.00098,0.15312,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
15,a2,0.00065052,0.00021684,0.00065052,0.62178,0.3029,0.79178,0.0,0.00097,0.15312,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
16,a2,0.0006326999999999999,0.00021089999999999998,0.0006326999999999999,0.61984,0.301,0.79255,0.0,0.00097,0.15312,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
17,a2,0.0006148799999999999,0.00020495999999999996,0.0006148799999999999,0.61661,0.30208,0.79197,0.0,0.00096,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
18,a2,0.0005970599999999998,0.00019901999999999995,0.0005970599999999998,0.61704,0.29994,0.79308,0.0,0.00094,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
19,a2,0.0005792400000000001,0.00019308000000000001,0.0005792400000000001,0.61603,0.30037,0.79297,0.0,0.00094,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
20,a2,0.00056142,0.00018714,0.00056142,0.61355,0.29891,0.79145,0.0,0.00093,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
21,a2,0.0005436,0.00018119999999999999,0.0005436,0.61503,0.30079,0.79213,0.0,0.00092,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
22,a2,0.00052578,0.00017526,0.00052578,0.61566,0.29968,0.79048,0.0,0.00092,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
23,a2,0.00050796,0.00016931999999999998,0.00050796,0.61419,0.29996,0.79017,0.0,0.00091,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
24,a2,0.00049014,0.00016338,0.00049014,0.61547,0.29969,0.79095,0.0,0.00091,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
25,a2,0.00047232000000000003,0.00015744,0.00047232000000000003,0.60983,0.2989,0.79151,0.0,0.00091,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
26,a2,0.0004545,0.0001515,0.0004545,0.61274,0.29962,0.7904,0.0,0.0009,0.15311,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
27,a2,0.00043667999999999995,0.00014555999999999998,0.00043667999999999995,0.61189,0.29913,0.79161,0.0,0.00089,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
28,a2,0.00041885999999999996,0.00013962,0.00041885999999999996,0.61034,0.29803,0.78981,0.0,0.00088,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
29,a2,0.0004010399999999999,0.00013367999999999998,0.0004010399999999999,0.60768,0.29611,0.78935,0.0,0.00088,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
30,a2,0.00038322000000000003,0.00012774000000000002,0.00038322000000000003,0.6058,0.29602,0.78964,0.0,0.00088,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
31,a2,0.0003654,0.00012179999999999999,0.0003654,0.60544,0.29755,0.79086,0.0,0.00088,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
32,a2,0.00034758,0.00011585999999999999,0.00034758,0.60476,0.29509,0.79183,0.0,0.00087,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
33,a2,0.00032976,0.00010991999999999999,0.00032976,0.60288,0.29517,0.78944,0.0,0.00088,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
34,a2,0.00031193999999999997,0.00010397999999999998,0.00031193999999999997,0.60353,0.29537,0.79204,0.0,0.00086,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
35,a2,0.00029412,9.803999999999999e-05,0.00029412,0.59715,0.29307,0.79146,0.0,0.00086,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
36,a2,0.00027630000000000005,9.21e-05,0.00027630000000000005,0.59777,0.29344,0.79144,0.0,0.00086,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
37,a2,0.00025848,8.616e-05,0.00025848,0.60335,0.29514,0.79002,0.0,0.00085,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
38,a2,0.00024066000000000002,8.022e-05,0.00024066000000000002,0.6014,0.29518,0.78997,0.0,0.00085,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
39,a2,0.00022283999999999997,7.427999999999999e-05,0.00022283999999999997,0.59861,0.2936,0.79057,0.0,0.00085,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
40,a2,0.00020501999999999996,6.833999999999999e-05,0.00020501999999999996,0.60147,0.29483,0.78976,0.0,0.00086,0.1531,178.875,0.8997980356216431,2.40234375,19.828125,106,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
