epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2
1,227.853,2.86926,3.69641,1.71621,2.83365,4.52034,1.97839,0,0.589918,0.165094,0.134832,0.0478607,nan,nan,nan,nan,nan,nan,nan,0.00332607,0.00332607,0.0700654
2,433.109,2.72534,2.60675,1.44565,2.71706,4.47618,1.89801,0,0.589716,0.20328,0.163382,0.0618673,nan,nan,nan,nan,nan,nan,nan,0.00664292,0.00664292,0.0400489
3,616.418,2.67488,2.41652,1.38394,2.63305,4.42669,1.8094,0.00237,0.598502,0.198513,0.16741,0.0682074,nan,nan,nan,nan,nan,nan,nan,0.00994327,0.00994327,0.0100159
4,794.707,2.68786,2.35986,1.3775,2.50492,4.3279,1.66546,0,0.291488,0.212022,0.201621,0.0818406,nan,nan,nan,nan,nan,nan,nan,0.00992575,0.00992575,0.00992575
5,986.844,2.64883,2.26644,1.33953,2.41901,4.25019,1.53572,0.00136,0.32372,0.239298,0.215945,0.0926101,nan,nan,nan,nan,nan,nan,nan,0.009901,0.009901,0.009901
6,1183.1,2.63347,2.19955,1.31702,2.38776,4.14569,1.44585,0.01032,0.348296,0.24683,0.221622,0.0901442,nan,nan,nan,nan,nan,nan,nan,0.00987625,0.00987625,0.00987625
7,1373.47,2.61174,2.13432,1.29753,2.36777,4.02243,1.38102,0.03574,0.371339,0.259164,0.242189,0.101186,nan,nan,nan,nan,nan,nan,nan,0.0098515,0.0098515,0.0098515
8,1551.91,2.57923,2.12125,1.29979,2.35304,3.81295,1.33503,0.16614,0.323402,0.249655,0.218078,0.0888273,nan,nan,nan,nan,nan,nan,nan,0.00982675,0.00982675,0.00982675
9,1746.26,2.5778,2.09728,1.29441,2.3834,3.49254,1.3101,0.56843,0.397407,0.257898,0.256624,0.109042,nan,nan,nan,nan,nan,nan,nan,0.009802,0.009802,0.009802
10,1976.82,2.56874,2.06453,1.28553,2.40973,3.10763,1.31359,1.3949,0.413295,0.248775,0.237777,0.100084,nan,nan,nan,nan,nan,nan,nan,0.00977725,0.00977725,0.00977725
11,2191.15,2.54586,2.03641,1.2775,2.40034,2.83869,1.29618,1.53064,0.3809,0.243012,0.235434,0.102734,nan,nan,nan,nan,nan,nan,nan,0.0097525,0.0097525,0.0097525
12,2385.23,2.53387,2.0063,1.26129,2.3815,2.66993,1.27794,1.4366,0.466964,0.273928,0.289423,0.125762,nan,nan,nan,nan,nan,nan,nan,0.00972775,0.00972775,0.00972775
13,2579.29,2.51873,1.98564,1.25449,2.37249,2.57366,1.26473,1.46761,0.357561,0.27458,0.255393,0.108587,nan,nan,nan,nan,nan,nan,nan,0.009703,0.009703,0.009703
14,2777.24,2.50005,1.96692,1.25262,2.34828,2.45576,1.24796,1.43641,0.442711,0.295132,0.292734,0.128297,nan,nan,nan,nan,nan,nan,nan,0.00967825,0.00967825,0.00967825
15,2976.36,2.51812,1.9638,1.25232,2.33955,2.39259,1.23467,1.38019,0.417676,0.299828,0.297594,0.132905,nan,nan,nan,nan,nan,nan,nan,0.0096535,0.0096535,0.0096535
16,3178.55,2.49083,1.94082,1.24401,2.32053,2.3267,1.22689,1.41456,0.437481,0.316629,0.311792,0.138638,nan,nan,nan,nan,nan,nan,nan,0.00962875,0.00962875,0.00962875
17,3398.08,2.48447,1.94027,1.24597,2.30225,2.27932,1.2153,1.36649,0.470352,0.30691,0.313155,0.141747,nan,nan,nan,nan,nan,nan,nan,0.009604,0.009604,0.009604
18,3619.64,2.46965,1.9054,1.2401,2.28159,2.23618,1.2109,1.40321,0.452419,0.325886,0.327017,0.145697,nan,nan,nan,nan,nan,nan,nan,0.00957925,0.00957925,0.00957925
19,3824.57,2.46849,1.90669,1.24241,2.26723,2.19196,1.1989,1.33495,0.423273,0.338591,0.328126,0.150088,nan,nan,nan,nan,nan,nan,nan,0.0095545,0.0095545,0.0095545
20,4023.43,2.47384,1.90725,1.22881,2.27043,2.17786,1.19248,1.31233,0.45077,0.33668,0.332288,0.153157,nan,nan,nan,nan,nan,nan,nan,0.00952975,0.00952975,0.00952975
21,4217.16,2.46072,1.87452,1.22732,2.24969,2.11884,1.183,1.35259,0.464772,0.322092,0.329436,0.151801,nan,nan,nan,nan,nan,nan,nan,0.009505,0.009505,0.009505
22,4414.27,2.44171,1.85916,1.21674,2.23369,2.08731,1.17799,1.37739,0.477967,0.328706,0.337749,0.156648,nan,nan,nan,nan,nan,nan,nan,0.00948025,0.00948025,0.00948025
23,4625.75,2.44999,1.8588,1.21429,2.23004,2.07387,1.17261,1.3584,0.448017,0.356063,0.3534,0.164266,nan,nan,nan,nan,nan,nan,nan,0.0094555,0.0094555,0.0094555
24,4834.22,2.42764,1.83656,1.21021,2.21044,2.03686,1.1648,1.29016,0.440684,0.33546,0.333372,0.157452,nan,nan,nan,nan,nan,nan,nan,0.00943075,0.00943075,0.00943075
25,5029.97,2.42318,1.83592,1.20845,2.1973,2.00749,1.16363,1.34757,0.431774,0.352738,0.348447,0.164469,nan,nan,nan,nan,nan,nan,nan,0.009406,0.009406,0.009406
26,5228.02,2.40607,1.81698,1.2107,2.20175,1.98902,1.17231,1.45157,0.440392,0.346207,0.345194,0.162167,nan,nan,nan,nan,nan,nan,nan,0.00938125,0.00938125,0.00938125
27,5441.41,2.40295,1.821,1.20098,2.17733,1.9564,1.15676,1.37648,0.494126,0.34924,0.364771,0.172974,nan,nan,nan,nan,nan,nan,nan,0.0093565,0.0093565,0.0093565
28,5654.62,2.40996,1.80577,1.20063,2.1872,1.94134,1.15931,1.40522,0.488608,0.359017,0.371229,0.18054,nan,nan,nan,nan,nan,nan,nan,0.00933175,0.00933175,0.00933175
29,5859.41,2.40685,1.81494,1.20202,2.17647,1.91811,1.15344,1.39677,0.47425,0.358479,0.368494,0.177551,nan,nan,nan,nan,nan,nan,nan,0.009307,0.009307,0.009307
30,6065.28,2.37756,1.78292,1.1962,2.15603,1.88678,1.151,1.33683,0.4793,0.380362,0.377167,0.182283,nan,nan,nan,nan,nan,nan,nan,0.00928225,0.00928225,0.00928225
31,6266.29,2.38598,1.78528,1.20035,2.1514,1.87963,1.15633,1.27768,0.462082,0.391684,0.380404,0.184775,nan,nan,nan,nan,nan,nan,nan,0.0092575,0.0092575,0.0092575
32,6465.71,2.40134,1.78754,1.19246,2.15221,1.87348,1.14635,1.33078,0.503932,0.38028,0.389913,0.187802,nan,nan,nan,nan,nan,nan,nan,0.00923275,0.00923275,0.00923275
33,6665.21,2.37939,1.7656,1.1912,2.14371,1.85096,1.14265,1.30446,0.489405,0.389512,0.391114,0.193482,nan,nan,nan,nan,nan,nan,nan,0.009208,0.009208,0.009208
34,6883.91,2.36609,1.7538,1.18946,2.12787,1.82373,1.13986,1.36549,0.491948,0.390176,0.400109,0.198762,nan,nan,nan,nan,nan,nan,nan,0.00918325,0.00918325,0.00918325
35,7087.9,2.37455,1.7531,1.18144,2.14205,1.81846,1.13916,1.30206,0.507856,0.400647,0.405257,0.200952,nan,nan,nan,nan,nan,nan,nan,0.0091585,0.0091585,0.0091585
36,7290.84,2.34899,1.73462,1.18134,2.12233,1.79853,1.13572,1.28728,0.503169,0.409386,0.417819,0.208563,nan,nan,nan,nan,nan,nan,nan,0.00913375,0.00913375,0.00913375
37,7491.88,2.35065,1.72136,1.1836,2.1179,1.79102,1.13701,1.23133,0.488804,0.419941,0.411589,0.206597,nan,nan,nan,nan,nan,nan,nan,0.009109,0.009109,0.009109
38,7690.77,2.34169,1.71886,1.18512,2.12579,1.78677,1.14268,1.34722,0.491636,0.422817,0.417784,0.213461,nan,nan,nan,nan,nan,nan,nan,0.00908425,0.00908425,0.00908425
39,7890.56,2.34302,1.70327,1.17319,2.1074,1.76092,1.13289,1.23818,0.514939,0.420035,0.427019,0.21788,nan,nan,nan,nan,nan,nan,nan,0.0090595,0.0090595,0.0090595
40,8106.9,2.32514,1.70034,1.17051,2.1029,1.75842,1.13402,1.29008,0.517422,0.426435,0.429908,0.215977,nan,nan,nan,nan,nan,nan,nan,0.00903475,0.00903475,0.00903475
41,8304.39,2.33872,1.71222,1.17918,2.09643,1.7458,1.13112,1.25048,0.516257,0.422786,0.426547,0.216416,nan,nan,nan,nan,nan,nan,nan,0.00901,0.00901,0.00901
42,8507.73,2.34326,1.71031,1.17997,2.10392,1.74729,1.13584,1.30977,0.524585,0.423296,0.434501,0.219743,nan,nan,nan,nan,nan,nan,nan,0.00898525,0.00898525,0.00898525
43,8711.14,2.31475,1.69651,1.17374,2.08633,1.73629,1.13605,1.242,0.517545,0.420335,0.431778,0.220019,nan,nan,nan,nan,nan,nan,nan,0.0089605,0.0089605,0.0089605
44,8913.31,2.33929,1.70014,1.16641,2.10656,1.72847,1.13198,1.25319,0.512935,0.424122,0.430122,0.22002,nan,nan,nan,nan,nan,nan,nan,0.00893575,0.00893575,0.00893575
45,9109.83,2.31046,1.6767,1.16923,2.07724,1.71122,1.13086,1.23699,0.511225,0.425881,0.433466,0.22317,nan,nan,nan,nan,nan,nan,nan,0.008911,0.008911,0.008911
46,9308.76,2.29101,1.66384,1.1689,2.06813,1.69847,1.135,1.29528,0.507658,0.436016,0.439056,0.225672,nan,nan,nan,nan,nan,nan,nan,0.00888625,0.00888625,0.00888625
47,9524.99,2.31432,1.66175,1.15718,2.08224,1.68996,1.12492,1.27955,0.509171,0.439801,0.439888,0.226432,nan,nan,nan,nan,nan,nan,nan,0.0088615,0.0088615,0.0088615
48,9725.75,2.29792,1.66681,1.16455,2.08166,1.69277,1.13281,1.21462,0.511462,0.437957,0.443882,0.229294,nan,nan,nan,nan,nan,nan,nan,0.00883675,0.00883675,0.00883675
49,9930.39,2.3131,1.67056,1.16201,2.09326,1.68914,1.13401,1.21216,0.53448,0.443749,0.451472,0.234584,nan,nan,nan,nan,nan,nan,nan,0.008812,0.008812,0.008812
50,10127.3,2.28206,1.64863,1.15715,2.05703,1.67231,1.12415,1.2075,0.521802,0.449205,0.453139,0.236119,nan,nan,nan,nan,nan,nan,nan,0.00878725,0.00878725,0.00878725
51,10325.5,2.28797,1.64336,1.16179,2.04649,1.6545,1.12619,1.22644,0.533057,0.448695,0.454993,0.237827,nan,nan,nan,nan,nan,nan,nan,0.0087625,0.0087625,0.0087625
52,10549.1,2.29113,1.63637,1.15089,2.06719,1.66419,1.12457,1.21589,0.524406,0.450268,0.45508,0.239353,nan,nan,nan,nan,nan,nan,nan,0.00873775,0.00873775,0.00873775
53,10749.8,2.28773,1.63089,1.15564,2.06495,1.65631,1.13376,1.16848,0.525664,0.454257,0.459479,0.241326,nan,nan,nan,nan,nan,nan,nan,0.008713,0.008713,0.008713
54,10952.6,2.2925,1.63381,1.15806,2.06745,1.65601,1.12934,1.19244,0.534622,0.458818,0.464096,0.244541,nan,nan,nan,nan,nan,nan,nan,0.00868825,0.00868825,0.00868825
55,11154.8,2.26783,1.62439,1.15644,2.0558,1.6455,1.13116,1.22634,0.549286,0.457963,0.467492,0.246657,nan,nan,nan,nan,nan,nan,nan,0.0086635,0.0086635,0.0086635
56,11353.4,2.2701,1.61527,1.15205,2.05762,1.64069,1.13186,1.14292,0.547548,0.460873,0.471103,0.248908,nan,nan,nan,nan,nan,nan,nan,0.00863875,0.00863875,0.00863875
57,11561.2,2.24783,1.60319,1.15402,2.03841,1.62748,1.13256,1.13401,0.550325,0.463998,0.471715,0.248794,nan,nan,nan,nan,nan,nan,nan,0.008614,0.008614,0.008614
58,11767.7,2.26687,1.61073,1.14841,2.05225,1.63505,1.12758,1.13255,0.549315,0.460785,0.471242,0.250176,nan,nan,nan,nan,nan,nan,nan,0.00858925,0.00858925,0.00858925
59,11970.5,2.27006,1.6107,1.15004,2.05066,1.62929,1.13015,1.12554,0.545776,0.467312,0.473401,0.250377,nan,nan,nan,nan,nan,nan,nan,0.0085645,0.0085645,0.0085645
60,12172.8,2.25149,1.60049,1.14948,2.04636,1.62034,1.13384,1.11618,0.546412,0.467614,0.473453,0.251125,nan,nan,nan,nan,nan,nan,nan,0.00853975,0.00853975,0.00853975
61,12371.9,2.25259,1.59031,1.1431,2.04832,1.61246,1.13245,1.09262,0.551511,0.470057,0.475982,0.252543,nan,nan,nan,nan,nan,nan,nan,0.008515,0.008515,0.008515
62,12570.3,2.24623,1.58017,1.14592,2.04159,1.60838,1.13671,1.04579,0.55009,0.474437,0.476636,0.254109,nan,nan,nan,nan,nan,nan,nan,0.00849025,0.00849025,0.00849025
63,12769.7,2.24339,1.59877,1.14612,2.04018,1.60836,1.13827,1.07644,0.547285,0.471945,0.477766,0.255127,nan,nan,nan,nan,nan,nan,nan,0.0084655,0.0084655,0.0084655
64,12973.2,2.24521,1.59605,1.14612,2.03455,1.59144,1.13291,1.1476,0.538865,0.478312,0.478573,0.255474,nan,nan,nan,nan,nan,nan,nan,0.00844075,0.00844075,0.00844075
65,13180.4,2.24255,1.58262,1.13804,2.05472,1.60117,1.1359,1.05906,0.539828,0.479851,0.479189,0.256067,nan,nan,nan,nan,nan,nan,nan,0.008416,0.008416,0.008416
66,13381.4,2.22155,1.5699,1.14474,2.03061,1.59152,1.14113,1.04409,0.540543,0.479546,0.479567,0.256398,nan,nan,nan,nan,nan,nan,nan,0.00839125,0.00839125,0.00839125
67,13582.5,2.2186,1.56473,1.14504,2.02244,1.57388,1.14148,1.05524,0.544352,0.480383,0.481801,0.256896,nan,nan,nan,nan,nan,nan,nan,0.0083665,0.0083665,0.0083665
68,13783.3,2.23619,1.56598,1.13691,2.03753,1.58175,1.13573,1.0405,0.543775,0.48118,0.482009,0.25732,nan,nan,nan,nan,nan,nan,nan,0.00834175,0.00834175,0.00834175
69,13982.3,2.24226,1.58259,1.14536,2.04331,1.58111,1.14377,1.03884,0.544069,0.482422,0.482889,0.258234,nan,nan,nan,nan,nan,nan,nan,0.008317,0.008317,0.008317
70,14184.4,2.23742,1.57547,1.14445,2.03919,1.58083,1.14409,0.99004,0.547581,0.483433,0.483925,0.259042,nan,nan,nan,nan,nan,nan,nan,0.00829225,0.00829225,0.00829225
71,14388,2.21774,1.5494,1.13515,2.02273,1.5487,1.14029,1.00616,0.554738,0.479998,0.484912,0.259475,nan,nan,nan,nan,nan,nan,nan,0.0082675,0.0082675,0.0082675
72,14587,2.20895,1.54758,1.13684,2.03834,1.56586,1.1469,0.9992,0.553051,0.479952,0.486809,0.259996,nan,nan,nan,nan,nan,nan,nan,0.00824275,0.00824275,0.00824275
73,14785.4,2.2085,1.55389,1.13776,2.02789,1.56297,1.14555,0.95798,0.557619,0.481838,0.488644,0.261645,nan,nan,nan,nan,nan,nan,nan,0.008218,0.008218,0.008218
74,14982.4,2.23124,1.56121,1.13361,2.04799,1.5674,1.14793,0.96796,0.559898,0.483546,0.489472,0.262821,nan,nan,nan,nan,nan,nan,nan,0.00819325,0.00819325,0.00819325
75,15187.5,2.21426,1.5428,1.13213,2.0335,1.55202,1.1468,0.95081,0.560805,0.484456,0.490399,0.263115,nan,nan,nan,nan,nan,nan,nan,0.0081685,0.0081685,0.0081685
76,15390.5,2.20384,1.5276,1.13161,2.03091,1.55814,1.14861,0.95584,0.562161,0.483778,0.491593,0.263545,nan,nan,nan,nan,nan,nan,nan,0.00814375,0.00814375,0.00814375
77,15563,2.19657,1.52911,1.13113,2.03028,1.54859,1.15255,0.93513,0.561703,0.484435,0.492086,0.264202,nan,nan,nan,nan,nan,nan,nan,0.008119,0.008119,0.008119
78,15727.7,2.19274,1.53741,1.13509,2.02239,1.54825,1.15856,0.91167,0.562065,0.48513,0.492811,0.265563,nan,nan,nan,nan,nan,nan,nan,0.00809425,0.00809425,0.00809425
79,15895.8,2.20413,1.52585,1.1279,2.05676,1.5535,1.15889,0.92329,0.562819,0.485012,0.493596,0.26642,nan,nan,nan,nan,nan,nan,nan,0.0080695,0.0080695,0.0080695
80,16065,2.20769,1.5314,1.13501,2.04449,1.55345,1.16279,nan,0.565578,0.48667,0.494883,0.267053,nan,nan,nan,nan,nan,nan,nan,0.00804475,0.00804475,0.00804475
81,16235.2,2.20662,1.52947,1.12561,2.03548,1.53978,1.15545,0.89714,0.569445,0.485383,0.495301,0.267811,nan,nan,nan,nan,nan,nan,nan,0.00802,0.00802,0.00802
82,16403.4,2.19864,1.51877,1.13187,2.03853,1.53937,1.16637,0.89996,0.567514,0.487018,0.496684,0.268589,nan,nan,nan,nan,nan,nan,nan,0.00799525,0.00799525,0.00799525
83,16569.2,2.19845,1.5265,1.12847,2.03929,1.54627,1.16243,0.92088,0.565298,0.489737,0.497831,0.269192,nan,nan,nan,nan,nan,nan,nan,0.0079705,0.0079705,0.0079705
84,16735.9,2.18811,1.51377,1.12834,2.03893,1.53878,1.16782,0.87293,0.565847,0.492496,0.498994,0.269791,nan,nan,nan,nan,nan,nan,nan,0.00794575,0.00794575,0.00794575
85,16903.4,2.17929,1.5129,1.1253,2.03317,1.54159,1.16944,0.8491,0.568302,0.492111,0.499852,0.270287,nan,nan,nan,nan,nan,nan,nan,0.007921,0.007921,0.007921
86,17069.7,2.17267,1.50598,1.12914,2.03567,1.54495,1.17734,0.88834,0.567724,0.492496,0.50055,0.2705,nan,nan,nan,nan,nan,nan,nan,0.00789625,0.00789625,0.00789625
87,17237.2,2.17468,1.51609,1.12806,2.05001,1.55761,1.18442,0.88035,0.571008,0.491875,0.501428,0.271467,nan,nan,nan,nan,nan,nan,nan,0.0078715,0.0078715,0.0078715
88,17406.6,2.17657,1.50886,1.12619,2.04639,1.54259,1.182,0.84674,0.570214,0.492872,0.501776,0.272325,nan,nan,nan,nan,nan,nan,nan,0.00784675,0.00784675,0.00784675
89,17574.4,2.18401,1.50849,1.12386,2.05208,1.54099,1.1807,0.8762,0.569431,0.494465,0.502507,0.273025,nan,nan,nan,nan,nan,nan,nan,0.007822,0.007822,0.007822
90,17741.4,2.16475,1.48985,1.12439,2.04421,1.54599,1.18479,0.84322,0.56864,0.494985,0.503259,0.273782,nan,nan,nan,nan,nan,nan,nan,0.00779725,0.00779725,0.00779725
91,17907.9,2.15849,1.4893,1.12166,2.04991,1.54999,1.18836,0.82644,0.569406,0.494808,0.503422,0.27426,nan,nan,nan,nan,nan,nan,nan,0.0077725,0.0077725,0.0077725
92,18077.4,2.16351,1.49565,1.13083,2.06148,1.55202,1.20406,0.84394,0.570492,0.493861,0.504117,0.27425,nan,nan,nan,nan,nan,nan,nan,0.00774775,0.00774775,0.00774775
93,18244.8,2.15011,1.4715,1.12146,2.06003,1.55052,1.19899,0.8311,0.570791,0.495033,0.504811,0.27479,nan,nan,nan,nan,nan,nan,nan,0.007723,0.007723,0.007723
94,18414.2,2.17108,1.47759,1.11701,2.0759,1.55429,1.2025,0.83579,0.570255,0.494663,0.505338,0.275639,nan,nan,nan,nan,nan,nan,nan,0.00769825,0.00769825,0.00769825
95,18580.4,2.16025,1.48162,1.11949,2.08077,1.56617,1.20815,0.84907,0.5685,0.49696,0.505363,0.276055,nan,nan,nan,nan,nan,nan,nan,0.0076735,0.0076735,0.0076735
96,18749.2,2.15411,1.47228,1.11536,2.07412,1.55075,1.20985,0.82007,0.568397,0.496257,0.505796,0.276752,nan,nan,nan,nan,nan,nan,nan,0.00764875,0.00764875,0.00764875
97,18919.8,2.14423,1.46576,1.116,2.06718,1.55911,1.20924,0.85468,0.57195,0.494315,0.505917,0.277245,nan,nan,nan,nan,nan,nan,nan,0.007624,0.007624,0.007624
98,19088.2,2.15258,1.46866,1.11785,2.07459,1.55712,1.21078,0.84526,0.571545,0.494856,0.506319,0.277638,nan,nan,nan,nan,nan,nan,nan,0.00759925,0.00759925,0.00759925
99,19251.5,2.14149,1.4596,1.11649,2.07567,1.57051,1.21904,0.85162,0.571486,0.496043,0.506948,0.278019,nan,nan,nan,nan,nan,nan,nan,0.0075745,0.0075745,0.0075745
100,19419.6,2.13257,1.45301,1.1155,2.0798,1.56946,1.22178,0.86378,0.572035,0.496923,0.507594,0.278472,nan,nan,nan,nan,nan,nan,nan,0.00754975,0.00754975,0.00754975
101,19589.8,2.14613,1.45567,1.11031,2.10236,1.57555,1.22489,0.82273,0.572304,0.496829,0.507971,0.278904,nan,nan,nan,nan,nan,nan,nan,0.007525,0.007525,0.007525
102,19758.8,2.13854,1.45806,1.10816,2.09726,1.58657,1.23005,0.83627,0.574017,0.49681,0.508493,0.279274,nan,nan,nan,nan,nan,nan,nan,0.00750025,0.00750025,0.00750025
103,19925.1,2.14511,1.46172,1.11508,2.10444,1.58976,1.24056,0.84647,0.573591,0.498049,0.509098,0.279535,nan,nan,nan,nan,nan,nan,nan,0.0074755,0.0074755,0.0074755
104,20090.4,2.14183,1.46376,1.11903,2.1129,1.60816,1.24721,0.86328,0.575838,0.499687,0.510096,0.280212,nan,nan,nan,nan,nan,nan,nan,0.00745075,0.00745075,0.00745075
105,20259.9,2.12226,1.45882,1.1172,2.11271,1.61108,1.25683,0.89043,0.576596,0.499534,0.510467,0.280337,nan,nan,nan,nan,nan,nan,nan,0.007426,0.007426,0.007426
106,20427.6,2.12978,1.44766,1.1154,2.11743,1.60408,1.26015,0.87008,0.574788,0.500938,0.511271,0.280666,nan,nan,nan,nan,nan,nan,nan,0.00740125,0.00740125,0.00740125
107,20596.7,2.1301,1.45261,1.11358,2.13784,1.62785,1.26433,0.87234,0.573164,0.501628,0.511474,0.280848,nan,nan,nan,nan,nan,nan,nan,0.0073765,0.0073765,0.0073765
108,20762.3,2.10302,1.41878,1.10963,2.12508,1.62588,1.27212,0.88626,0.573352,0.503358,0.512292,0.281475,nan,nan,nan,nan,nan,nan,nan,0.00735175,0.00735175,0.00735175
109,20928.8,2.12427,1.43468,1.10715,2.14408,1.62609,1.26977,0.88343,0.571698,0.503617,0.512525,0.281889,nan,nan,nan,nan,nan,nan,nan,0.007327,0.007327,0.007327
110,21097.3,2.1178,1.43329,1.1074,2.1565,1.65212,1.27928,0.87589,0.572572,0.503676,0.513164,0.282572,nan,nan,nan,nan,nan,nan,nan,0.00730225,0.00730225,0.00730225
111,21266.8,2.12785,1.44251,1.10993,2.16183,1.65571,1.28692,0.88146,0.572401,0.502703,0.513241,0.283002,nan,nan,nan,nan,nan,nan,nan,0.0072775,0.0072775,0.0072775
112,21434.8,2.11482,1.4362,1.10598,2.17978,1.67084,1.295,0.87933,0.571171,0.504077,0.51374,0.283639,nan,nan,nan,nan,nan,nan,nan,0.00725275,0.00725275,0.00725275
113,21600,2.13243,1.44422,1.10469,2.19489,1.67874,1.29517,0.89569,0.572839,0.503832,0.514493,0.284078,nan,nan,nan,nan,nan,nan,nan,0.007228,0.007228,0.007228
114,21767.8,2.11214,1.41804,1.10707,2.18783,1.67948,1.30565,0.89895,0.571852,0.505489,0.51499,0.284341,nan,nan,nan,nan,nan,nan,nan,0.00720325,0.00720325,0.00720325
115,21933.7,2.10616,1.42626,1.11044,2.17884,1.67566,1.31443,0.89639,0.573867,0.503559,0.51497,0.284825,nan,nan,nan,nan,nan,nan,nan,0.0071785,0.0071785,0.0071785
116,22108.7,2.10934,1.42886,1.10615,2.20855,1.71472,1.32972,0.91242,0.573821,0.502387,0.514826,0.28483,nan,nan,nan,nan,nan,nan,nan,0.00715375,0.00715375,0.00715375
117,22280.9,2.11058,1.43507,1.11021,2.20969,1.72904,1.33321,0.91373,0.572799,0.504216,0.515038,0.285416,nan,nan,nan,nan,nan,nan,nan,0.007129,0.007129,0.007129
118,22451.6,2.1132,1.42082,1.10565,2.22669,1.71701,1.32926,0.89391,0.571491,0.504011,0.515422,0.285642,nan,nan,nan,nan,nan,nan,nan,0.00710425,0.00710425,0.00710425
119,22621.2,2.08585,1.40201,1.10612,2.2118,1.73901,1.34943,0.9122,0.573111,0.503577,0.515677,0.286055,nan,nan,nan,nan,nan,nan,nan,0.0070795,0.0070795,0.0070795
120,22798,2.11399,1.42243,1.10214,2.23827,1.73971,1.34499,0.88821,0.574259,0.503098,0.515879,0.286368,nan,nan,nan,nan,nan,nan,nan,0.00705475,0.00705475,0.00705475
121,22966.8,2.09793,1.41148,1.10818,2.241,1.75277,1.35635,0.94559,0.574493,0.504258,0.516931,0.286684,nan,nan,nan,nan,nan,nan,nan,0.00703,0.00703,0.00703
122,23131.6,2.09954,1.41098,1.10418,2.25846,1.76835,1.36678,0.92547,0.573793,0.505045,0.517208,0.287049,nan,nan,nan,nan,nan,nan,nan,0.00700525,0.00700525,0.00700525
