epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,135.555,2.84106,3.53919,1.59693,2.36082,3.21247,1.38084,3.18045,0.572458,0.190847,0.14282,0.0535406,nan,nan,nan,nan,nan,nan,nan,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884
2,275.876,2.73273,2.36302,1.35123,2.21508,1.77221,1.15321,3.62746,0.185944,0.184174,0.11351,0.0360946,nan,nan,nan,nan,nan,nan,nan,0.0199562,0.00665207,0.0199562,0.00665207,0.0199562,0.00665207,0.0199562,0.00665207
3,419.369,2.82073,2.26796,1.40075,2.35216,1.72778,1.22063,3.56355,0.114675,0.150042,0.03695,0.0110656,nan,nan,nan,nan,nan,nan,nan,0.0299547,0.0099849,0.0299547,0.0099849,0.0299547,0.0099849,0.0299547,0.0099849
4,559.646,2.84505,2.263,1.43499,2.3858,1.71434,1.25924,3.3744,0.533854,0.165549,0.110493,0.0361208,nan,nan,nan,nan,nan,nan,nan,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
5,698.921,2.75984,2.11795,1.39918,2.28238,1.56617,1.23472,3.12579,0.342025,0.211987,0.191766,0.0761862,nan,nan,nan,nan,nan,nan,nan,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
6,839.838,2.68165,2.03663,1.37045,2.18888,1.44086,1.19478,2.91363,0.646768,0.220352,0.224044,0.0823776,nan,nan,nan,nan,nan,nan,nan,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618
7,981.601,2.61224,1.94543,1.34028,2.14227,1.38067,1.17493,2.75678,0.329019,0.258072,0.185637,0.0699976,nan,nan,nan,nan,nan,nan,nan,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945
8,1262.54,2.59795,1.89993,1.3297,2.10648,1.33956,1.16398,2.7225,0.437998,0.242608,0.258165,0.108101,nan,nan,nan,nan,nan,nan,nan,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252
9,1422.5,2.55587,1.85253,1.30553,2.08173,1.29363,1.14606,2.58449,0.463191,0.279602,0.271945,0.114017,nan,nan,nan,nan,nan,nan,nan,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023
10,1579.7,2.53312,1.82125,1.29674,2.05388,1.26661,1.13427,2.46991,0.424724,0.290588,0.285517,0.127451,nan,nan,nan,nan,nan,nan,nan,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764
11,1743.66,2.50424,1.77121,1.27876,2.01868,1.22632,1.11942,2.32448,0.382222,0.297113,0.272144,0.110037,nan,nan,nan,nan,nan,nan,nan,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474
12,1902.63,2.4726,1.73943,1.26518,2.00037,1.20695,1.11006,2.31364,0.425327,0.327444,0.306072,0.134301,nan,nan,nan,nan,nan,nan,nan,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154
13,2060.84,2.46097,1.72944,1.26021,1.98398,1.188,1.10119,2.15319,0.473804,0.330636,0.335448,0.145934,nan,nan,nan,nan,nan,nan,nan,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803
14,2217.23,2.43661,1.69019,1.24578,1.97348,1.17108,1.09211,2.14401,0.486629,0.338223,0.324108,0.138469,nan,nan,nan,nan,nan,nan,nan,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422
15,2377.11,2.42317,1.66704,1.23986,1.95336,1.14812,1.08641,2.06318,0.434139,0.341237,0.334907,0.148022,nan,nan,nan,nan,nan,nan,nan,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011
16,2537.05,2.39861,1.63412,1.23317,1.93137,1.12617,1.0797,2.02525,0.454718,0.351498,0.351406,0.164504,nan,nan,nan,nan,nan,nan,nan,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569
17,2691.74,2.37714,1.62589,1.21997,1.91904,1.11485,1.07312,2.07858,0.45193,0.347222,0.337432,0.155838,nan,nan,nan,nan,nan,nan,nan,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
18,2847.08,2.36101,1.60311,1.21882,1.90834,1.10069,1.06966,2.0331,0.458563,0.355856,0.364971,0.168752,nan,nan,nan,nan,nan,nan,nan,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594
19,3001.48,2.34286,1.57489,1.21105,1.89119,1.08751,1.06127,1.92392,0.490093,0.354951,0.351726,0.164518,nan,nan,nan,nan,nan,nan,nan,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062
20,3154.59,2.34793,1.56881,1.20769,1.87886,1.07322,1.05755,1.82683,0.439413,0.38742,0.375342,0.177079,nan,nan,nan,nan,nan,nan,nan,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499
21,3308.18,2.33086,1.54665,1.20512,1.86827,1.05746,1.05544,1.83261,0.472586,0.397048,0.385051,0.181205,nan,nan,nan,nan,nan,nan,nan,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
22,3462.3,2.31921,1.52557,1.19451,1.85447,1.04343,1.04867,1.82676,0.461279,0.417491,0.408132,0.198644,nan,nan,nan,nan,nan,nan,nan,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282
23,3618.53,2.29325,1.5108,1.19578,1.8443,1.04581,1.04947,1.76747,0.486725,0.429012,0.424378,0.207256,nan,nan,nan,nan,nan,nan,nan,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629
24,3776.76,2.27402,1.4804,1.18039,1.8401,1.02592,1.0436,1.73116,0.450668,0.38157,0.372837,0.181023,nan,nan,nan,nan,nan,nan,nan,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946
25,3932.28,2.26739,1.47149,1.17547,1.82386,1.02188,1.03609,1.75593,0.487443,0.429743,0.425868,0.210146,nan,nan,nan,nan,nan,nan,nan,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
26,4089.79,2.26429,1.46005,1.17239,1.82503,1.02268,1.03362,1.73766,0.461925,0.426433,0.417503,0.204525,nan,nan,nan,nan,nan,nan,nan,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489
27,4247.25,2.2439,1.4431,1.16659,1.80383,1.00093,1.02778,1.66408,0.498723,0.441568,0.441557,0.217972,nan,nan,nan,nan,nan,nan,nan,0.0296915,0.00989715,0.0296915,0.00989715,0.0296915,0.00989715,0.0296915,0.00989715
28,4403.09,2.23515,1.42831,1.15654,1.80011,0.9942,1.02207,1.63668,0.481491,0.441529,0.443414,0.222892,nan,nan,nan,nan,nan,nan,nan,0.0296674,0.00988912,0.0296674,0.00988912,0.0296674,0.00988912,0.0296674,0.00988912
29,4558.48,2.21935,1.41458,1.15287,1.78555,0.97694,1.01774,1.60164,0.517687,0.456222,0.454806,0.230429,nan,nan,nan,nan,nan,nan,nan,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
30,4714.96,2.21642,1.39861,1.15297,1.78106,0.97717,1.02028,1.60263,0.528422,0.458853,0.463402,0.235156,nan,nan,nan,nan,nan,nan,nan,0.0296165,0.00987216,0.0296165,0.00987216,0.0296165,0.00987216,0.0296165,0.00987216
31,4872.5,2.20871,1.39246,1.1508,1.77768,0.96965,1.01993,1.60983,0.524751,0.460108,0.471475,0.241867,nan,nan,nan,nan,nan,nan,nan,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323
32,5028.72,2.19084,1.37868,1.13829,1.77327,0.95599,1.01427,1.59918,0.514071,0.48056,0.482171,0.246889,nan,nan,nan,nan,nan,nan,nan,0.029562,0.00985401,0.029562,0.00985401,0.029562,0.00985401,0.029562,0.00985401
33,5185.59,2.17279,1.36836,1.14681,1.76973,0.96265,1.01597,1.61359,0.534845,0.471974,0.481842,0.246308,nan,nan,nan,nan,nan,nan,nan,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
34,5341.29,2.17616,1.35487,1.14148,1.75894,0.95514,1.01128,1.60131,0.511857,0.502388,0.497674,0.260919,nan,nan,nan,nan,nan,nan,nan,0.029504,0.00983467,0.029504,0.00983467,0.029504,0.00983467,0.029504,0.00983467
35,5497.12,2.15901,1.34412,1.12844,1.74337,0.93928,1.00115,1.60293,0.54722,0.485533,0.499173,0.260633,nan,nan,nan,nan,nan,nan,nan,0.0294737,0.00982456,0.0294737,0.00982456,0.0294737,0.00982456,0.0294737,0.00982456
36,5653.99,2.15713,1.33911,1.12541,1.746,0.93372,1.00286,1.5628,0.53225,0.508714,0.50531,0.265388,nan,nan,nan,nan,nan,nan,nan,0.0294425,0.00981415,0.0294425,0.00981415,0.0294425,0.00981415,0.0294425,0.00981415
37,5812.5,2.14151,1.32008,1.12336,1.74033,0.93348,1.00277,1.58667,0.509589,0.508058,0.498886,0.262418,nan,nan,nan,nan,nan,nan,nan,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
38,5972.33,2.13823,1.31723,1.12174,1.7335,0.9245,0.99814,1.57303,0.543633,0.50591,0.511166,0.273084,nan,nan,nan,nan,nan,nan,nan,0.0293774,0.00979246,0.0293774,0.00979246,0.0293774,0.00979246,0.0293774,0.00979246
39,6130.92,2.13313,1.30752,1.11978,1.72881,0.91606,0.99626,1.54488,0.545587,0.516611,0.519102,0.278618,nan,nan,nan,nan,nan,nan,nan,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118
40,6287.57,2.11041,1.29027,1.11589,1.71759,0.90366,0.99328,1.45164,0.542633,0.50809,0.519419,0.282079,nan,nan,nan,nan,nan,nan,nan,0.0293088,0.0097696,0.0293088,0.0097696,0.0293088,0.0097696,0.0293088,0.0097696
41,6448.39,2.11015,1.28081,1.11002,1.7143,0.90692,0.99357,1.45448,0.533298,0.531133,0.526732,0.285462,nan,nan,nan,nan,nan,nan,nan,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
42,6614.74,2.09195,1.26761,1.10009,1.70462,0.908,0.9889,1.50307,0.54786,0.527372,0.530724,0.289427,nan,nan,nan,nan,nan,nan,nan,0.0292367,0.00974557,0.0292367,0.00974557,0.0292367,0.00974557,0.0292367,0.00974557
43,6776.88,2.08462,1.2609,1.10475,1.70589,0.90523,0.98731,1.47793,0.550687,0.532547,0.535294,0.293795,nan,nan,nan,nan,nan,nan,nan,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312
44,6940.02,2.08328,1.25923,1.10045,1.69514,0.89523,0.98467,1.48322,0.549832,0.538029,0.536535,0.291184,nan,nan,nan,nan,nan,nan,nan,0.0291612,0.00972039,0.0291612,0.00972039,0.0291612,0.00972039,0.0291612,0.00972039
45,7103.42,2.08474,1.25703,1.10691,1.69593,0.89424,0.9848,1.4587,0.558222,0.534339,0.536936,0.295202,nan,nan,nan,nan,nan,nan,nan,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
46,7265.7,2.06891,1.24864,1.09707,1.68412,0.88892,0.98007,1.52009,0.567906,0.541653,0.54195,0.300533,nan,nan,nan,nan,nan,nan,nan,0.0290821,0.00969405,0.0290821,0.00969405,0.0290821,0.00969405,0.0290821,0.00969405
47,7432,2.07435,1.23882,1.0994,1.68736,0.88952,0.98156,1.46174,0.562386,0.541365,0.546529,0.304344,nan,nan,nan,nan,nan,nan,nan,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045
48,7596.99,2.04898,1.22103,1.08908,1.68072,0.88122,0.97722,1.41716,0.568489,0.543851,0.551358,0.307824,nan,nan,nan,nan,nan,nan,nan,0.0289997,0.00966656,0.0289997,0.00966656,0.0289997,0.00966656,0.0289997,0.00966656
49,7761.57,2.04271,1.2185,1.08488,1.67559,0.88207,0.98143,1.43264,0.572846,0.544221,0.554139,0.308564,nan,nan,nan,nan,nan,nan,nan,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
50,7924.71,2.03973,1.22136,1.0884,1.6767,0.87609,0.97742,1.4283,0.576085,0.547238,0.558326,0.311368,nan,nan,nan,nan,nan,nan,nan,0.0289138,0.00963794,0.0289138,0.00963794,0.0289138,0.00963794,0.0289138,0.00963794
51,8092.16,2.01701,1.19716,1.0773,1.66667,0.86597,0.97558,1.38762,0.586632,0.54507,0.559868,0.311292,nan,nan,nan,nan,nan,nan,nan,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
52,8256.4,2.03039,1.2065,1.08191,1.65865,0.87257,0.97116,1.42935,0.577866,0.552919,0.562135,0.313562,nan,nan,nan,nan,nan,nan,nan,0.0288246,0.00960819,0.0288246,0.00960819,0.0288246,0.00960819,0.0288246,0.00960819
53,8421.62,2.01453,1.19317,1.07697,1.6589,0.85883,0.97434,1.43792,0.587851,0.548935,0.560783,0.31606,nan,nan,nan,nan,nan,nan,nan,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
54,8584.46,2.01935,1.19084,1.07354,1.65711,0.86314,0.96997,1.40819,0.598763,0.551898,0.565228,0.31863,nan,nan,nan,nan,nan,nan,nan,0.0287319,0.00957731,0.0287319,0.00957731,0.0287319,0.00957731,0.0287319,0.00957731
55,8747.17,2.00906,1.18513,1.07124,1.64465,0.8512,0.97004,1.40863,0.599058,0.554094,0.566469,0.321781,nan,nan,nan,nan,nan,nan,nan,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145
56,8912.4,2.00044,1.17558,1.06903,1.64544,0.85112,0.96788,1.41823,0.599207,0.557998,0.569057,0.324107,nan,nan,nan,nan,nan,nan,nan,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531
57,9076.5,1.98748,1.16932,1.06649,1.64367,0.85014,0.96604,1.4384,0.585581,0.559283,0.568275,0.325978,nan,nan,nan,nan,nan,nan,nan,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
58,9240.23,1.97921,1.15797,1.06273,1.64492,0.85042,0.96641,1.40743,0.596849,0.559349,0.57016,0.327758,nan,nan,nan,nan,nan,nan,nan,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122
59,9405.05,1.98562,1.16141,1.06331,1.63325,0.8471,0.96288,1.40585,0.596608,0.565561,0.575496,0.329965,nan,nan,nan,nan,nan,nan,nan,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
60,9565.55,1.98054,1.16128,1.05978,1.63545,0.83979,0.96316,1.38006,0.598855,0.568245,0.579164,0.332505,nan,nan,nan,nan,nan,nan,nan,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478
61,9730.86,1.96403,1.14697,1.05437,1.63139,0.8408,0.95979,1.37886,0.599807,0.574002,0.582104,0.333969,nan,nan,nan,nan,nan,nan,nan,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
62,9894.67,1.96916,1.14282,1.06084,1.62734,0.83315,0.96228,1.3931,0.600703,0.575217,0.582657,0.336275,nan,nan,nan,nan,nan,nan,nan,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427
63,10062.8,1.96356,1.14156,1.05601,1.62619,0.83296,0.96008,1.3981,0.603682,0.575078,0.584054,0.337932,nan,nan,nan,nan,nan,nan,nan,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
64,10229.3,1.9501,1.1272,1.05101,1.61576,0.83345,0.96194,1.36137,0.606921,0.57451,0.584631,0.339304,nan,nan,nan,nan,nan,nan,nan,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631
65,10395.7,1.95012,1.12692,1.05596,1.618,0.83147,0.95924,1.34682,0.612556,0.576073,0.586693,0.341608,nan,nan,nan,nan,nan,nan,nan,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
66,10563.5,1.93698,1.12831,1.05053,1.61763,0.82888,0.95876,1.32336,0.615751,0.581304,0.590567,0.343831,nan,nan,nan,nan,nan,nan,nan,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886
67,10728.9,1.93914,1.12344,1.05233,1.60774,0.82087,0.95828,1.31111,0.623479,0.58133,0.591473,0.345382,nan,nan,nan,nan,nan,nan,nan,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
68,10892.2,1.93291,1.12047,1.04669,1.60578,0.82601,0.95719,1.33832,0.619604,0.581932,0.591563,0.346113,nan,nan,nan,nan,nan,nan,nan,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033
69,11055.3,1.92839,1.11436,1.04223,1.60425,0.82059,0.95349,1.33248,0.623495,0.580996,0.592967,0.346628,nan,nan,nan,nan,nan,nan,nan,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
70,11219.3,1.91241,1.10008,1.04268,1.59477,0.8163,0.95418,1.31733,0.626202,0.580731,0.594645,0.347606,nan,nan,nan,nan,nan,nan,nan,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075
71,11384.8,1.91887,1.10558,1.04115,1.60392,0.8156,0.95227,1.3385,0.626187,0.581689,0.595893,0.348635,nan,nan,nan,nan,nan,nan,nan,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
72,11548.3,1.9158,1.10087,1.03891,1.59235,0.81218,0.95031,1.2877,0.626245,0.582171,0.597237,0.349791,nan,nan,nan,nan,nan,nan,nan,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013
73,11711.2,1.90216,1.09411,1.0363,1.59608,0.8084,0.94932,1.2132,0.632825,0.581864,0.598666,0.35079,nan,nan,nan,nan,nan,nan,nan,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
74,11876.4,1.90634,1.08798,1.03323,1.59239,0.80578,0.94473,1.28409,0.636453,0.581378,0.599505,0.352318,nan,nan,nan,nan,nan,nan,nan,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846
75,12040.4,1.89552,1.08284,1.03184,1.5881,0.80254,0.94824,1.26512,0.635039,0.583335,0.600226,0.353692,nan,nan,nan,nan,nan,nan,nan,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
76,12202.4,1.90554,1.08769,1.03737,1.58412,0.80441,0.94904,1.27637,0.634575,0.583869,0.601601,0.354562,nan,nan,nan,nan,nan,nan,nan,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577
77,12364.8,1.88576,1.08083,1.03282,1.58431,0.80537,0.95,1.24371,0.635853,0.584419,0.601849,0.356002,nan,nan,nan,nan,nan,nan,nan,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
78,12531.1,1.88551,1.07612,1.03138,1.58221,0.79919,0.94798,1.2656,0.639501,0.585115,0.603569,0.356905,nan,nan,nan,nan,nan,nan,nan,0.0273662,0.00912207,0.0273662,0.00912207,0.0273662,0.00912207,0.0273662,0.00912207
79,12698.5,1.88528,1.07558,1.02702,1.57913,0.79519,0.94362,1.26507,0.64221,0.584673,0.604136,0.357615,nan,nan,nan,nan,nan,nan,nan,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984
80,12862.8,1.87115,1.06424,1.02716,1.56506,0.79438,0.94572,1.22778,0.642186,0.584811,0.604641,0.358406,nan,nan,nan,nan,nan,nan,nan,0.0272321,0.00907736,0.0272321,0.00907736,0.0272321,0.00907736,0.0272321,0.00907736
81,13027,1.86469,1.05931,1.02272,1.56581,0.79215,0.9417,1.2678,0.643905,0.586011,0.60598,0.359118,nan,nan,nan,nan,nan,nan,nan,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
82,13194.8,1.87067,1.06242,1.0266,1.5733,0.79444,0.94789,1.26852,0.64427,0.586177,0.606254,0.359655,nan,nan,nan,nan,nan,nan,nan,0.027095,0.00903166,0.027095,0.00903166,0.027095,0.00903166,0.027095,0.00903166
83,13362.4,1.86696,1.0565,1.02386,1.5627,0.79273,0.94247,1.25873,0.646754,0.586529,0.607157,0.360358,nan,nan,nan,nan,nan,nan,nan,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844
84,13525.8,1.86096,1.05397,1.02047,1.55723,0.78457,0.93848,1.27205,0.648045,0.586494,0.608151,0.361196,nan,nan,nan,nan,nan,nan,nan,0.0269549,0.00898497,0.0269549,0.00898497,0.0269549,0.00898497,0.0269549,0.00898497
85,13690.9,1.86591,1.05053,1.02418,1.56203,0.78596,0.94191,1.27159,0.650363,0.587119,0.609052,0.36232,nan,nan,nan,nan,nan,nan,nan,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
86,13857.8,1.84613,1.04421,1.01595,1.56313,0.78647,0.94063,1.23922,0.651374,0.587486,0.609559,0.362887,nan,nan,nan,nan,nan,nan,nan,0.026812,0.00893732,0.026812,0.00893732,0.026812,0.00893732,0.026812,0.00893732
87,14024.7,1.8514,1.0442,1.01786,1.56526,0.78511,0.9394,1.22938,0.65343,0.588139,0.61,0.363834,nan,nan,nan,nan,nan,nan,nan,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
88,14186.9,1.84646,1.03362,1.01741,1.555,0.78182,0.94217,1.24219,0.65816,0.58894,0.610901,0.364146,nan,nan,nan,nan,nan,nan,nan,0.0266661,0.0088887,0.0266661,0.0088887,0.0266661,0.0088887,0.0266661,0.0088887
89,14346.9,1.8373,1.03814,1.01547,1.54742,0.7808,0.93792,1.22075,0.656786,0.590519,0.612007,0.364905,nan,nan,nan,nan,nan,nan,nan,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
90,14510.5,1.83123,1.02134,1.01275,1.5502,0.77728,0.94016,1.23681,0.657679,0.590035,0.612216,0.365894,nan,nan,nan,nan,nan,nan,nan,0.0265174,0.00883914,0.0265174,0.00883914,0.0265174,0.00883914,0.0265174,0.00883914
91,14675.4,1.82944,1.03014,1.00862,1.5449,0.77823,0.93334,1.20114,0.660128,0.590363,0.612728,0.366714,nan,nan,nan,nan,nan,nan,nan,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
92,14841,1.82153,1.02272,1.00709,1.54694,0.77513,0.93503,1.25124,0.657696,0.591352,0.613109,0.366932,nan,nan,nan,nan,nan,nan,nan,0.0263659,0.00878864,0.0263659,0.00878864,0.0263659,0.00878864,0.0263659,0.00878864
