epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,1683.22,2.52017,1.79947,1.26604,2.02686,1.23895,1.11645,4.68956,0.454336,0.299714,0.308579,0.134916,nan,nan,nan,nan,nan,nan,nan,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474
12,1833.64,2.48891,1.76764,1.26148,2.00243,1.20646,1.10506,4.48215,0.483615,0.283385,0.287756,0.128899,nan,nan,nan,nan,nan,nan,nan,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154
13,1982.83,2.47296,1.73178,1.24833,1.98689,1.18245,1.09548,4.2892,0.434734,0.309607,0.315451,0.141631,nan,nan,nan,nan,nan,nan,nan,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803
14,2133.21,2.44351,1.70524,1.23653,1.96263,1.16293,1.08744,4.27484,0.431607,0.352848,0.326503,0.14437,nan,nan,nan,nan,nan,nan,nan,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422
15,2282.96,2.42543,1.67028,1.22667,1.95581,1.14289,1.0794,4.28926,0.391804,0.347888,0.326271,0.149062,nan,nan,nan,nan,nan,nan,nan,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011
16,2434.39,2.41733,1.65274,1.2247,1.93245,1.13374,1.07331,4.29483,0.46034,0.329812,0.339045,0.157484,nan,nan,nan,nan,nan,nan,nan,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569
17,2587.01,2.38945,1.63063,1.22133,1.91804,1.10714,1.07162,4.05091,0.448231,0.34232,0.329971,0.147357,nan,nan,nan,nan,nan,nan,nan,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
18,2738.03,2.3742,1.62386,1.20962,1.89659,1.08636,1.06126,4.14373,0.457405,0.361725,0.358818,0.169141,nan,nan,nan,nan,nan,nan,nan,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594
19,2890.06,2.36205,1.59052,1.20923,1.89844,1.08588,1.06257,4.08899,0.457609,0.36341,0.348259,0.16192,nan,nan,nan,nan,nan,nan,nan,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062
20,3043.08,2.34834,1.5728,1.19981,1.87748,1.07604,1.05424,3.91753,0.50976,0.352789,0.363693,0.167853,nan,nan,nan,nan,nan,nan,nan,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499
21,3194.72,2.33563,1.57034,1.194,1.86882,1.05451,1.04884,3.87508,0.46971,0.401687,0.393655,0.183675,nan,nan,nan,nan,nan,nan,nan,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
22,3346.22,2.33094,1.54789,1.18905,1.86173,1.04285,1.04663,3.73726,0.420325,0.387118,0.369655,0.179293,nan,nan,nan,nan,nan,nan,nan,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282
23,3497.97,2.31508,1.521,1.18501,1.85163,1.04019,1.04164,3.76415,0.452198,0.394392,0.39191,0.186628,nan,nan,nan,nan,nan,nan,nan,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629
24,3650,2.28907,1.5001,1.17457,1.83823,1.02604,1.03714,3.68691,0.458569,0.405763,0.403263,0.193211,nan,nan,nan,nan,nan,nan,nan,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946
25,3802.02,2.28558,1.48647,1.17443,1.831,1.02225,1.04034,3.68479,0.52797,0.426441,0.430107,0.207065,nan,nan,nan,nan,nan,nan,nan,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
26,3954.84,2.28062,1.47248,1.16922,1.83173,1.01659,1.03039,3.66144,0.50348,0.425576,0.428153,0.211386,nan,nan,nan,nan,nan,nan,nan,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489
27,4106.76,2.25659,1.44587,1.16318,1.81479,1.00132,1.03176,3.43132,0.498571,0.445383,0.441784,0.216469,nan,nan,nan,nan,nan,nan,nan,0.0296915,0.00989715,0.0296915,0.00989715,0.0296915,0.00989715,0.0296915,0.00989715
28,4258.52,2.24524,1.43407,1.1577,1.79375,0.98533,1.02239,3.44921,0.506809,0.445951,0.450845,0.226384,nan,nan,nan,nan,nan,nan,nan,0.0296674,0.00988912,0.0296674,0.00988912,0.0296674,0.00988912,0.0296674,0.00988912
29,4410.44,2.23201,1.42557,1.15544,1.78877,0.97875,1.02223,3.34351,0.490906,0.460921,0.448301,0.225679,nan,nan,nan,nan,nan,nan,nan,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
30,4564.48,2.22481,1.42195,1.14892,1.78757,0.97858,1.01964,3.46298,0.510846,0.44724,0.451897,0.227518,nan,nan,nan,nan,nan,nan,nan,0.0296165,0.00987216,0.0296165,0.00987216,0.0296165,0.00987216,0.0296165,0.00987216
31,4717.4,2.2256,1.4093,1.14427,1.7807,0.9676,1.01454,3.57457,0.530405,0.468381,0.473328,0.23956,nan,nan,nan,nan,nan,nan,nan,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323
32,4869.6,2.19944,1.38432,1.1395,1.77166,0.95872,1.01423,3.635,0.498238,0.481047,0.465471,0.235911,nan,nan,nan,nan,nan,nan,nan,0.029562,0.00985401,0.029562,0.00985401,0.029562,0.00985401,0.029562,0.00985401
33,5021.73,2.1965,1.38717,1.13824,1.76565,0.96004,1.01109,3.72634,0.535995,0.470111,0.473665,0.244173,nan,nan,nan,nan,nan,nan,nan,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
34,5174.23,2.18814,1.37569,1.13813,1.75793,0.94526,1.00668,3.40629,0.544479,0.488056,0.492931,0.258135,nan,nan,nan,nan,nan,nan,nan,0.029504,0.00983467,0.029504,0.00983467,0.029504,0.00983467,0.029504,0.00983467
35,5326.4,2.16674,1.35151,1.13036,1.74714,0.94095,1.00237,3.70227,0.546036,0.480134,0.490946,0.258528,nan,nan,nan,nan,nan,nan,nan,0.0294737,0.00982456,0.0294737,0.00982456,0.0294737,0.00982456,0.0294737,0.00982456
36,5480.69,2.16824,1.3457,1.12666,1.74501,0.94112,1.00064,3.95989,0.509346,0.504718,0.498351,0.263598,nan,nan,nan,nan,nan,nan,nan,0.0294425,0.00981415,0.0294425,0.00981415,0.0294425,0.00981415,0.0294425,0.00981415
37,5633.95,2.1632,1.33015,1.12333,1.73952,0.93067,0.99659,3.59081,0.539818,0.49983,0.502399,0.262463,nan,nan,nan,nan,nan,nan,nan,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
38,5785.73,2.15014,1.32263,1.11833,1.73905,0.92476,0.99826,3.33842,0.54879,0.514765,0.513751,0.272502,nan,nan,nan,nan,nan,nan,nan,0.0293774,0.00979246,0.0293774,0.00979246,0.0293774,0.00979246,0.0293774,0.00979246
39,5938.16,2.13352,1.31299,1.11569,1.72327,0.91862,0.99632,3.40927,0.539058,0.501463,0.511215,0.274803,nan,nan,nan,nan,nan,nan,nan,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118
40,6092.57,2.12734,1.30749,1.11269,1.72132,0.91044,0.99171,3.31724,0.553659,0.505091,0.515487,0.275349,nan,nan,nan,nan,nan,nan,nan,0.0293088,0.0097696,0.0293088,0.0097696,0.0293088,0.0097696,0.0293088,0.0097696
41,6246.93,2.1152,1.29456,1.10839,1.7121,0.9127,0.99362,3.42923,0.575449,0.512779,0.527453,0.28291,nan,nan,nan,nan,nan,nan,nan,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
42,6402.4,2.11397,1.28741,1.10332,1.71965,0.90855,0.99284,3.35034,0.565934,0.511593,0.522598,0.27974,nan,nan,nan,nan,nan,nan,nan,0.0292367,0.00974557,0.0292367,0.00974557,0.0292367,0.00974557,0.0292367,0.00974557
43,6561.8,2.11723,1.28735,1.10463,1.71058,0.89998,0.98743,3.49788,0.54324,0.529104,0.527853,0.283357,nan,nan,nan,nan,nan,nan,nan,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312
44,6718.88,2.08763,1.25769,1.09651,1.69891,0.89311,0.98591,3.58224,0.556834,0.524225,0.534661,0.290476,nan,nan,nan,nan,nan,nan,nan,0.0291612,0.00972039,0.0291612,0.00972039,0.0291612,0.00972039,0.0291612,0.00972039
45,6877.06,2.10667,1.26828,1.10262,1.69736,0.88611,0.98288,3.41098,0.556705,0.527646,0.535875,0.292284,nan,nan,nan,nan,nan,nan,nan,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
46,7038.16,2.07904,1.25918,1.09196,1.68954,0.88694,0.97988,3.59858,0.58339,0.519857,0.538518,0.295021,nan,nan,nan,nan,nan,nan,nan,0.0290821,0.00969405,0.0290821,0.00969405,0.0290821,0.00969405,0.0290821,0.00969405
47,7197.66,2.07021,1.25069,1.09084,1.67809,0.8807,0.98062,3.20926,0.600518,0.529566,0.548129,0.301487,nan,nan,nan,nan,nan,nan,nan,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045
48,7357.49,2.06394,1.23836,1.08999,1.68163,0.87799,0.98058,3.20855,0.585784,0.525645,0.544738,0.302655,nan,nan,nan,nan,nan,nan,nan,0.0289997,0.00966656,0.0289997,0.00966656,0.0289997,0.00966656,0.0289997,0.00966656
49,7516.19,2.05364,1.23075,1.08323,1.68105,0.87585,0.97835,3.12892,0.585087,0.533025,0.548235,0.305779,nan,nan,nan,nan,nan,nan,nan,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
50,7677.75,2.04145,1.22128,1.08067,1.66882,0.87035,0.97575,3.06526,0.586396,0.534649,0.550356,0.305264,nan,nan,nan,nan,nan,nan,nan,0.0289138,0.00963794,0.0289138,0.00963794,0.0289138,0.00963794,0.0289138,0.00963794
51,7834.99,2.04494,1.22154,1.08353,1.66481,0.86387,0.97775,3.06315,0.592437,0.543779,0.555714,0.3077,nan,nan,nan,nan,nan,nan,nan,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
52,7991.02,2.03784,1.2176,1.07907,1.66577,0.87106,0.97095,3.10291,0.598039,0.544136,0.559278,0.313355,nan,nan,nan,nan,nan,nan,nan,0.0288246,0.00960819,0.0288246,0.00960819,0.0288246,0.00960819,0.0288246,0.00960819
53,8151.2,2.03066,1.19971,1.07603,1.66,0.85945,0.97423,3.09782,0.606914,0.545303,0.562404,0.315685,nan,nan,nan,nan,nan,nan,nan,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
54,8310.05,2.01963,1.20002,1.07559,1.65248,0.85653,0.97152,3.10648,0.61614,0.547087,0.565389,0.319902,nan,nan,nan,nan,nan,nan,nan,0.0287319,0.00957731,0.0287319,0.00957731,0.0287319,0.00957731,0.0287319,0.00957731
55,8468.03,2.01501,1.19661,1.06788,1.65217,0.85387,0.96799,3.10202,0.607183,0.544097,0.564407,0.321902,nan,nan,nan,nan,nan,nan,nan,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145
56,8626.54,2.01002,1.18337,1.07071,1.64054,0.84674,0.96574,3.20286,0.618012,0.54787,0.567494,0.322613,nan,nan,nan,nan,nan,nan,nan,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531
57,8786.35,1.99858,1.18161,1.06691,1.6456,0.85025,0.96747,3.212,0.623256,0.547575,0.571126,0.323278,nan,nan,nan,nan,nan,nan,nan,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
58,8945.93,1.99544,1.17311,1.06529,1.64217,0.85094,0.9678,3.1318,0.617356,0.551516,0.570982,0.325068,nan,nan,nan,nan,nan,nan,nan,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122
59,9103.96,1.98646,1.16534,1.06384,1.62997,0.84571,0.96398,3.04016,0.618648,0.554291,0.57473,0.328309,nan,nan,nan,nan,nan,nan,nan,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
60,9263.52,1.97628,1.16147,1.05735,1.63041,0.83724,0.96399,3.13709,0.626111,0.558701,0.578438,0.331097,nan,nan,nan,nan,nan,nan,nan,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478
61,9421.75,1.97278,1.15805,1.06067,1.62556,0.83535,0.96459,3.11293,0.628317,0.557668,0.57941,0.332822,nan,nan,nan,nan,nan,nan,nan,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
62,9577.55,1.97388,1.15178,1.05764,1.62402,0.8304,0.96293,3.25787,0.620197,0.561414,0.579113,0.332703,nan,nan,nan,nan,nan,nan,nan,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427
63,9733.94,1.97476,1.14922,1.05493,1.62599,0.83374,0.95815,3.21088,0.612963,0.564585,0.580272,0.333443,nan,nan,nan,nan,nan,nan,nan,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
64,9890.87,1.97553,1.15037,1.0497,1.61609,0.832,0.95479,3.19374,0.622811,0.561506,0.58137,0.335884,nan,nan,nan,nan,nan,nan,nan,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631
65,10048.1,1.95287,1.13977,1.05354,1.60119,0.81785,0.95466,3.02924,0.626533,0.566708,0.583716,0.337861,nan,nan,nan,nan,nan,nan,nan,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
66,10204.5,1.95337,1.13885,1.04827,1.61139,0.8277,0.95568,2.82726,0.630504,0.569119,0.586633,0.34001,nan,nan,nan,nan,nan,nan,nan,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886
67,10362.2,1.95157,1.13809,1.05113,1.60905,0.82021,0.95939,3.08058,0.629878,0.570373,0.586793,0.34116,nan,nan,nan,nan,nan,nan,nan,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
68,10518.3,1.93969,1.12681,1.04685,1.61153,0.82327,0.95766,3.05355,0.628219,0.571222,0.587322,0.341966,nan,nan,nan,nan,nan,nan,nan,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033
69,10674.7,1.9517,1.12758,1.04193,1.60862,0.82028,0.95255,2.84054,0.627271,0.573693,0.588922,0.343262,nan,nan,nan,nan,nan,nan,nan,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
70,10833,1.93611,1.12258,1.04655,1.6021,0.82045,0.95582,2.92688,0.634269,0.572588,0.590171,0.344181,nan,nan,nan,nan,nan,nan,nan,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075
71,10990.7,1.93332,1.11502,1.04179,1.59548,0.81347,0.95016,2.88976,0.633205,0.574669,0.591125,0.345771,nan,nan,nan,nan,nan,nan,nan,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
72,11148.5,1.91889,1.10239,1.03809,1.5893,0.80833,0.94852,2.90599,0.636459,0.575805,0.591518,0.346054,nan,nan,nan,nan,nan,nan,nan,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013
73,11306.4,1.92042,1.10108,1.03289,1.60129,0.8147,0.95257,3.10925,0.641258,0.576125,0.592579,0.347927,nan,nan,nan,nan,nan,nan,nan,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
74,11464,1.91629,1.10359,1.03328,1.58851,0.8064,0.94786,2.88164,0.634626,0.577269,0.592614,0.349046,nan,nan,nan,nan,nan,nan,nan,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846
75,11620,1.91192,1.09669,1.03258,1.58889,0.80424,0.94705,2.83808,0.632308,0.581667,0.594501,0.350309,nan,nan,nan,nan,nan,nan,nan,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
76,11777,1.90384,1.09186,1.02562,1.57747,0.79568,0.94222,2.80205,0.631174,0.582086,0.594829,0.350919,nan,nan,nan,nan,nan,nan,nan,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577
77,11934.4,1.89301,1.09246,1.03002,1.57824,0.79899,0.94538,2.89883,0.634174,0.583865,0.596232,0.352127,nan,nan,nan,nan,nan,nan,nan,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
78,12090.9,1.88728,1.08376,1.02664,1.57556,0.79574,0.94403,2.84199,0.635002,0.584421,0.596363,0.35274,nan,nan,nan,nan,nan,nan,nan,0.0273662,0.00912207,0.0273662,0.00912207,0.0273662,0.00912207,0.0273662,0.00912207
79,12248.3,1.89607,1.08608,1.03075,1.57569,0.79489,0.94349,3.02841,0.631309,0.58594,0.597833,0.354397,nan,nan,nan,nan,nan,nan,nan,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984
80,12404.1,1.90189,1.08301,1.02803,1.57573,0.79266,0.9426,3.14626,0.632795,0.588704,0.600373,0.355464,nan,nan,nan,nan,nan,nan,nan,0.0272321,0.00907736,0.0272321,0.00907736,0.0272321,0.00907736,0.0272321,0.00907736
81,12560.6,1.87691,1.06989,1.02739,1.55965,0.78597,0.94333,3.33942,0.636252,0.587307,0.600719,0.355806,nan,nan,nan,nan,nan,nan,nan,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
82,12716.2,1.86906,1.06686,1.02273,1.55726,0.79221,0.941,3.18986,0.63492,0.588026,0.601001,0.356223,nan,nan,nan,nan,nan,nan,nan,0.027095,0.00903166,0.027095,0.00903166,0.027095,0.00903166,0.027095,0.00903166
83,12870.4,1.87327,1.07502,1.02672,1.56565,0.7891,0.94487,2.88802,0.634357,0.589188,0.60085,0.356533,nan,nan,nan,nan,nan,nan,nan,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844
84,13023.2,1.86539,1.06338,1.02055,1.56303,0.78738,0.94152,2.90325,0.634966,0.589273,0.602082,0.357548,nan,nan,nan,nan,nan,nan,nan,0.0269549,0.00898497,0.0269549,0.00898497,0.0269549,0.00898497,0.0269549,0.00898497
85,13177.8,1.87386,1.06202,1.01949,1.55932,0.78393,0.93848,2.75271,0.636192,0.590244,0.603442,0.357994,nan,nan,nan,nan,nan,nan,nan,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
86,13333.1,1.8668,1.05892,1.01857,1.55887,0.78614,0.93866,2.6997,0.634835,0.591136,0.604211,0.358694,nan,nan,nan,nan,nan,nan,nan,0.026812,0.00893732,0.026812,0.00893732,0.026812,0.00893732,0.026812,0.00893732
87,13488.9,1.86285,1.05227,1.01516,1.55902,0.78189,0.93696,2.67854,0.63886,0.589294,0.605449,0.359393,nan,nan,nan,nan,nan,nan,nan,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
88,13649.7,1.85628,1.05366,1.01987,1.55213,0.78118,0.94307,2.70708,0.637144,0.590259,0.605633,0.359817,nan,nan,nan,nan,nan,nan,nan,0.0266661,0.0088887,0.0266661,0.0088887,0.0266661,0.0088887,0.0266661,0.0088887
89,13808.9,1.85075,1.04622,1.01541,1.55323,0.78241,0.93773,2.78058,0.638896,0.588592,0.606121,0.360546,nan,nan,nan,nan,nan,nan,nan,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
90,13968.6,1.84587,1.04473,1.01653,1.55117,0.77731,0.94156,2.74133,0.638154,0.589024,0.60685,0.361186,nan,nan,nan,nan,nan,nan,nan,0.0265174,0.00883914,0.0265174,0.00883914,0.0265174,0.00883914,0.0265174,0.00883914
91,14130.5,1.83963,1.04167,1.00922,1.54851,0.77911,0.93514,2.74587,0.641054,0.588115,0.607491,0.361827,nan,nan,nan,nan,nan,nan,nan,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
92,14292.6,1.84237,1.04014,1.01232,1.54456,0.76911,0.93364,2.65199,0.642209,0.589359,0.609036,0.362865,nan,nan,nan,nan,nan,nan,nan,0.0263659,0.00878864,0.0263659,0.00878864,0.0263659,0.00878864,0.0263659,0.00878864
93,14451.5,1.82564,1.03188,1.00728,1.53698,0.77028,0.93328,2.66475,0.641924,0.590323,0.609388,0.363888,nan,nan,nan,nan,nan,nan,nan,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
94,14610.7,1.82765,1.02797,1.00539,1.54049,0.77255,0.93476,2.63338,0.646473,0.588995,0.609895,0.364706,nan,nan,nan,nan,nan,nan,nan,0.0262117,0.00873723,0.0262117,0.00873723,0.0262117,0.00873723,0.0262117,0.00873723
95,14771,1.82427,1.0271,1.00468,1.5455,0.77453,0.93511,2.92057,0.645761,0.590276,0.611214,0.365534,nan,nan,nan,nan,nan,nan,nan,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117
96,14929,1.81946,1.01961,1.00656,1.538,0.76816,0.93516,2.736,0.646487,0.590715,0.612066,0.36636,nan,nan,nan,nan,nan,nan,nan,0.0260547,0.0086849,0.0260547,0.0086849,0.0260547,0.0086849,0.0260547,0.0086849
97,15090.1,1.81123,1.01663,1.00635,1.52502,0.76466,0.93135,2.72798,0.650012,0.591231,0.613205,0.366999,nan,nan,nan,nan,nan,nan,nan,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
98,15249,1.8039,1.00975,0.99778,1.52746,0.76497,0.93008,2.90933,0.651171,0.591248,0.613785,0.367581,nan,nan,nan,nan,nan,nan,nan,0.025895,0.00863167,0.025895,0.00863167,0.025895,0.00863167,0.025895,0.00863167
99,15409.5,1.8034,1.01265,0.99942,1.52372,0.75835,0.93115,2.96158,0.652937,0.592292,0.614679,0.368294,nan,nan,nan,nan,nan,nan,nan,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473
100,15567.5,1.80568,1.01308,1.00204,1.53001,0.76393,0.93248,2.95388,0.652836,0.591457,0.614774,0.36868,nan,nan,nan,nan,nan,nan,nan,0.0257327,0.00857756,0.0257327,0.00857756,0.0257327,0.00857756,0.0257327,0.00857756
101,15726,1.7972,1.00818,0.99794,1.51764,0.7622,0.93019,2.62578,0.652735,0.592775,0.615466,0.369178,nan,nan,nan,nan,nan,nan,nan,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
102,15884.6,1.80198,1.00618,0.99784,1.52692,0.7618,0.93002,2.66945,0.655072,0.591339,0.615845,0.369392,nan,nan,nan,nan,nan,nan,nan,0.0255677,0.00852258,0.0255677,0.00852258,0.0255677,0.00852258,0.0255677,0.00852258
103,16043.8,1.79114,1.00543,0.9968,1.50712,0.75631,0.92291,2.59734,0.657661,0.591464,0.616083,0.369987,nan,nan,nan,nan,nan,nan,nan,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477
