epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
56,8553.59,2.00083,1.18298,1.06969,1.64279,0.85251,0.96585,1.42974,0.611366,0.555631,0.569963,0.323491,nan,nan,nan,nan,nan,nan,nan,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531
57,8705.21,1.99225,1.1747,1.06908,1.64476,0.85488,0.96682,1.40953,0.603465,0.562102,0.573106,0.326065,nan,nan,nan,nan,nan,nan,nan,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
58,8856.65,1.98787,1.16895,1.06732,1.63812,0.8475,0.96688,1.36385,0.605,0.558183,0.575339,0.327376,nan,nan,nan,nan,nan,nan,nan,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122
59,9009.84,1.98266,1.16219,1.06663,1.62923,0.84413,0.96501,1.36077,0.617145,0.557366,0.577948,0.329193,nan,nan,nan,nan,nan,nan,nan,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
60,9161.87,1.97143,1.15455,1.05771,1.63238,0.84239,0.96486,1.40066,0.61556,0.559505,0.579987,0.331005,nan,nan,nan,nan,nan,nan,nan,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478
61,9313.69,1.9668,1.14953,1.05961,1.62667,0.83336,0.96408,1.34712,0.624041,0.562982,0.581744,0.333444,nan,nan,nan,nan,nan,nan,nan,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
62,9464.9,1.96079,1.14706,1.05906,1.62946,0.83493,0.96428,1.37085,0.624531,0.568125,0.584492,0.3349,nan,nan,nan,nan,nan,nan,nan,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427
63,9615.81,1.96662,1.14802,1.05595,1.62559,0.83409,0.95832,1.43707,0.620537,0.569237,0.584928,0.337038,nan,nan,nan,nan,nan,nan,nan,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
64,9766.2,1.95062,1.14128,1.04876,1.6247,0.83627,0.95678,1.36626,0.623955,0.572852,0.587402,0.337882,nan,nan,nan,nan,nan,nan,nan,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631
65,9917.02,1.94618,1.1303,1.04966,1.60378,0.82281,0.95558,1.30348,0.625955,0.572815,0.587703,0.33861,nan,nan,nan,nan,nan,nan,nan,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
66,10066.4,1.94569,1.13604,1.04888,1.61971,0.82546,0.95632,1.33472,0.618821,0.575388,0.590454,0.338949,nan,nan,nan,nan,nan,nan,nan,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886
67,10217.4,1.93731,1.12842,1.04494,1.61876,0.829,0.96015,1.35166,0.615166,0.580531,0.591654,0.339764,nan,nan,nan,nan,nan,nan,nan,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
68,10367.6,1.94345,1.12935,1.04699,1.6076,0.82411,0.95384,1.31065,0.61705,0.580233,0.592998,0.340042,nan,nan,nan,nan,nan,nan,nan,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033
69,10518,1.93498,1.11637,1.04112,1.61405,0.82301,0.95285,1.29647,0.617608,0.581156,0.593592,0.341762,nan,nan,nan,nan,nan,nan,nan,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
70,10667.7,1.92773,1.11308,1.04556,1.60576,0.82415,0.95623,1.35313,0.623088,0.58122,0.594455,0.34275,nan,nan,nan,nan,nan,nan,nan,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075
71,10818.1,1.9229,1.10873,1.03953,1.60028,0.81618,0.95225,1.3117,0.622389,0.583614,0.596412,0.343796,nan,nan,nan,nan,nan,nan,nan,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
72,10968.8,1.91076,1.09782,1.0394,1.59318,0.81293,0.95016,1.31346,0.63023,0.580806,0.596366,0.344875,nan,nan,nan,nan,nan,nan,nan,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013
73,11118.6,1.91561,1.09529,1.03503,1.59612,0.81984,0.95155,1.30342,0.636739,0.582841,0.598568,0.345986,nan,nan,nan,nan,nan,nan,nan,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
74,11269.6,1.91146,1.09723,1.03698,1.59214,0.81095,0.9517,1.26155,0.632769,0.582948,0.599193,0.346907,nan,nan,nan,nan,nan,nan,nan,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846
75,11421.2,1.90269,1.09273,1.03528,1.59267,0.80705,0.94583,1.27727,0.634739,0.58552,0.599712,0.3479,nan,nan,nan,nan,nan,nan,nan,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
76,11571.9,1.90566,1.09016,1.03317,1.58903,0.80294,0.94501,1.29875,0.634403,0.585712,0.601484,0.348836,nan,nan,nan,nan,nan,nan,nan,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577
77,11722.7,1.88931,1.0858,1.02762,1.58264,0.8041,0.94616,1.28942,0.637773,0.586527,0.602718,0.350064,nan,nan,nan,nan,nan,nan,nan,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
78,11874.2,1.88636,1.07718,1.02899,1.57785,0.8013,0.94317,1.27537,0.636715,0.586734,0.602953,0.350858,nan,nan,nan,nan,nan,nan,nan,0.0273662,0.00912207,0.0273662,0.00912207,0.0273662,0.00912207,0.0273662,0.00912207
79,12025.7,1.88791,1.08037,1.02695,1.58019,0.80103,0.94429,1.23703,0.640617,0.585638,0.603396,0.351792,nan,nan,nan,nan,nan,nan,nan,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984
80,12176.2,1.89103,1.07322,1.02616,1.58011,0.80054,0.94324,1.29638,0.641937,0.587756,0.604906,0.353066,nan,nan,nan,nan,nan,nan,nan,0.0272321,0.00907736,0.0272321,0.00907736,0.0272321,0.00907736,0.0272321,0.00907736
81,12327.1,1.86484,1.05505,1.02187,1.56389,0.79169,0.94191,1.27256,0.644705,0.587708,0.605642,0.353771,nan,nan,nan,nan,nan,nan,nan,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
82,12477.9,1.85979,1.05944,1.01944,1.56109,0.79058,0.94101,1.26081,0.645004,0.588261,0.605742,0.354691,nan,nan,nan,nan,nan,nan,nan,0.027095,0.00903166,0.027095,0.00903166,0.027095,0.00903166,0.027095,0.00903166
83,12629.1,1.86026,1.05585,1.02322,1.56014,0.79108,0.94425,1.26261,0.647335,0.587484,0.606676,0.355424,nan,nan,nan,nan,nan,nan,nan,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844
84,12780.7,1.87128,1.06317,1.02188,1.55828,0.78488,0.9383,1.25276,0.648876,0.587711,0.607177,0.355901,nan,nan,nan,nan,nan,nan,nan,0.0269549,0.00898497,0.0269549,0.00898497,0.0269549,0.00898497,0.0269549,0.00898497
85,12931.9,1.85936,1.04972,1.0187,1.55612,0.78231,0.93943,1.21154,0.649648,0.589284,0.607699,0.356555,nan,nan,nan,nan,nan,nan,nan,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
86,13082.5,1.85332,1.05112,1.01428,1.56466,0.7887,0.94023,1.21849,0.651914,0.589509,0.608395,0.357262,nan,nan,nan,nan,nan,nan,nan,0.026812,0.00893732,0.026812,0.00893732,0.026812,0.00893732,0.026812,0.00893732
87,13233.4,1.85315,1.04497,1.01387,1.56021,0.78698,0.93682,1.2208,0.654434,0.588271,0.607664,0.358201,nan,nan,nan,nan,nan,nan,nan,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
88,13385.5,1.84912,1.04708,1.01916,1.55536,0.78587,0.9426,1.20765,0.651785,0.593331,0.608242,0.358788,nan,nan,nan,nan,nan,nan,nan,0.0266661,0.0088887,0.0266661,0.0088887,0.0266661,0.0088887,0.0266661,0.0088887
89,13537.4,1.84644,1.04408,1.01569,1.54968,0.77893,0.93614,1.22343,0.654517,0.594702,0.609139,0.359216,nan,nan,nan,nan,nan,nan,nan,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
90,13688,1.82918,1.03552,1.01316,1.55065,0.78332,0.9398,1.22603,0.654915,0.59251,0.609334,0.359894,nan,nan,nan,nan,nan,nan,nan,0.0265174,0.00883914,0.0265174,0.00883914,0.0265174,0.00883914,0.0265174,0.00883914
91,13837.5,1.83072,1.03609,1.00993,1.54493,0.77613,0.93529,1.24086,0.653166,0.595447,0.60932,0.360408,nan,nan,nan,nan,nan,nan,nan,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
92,13988.4,1.82497,1.03111,1.00602,1.54488,0.77586,0.93469,1.22507,0.65526,0.595487,0.61019,0.361096,nan,nan,nan,nan,nan,nan,nan,0.0263659,0.00878864,0.0263659,0.00878864,0.0263659,0.00878864,0.0263659,0.00878864
93,14138.4,1.81839,1.01784,1.00758,1.5433,0.77674,0.93637,1.21551,0.655306,0.596205,0.611001,0.361539,nan,nan,nan,nan,nan,nan,nan,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
94,14289.8,1.82109,1.02063,1.00713,1.53344,0.7674,0.93202,1.18093,0.65413,0.597386,0.611341,0.36249,nan,nan,nan,nan,nan,nan,nan,0.0262117,0.00873723,0.0262117,0.00873723,0.0262117,0.00873723,0.0262117,0.00873723
95,14440.8,1.81688,1.01793,1.0031,1.5404,0.77374,0.93258,1.1708,0.655179,0.596733,0.61208,0.363029,nan,nan,nan,nan,nan,nan,nan,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117
96,14592.7,1.80785,1.01467,1.00555,1.53164,0.76679,0.93354,1.19952,0.657321,0.597458,0.61294,0.364089,nan,nan,nan,nan,nan,nan,nan,0.0260547,0.0086849,0.0260547,0.0086849,0.0260547,0.0086849,0.0260547,0.0086849
97,14745.4,1.79636,1.00665,1.00224,1.52199,0.7643,0.93057,1.21895,0.660585,0.59766,0.613569,0.364405,nan,nan,nan,nan,nan,nan,nan,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
98,14898,1.80833,1.01661,1.00052,1.53309,0.77131,0.93288,1.19264,0.659947,0.599204,0.614322,0.364898,nan,nan,nan,nan,nan,nan,nan,0.025895,0.00863167,0.025895,0.00863167,0.025895,0.00863167,0.025895,0.00863167
99,15051.1,1.79014,0.99889,0.99684,1.52105,0.75933,0.92993,1.18558,0.659982,0.600777,0.614567,0.365569,nan,nan,nan,nan,nan,nan,nan,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473
100,15202.6,1.80196,1.01156,0.99933,1.52364,0.76304,0.93186,1.20707,0.659584,0.602364,0.615548,0.366261,nan,nan,nan,nan,nan,nan,nan,0.0257327,0.00857756,0.0257327,0.00857756,0.0257327,0.00857756,0.0257327,0.00857756
101,15354.4,1.78959,1.00052,0.99751,1.52323,0.76047,0.931,1.17478,0.660914,0.602953,0.616194,0.366759,nan,nan,nan,nan,nan,nan,nan,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
102,15506.7,1.7957,1.00062,0.99947,1.52268,0.76,0.93052,1.1782,0.661666,0.604475,0.617063,0.367616,nan,nan,nan,nan,nan,nan,nan,0.0255677,0.00852258,0.0255677,0.00852258,0.0255677,0.00852258,0.0255677,0.00852258
103,15658.5,1.78764,1.00108,0.9979,1.51499,0.75759,0.92657,1.15593,0.66378,0.605932,0.617838,0.368309,nan,nan,nan,nan,nan,nan,nan,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477
