epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
92,14249,1.83416,1.03251,1.0066,1.54468,0.774,0.93454,2.3517,0.642485,0.590811,0.607025,0.360443,nan,nan,nan,nan,nan,nan,nan,0.0263659,0.00878864,0.0263659,0.00878864,0.0263659,0.00878864,0.0263659,0.00878864
93,14401.8,1.83545,1.03456,1.00814,1.54371,0.77366,0.93493,2.39108,0.639088,0.592139,0.60833,0.360971,nan,nan,nan,nan,nan,nan,nan,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
94,14555,1.82658,1.03042,1.00409,1.54086,0.77383,0.93398,2.38804,0.641049,0.59176,0.60878,0.361567,nan,nan,nan,nan,nan,nan,nan,0.0262117,0.00873723,0.0262117,0.00873723,0.0262117,0.00873723,0.0262117,0.00873723
95,14708.8,1.82872,1.02894,1.00498,1.54474,0.7736,0.93414,2.37603,0.638353,0.59332,0.609092,0.362497,nan,nan,nan,nan,nan,nan,nan,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117
96,14862.4,1.81264,1.01983,1.00501,1.53615,0.76907,0.93665,2.31328,0.638231,0.593777,0.609943,0.363115,nan,nan,nan,nan,nan,nan,nan,0.0260547,0.0086849,0.0260547,0.0086849,0.0260547,0.0086849,0.0260547,0.0086849
97,15013.8,1.81208,1.01293,1.0053,1.52626,0.7677,0.93389,2.39784,0.641737,0.59399,0.610524,0.363622,nan,nan,nan,nan,nan,nan,nan,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
98,15164.5,1.81668,1.01865,1.0006,1.53151,0.76536,0.93114,2.36597,0.64519,0.59443,0.611508,0.364191,nan,nan,nan,nan,nan,nan,nan,0.025895,0.00863167,0.025895,0.00863167,0.025895,0.00863167,0.025895,0.00863167
99,15317.7,1.80089,1.00685,0.99928,1.52962,0.76208,0.93263,2.33879,0.644271,0.594917,0.611843,0.364727,nan,nan,nan,nan,nan,nan,nan,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473
100,15472.5,1.80773,1.00597,1.00139,1.52777,0.76476,0.93199,2.3796,0.639742,0.596307,0.612484,0.365308,nan,nan,nan,nan,nan,nan,nan,0.0257327,0.00857756,0.0257327,0.00857756,0.0257327,0.00857756,0.0257327,0.00857756
101,15627.4,1.80008,1.0004,1.00173,1.52369,0.76519,0.93117,2.31375,0.642591,0.595723,0.613428,0.365986,nan,nan,nan,nan,nan,nan,nan,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
102,15783.4,1.79921,1.00382,0.99896,1.5304,0.75987,0.93178,2.34497,0.645617,0.595599,0.614096,0.3666,nan,nan,nan,nan,nan,nan,nan,0.0255677,0.00852258,0.0255677,0.00852258,0.0255677,0.00852258,0.0255677,0.00852258
103,15939.5,1.78572,0.99763,0.99465,1.52191,0.76287,0.92966,2.30645,0.646817,0.596506,0.614906,0.367158,nan,nan,nan,nan,nan,nan,nan,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477
104,16095,1.78109,0.99011,0.99292,1.52495,0.75982,0.92826,2.27068,0.648387,0.596762,0.615421,0.367686,nan,nan,nan,nan,nan,nan,nan,0.0254002,0.00846674,0.0254002,0.00846674,0.0254002,0.00846674,0.0254002,0.00846674
105,16250.2,1.79572,0.99727,0.9949,1.51628,0.75362,0.92649,2.27275,0.651339,0.597063,0.616077,0.36845,nan,nan,nan,nan,nan,nan,nan,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
106,16406.4,1.78212,0.99485,0.99432,1.51482,0.75928,0.93041,2.29964,0.651736,0.598368,0.616571,0.368575,nan,nan,nan,nan,nan,nan,nan,0.0252302,0.00841006,0.0252302,0.00841006,0.0252302,0.00841006,0.0252302,0.00841006
107,16562.5,1.7854,0.99844,0.9968,1.50866,0.74928,0.92601,2.24619,0.650613,0.599341,0.616793,0.369422,nan,nan,nan,nan,nan,nan,nan,0.0251442,0.00838141,0.0251442,0.00838141,0.0251442,0.00838141,0.0251442,0.00838141
108,16716.8,1.78385,0.99387,0.98993,1.51376,0.75553,0.92717,2.27429,0.651795,0.600211,0.617499,0.370026,nan,nan,nan,nan,nan,nan,nan,0.0250577,0.00835255,0.0250577,0.00835255,0.0250577,0.00835255,0.0250577,0.00835255
109,16872.1,1.77181,0.98578,0.99283,1.50633,0.75248,0.92806,2.3123,0.653668,0.600937,0.618911,0.370729,nan,nan,nan,nan,nan,nan,nan,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
110,17026.8,1.76736,0.97923,0.98697,1.50701,0.74793,0.92468,2.20192,0.653578,0.603064,0.619807,0.371467,nan,nan,nan,nan,nan,nan,nan,0.0248827,0.00829423,0.0248827,0.00829423,0.0248827,0.00829423,0.0248827,0.00829423
111,17182.6,1.76037,0.97848,0.98607,1.49674,0.74961,0.92073,2.24759,0.654295,0.60358,0.620297,0.372252,nan,nan,nan,nan,nan,nan,nan,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477
112,17338.8,1.75901,0.97753,0.98764,1.49989,0.74956,0.92246,2.29994,0.654149,0.604614,0.621049,0.372894,nan,nan,nan,nan,nan,nan,nan,0.0247053,0.00823511,0.0247053,0.00823511,0.0247053,0.00823511,0.0247053,0.00823511
113,17490.3,1.76215,0.96894,0.98583,1.4962,0.74817,0.92175,2.43143,0.656287,0.605011,0.621668,0.3735,nan,nan,nan,nan,nan,nan,nan,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
114,17640.6,1.75124,0.96981,0.98356,1.49166,0.74498,0.92205,2.26177,0.658305,0.606376,0.62366,0.374395,nan,nan,nan,nan,nan,nan,nan,0.0245256,0.0081752,0.0245256,0.0081752,0.0245256,0.0081752,0.0245256,0.0081752
115,17790.3,1.74324,0.96768,0.98039,1.48881,0.74164,0.91894,2.20794,0.658877,0.607587,0.62438,0.37508,nan,nan,nan,nan,nan,nan,nan,0.0244349,0.00814495,0.0244349,0.00814495,0.0244349,0.00814495,0.0244349,0.00814495
116,17940.5,1.74617,0.96452,0.98022,1.49084,0.73852,0.91944,2.13238,0.657862,0.609126,0.624915,0.375882,nan,nan,nan,nan,nan,nan,nan,0.0243435,0.00811452,0.0243435,0.00811452,0.0243435,0.00811452,0.0243435,0.00811452
117,18092.1,1.75139,0.96503,0.98384,1.49053,0.73823,0.92038,2.24617,0.657763,0.609216,0.62571,0.376561,nan,nan,nan,nan,nan,nan,nan,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
118,18243.5,1.75022,0.96208,0.98296,1.48692,0.73949,0.9208,2.1918,0.659217,0.608148,0.626118,0.376829,nan,nan,nan,nan,nan,nan,nan,0.0241592,0.00805308,0.0241592,0.00805308,0.0241592,0.00805308,0.0241592,0.00805308
119,18395.6,1.74143,0.95846,0.98204,1.4836,0.73676,0.92029,2.1989,0.660622,0.609081,0.627214,0.377462,nan,nan,nan,nan,nan,nan,nan,0.0240662,0.00802208,0.0240662,0.00802208,0.0240662,0.00802208,0.0240662,0.00802208
120,18548.5,1.73259,0.95217,0.97383,1.47634,0.73404,0.91499,2.23641,0.664483,0.608824,0.628134,0.377748,nan,nan,nan,nan,nan,nan,nan,0.0239727,0.0079909,0.0239727,0.0079909,0.0239727,0.0079909,0.0239727,0.0079909
121,18700.3,1.73642,0.95247,0.97827,1.47438,0.72939,0.91591,2.22761,0.663975,0.609682,0.627867,0.378368,nan,nan,nan,nan,nan,nan,nan,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
122,18853,1.72991,0.95257,0.97579,1.4752,0.72872,0.91696,2.22577,0.664051,0.60955,0.628444,0.379081,nan,nan,nan,nan,nan,nan,nan,0.023784,0.007928,0.023784,0.007928,0.023784,0.007928,0.023784,0.007928
123,19004.7,1.73269,0.95752,0.97447,1.47816,0.73032,0.91647,2.19124,0.664726,0.612103,0.630072,0.379746,nan,nan,nan,nan,nan,nan,nan,0.0236888,0.00789628,0.0236888,0.00789628,0.0236888,0.00789628,0.0236888,0.00789628
124,19155.8,1.72812,0.94901,0.97794,1.47608,0.7326,0.91611,2.27824,0.666945,0.611261,0.63042,0.380376,nan,nan,nan,nan,nan,nan,nan,0.0235931,0.00786438,0.0235931,0.00786438,0.0235931,0.00786438,0.0235931,0.00786438
125,19307.4,1.71487,0.93919,0.97335,1.47552,0.72921,0.91707,2.20912,0.669585,0.612599,0.63172,0.381073,nan,nan,nan,nan,nan,nan,nan,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
126,19460.7,1.71405,0.94021,0.97423,1.46869,0.72465,0.91481,2.19191,0.671189,0.612027,0.631727,0.381666,nan,nan,nan,nan,nan,nan,nan,0.0234002,0.00780007,0.0234002,0.00780007,0.0234002,0.00780007,0.0234002,0.00780007
127,19615,1.71314,0.94287,0.97356,1.47379,0.72933,0.91801,2.14433,0.673609,0.612114,0.632312,0.381706,nan,nan,nan,nan,nan,nan,nan,0.023303,0.00776766,0.023303,0.00776766,0.023303,0.00776766,0.023303,0.00776766
128,19766.8,1.71376,0.93887,0.97418,1.46747,0.72345,0.91484,2.21485,0.678858,0.611715,0.632877,0.382939,nan,nan,nan,nan,nan,nan,nan,0.0232053,0.00773509,0.0232053,0.00773509,0.0232053,0.00773509,0.0232053,0.00773509
129,19920,1.72201,0.94405,0.97379,1.47199,0.72588,0.91367,2.19876,0.6826,0.610477,0.63324,0.383268,nan,nan,nan,nan,nan,nan,nan,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
130,20071.9,1.71311,0.93937,0.97454,1.46258,0.72061,0.91419,2.24254,0.683568,0.611393,0.633987,0.384054,nan,nan,nan,nan,nan,nan,nan,0.0230083,0.00766944,0.0230083,0.00766944,0.0230083,0.00766944,0.0230083,0.00766944
131,20225.5,1.70426,0.93675,0.967,1.46159,0.72311,0.91093,2.15444,0.684759,0.612394,0.635529,0.384261,nan,nan,nan,nan,nan,nan,nan,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637
132,20378.5,1.69822,0.92611,0.96998,1.45739,0.7206,0.91313,2.12887,0.686466,0.613198,0.636191,0.384734,nan,nan,nan,nan,nan,nan,nan,0.0228094,0.00760314,0.0228094,0.00760314,0.0228094,0.00760314,0.0228094,0.00760314
133,20532.7,1.70152,0.92977,0.96653,1.45223,0.7148,0.91041,2.21584,0.68398,0.613829,0.63681,0.385343,nan,nan,nan,nan,nan,nan,nan,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
134,20685,1.69702,0.92889,0.96658,1.46128,0.72081,0.91347,2.18817,0.685764,0.614626,0.63767,0.38558,nan,nan,nan,nan,nan,nan,nan,0.0226086,0.00753621,0.0226086,0.00753621,0.0226086,0.00753621,0.0226086,0.00753621
135,20837.8,1.68596,0.91912,0.96327,1.45509,0.71484,0.91097,2.20204,0.68385,0.616469,0.638304,0.386522,nan,nan,nan,nan,nan,nan,nan,0.0225076,0.00750252,0.0225076,0.00750252,0.0225076,0.00750252,0.0225076,0.00750252
136,20989.4,1.67821,0.91329,0.96263,1.45711,0.71626,0.90975,2.10321,0.685385,0.617696,0.639188,0.386923,nan,nan,nan,nan,nan,nan,nan,0.022406,0.00746868,0.022406,0.00746868,0.022406,0.00746868,0.022406,0.00746868
137,21139.3,1.68691,0.92008,0.96416,1.45039,0.71487,0.91221,2.14646,0.686884,0.618195,0.6399,0.387523,nan,nan,nan,nan,nan,nan,nan,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
138,21291.4,1.68554,0.91719,0.96468,1.44764,0.71324,0.90929,2.13187,0.686692,0.619419,0.640454,0.388038,nan,nan,nan,nan,nan,nan,nan,0.0222016,0.00740054,0.0222016,0.00740054,0.0222016,0.00740054,0.0222016,0.00740054
139,21443.9,1.67774,0.91026,0.96123,1.45051,0.7135,0.91066,2.11098,0.68844,0.619201,0.640624,0.388953,nan,nan,nan,nan,nan,nan,nan,0.0220988,0.00736625,0.0220988,0.00736625,0.0220988,0.00736625,0.0220988,0.00736625
140,21595.9,1.67801,0.90929,0.95922,1.44612,0.7067,0.90704,2.12964,0.685911,0.621594,0.641235,0.390144,nan,nan,nan,nan,nan,nan,nan,0.0219955,0.00733182,0.0219955,0.00733182,0.0219955,0.00733182,0.0219955,0.00733182
141,21748.8,1.66888,0.90371,0.95849,1.43875,0.70731,0.90762,2.05698,0.688258,0.621444,0.641937,0.390699,nan,nan,nan,nan,nan,nan,nan,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
142,21901.3,1.67446,0.90729,0.95989,1.43158,0.7036,0.90526,2.06332,0.689782,0.621337,0.642348,0.391199,nan,nan,nan,nan,nan,nan,nan,0.0217876,0.00726254,0.0217876,0.00726254,0.0217876,0.00726254,0.0217876,0.00726254
143,22053.9,1.66976,0.90725,0.96386,1.44111,0.71155,0.91034,2.14837,0.687299,0.623319,0.643387,0.392249,nan,nan,nan,nan,nan,nan,nan,0.0216831,0.0072277,0.0216831,0.0072277,0.0216831,0.0072277,0.0216831,0.0072277
144,22204.9,1.66451,0.89768,0.96036,1.43398,0.70466,0.90926,2.09609,0.687576,0.624093,0.643988,0.393382,nan,nan,nan,nan,nan,nan,nan,0.0215782,0.00719272,0.0215782,0.00719272,0.0215782,0.00719272,0.0215782,0.00719272
145,22357.5,1.65952,0.90074,0.96074,1.42923,0.70188,0.9077,2.1595,0.688855,0.624219,0.644332,0.393898,nan,nan,nan,nan,nan,nan,nan,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
146,22518.3,1.6561,0.89558,0.95813,1.43428,0.7008,0.90652,2.06998,0.689344,0.625312,0.645546,0.394798,nan,nan,nan,nan,nan,nan,nan,0.0213671,0.00712237,0.0213671,0.00712237,0.0213671,0.00712237,0.0213671,0.00712237
147,22672.3,1.66003,0.90021,0.95645,1.43352,0.69992,0.90505,2.11182,0.691546,0.624267,0.64593,0.39557,nan,nan,nan,nan,nan,nan,nan,0.021261,0.007087,0.021261,0.007087,0.021261,0.007087,0.021261,0.007087
148,22825.3,1.65346,0.89068,0.95602,1.4306,0.70183,0.90613,2.07856,0.692754,0.625563,0.647006,0.39603,nan,nan,nan,nan,nan,nan,nan,0.0211545,0.0070515,0.0211545,0.0070515,0.0211545,0.0070515,0.0211545,0.0070515
149,22977.9,1.64417,0.88387,0.95038,1.42556,0.69275,0.90379,2.04654,0.693264,0.625255,0.647249,0.396648,nan,nan,nan,nan,nan,nan,nan,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
