line,phase,run_name,rows,best_ap,best_epoch,last_ap,extra_active,max_t_sep_loss,max_s_sep_loss,max_r_aux_loss,max_u_aux_loss,max_mask_reg_loss,max_recon_task_loss,max_rs_comp_loss,max_r_obb_loss,max_s_repel_loss,max_path_b_loss,max_r_sar_loss,max_dkd_loss,max_proto_cls_loss,results_path
a2_damage,a1,a1,10,0.62878,1,0.62878,t_sep;u_aux,0.00121,0.0,0.0,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/a2_damage_20260612/runs/s_a2_detonly/a1/results.csv
a2_damage,b1,b1,1,0.62422,1,0.62422,s_sep;r_aux,0.0,0.0047,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/a2_damage_20260612/runs/m_a2_detonly/b1/results.csv
a2_damage,a1,a1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/a2_damage_20260612/runs/m_a2_detonly/a1/results.csv
mosaic100,a1,ladd_hbb_ogsod11n_ladd800r2_legacy_s42_a1_e10_b64_s42_gpu5,10,0.54091,1,0.54091,t_sep;u_aux,0.00406,0.0,0.0,0.00809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_legacy_s42_a1_e10_b64_s42_gpu5/results.csv
mosaic100,a2,ladd_hbb_ogsod11n_ladd800r2_cap2_s123_a2_e50_b64_s123_gpu5,50,0.42489,1,0.40238,t_sep;u_aux,0.00046,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s123_a2_e50_b64_s123_gpu5/results.csv
mosaic100,a2,ladd_hbb_ogsod11n_ladd800r2_cap2_s42_a2_e50_b64_s42_gpu3,50,0.40313,50,0.40313,t_sep;u_aux,0.00045,0.0,0.0,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s42_a2_e50_b64_s42_gpu3/results.csv
mosaic100,a1,ladd_hbb_ogsod11n_ladd800r2_cap2_s123_a1_e10_b64_s123_gpu5,10,0.54091,1,0.54091,t_sep;u_aux,0.00361,0.0,0.0,0.00793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s123_a1_e10_b64_s123_gpu5/results.csv
mosaic100,b,ladd_hbb_ogsod11n_ladd800r2_legacy_s42_b_e800_b64_s42_gpu5,800,0.56688,763,0.5592,s_sep;r_aux,0.0,0.0044,0.00123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_legacy_s42_b_e800_b64_s42_gpu5/results.csv
mosaic100,b,ladd_hbb_ogsod11n_ladd800r2_legacy_s0_b_e800_b64_s0_gpu2,755,0.56678,746,0.56638,s_sep;r_aux,0.0,0.00446,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_legacy_s0_b_e800_b64_s0_gpu2/results.csv
mosaic100,b,ladd_hbb_ogsod11n_ladd800r2_cap2_s0_b_e800_b64_s0_gpu4,800,0.56841,798,0.56792,s_sep;r_aux,0.0,0.00451,0.00271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s0_b_e800_b64_s0_gpu4/results.csv
mosaic100,b,ladd_hbb_ogsod11n_ladd800r2_legacy_s123_b_e800_b64_s123_gpu3,800,0.56526,770,0.5622,s_sep;r_aux,0.0,0.00446,0.00277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_legacy_s123_b_e800_b64_s123_gpu3/results.csv
mosaic100,b,ladd_hbb_ogsod11n_ladd800r2_cap2_s123_b_e800_b64_s123_gpu5,800,0.56163,800,0.56163,s_sep;r_aux,0.0,0.00446,0.00284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s123_b_e800_b64_s123_gpu5/results.csv
mosaic100,a2,ladd_hbb_ogsod11n_ladd800r2_legacy_s0_a2_e50_b64_s0_gpu2,50,0.42413,1,0.4022,t_sep;u_aux,0.0018,0.0,0.0,0.00233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_legacy_s0_a2_e50_b64_s0_gpu2/results.csv
mosaic100,a2,ladd_hbb_ogsod11n_ladd800r2_cap2_s0_a2_e50_b64_s0_gpu4,50,0.42623,1,0.40143,t_sep;u_aux,0.00059,0.0,0.0,0.00264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s0_a2_e50_b64_s0_gpu4/results.csv
mosaic100,a1,ladd_hbb_ogsod11n_ladd800r2_legacy_s0_a1_e10_b64_s0_gpu2,10,0.54091,1,0.54091,t_sep;u_aux,0.00414,0.0,0.0,0.00852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_legacy_s0_a1_e10_b64_s0_gpu2/results.csv
mosaic100,a2,ladd_hbb_ogsod11n_ladd800r2_legacy_s42_a2_e50_b64_s42_gpu5,50,0.40232,50,0.40232,t_sep;u_aux,0.00144,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_legacy_s42_a2_e50_b64_s42_gpu5/results.csv
mosaic100,a1,ladd_hbb_ogsod11n_ladd800r2_cap2_s0_a1_e10_b64_s0_gpu4,10,0.54091,1,0.54091,t_sep;u_aux,0.00327,0.0,0.0,0.00739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s0_a1_e10_b64_s0_gpu4/results.csv
mosaic100,a1,ladd_hbb_ogsod11n_ladd800r2_legacy_s123_a1_e10_b64_s123_gpu3,10,0.54091,1,0.54091,t_sep;u_aux,0.00454,0.0,0.0,0.00884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_legacy_s123_a1_e10_b64_s123_gpu3/results.csv
mosaic100,b,ladd_hbb_ogsod11n_ladd800r2_cap2_s42_b_e800_b64_s42_gpu3,800,0.56799,750,0.56044,s_sep;r_aux,0.0,0.00492,0.00114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s42_b_e800_b64_s42_gpu3/results.csv
mosaic100,a2,ladd_hbb_ogsod11n_ladd800r2_legacy_s123_a2_e50_b64_s123_gpu3,50,0.42186,1,0.39727,t_sep;u_aux,0.00146,0.0,0.0,0.00142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_legacy_s123_a2_e50_b64_s123_gpu3/results.csv
mosaic100,a1,ladd_hbb_ogsod11n_ladd800r2_cap2_s42_a1_e10_b64_s42_gpu3,10,0.54091,1,0.54091,t_sep;u_aux,0.00343,0.0,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s42_a1_e10_b64_s42_gpu3/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_original_s0_a2mu1e3_b_e800_b64_s0_gpu4,800,0.57821,730,0.57517,s_sep;r_aux,0.0,0.01075,0.00298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_original/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_original_s0_a2mu1e3_b_e800_b64_s0_gpu4/results.csv
converged_mainline,a2,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_original_s0_a2mu1e3_a2_e50_b64_s0_gpu4,50,0.56291,49,0.56217,t_sep;u_aux,0.0023,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_original/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_original_s0_a2mu1e3_a2_e50_b64_s0_gpu4/results.csv
converged_mainline,a1,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_original_s0_a2mu1e3_a1_e10_b64_s0_gpu4,10,0.55654,1,0.55654,t_sep;u_aux,0.00462,0.0,0.0,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_original/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_original_s0_a2mu1e3_a1_e10_b64_s0_gpu4/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11m_cap2_s0_a2mu1e3_b_e800_b32_s0_gpu4,121,0.59796,1,0.52361,s_sep;r_aux,0.0,0.0033,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/m_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11m_cap2_s0_a2mu1e3_b_e800_b32_s0_gpu4/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11s_cap2_s0_a2mu1e3_b_e800_b64_s0_gpu5,608,0.63551,605,0.63527,s_sep;r_aux,0.0,0.00265,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/s_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11s_cap2_s0_a2mu1e3_b_e800_b64_s0_gpu5/results.csv
converged_mainline,a1,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_a2mu1e3_a1_e10_b64_s42_gpu4,10,0.55794,1,0.55794,t_sep;u_aux,0.00321,0.0,0.0,0.00309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_a2mu1e3_a1_e10_b64_s42_gpu4/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_bnfreeze1e3_90_gpu7_b_e800_b64_s0_gpu7,800,0.57276,793,0.57254,s_sep;r_aux,0.0,0.00968,0.00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_bnfreeze1e3_90_gpu7_b_e800_b64_s0_gpu7/results.csv
converged_mainline,a1,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_a1_e10_b64_s123_gpu5,10,0.56128,1,0.56128,t_sep;u_aux,0.00321,0.0,0.0,0.00155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_a1_e10_b64_s123_gpu5/results.csv
converged_mainline,a2,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_a2_e50_b64_s123_gpu5,50,0.56574,50,0.56574,t_sep;u_aux,0.00102,0.0,0.0,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_a2_e50_b64_s123_gpu5/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_a2mu1e3_b_e800_b64_s42_gpu4,800,0.5742,735,0.57293,s_sep;r_aux,0.0,0.00415,0.00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_a2mu1e3_b_e800_b64_s42_gpu4/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_bnfreeze1e3_90_gpu7_b_e800_b64_s123_gpu7,800,0.57269,779,0.57219,s_sep;r_aux,0.0,0.00686,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_bnfreeze1e3_90_gpu7_b_e800_b64_s123_gpu7/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_a2mu1e3_b_e800_b64_s0_gpu6,800,0.57662,725,0.57504,s_sep;r_aux,0.0,0.01152,0.00226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_a2mu1e3_b_e800_b64_s0_gpu6/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_b_e800_b64_s123_gpu5,483,0.52182,1,0.0,s_sep;r_aux,0.0,0.01919,0.04924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_b_e800_b64_s123_gpu5/results.csv
converged_mainline,a2,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_a2mu1e3_a2_e50_b64_s0_gpu6,50,0.56273,49,0.562,t_sep;u_aux,0.00114,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_a2mu1e3_a2_e50_b64_s0_gpu6/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_bstable1e3_b_e800_b64_s123_gpu2,800,0.56161,165,0.52875,s_sep;r_aux,0.0,0.00721,0.00129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_bstable1e3_b_e800_b64_s123_gpu2/results.csv
converged_mainline,a2,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_a2mu1e3_a2_e50_b64_s42_gpu4,50,0.56198,44,0.56141,t_sep;u_aux,0.00054,0.0,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_a2mu1e3_a2_e50_b64_s42_gpu4/results.csv
converged_mainline,a1,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_a2mu1e3_a1_e10_b64_s0_gpu6,10,0.55654,1,0.55654,t_sep;u_aux,0.00348,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_a2mu1e3_a1_e10_b64_s0_gpu6/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11s_cap2_s0_bnfreeze1e3_public4090dual_final_v2_b_e800_b64_s0_gpu1,800,0.63388,263,0.61759,s_sep;r_aux,0.0,0.0032,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_4090dual/s_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11s_cap2_s0_bnfreeze1e3_public4090dual_final_v2_b_e800_b64_s0_gpu1/results.csv
converged_mainline,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_b_e800_b64_s42_gpu0,800,0.57615,400,0.57295,s_sep;r_aux,0.0,0.00575,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_4090dual/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_b_e800_b64_s42_gpu0/results.csv
converged_mainline,a1,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a1_e10_b64_s42_gpu0,10,0.55795,1,0.55795,t_sep;u_aux,0.00324,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_4090dual/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a1_e10_b64_s42_gpu0/results.csv
converged_mainline,a2,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a2_e50_b64_s42_gpu0,50,0.56401,42,0.56127,t_sep;u_aux,0.00045,0.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_4090dual/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a2_e50_b64_s42_gpu0/results.csv
b800_restart,,run_files,229,0.55681,214,0.54271,s_sep;r_aux,0.0,0.00895,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/b800_restart_20260614/evidence/ladd4090/N2_a2best_continue_B800sched/run_files/results.csv
b800_restart,,run_files,319,0.56073,271,0.4629,s_sep;r_aux,0.0,0.01356,0.00453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/b800_restart_20260614/evidence/ladd4090/N2_a2last_continue_B800sched/run_files/results.csv
b800_restart,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2last_continue_20260614_cfgfix_b_e800_b64_s0_gpu1,319,0.56073,271,0.4629,s_sep;r_aux,0.0,0.01356,0.00453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/b800_restart_20260614/evidence_raw/ladd4090/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2last_continue_20260614_cfgfix_b_e800_b64_s0_gpu1/results.csv
b800_restart,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2best_continue_20260614_cfgfix_b_e800_b64_s0_gpu1,229,0.55681,214,0.54271,s_sep;r_aux,0.0,0.00895,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/b800_restart_20260614/evidence_raw/ladd4090/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2best_continue_20260614_cfgfix_b_e800_b64_s0_gpu1/results.csv
b800_restart,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N4_yoloinit_a2last_decomp_kdwarmup_20260614_cfgfix_b_e800_b64_s0_gpu1,512,0.4618,512,0.4618,s_sep;r_aux,0.0,0.00571,0.01221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/b800_restart_20260614/evidence_raw/ladd4090/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N4_yoloinit_a2last_decomp_kdwarmup_20260614_cfgfix_b_e800_b64_s0_gpu1/results.csv
b800_restart,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N3_yoloinit_a2last_decomp_20260614_cfgfix_retry2_b_e800_b64_s0_gpu1,525,0.48742,525,0.48742,s_sep;r_aux,0.0,0.01367,0.01755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/b800_restart_20260614/evidence_raw/ladd4090/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N3_yoloinit_a2last_decomp_20260614_cfgfix_retry2_b_e800_b64_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_a1_e10_b32_s0_gpu0,10,0.62859,1,0.62859,t_sep;u_aux,0.0011,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_weakkd0p1_b120_b32retry2/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_a1_e10_b32_s0_gpu0/results.csv
other,a2,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_a2_e13_b32_s0_gpu0,13,0.63331,4,0.62608,t_sep,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_weakkd0p1_b120_b32retry2/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_a2_e13_b32_s0_gpu0/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a2_e4_b32_s0_gpu1,4,0.64325,4,0.64325,t_sep,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr3e4_short4_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a2_e4_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a1_e10_b32_s0_gpu1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr3e4_short4_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a1_e10_b32_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_b_e1_b32_s0_gpu1,1,0.62839,1,0.62839,s_sep;r_aux,0.0,0.00472,0.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr3e4_short4_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_b_e1_b32_s0_gpu1/results.csv
other,a2,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_a2_e13_b64_s0_gpu1,13,0.63057,13,0.63057,t_sep,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_detonly_lr1e4_b120/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_a2_e13_b64_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_a1_e10_b64_s0_gpu1,10,0.62878,1,0.62878,t_sep;u_aux,0.00121,0.0,0.0,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_detonly_lr1e4_b120/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_a1_e10_b64_s0_gpu1/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a2_e5_b32_s0_gpu1,5,0.64735,2,0.64416,t_sep,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr1e4_short5_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a2_e5_b32_s0_gpu1/results.csv
