line,phase,run_name,rows,best_ap,best_epoch,last_ap,extra_active,max_t_sep_loss,max_s_sep_loss,max_r_aux_loss,max_u_aux_loss,max_mask_reg_loss,max_recon_task_loss,max_rs_comp_loss,max_r_obb_loss,max_s_repel_loss,max_path_b_loss,max_r_sar_loss,max_dkd_loss,max_proto_cls_loss,results_path
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_b_e1_b32_s0_gpu1,1,0.6283,1,0.6283,s_sep;r_aux,0.0,0.00475,0.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr1e4_short5_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_b_e1_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a1_e10_b32_s0_gpu1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr1e4_short5_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a1_e10_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a1_e10_b64_s0_gpu1,10,0.55593,1,0.55593,t_sep;u_aux,0.00375,0.0,0.0,0.00088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/n_weakkd0p25_b200/unknown/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a1_e10_b64_s0_gpu1/results.csv
other,a2,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a2_e13_b64_s0_gpu1,13,0.56217,13,0.56217,t_sep;u_aux,0.00126,0.0,0.0,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/main_4090/runs/n_weakkd0p25_b200/unknown/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a2_e13_b64_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_b_e1_b32_s0_gpu0,1,0.62713,1,0.62713,s_sep;r_aux,0.0,0.0047,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_freezebn/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_b_e1_b32_s0_gpu0/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a1_e10_b32_s0_gpu0,10,0.65533,1,0.65533,t_sep;u_aux,0.00095,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_freezebn/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a1_e10_b32_s0_gpu0/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a2_e4_b32_s0_gpu0,4,0.64189,4,0.64189,t_sep,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_freezebn/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a2_e4_b32_s0_gpu0/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_b_e1_b32_s0_gpu0,1,0.62713,1,0.62713,s_sep;r_aux,0.0,0.0047,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_duplicate/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_b_e1_b32_s0_gpu0/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a2_e4_b32_s0_gpu0,4,0.64189,4,0.64189,t_sep,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_duplicate/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a2_e4_b32_s0_gpu0/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a1_e10_b32_s0_gpu0,10,0.65533,1,0.65533,t_sep;u_aux,0.00095,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_duplicate/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a1_e10_b32_s0_gpu0/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_a2_e10_b32_s0_gpu1,10,0.64929,4,0.6399,t_sep,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_a2_e10_b32_s0_gpu1/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a2_e5_b32_s0_gpu1,5,0.64735,2,0.64416,t_sep,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a2_e5_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_a1_e10_b32_s0_gpu1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_a1_e10_b32_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_b_e1_b32_s0_gpu1,1,0.6283,1,0.6283,s_sep;r_aux,0.0,0.00475,0.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_b_e1_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_a1_e10_b32_s0_gpu1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_a1_e10_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_a1_e10_b32_s0_gpu0,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_a1_e10_b32_s0_gpu0/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a2_e4_b32_s0_gpu1,4,0.64325,4,0.64325,t_sep,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a2_e4_b32_s0_gpu1/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_a2_e50_b32_s0_gpu1,50,0.64611,8,0.63911,t_sep;u_aux,0.00035,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_a2_e50_b32_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_b_e1_b32_s0_gpu0,1,0.62642,1,0.62642,s_sep;r_aux,0.0,0.0047,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_b_e1_b32_s0_gpu0/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_a2_e50_b32_s0_gpu1,50,0.65026,10,0.63725,t_sep;u_aux,0.00014,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_a2_e50_b32_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_b_e1_b32_s0_gpu1,1,0.62898,1,0.62898,s_sep;r_aux,0.0,0.00474,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_b_e1_b32_s0_gpu1/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_a2_e10_b32_s0_gpu0,10,0.64411,4,0.64276,t_sep,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_a2_e10_b32_s0_gpu0/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2detonly_b1_retry1_b_e1_b32_s0_gpu1,1,0.62422,1,0.62422,s_sep;r_aux,0.0,0.0047,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2detonly_b1_retry1_b_e1_b32_s0_gpu1/results.csv
other,a2,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry2_a2_e50_b32_s0_gpu1,40,0.64707,4,0.64123,t_sep,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry2_a2_e50_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_a1_e10_b32_s0_gpu1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_a1_e10_b32_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_b_e1_b32_s0_gpu1,1,0.62528,1,0.62528,s_sep;r_aux,0.0,0.00467,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_b_e1_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2detonly_b1_retry1_a1_e10_b32_s0_gpu1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2detonly_b1_retry1_a1_e10_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a1_e10_b32_s0_gpu1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a1_e10_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a1_e10_b32_s0_gpu1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a1_e10_b32_s0_gpu1/results.csv
other,a1,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry2_a1_e10_b32_s0_gpu1,10,0.65533,1,0.65533,t_sep;u_aux,0.00097,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry2_a1_e10_b32_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_b_e1_b32_s0_gpu1,1,0.62682,1,0.62682,s_sep;r_aux,0.0,0.00477,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_b_e1_b32_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_b_e1_b32_s0_gpu1,1,0.62839,1,0.62839,s_sep;r_aux,0.0,0.00472,0.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_b_e1_b32_s0_gpu1/results.csv
other,a2,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_diag_h1_n_s0_b100_smoke_a2_e50_b64_s0_gpu0,50,0.56136,49,0.56098,t_sep;u_aux,0.00104,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_diag_h1_n_s0_b100_smoke_a2_e50_b64_s0_gpu0/results.csv
other,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2last_continue_20260614_cfgfix_b_e800_b64_s0_gpu1,319,0.56073,271,0.4629,s_sep;r_aux,0.0,0.01356,0.00453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2last_continue_20260614_cfgfix_b_e800_b64_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2best_continue_20260614_cfgfix_b_e800_b64_s0_gpu1,229,0.55681,214,0.54271,s_sep;r_aux,0.0,0.00895,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2best_continue_20260614_cfgfix_b_e800_b64_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_b_e800_b64_s42_gpu0,800,0.57615,400,0.57295,s_sep;r_aux,0.0,0.00575,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_b_e800_b64_s42_gpu0/results.csv
other,a1,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a1_e10_b64_s0_gpu1,10,0.55593,1,0.55593,t_sep;u_aux,0.00375,0.0,0.0,0.00088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a1_e10_b64_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_bentrance_N0_splitload_clean_smoke_b5_after62c2fda_b_e5_b16_s0_gpu0,5,0.549,5,0.549,s_sep;r_aux,0.0,0.00667,0.00157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_bentrance_N0_splitload_clean_smoke_b5_after62c2fda_b_e5_b16_s0_gpu0/results.csv
other,a1,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a1_e10_b64_s42_gpu0,10,0.55795,1,0.55795,t_sep;u_aux,0.00324,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a1_e10_b64_s42_gpu0/results.csv
other,a1,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a1_e10_b64_s42_gpu02,10,0.55795,1,0.55795,t_sep;u_aux,0.00066,0.0,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a1_e10_b64_s42_gpu02/results.csv
other,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N4_yoloinit_a2last_decomp_kdwarmup_20260614_cfgfix_b_e800_b64_s0_gpu1,637,0.47584,637,0.47584,s_sep;r_aux,0.0,0.00571,0.01221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N4_yoloinit_a2last_decomp_kdwarmup_20260614_cfgfix_b_e800_b64_s0_gpu1/results.csv
other,b,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N3_yoloinit_a2last_decomp_20260614_cfgfix_retry2_b_e800_b64_s0_gpu1,655,0.49415,617,0.49375,s_sep;r_aux,0.0,0.01367,0.01755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N3_yoloinit_a2last_decomp_20260614_cfgfix_retry2_b_e800_b64_s0_gpu1/results.csv
