epoch,mode,student_box_loss,student_obj_loss,student_cls_loss,teacher_box_loss,teacher_obj_loss,teacher_cls_loss,kd_total_loss,lld_loss,fld_loss,rld_loss,ccl_loss,kd_to_student_det_ratio,atkd_weight,ccl_weight,atkd_loss,weighted_atkd_loss,weighted_ccl_loss,kd_scale,weighted_kd_to_student_det_ratio,cop_valid_candidates,cop_positive_candidates,cop_positive_ratio,cop_class0_count,cop_class1_count,cop_class2_count,neg_candidates_mean,temperature_mean,temperature_min,temperature_max,feature_capture_ok,student_feature_levels,teacher_feature_levels,nan_or_inf_detected
0,paper_ccl_only,0.09916993230581284,0.007402564864605665,0.014209035784006119,0.09381616115570068,0.007672755513340235,0.01189703494310379,0.6929425597190857,0.0,0.0,0.0,0.6929425597190857,0.18403166964293047,0.0,1.0,0.0,0.0,0.6929420944392551,0.0,0.0,799.8257080610022,610.2549019607843,0.7686542709702866,467.86056644880176,115.14814814814815,27.246187363834423,564.9321110877077,3.981267161358935,3.8359868152468812,4.155555914170342,1.0,3.0,3.0,0.0
1,paper_ccl_only,0.07754632085561752,0.007280534133315086,0.00605267658829689,0.06504479050636292,0.007125703152269125,0.0041446685791015625,0.6936584115028381,0.0,0.0,0.0,0.6936584115028381,0.2416911739084975,0.0,1.0,0.0,0.0,0.6936581437364383,0.33333333333333326,0.08056372656509247,792.8082788671024,756.0479302832244,0.9547611400921152,509.5882352941176,174.479302832244,71.98039215686275,524.3122865099273,3.27862034591974,3.1021103884919277,3.47733138589298,1.0,3.0,3.0,0.0
2,paper_ccl_only,0.07684234529733658,0.0071134185418486595,0.005604682955890894,0.06427495926618576,0.006826885510236025,0.0038051465526223183,0.6936704516410828,0.0,0.0,0.0,0.6936704516410828,0.2447813248387609,0.0,1.0,0.0,0.0,0.6936693817442019,0.6666666666666665,0.16318755322551934,800.3246187363834,763.4640522875817,0.9541876414351788,508.48148148148147,175.69716775599127,79.28540305010893,528.6822943926377,3.1736095346396787,3.026322357015672,3.350550603243261,1.0,3.0,3.0,0.0
3,paper_ccl_only,0.07746291160583496,0.007219935767352581,0.005958631169050932,0.06710506230592728,0.007103182375431061,0.004341714084148407,0.6934274435043335,0.0,0.0,0.0,0.6934274435043335,0.2423270683013276,0.0,1.0,0.0,0.0,0.693427214305645,1.0,0.2423270683013276,799.4814814814815,751.4553376906318,0.9411654624635698,499.8888888888889,176.20915032679738,75.35729847494554,534.1350903479881,3.166412520252801,3.0077414387970967,3.354404215199755,1.0,3.0,3.0,0.0
4,paper_ccl_only,0.07572534680366516,0.007137325592339039,0.005485926289111376,0.06387890875339508,0.0068938168697059155,0.0037965946830809116,0.6933363080024719,0.0,0.0,0.0,0.6933363080024719,0.24866131512947331,0.0,1.0,0.0,0.0,0.6933355147023087,1.0,0.24866131512947331,804.4270152505446,763.0675381263617,0.9486155214545868,501.3355119825708,180.06971677559912,81.66230936819171,532.6085848008365,3.103888759426042,2.957937765225346,3.2845001324589216,1.0,3.0,3.0,0.0
5,paper_ccl_only,0.07338743656873703,0.0070433542132377625,0.004847466479986906,0.06072954088449478,0.006713665556162596,0.0032058358192443848,0.6935132145881653,0.0,0.0,0.0,0.6935132145881653,0.25745628170328205,0.0,1.0,0.0,0.0,0.6935129138379316,1.0,0.25745628170328205,801.1546840958606,765.5991285403051,0.9563668571199236,500.93464052287584,178.4400871459695,86.2244008714597,532.8936236346209,3.0589387048043974,2.9287791008003916,3.217890781514785,1.0,3.0,3.0,0.0
6,paper_ccl_only,0.07244627177715302,0.007063600234687328,0.004438869655132294,0.05989651754498482,0.006673162803053856,0.003128497628495097,0.6936289072036743,0.0,0.0,0.0,0.6936289072036743,0.2615695233438529,0.0,1.0,0.0,0.0,0.69362879968157,1.0,0.2615695233438529,806.718954248366,772.3355119825708,0.9576114253202503,506.70152505446623,181.9346405228758,83.69934640522875,531.7988525590087,3.0427119238444145,2.918474266471946,3.2046646256332565,1.0,3.0,3.0,0.0
7,paper_ccl_only,0.0714196264743805,0.006937445141375065,0.004198117181658745,0.05868508294224739,0.00658460846170783,0.002899965038523078,0.6935780048370361,0.0,0.0,0.0,0.6935780048370361,0.2667548515568112,0.0,1.0,0.0,0.0,0.6935774986520572,1.0,0.2667548515568112,803.5228758169935,772.0544662309368,0.9613189935676391,514.9629629629629,177.39651416122004,79.69498910675381,527.3224538499753,3.011242507070238,2.8912467213757416,3.1679336972745675,1.0,3.0,3.0,0.0
8,paper_ccl_only,0.07074704021215439,0.00689848605543375,0.004112766124308109,0.05715136229991913,0.0064394003711640835,0.0024927572812885046,0.6935960054397583,0.0,0.0,0.0,0.6935960054397583,0.268726775881252,0.0,1.0,0.0,0.0,0.6935952335661013,1.0,0.268726775881252,801.6514161220043,773.5490196078431,0.9654457837646216,511.62091503267976,175.66013071895424,86.26797385620915,527.8133759010332,2.9875895680944904,2.8777319013682847,3.130547720882108,1.0,3.0,3.0,0.0
9,paper_ccl_only,0.0694279670715332,0.0069188317283988,0.004011313896626234,0.05630234256386757,0.006463232450187206,0.0025896448642015457,0.6938251852989197,0.0,0.0,0.0,0.6938251852989197,0.2743270110525597,0.0,1.0,0.0,0.0,0.6938244693938943,1.0,0.2743270110525597,801.6732026143791,773.082788671024,0.9645785883967569,510.1285403050109,178.04575163398692,84.90849673202614,528.0929693084917,2.9978135395673364,2.878791302117907,3.1502938234208715,1.0,3.0,3.0,0.0
