epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_frozen_reach_probe,ladd_b_detach_reach_probe,ladd_b_keep_reach_probe_grad,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,b,0.009956521739130433,0.0033188405797101453,0.009956521739130433,2.83514,3.45164,1.59189,0.47933,0.00938,0.15433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.793190956115723,0.07604478299617767,0.1695675104856491,7.083908557891846,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.03333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.03333333333333333,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
2,b,0.01995644556995291,0.006652148523317638,0.01995644556995291,2.77694,2.39812,1.40264,0.60575,0.00519,0.15372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.227007865905762,0.10076294094324112,0.24420562386512756,7.122988224029541,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.06666666666666667,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.06666666666666667,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
3,b,0.029956064393936686,0.009985354797978897,0.029956064393936686,2.92315,2.38682,1.49707,0.28533,0.00655,0.15392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.309492111206055,0.210672065615654,0.5737022161483765,7.6723527908325195,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.1,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.1,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
4,b,0.029998969486428155,0.009999656495476053,0.029998969486428155,2.93521,2.37006,1.56228,0.09977,0.00856,0.15421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.607942581176758,0.5229369401931763,1.7295438051223755,11.824183464050293,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.13333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.13333333333333333,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
5,b,0.029998167992352658,0.00999938933078422,0.029998167992352658,2.80742,2.2045,1.48421,0.10025,0.00613,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.306617736816406,0.8390958309173584,2.977623701095581,16.519834518432617,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.16666666666666666,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.16666666666666666,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
6,b,0.02999713752115866,0.00999904584038622,0.02999713752115866,2.72494,2.10512,1.4438,0.12956,0.00562,0.15378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.524192810058594,1.1767547130584717,4.289026737213135,16.10343360900879,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.2,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.2,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
7,b,0.02999587808873731,0.009998626029579103,0.02999587808873731,2.69237,2.02411,1.41683,0.15689,0.00507,0.1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14869689941406,1.4962831735610962,5.471671104431152,17.64472007751465,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.23333333333333334,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.23333333333333334,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
8,b,0.0299943897145106,0.009998129904836867,0.0299943897145106,2.62463,1.95854,1.39315,0.18238,0.00496,0.15369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7895736694336,1.8203341960906982,6.70813512802124,24.78777503967285,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.26666666666666666,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.26666666666666666,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
9,b,0.029992672421431114,0.009997557473810372,0.029992672421431114,2.60485,1.93567,1.37913,0.19258,0.00436,0.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.62612915039062,2.1054937839508057,7.580621242523193,21.42921257019043,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.3,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.3,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
10,b,0.02999072623598163,0.00999690874532721,0.02999072623598163,2.57106,1.88311,1.36164,0.21575,0.00393,0.15354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.80694580078125,2.3907201290130615,8.16817855834961,22.039304733276367,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.3333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.3333333333333333,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
11,b,0.02998855118817473,0.009996183729391579,0.02998855118817473,2.54446,1.84739,1.33398,0.25114,0.00384,0.15353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.53848266601562,2.66591477394104,9.203338623046875,21.47980308532715,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.36666666666666664,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.36666666666666664,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
12,b,0.02998614731155236,0.009995382437184121,0.02998614731155236,2.51869,1.82851,1.32941,0.28575,0.00371,0.15351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.27627563476562,2.9019992351531982,9.682450294494629,25.669246673583984,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.4,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.4,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
13,b,0.029983514643185254,0.009994504881061753,0.029983514643185254,2.49743,1.78639,1.31671,0.33159,0.00333,0.15345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.7822723388672,3.215381145477295,10.049333572387695,22.258834838867188,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.43333333333333335,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.43333333333333335,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
14,b,0.029980653223672417,0.009993551074557473,0.029980653223672417,2.47925,1.75784,1.2972,0.35685,0.00348,0.15347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.8374481201172,3.40342116355896,10.944380760192871,25.643890380859375,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.4666666666666667,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.4666666666666667,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
15,b,0.02997756309714049,0.009992521032380164,0.02997756309714049,2.45922,1.74329,1.29263,0.37455,0.00329,0.15345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.5940704345703,3.648202896118164,10.713109016418457,25.098308563232422,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.5,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.5,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
16,b,0.029974244311243032,0.009991414770414344,0.029974244311243032,2.44244,1.70511,1.28596,0.42173,0.0033,0.15345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0469970703125,3.860999584197998,11.285025596618652,25.32834815979004,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.5333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.5333333333333333,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
17,b,0.02997069691715983,0.009990232305719944,0.02997069691715983,2.4175,1.69166,1.27488,0.47247,0.00326,0.15344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.9097137451172,4.035606861114502,11.484606742858887,25.249948501586914,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.5666666666666667,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.5666666666666667,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
18,b,0.0299669209695961,0.009988973656532034,0.0299669209695961,2.40657,1.66866,1.27076,0.49571,0.00302,0.15341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.598388671875,4.2282867431640625,11.865683555603027,28.432506561279297,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.6,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.6,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
19,b,0.02996291652678161,0.009987638842260537,0.02996291652678161,2.39653,1.65175,1.25668,0.50969,0.00293,0.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0088806152344,4.4262895584106445,12.707897186279297,30.76291847229004,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.6333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.6333333333333333,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
20,b,0.02995868365046983,0.009986227883489945,0.02995868365046983,2.37791,1.63549,1.25399,0.51943,0.00286,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.5224914550781,4.640852928161621,12.827614784240723,28.495351791381836,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.6666666666666666,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.6666666666666666,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
21,b,0.029954222405936946,0.009984740801978984,0.029954222405936946,2.37923,1.62906,1.25592,0.53769,0.00282,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.4229431152344,4.79049015045166,13.853574752807617,29.9107608795166,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.7,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.7,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
22,b,0.029949532861980873,0.009983177620660292,0.029949532861980873,2.35651,1.60826,1.24384,0.55005,0.00274,0.15337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.3299865722656,4.9947190284729,14.404059410095215,34.024532318115234,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.7333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.7333333333333333,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
23,b,0.029944615090920175,0.009981538363640059,0.029944615090920175,2.33958,1.58189,1.24001,0.56512,0.00276,0.15337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.4949951171875,5.124537467956543,14.361705780029297,31.143856048583984,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.7666666666666667,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.7666666666666667,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
24,b,0.02993946916859297,0.009979823056197656,0.02993946916859297,2.3295,1.56381,1.23091,0.59271,0.00271,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.9155578613281,5.266780376434326,15.04578971862793,32.76327133178711,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.8,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.8,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
25,b,0.029934095174355736,0.009978031724785246,0.029934095174355736,2.31402,1.55719,1.21952,0.62768,0.00257,0.15334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.07958984375,5.367312431335449,15.862913131713867,32.303157806396484,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.8333333333333334,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.8333333333333334,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
26,b,0.029928493191082123,0.009976164397027375,0.029928493191082123,2.2968,1.54132,1.21966,0.6433,0.00254,0.15334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.4477844238281,5.512129306793213,15.810941696166992,36.76481246948242,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.8666666666666667,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.8666666666666667,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0
