epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_alpha_sep,effective_lambda_residual_aux,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,b,0.003,0.001,0.003,2.81795,3.17282,1.51941,0.48344,0.0104,0.15447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.880901336669922,0.0806579664349556,0.16904261708259583,7.467386722564697,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
2,b,0.0029999885497314837,0.0009999961832438278,0.0029999885497314837,2.61435,2.21859,1.30467,0.11786,0.00673,0.15394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.764938354492188,0.08520112931728363,0.1832742840051651,7.36614990234375,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
3,b,0.0029999541991025127,0.000999984733034171,0.0029999541991025127,2.51751,1.99865,1.26243,0.05449,0.0055,0.15376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.973137855529785,0.08723970502614975,0.19028326869010925,7.392219066619873,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
4,b,0.002999896948642816,0.0009999656495476052,0.002999896948642816,2.4684,1.89053,1.23732,0.04431,0.00486,0.15367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.70285415649414,0.08982233703136444,0.19299444556236267,6.506407260894775,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
5,b,0.002999816799235266,0.000999938933078422,0.002999816799235266,2.42182,1.79382,1.22172,0.03817,0.00434,0.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.285643577575684,0.09194556623697281,0.19386905431747437,6.529751300811768,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
6,b,0.0029997137521158663,0.000999904584038622,0.0029997137521158663,2.38694,1.71955,1.20411,0.0361,0.00396,0.15354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.345804214477539,0.0937255322933197,0.2007172405719757,6.662731170654297,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
7,b,0.0029995878088737308,0.0009998626029579104,0.0029995878088737308,2.35812,1.66665,1.19165,0.03545,0.00368,0.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.998075485229492,0.09561976790428162,0.20465613901615143,6.078447341918945,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
8,b,0.00299943897145106,0.0009998129904836867,0.00299943897145106,2.33691,1.61917,1.18202,0.03355,0.00345,0.15347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97886848449707,0.09732943028211594,0.20810240507125854,6.25823974609375,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
9,b,0.0029992672421431115,0.0009997557473810372,0.0029992672421431115,2.31027,1.57467,1.16743,0.03355,0.00329,0.15345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.829001426696777,0.09928083419799805,0.2108203023672104,6.066438674926758,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
10,b,0.002999072623598163,0.000999690874532721,0.002999072623598163,2.28528,1.5442,1.16135,0.03259,0.00307,0.15341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11797046661377,0.10070811957120895,0.2149212509393692,6.192354679107666,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
11,b,0.0029988551188174736,0.0009996183729391577,0.0029988551188174736,2.26381,1.50959,1.14946,0.03279,0.00296,0.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.814276695251465,0.1024911180138588,0.21775241196155548,5.819308757781982,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
12,b,0.0029986147311552363,0.000999538243718412,0.0029986147311552363,2.23595,1.47924,1.14215,0.03204,0.00286,0.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.467455863952637,0.10367588698863983,0.21899813413619995,6.072868824005127,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
13,b,0.0029983514643185257,0.0009994504881061753,0.0029983514643185257,2.22926,1.45837,1.13082,0.03088,0.00273,0.15337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.634668350219727,0.10528663545846939,0.22523386776447296,5.787020683288574,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
14,b,0.002998065322367242,0.0009993551074557474,0.002998065322367242,2.20946,1.42499,1.12393,0.03025,0.00269,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.760274887084961,0.106406569480896,0.22542552649974823,6.148487567901611,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
15,b,0.002997756309714049,0.0009992521032380164,0.002997756309714049,2.18271,1.3992,1.12098,0.03172,0.00266,0.15336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.39968204498291,0.10799259692430496,0.23024620115756989,6.191534042358398,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
16,b,0.002997424431124303,0.0009991414770414344,0.002997424431124303,2.16531,1.38215,1.11151,0.03112,0.0026,0.15335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.185803413391113,0.10930505394935608,0.23166967928409576,6.36718225479126,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
17,b,0.0029970696917159833,0.0009990232305719944,0.0029970696917159833,2.14227,1.35664,1.10292,0.03187,0.00254,0.15334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.025840759277344,0.1105455532670021,0.2368420511484146,6.39676570892334,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
18,b,0.00299669209695961,0.0009988973656532034,0.00299669209695961,2.13217,1.34273,1.09665,0.03158,0.00248,0.15333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.078497886657715,0.11213234812021255,0.24038918316364288,6.701361179351807,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
19,b,0.002996291652678161,0.0009987638842260537,0.002996291652678161,2.11024,1.32215,1.09594,0.03039,0.00245,0.15333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.220571517944336,0.11288097500801086,0.24352256953716278,6.95521354675293,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0.1,0.05,0.25,1.0,1.0,1.0
