epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_alpha_sep,effective_lambda_residual_aux,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,b,0.009956521739130433,0.0033188405797101453,0.009956521739130433,2.8315,3.42995,1.5841,2.49489,0.0,0.0,2,64,0.007626488339155912,66,16,0.49873214960098267,0.44091796875,0.6885332465171814,0.12016728520393372,0.9396501183509827,1.7483506202697754,8.491812705993652,0.07686365395784378,0.16629761457443237,6.996920108795166,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
2,b,0.01995644556995291,0.006652148523317638,0.01995644556995291,2.73035,2.34966,1.36038,1.86196,0.0,0.0,2,64,0.0308779776096344,240,92,1.0863852500915527,0.68359375,0.6275988817214966,0.18929104506969452,1.7699790000915527,2.58686900138855,10.9835205078125,0.10097809135913849,0.238597109913826,7.906898021697998,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
3,b,0.029956064393936686,0.009985354797978897,0.029956064393936686,2.85996,2.31,1.40822,1.8226,0.0,0.0,2,64,0.0086495541036129,77,16,0.7552468180656433,0.603515625,0.5238678455352783,0.11012972891330719,1.358762502670288,1.9927600622177124,14.875547409057617,0.2085164487361908,0.585048496723175,6.379671096801758,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
4,b,0.029998969486428155,0.009999656495476053,0.029998969486428155,2.8753,2.29915,1.43024,1.81017,0.0,0.0,2,64,0.011439732275903225,106,17,0.5974156856536865,0.5322265625,0.5697284936904907,0.11730805784463882,1.1296422481536865,1.816678762435913,20.572139739990234,0.513899028301239,1.724639892578125,8.712886810302734,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
5,b,0.029998167992352658,0.00999938933078422,0.029998167992352658,2.76015,2.14907,1.36391,1.72327,0.0,0.0,2,64,0.004557291977107525,35,14,0.5957613587379456,0.5546875,0.5305882692337036,0.10940767824649811,1.1504487991333008,1.7904447317123413,33.23568344116211,0.8190487623214722,2.86586332321167,13.182865142822266,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
6,b,0.02999713752115866,0.00999904584038622,0.02999713752115866,2.68444,2.05309,1.33631,1.66392,0.0,0.0,2,64,0.008463541977107525,67,24,0.6553124785423279,0.52880859375,0.4760935604572296,0.11883112788200378,1.1841211318969727,1.779045820236206,52.83953857421875,1.1247098445892334,3.971944808959961,14.757467269897461,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
7,b,0.02999587808873731,0.009998626029579103,0.02999587808873731,2.62619,1.97524,1.30925,1.61286,0.0,0.0,2,64,0.009393601678311825,77,24,0.5640036463737488,0.4306640625,0.5118542909622192,0.10707108676433563,0.9946677088737488,1.6135931015014648,71.36351776123047,1.4126837253570557,4.709078788757324,16.298606872558594,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
8,b,0.0299943897145106,0.009998129904836867,0.0299943897145106,2.59054,1.92612,1.29534,1.59325,0.0,0.0,2,64,0.01515997014939785,112,51,0.5651552677154541,0.51416015625,0.551190972328186,0.12097933888435364,1.079315423965454,1.7514857053756714,83.45503234863281,1.7171835899353027,5.968292713165283,19.944778442382812,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
9,b,0.029992672421431114,0.009997557473810372,0.029992672421431114,2.56233,1.87014,1.26755,1.557,0.0,0.0,2,64,0.01209077425301075,88,42,0.44764426350593567,0.62255859375,0.460727334022522,0.15548579394817352,1.0702028274536133,1.6864159107208252,92.57498931884766,1.9855631589889526,6.8061909675598145,21.04314613342285,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
10,b,0.02999072623598163,0.00999690874532721,0.02999072623598163,2.52668,1.84212,1.26185,1.52995,0.0,0.0,2,64,0.013950892724096775,102,48,0.6106210350990295,0.495361328125,0.5178850293159485,0.111882284283638,1.1059823036193848,1.73574960231781,127.49766540527344,2.2468245029449463,7.801848411560059,22.87388038635254,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
