server,run_key,method,rows,latest_epoch,latest_map50,latest_map5095,best_map5095,best_epoch,late5_map5095,late10_map5095,late20_map5095,late50_map5095,matched_det_rows,latest_delta_vs_detonly,late20_delta_vs_detonly,positive_epochs_vs_detonly,matched_plain_rows,latest_delta_vs_plain,late20_delta_vs_plain,positive_epochs_vs_plain,mainline_evidence_allowed,rank_d_neg_cap_arg,alpha_s_rec_arg,alpha_kd_arg,lambda_reach_arg,student_branch_mode_arg,reach_input_mode_arg,ladd_b_detach_reach_probe_diag,ladd_b_frozen_reach_probe_diag,effective_alpha_s_rec_diag,effective_alpha_kd_diag,effective_lambda_reach_diag,note
remote_4090,detonly_zw1,detonly_control_zw1cache,222,222,0.660030,0.413800,0.413800,222,0.412582,0.411229,0.408350,0.399921,222,0.000000,0.000000,0,14,-0.010840,-0.002406,5,yes,,,,,,,0,0,0.0,0.0,0.0,running/available 4090 same-pipeline control
remote_4090,plain_anchor,dynamic_plain_anchor_4090_yoloinit,14,14,0.320060,0.138770,0.141880,13,0.127018,0.104970,0.085039,0.085039,14,0.010840,0.002406,9,14,0.000000,0.000000,0,yes,,,,,,,0,0,0.0466666666666666,0.4666666666666667,1.0,running plain anchor but too early for strong conclusion
remote_4090,resume_dynamic,dynamic_resume_fixed,259,586,0.816640,0.534830,0.534830,586,0.534144,0.533564,0.532339,0.528799,222,0.112570,0.116080,222,14,0.337300,0.388194,14,no,,,,,,,0,0,0.1,1.0,1.0,"resume/reload-like; context only, not YOLO-init main evidence"
remote_4090,combo_singleproj_raw_STOPPED,combo_singleproj_raw_STOPPED,43,43,0.509360,0.268940,0.268940,43,0.263066,0.253451,0.230643,0.163718,43,0.006740,0.005519,25,14,-0.009090,-0.012564,2,no,,,,,,,0,0,0.0,1.0,1.0,stopped diagnostic combo/frankenstein; do not use as main evidence
remote_4090,combo_raw_wo_srec_STOPPED,combo_raw_wo_srec_STOPPED,34,34,0.463010,0.237550,0.237550,34,0.225556,0.212576,0.186927,0.141802,34,0.002330,0.003828,22,14,-0.013810,-0.007701,3,no,,,,,,,0,0,0.0,1.0,1.0,stopped diagnostic combo/frankenstein; do not use as main evidence
remote_4090,frank_singleproj_adapter_wo_srec_capR2_STOPPED,frank_singleproj_adapter_wo_srec_capR2_STOPPED,18,18,0.336300,0.153980,0.155610,17,0.144336,0.130181,0.093407,0.093407,18,0.009050,-0.002802,8,14,-0.000030,-0.006583,4,no,,,,,,,0,0,0.0,0.6,1.0,stopped diagnostic frankenstein; do not use as main evidence
remote_4090,frank_singleproj_adapter_lowsrec_capR2_STOPPED,frank_singleproj_adapter_lowsrec_capR2_STOPPED,17,17,0.339010,0.155610,0.155610,17,0.141686,0.122547,0.089844,0.089844,17,0.003430,-0.003499,7,14,-0.000030,-0.006583,4,no,,,,,,,0,0,0.0113333333333333,0.5666666666666667,1.0,stopped diagnostic frankenstein; do not use as main evidence
remote_4090,frank_singleproj_raw_lowsrec_capR2_STOPPED,frank_singleproj_raw_lowsrec_capR2_STOPPED,18,18,0.312510,0.139740,0.151980,17,0.140276,0.124464,0.088131,0.088131,18,-0.005190,-0.008079,3,14,-0.009090,-0.012564,2,no,,,,,,,0,0,0.012,0.6,1.0,stopped diagnostic frankenstein; do not use as main evidence
remote_4090,frank_singleproj_adapter_wo_srec_capR4_STOPPED,frank_singleproj_adapter_wo_srec_capR4_STOPPED,16,16,0.314330,0.138010,0.140100,15,0.134662,0.118796,0.088779,0.088779,16,-0.009100,-0.000888,9,14,-0.004370,-0.003443,5,no,,,,,,,0,0,0.0,0.5333333333333333,1.0,stopped diagnostic frankenstein; do not use as main evidence
remote_4090,frank_singleproj_raw_wo_srec_capR4_STOPPED,frank_singleproj_raw_wo_srec_capR4_STOPPED,17,17,0.296600,0.130230,0.137170,15,0.130102,0.116512,0.086372,0.086372,17,-0.021950,-0.006971,5,14,-0.016210,-0.008919,1,no,,,,,,,0,0,0.0,0.5666666666666667,1.0,stopped diagnostic frankenstein; do not use as main evidence
