best,best_epoch,group,label,last,metric,model,phase,remote_run_dir,rows,run_id,server,tag
0.65533,10,m_short,autodl_m_short4_freezebn,0.65533,metrics/mAP50-95(B),m,unknown,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a1_e10_b32_s0_gpu0,10,M3,autodl,_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1
0.64189,4,m_short,autodl_m_short4_freezebn,0.64189,metrics/mAP50-95(B),m,unknown,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a2_e4_b32_s0_gpu0,4,M3,autodl,_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1
0.62713,1,m_short,autodl_m_short4_freezebn,0.62713,metrics/mAP50-95(B),m,unknown,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_b_e1_b32_s0_gpu0,1,M3,autodl,_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1
0.65533,10,m_short_duplicate,autodl_m_short4_duplicate,0.65533,metrics/mAP50-95(B),m,unknown,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a1_e10_b32_s0_gpu0,10,M1_auto,autodl,_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1
0.64189,4,m_short_duplicate,autodl_m_short4_duplicate,0.64189,metrics/mAP50-95(B),m,unknown,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a2_e4_b32_s0_gpu0,4,M1_auto,autodl,_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1
0.62713,1,m_short_duplicate,autodl_m_short4_duplicate,0.62713,metrics/mAP50-95(B),m,unknown,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_b_e1_b32_s0_gpu0,1,M1_auto,autodl,_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1
0.1005738666228594,1,comparison_aborted,autodl_hallucidet_n_b8_terminated,0.08794305784566785,metrics/mAP50-95(B),n,train,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/comparisons/hallucidet_standalone/yolo11n/hallucidet_yolo11n_s0_800ep_img256_b8_autodl_20260613,5,Hallu_b8_aborted,autodl,hallucidet_yolo11n_s0_800ep_img256_b8_autodl_20260613
