key,run,role,epochs_recorded,first_ap,best_ap,best_ap_epoch,last_ap,best_ap_gap_vs_sar_best,last_ap_gap_vs_sar_best,last_ap_gap_vs_sar_same_epoch,best_ap50,best_ap50_epoch,last_ap50,best_ap50_gap_vs_sar_best,source
yolo_init_detonly,YOLO-init det-only,init-source control,332,0.01768,0.45155,332,0.45155,-0.10499000000000003,-0.10499000000000003,-0.012019999999999975,0.70449,332,0.70449,-0.12119000000000002,ladd/results/b800_restart_20260614/evidence_raw/autodl/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N0_yoloinit_detonly_20260614_autodl_b_e800_b64_s0_gpu0/results.csv
sar_last_detonly,SAR-last det-only,init-source control,338,0.536,0.57687,337,0.57661,0.02032999999999996,0.02006999999999992,0.10999999999999993,0.84907,336,0.84834,0.023390000000000022,ladd/results/b800_restart_20260614/evidence_raw/autodl/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N1_baselast_continue_20260614_autodl_b_e800_b64_s0_gpu0/results.csv
sar_baseline,SAR baseline,baseline reference,800,0.05211,0.55654,734,0.55127,0.0,-0.005269999999999997,0.0,0.82568,751,0.8234,0.0,ladd/results/ladd90_formal_baselines_20260612/results/sar_yolo11n_s0_b64.csv
rgb_baseline,RGB baseline,baseline reference,800,0.13342,0.63018,723,0.62737,0.07363999999999993,0.07082999999999995,0.07609999999999995,0.93028,729,0.92787,0.10460000000000003,ladd/results/ladd90_formal_baselines_20260612/results/rgb_yolo11n_s0_b64.csv
