epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,57.1996,2.33702,2.94572,1.35627,0.38025,0.33183,0.29681,0.13496,2.30488,1.98006,1.12539,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884
2,122.187,2.2633,1.77805,1.17552,0.24945,0.35803,0.22932,0.07933,2.44801,7.81427,1.26024,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215
3,187.867,2.41613,1.78847,1.26071,0.31174,0.10688,0.05674,0.01655,2.64478,19.5403,1.49212,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535
4,252.048,2.4409,1.76048,1.30546,0.41068,0.33874,0.29514,0.11381,2.38565,2.95029,1.27038,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966
5,317.112,2.3115,1.58953,1.26582,0.44672,0.38126,0.32665,0.12336,2.27143,3.05849,1.19768,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939
6,381.359,2.21861,1.47979,1.2224,0.51337,0.40122,0.38046,0.12979,2.33324,1.66338,1.24142,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905
7,446.022,2.16958,1.40523,1.19985,0.53401,0.3755,0.38559,0.15119,2.24581,1.57029,1.21013,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
8,510.101,2.12688,1.35957,1.18089,0.52256,0.43342,0.41147,0.174,2.19593,1.85889,1.17107,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813
9,574.19,2.09443,1.31013,1.16078,0.60723,0.47132,0.50559,0.2249,2.06407,1.35832,1.1285,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
10,638.086,2.0728,1.28742,1.15458,0.57536,0.46714,0.48103,0.20713,2.0588,1.33015,1.13781,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691
11,702.672,2.04208,1.25799,1.13952,0.6292,0.5489,0.55659,0.25368,1.99832,1.51018,1.08845,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618
12,766.301,2.02201,1.22889,1.13336,0.68492,0.56417,0.59766,0.26936,1.97341,1.16656,1.09002,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538
13,829.525,1.99965,1.2072,1.11759,0.67716,0.55511,0.57914,0.24372,2.0088,1.28387,1.10002,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945
14,892.94,1.99398,1.19142,1.11222,0.67525,0.59697,0.61349,0.28427,1.91896,1.17794,1.06651,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355
15,957.768,1.96743,1.16758,1.10267,0.67311,0.5798,0.61057,0.27699,1.9354,1.12817,1.06673,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252
16,1022.21,1.95668,1.15692,1.10004,0.68911,0.63082,0.64144,0.29446,1.92325,1.11777,1.06294,0.0299742,0.00999141,0.0299742,0.00999141,0.0299742,0.00999141,0.0299742,0.00999141
17,1086.81,1.94669,1.14362,1.09285,0.67972,0.60287,0.63222,0.29307,1.89129,1.14464,1.05932,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023
18,1150.19,1.9312,1.13093,1.08592,0.66446,0.56323,0.58635,0.28489,1.90594,1.11468,1.05261,0.0299669,0.00998897,0.0299669,0.00998897,0.0299669,0.00998897,0.0299669,0.00998897
