path,name,phase,model,seed,epochs,batch,alpha_kd,alpha_s_rec,alpha_sep,lambda_sep,lambda_residual_aux,residual_aux_mode,lambda_teacher_private_aux,teacher_private_aux_mode,lambda_reach,lambda_match_inner,lambda_rank_inner,ladd_b_det_only,ladd_a2_det_only,ladd_b_a2_core,cats
ladd/results/b800_restart_20260614/evidence_raw/autodl/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N1_basebest_continue_20260614_autodl_b_e800_b64_s0_gpu0/args.yaml,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N1_basebest_continue_20260614_autodl_b_e800_b64_s0_gpu0,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11n_hbb_800ep_cos_nomosaic_albu,0,800,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/b800_restart_20260614/evidence_raw/ladd4090/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2last_continue_20260614_cfgfix_b_e800_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2last_continue_20260614_cfgfix_b_e800_b64_s0_gpu1,,runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_y,0,800,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/b800_restart_20260614/evidence_raw/ladd4090/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2best_continue_20260614_cfgfix_b_e800_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N2_a2best_continue_20260614_cfgfix_b_e800_b64_s0_gpu1,,runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_y,0,800,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/b800_restart_20260614/evidence_raw/ladd4090/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N4_yoloinit_a2last_decomp_kdwarmup_20260614_cfgfix_b_e800_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N4_yoloinit_a2last_decomp_kdwarmup_20260614_cfgfix_b_e800_b64_s0_gpu1,,/root/shared-nvme/LADD_public/yolo11n.pt,0,800,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/b800_restart_20260614/evidence_raw/ladd4090/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N3_yoloinit_a2last_decomp_20260614_cfgfix_retry2_b_e800_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_b800sched_N3_yoloinit_a2last_decomp_20260614_cfgfix_retry2_b_e800_b64_s0_gpu1,,/root/shared-nvme/LADD_public/yolo11n.pt,0,800,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_weakkd0p1_b120_b32retry2/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_b_e120_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_b_e120_b32_s0_gpu0,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11s/cap2/ladd_,0,120,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_weakkd0p1_b120_b32retry2/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_a1_e10_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_a1_e10_b32_s0_gpu0,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11s_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_weakkd0p1_b120_b32retry2/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_a2_e13_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bweakKD0p1_b120_b32retry2_a2_e13_b32_s0_gpu0,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11s/cap2/ladd_,0,13,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr3e4_short4_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a2_e4_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a2_e4_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,4,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr3e4_short4_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a1_e10_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a1_e10_b32_s0_gpu1,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11m_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr3e4_short4_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_b_e1_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_b_e1_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,1,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_detonly_lr1e4_b120/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_a2_e13_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_a2_e13_b64_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11s/cap2/ladd_,0,13,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_detonly_lr1e4_b120/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_b_e120_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_b_e120_b64_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11s/cap2/ladd_,0,120,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/s_detonly_lr1e4_b120/unknown/ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_a1_e10_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11s_formal_nomosaic_yolo11s_cap2_s0_fix_s_s0_a2lr3e4_short13_bdetonly_lr1e4_b120_a1_e10_b64_s0_gpu1,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11s_hbb_800ep_cos_nomosaic_albu,0,10,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr1e4_short5_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a2_e5_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a2_e5_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,5,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr1e4_short5_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_b_e1_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_b_e1_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,1,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/m_lr1e4_short5_b1/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a1_e10_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a1_e10_b32_s0_gpu1,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11m_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/n_weakkd0p25_b200/unknown/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a1_e10_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a1_e10_b64_s0_gpu1,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11n_hbb_800ep_cos_nomosaic_albu,0,10,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/n_weakkd0p25_b200/unknown/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_b_e200_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_b_e200_b64_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_,0,200,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/main_4090/runs/n_weakkd0p25_b200/unknown/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a2_e13_b64_s0_gpu1/args.yaml,ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s0_fix_n_s0_a2lr3e4_short13_bweakKD0p25_b200_a2_e13_b64_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11n/cap2/ladd_,0,13,64,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_freezebn/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_b_e1_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_b_e1_b32_s0_gpu0,,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_h,0,1,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_freezebn/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a1_e10_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a1_e10_b32_s0_gpu0,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11m_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_freezebn/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a2_e4_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_autodl_retry1_a2_e4_b32_s0_gpu0,,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_h,0,4,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_duplicate/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_b_e1_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_b_e1_b32_s0_gpu0,,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_h,0,1,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_duplicate/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a2_e4_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a2_e4_b32_s0_gpu0,,/root/autodl-tmp/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_h,0,4,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/repair_experiments_20260613/evidence/autodl/runs/autodl_m_short4_duplicate/unknown/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a1_e10_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_autodl_retry1_a1_e10_b32_s0_gpu0,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11m_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_a2_e10_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_a2_e10_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a2_e5_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_a2_e5_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,5,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_a1_e10_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_a1_e10_b32_s0_gpu1,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11m_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_a1_e10_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_freezeBN_b1_a1_e10_b32_s0_gpu0,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11m_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_b_e1_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr1e4_short5_b1_b_e1_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,1,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_a1_e10_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_a1_e10_b32_s0_gpu1,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11m_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_a1_e10_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_a1_e10_b32_s0_gpu0,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11m_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a2_e4_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_fix_m_s0_a2lr3e4_short4_b1_a2_e4_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,4,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_a2_e50_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_retry3_a2_e50_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,50,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_a1_e10_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2damage_m_s0_a2lr3e4_b1_a1_e10_b32_s0_gpu1,,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/sar/sar_yolo11m_hbb_800ep_cos_nomosaic_albu,0,10,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_b_e1_b32_s0_gpu0/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2short10_b1_b_e1_b32_s0_gpu0,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,1,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_a2_e50_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_capkd_m_s0_a2probe_b1_retry1_a2_e50_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,50,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
ladd/results/ladd4090_shutdown_sync_20260614/evidence_raw/ladd4090/repo_root_snapshot/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_b_e1_b32_s0_gpu1/args.yaml,ladd_hbb_ogsod11m_formal_nomosaic_yolo11m_cap2_s0_diag_a2select_m_s0_a2lr3e4_short10_b1_b_e1_b32_s0_gpu1,,/root/shared-nvme/LADD_public/runs_public/ogsod/hbb/formal_nomosaic_20260528/ladd/yolo11m/cap2/ladd_,0,1,32,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,
