epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2
1,242.661,2.84659,3.63256,1.71619,2.80947,4.49495,1.96241,0,0.534973,0.147888,0.108722,0.038765,nan,nan,nan,nan,nan,nan,nan,0.00332607,0.00332607,0.0700654
2,471.744,2.7307,2.64519,1.46305,2.73135,4.44569,1.90445,0,0.616396,0.196391,0.167323,0.0634011,nan,nan,nan,nan,nan,nan,nan,0.00664292,0.00664292,0.0400489
3,696.499,2.68676,2.43407,1.3902,2.66483,4.41038,1.80182,0.00166,0.291141,0.219897,0.168177,0.0651205,nan,nan,nan,nan,nan,nan,nan,0.00994327,0.00994327,0.0100159
4,919.818,2.66547,2.33489,1.34843,2.52078,4.29318,1.65736,0.00354,0.274696,0.221059,0.190576,0.0809383,nan,nan,nan,nan,nan,nan,nan,0.00992575,0.00992575,0.00992575
5,1139.61,2.64034,2.25313,1.32037,2.45581,4.19077,1.53495,0.00527,0.379698,0.232294,0.215958,0.0937551,nan,nan,nan,nan,nan,nan,nan,0.009901,0.009901,0.009901
6,1362.82,2.60109,2.1588,1.29249,2.38671,4.05914,1.43654,0.01749,0.398368,0.221771,0.2121,0.0901299,nan,nan,nan,nan,nan,nan,nan,0.00987625,0.00987625,0.00987625
7,1580.42,2.59003,2.13287,1.28595,2.35849,3.83656,1.38337,0.04532,0.367136,0.243054,0.226687,0.0949603,nan,nan,nan,nan,nan,nan,nan,0.0098515,0.0098515,0.0098515
8,1802.15,2.57347,2.10112,1.28065,2.36734,3.47141,1.36786,0.82213,0.358444,0.277765,0.244995,0.107084,nan,nan,nan,nan,nan,nan,nan,0.00982675,0.00982675,0.00982675
9,2027.29,2.55742,2.06556,1.26836,2.41575,3.11942,1.37114,1.41849,0.355264,0.255653,0.233799,0.100395,nan,nan,nan,nan,nan,nan,nan,0.009802,0.009802,0.009802
10,2259.57,2.54656,2.0369,1.26249,2.42113,2.89629,1.35107,1.499,0.383565,0.272278,0.258871,0.105465,nan,nan,nan,nan,nan,nan,nan,0.00977725,0.00977725,0.00977725
