epoch,fitness,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),primary_metric,primary_metric_key,train/box_loss,train/cls_loss,train/dfl_loss,train/loss,train/lr,val/loss
0,0.11292762425407583,0.2205119039437121,0.11292762425407583,0.700480939004855,0.21653134584338884,0.11292762425407583,metrics/mAP50-95(B),3.5395470930182413,5.529164487900942,1.9540233974871428,703.8830059880796,0.0001,405.4686174063847
1,0.1293388361852649,0.24146261451319131,0.1293388361852649,0.7112414689016591,0.23221568099644074,0.1293388361852649,metrics/mAP50-95(B),2.790029812377432,2.155927260543989,1.5384410749311033,412.35787293807317,9.99996183243828e-05,376.2632151636584
2,0.13464308194837823,0.25911641744532893,0.13464308194837823,0.7157833058416837,0.25185521165769753,0.13464308194837823,metrics/mAP50-95(B),2.732576518473418,2.0453727457834328,1.494754013289576,399.8306721894637,9.99984733034171e-05,367.03093351166825
3,0.1397325147491527,0.26459897059319576,0.1397325147491527,0.39099011266795064,0.2624530239909413,0.1397325147491527,metrics/mAP50-95(B),2.6845611354579098,1.9263713302819625,1.4700065726819245,387.39516644685165,9.999656495476053e-05,360.9813371855637
4,0.14496134107789485,0.27261345831389167,0.14496134107789485,0.3980616161939454,0.2600509216332217,0.14496134107789485,metrics/mAP50-95(B),2.655667564143305,1.866166301395582,1.4618622059407442,381.0252829676089,9.999389330784221e-05,356.275285391972
5,0.1366529656473385,0.26365619565101445,0.1366529656473385,0.4440542426822954,0.25657387493147255,0.1366529656473385,metrics/mAP50-95(B),2.604086124378702,1.8293781031732974,1.4396041590234507,373.7830330890158,9.999045840386222e-05,353.90912562403184
6,0.149570114978242,0.28666819425625567,0.149570114978242,0.46099500535608495,0.28609308605809197,0.149570114978242,metrics/mAP50-95(B),2.587114609842715,1.7760708140290302,1.4268999944562497,368.98333912725036,9.998626029579104e-05,348.25891350055565
7,0.1531292852883044,0.2920574773257257,0.1531292852883044,0.48771184137757895,0.2828961675451718,0.1531292852883044,metrics/mAP50-95(B),2.5546679190967394,1.7489073914030324,1.4086715252503106,363.99779903577723,9.998129904836869e-05,343.893909585887
8,0.15307701876604668,0.3015068880705845,0.15307701876604668,0.49978524597310275,0.30234635742513183,0.15307701876604668,metrics/mAP50-95(B),2.5339438293291177,1.7145652444466302,1.3895004137702611,358.95431090645167,9.997557473810373e-05,338.53611939528895
9,0.1541448336839131,0.3024046651142814,0.1541448336839131,0.4786906034450003,0.2909014069945643,0.1541448336839131,metrics/mAP50-95(B),2.5294782721478004,1.687176527666009,1.4040391797604768,358.01913714201555,9.99690874532721e-05,337.5151306678509
