batch,d_s_u_mean,d_s_u_median,d_s_u_q25,d_s_u_q75,d_s_z_mean,d_s_z_median,d_s_z_q25,d_s_z_q75,fg_ratio,learnability_gap_direct_mean,learnability_gap_direct_median,learnability_gap_direct_q25,learnability_gap_direct_q75,learnability_positive_ratio,level,tokens
0,2.411806344985962,2.431619644165039,2.352158308029175,2.4848227500915527,1.6103036403656006,1.60556960105896,1.4941145181655884,1.7207725048065186,0.005859375,0.8015027642250061,0.801925539970398,0.6699821949005127,0.9465010166168213,1.0,P3,512
0,2.1103477478027344,2.1012487411499023,2.047287940979004,2.16015362739563,1.9692331552505493,1.986440896987915,1.8516007661819458,2.114980936050415,0.00390625,0.14111439883708954,0.12557798624038696,-0.034789085388183594,0.27729716897010803,0.708984375,P4,512
0,2.121321201324463,2.1213936805725098,2.075554609298706,2.163811683654785,1.5601052045822144,1.573333740234375,1.4091684818267822,1.7227740287780762,0.015625,0.5612159967422485,0.5525371432304382,0.39878949522972107,0.705223560333252,1.0,P5,128
1,2.1211390495300293,2.1201720237731934,2.0636842250823975,2.1644082069396973,1.4715627431869507,1.5078868865966797,1.3169070482254028,1.6320871114730835,0.0,0.6495764255523682,0.6175912022590637,0.49985361099243164,0.8242166638374329,1.0,P5,128
