epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,214.879,2.33568,2.93848,1.35775,0.44903,0.31845,0.31706,0.13342,2.29087,2.06515,1.15716,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884
2,396.073,2.28888,1.78821,1.17408,0.40166,0.29787,0.24319,0.09708,2.3215,3.68901,1.23663,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215
3,588.376,2.41292,1.78054,1.25251,0.39751,0.19635,0.18977,0.07049,2.60797,7.39174,1.36876,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535
4,785.85,2.43498,1.75507,1.29744,0.40094,0.28952,0.24961,0.09527,2.66572,3.02964,1.32479,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966
5,974.466,2.32195,1.60049,1.25542,0.4351,0.39618,0.33511,0.11868,2.34718,3.32001,1.22589,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939
6,1153.57,2.23564,1.49156,1.21473,0.5545,0.47598,0.46724,0.18911,2.17162,1.4434,1.17961,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905
7,1346.29,2.18753,1.41468,1.1927,0.43132,0.47892,0.40635,0.17028,2.13798,1.67093,1.1619,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
8,1541.09,2.14203,1.3778,1.17615,0.53245,0.47211,0.46116,0.19385,2.06065,1.48856,1.125,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813
9,1741.8,2.1035,1.32654,1.16445,0.58859,0.49218,0.50027,0.21887,2.10835,1.32954,1.13683,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
10,1924.38,2.06756,1.29137,1.1436,0.62688,0.54683,0.57274,0.25407,2.00542,1.22183,1.11049,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691
11,2079.32,2.05319,1.2683,1.1369,0.62534,0.55356,0.58111,0.25981,2.04314,1.2288,1.10892,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618
12,2280.34,2.01171,1.244,1.11962,0.63652,0.56601,0.57041,0.25413,1.9961,1.25497,1.09982,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538
13,2477.97,2.01225,1.22198,1.11893,0.67552,0.57109,0.60133,0.27445,1.95032,1.21265,1.07673,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945
14,2667.09,1.99166,1.19712,1.10708,0.65853,0.58998,0.61223,0.28083,1.92655,1.12786,1.0666,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355
15,2844.14,1.98125,1.18563,1.10371,0.61988,0.59759,0.61079,0.28476,1.92044,1.27584,1.05684,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252
16,3036.65,1.97017,1.16639,1.09751,0.70061,0.62623,0.65173,0.30207,1.9034,1.11193,1.05477,0.0299742,0.00999141,0.0299742,0.00999141,0.0299742,0.00999141,0.0299742,0.00999141
17,3240.94,1.95343,1.15926,1.0881,0.69863,0.6029,0.6387,0.30232,1.88516,1.10958,1.04781,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023
18,3436.93,1.93574,1.13743,1.08636,0.71378,0.64422,0.68714,0.33526,1.84312,1.04788,1.03958,0.0299669,0.00998897,0.0299669,0.00998897,0.0299669,0.00998897,0.0299669,0.00998897
19,3620.6,1.92528,1.1277,1.07614,0.73536,0.62672,0.67614,0.32825,1.82914,1.03882,1.03268,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764
20,3805.82,1.9242,1.11437,1.07525,0.69903,0.62306,0.66658,0.32492,1.82455,1.0538,1.03112,0.0299587,0.00998623,0.0299587,0.00998623,0.0299587,0.00998623,0.0299587,0.00998623
21,4002.81,1.90885,1.10261,1.06958,0.73542,0.66079,0.69371,0.3402,1.82251,1.03383,1.0265,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474
22,4196.37,1.88985,1.09298,1.06587,0.73898,0.65569,0.70642,0.34655,1.80798,1.00271,1.02166,0.0299495,0.00998318,0.0299495,0.00998318,0.0299495,0.00998318,0.0299495,0.00998318
23,4386.12,1.89103,1.08925,1.06667,0.75845,0.66966,0.71767,0.3543,1.77116,0.97671,1.01517,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154
24,4563.76,1.87494,1.07362,1.05913,0.73693,0.65841,0.6975,0.34788,1.79928,0.98555,1.01815,0.0299395,0.00997982,0.0299395,0.00997982,0.0299395,0.00997982,0.0299395,0.00997982
25,4757.03,1.87061,1.06261,1.05528,0.74613,0.68331,0.71911,0.36075,1.77486,0.96238,1.01258,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803
26,4954.63,1.86044,1.04961,1.04717,0.76792,0.68648,0.73122,0.36907,1.7535,0.954,1.0024,0.0299285,0.00997616,0.0299285,0.00997616,0.0299285,0.00997616,0.0299285,0.00997616
27,5143.51,1.85037,1.04547,1.04538,0.75289,0.70138,0.73107,0.3682,1.74466,0.94968,0.99925,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422
28,5321,1.8486,1.0377,1.0432,0.74778,0.70551,0.73581,0.36852,1.73974,0.94082,0.99614,0.0299166,0.0099722,0.0299166,0.0099722,0.0299166,0.0099722,0.0299166,0.0099722
29,5509.44,1.82751,1.0269,1.03692,0.76501,0.70119,0.73887,0.37991,1.70887,0.93509,0.98772,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011
30,5703.57,1.83408,1.02832,1.03747,0.76883,0.71629,0.74537,0.38066,1.73166,0.92197,0.99061,0.0299038,0.00996794,0.0299038,0.00996794,0.0299038,0.00996794,0.0299038,0.00996794
31,5895.65,1.83453,1.02329,1.03436,0.77472,0.71799,0.75301,0.38374,1.71814,0.90985,0.98993,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569
32,6077.14,1.81343,1.01256,1.0316,0.78071,0.72505,0.75928,0.38842,1.69724,0.899,0.9827,0.0298901,0.00996337,0.0298901,0.00996337,0.0298901,0.00996337,0.0298901,0.00996337
33,6243.5,1.80786,1.00149,1.03012,0.77795,0.70647,0.74839,0.38599,1.70747,0.89714,0.9846,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
34,6437.42,1.80971,1.00569,1.02751,0.78322,0.72504,0.76578,0.40089,1.67482,0.88012,0.97475,0.0298755,0.00995849,0.0298755,0.00995849,0.0298755,0.00995849,0.0298755,0.00995849
35,6626.11,1.79282,0.98634,1.02218,0.78208,0.75449,0.7782,0.41251,1.65604,0.87028,0.97388,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594
36,6800.4,1.78497,0.98721,1.01886,0.77773,0.72849,0.75457,0.39835,1.67194,0.87155,0.97352,0.02986,0.00995332,0.02986,0.00995332,0.02986,0.00995332,0.02986,0.00995332
37,6981.87,1.78555,0.98425,1.01815,0.78078,0.73138,0.76189,0.40288,1.64574,0.85122,0.96657,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062
38,7179.28,1.77396,0.97296,1.0192,0.80183,0.74278,0.78002,0.41765,1.64016,0.84563,0.96584,0.0298435,0.00994784,0.0298435,0.00994784,0.0298435,0.00994784,0.0298435,0.00994784
39,7365.13,1.77672,0.96982,1.01426,0.81036,0.74773,0.78344,0.41706,1.62932,0.83851,0.96345,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499
40,7539.19,1.77095,0.97091,1.01117,0.79544,0.74844,0.78158,0.41583,1.60739,0.83862,0.95989,0.0298262,0.00994206,0.0298262,0.00994206,0.0298262,0.00994206,0.0298262,0.00994206
41,7712.02,1.76502,0.96502,1.01434,0.81203,0.75618,0.79387,0.42044,1.60152,0.83127,0.95831,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
42,7895.93,1.7576,0.95721,1.01226,0.8091,0.75784,0.79179,0.42537,1.6055,0.83483,0.95794,0.0298079,0.00993598,0.0298079,0.00993598,0.0298079,0.00993598,0.0298079,0.00993598
43,8073.49,1.75344,0.95292,1.00512,0.79928,0.7585,0.79021,0.42317,1.59925,0.82689,0.95384,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282
44,8238.61,1.74734,0.94653,1.00117,0.80748,0.75699,0.79077,0.42924,1.60016,0.81138,0.95392,0.0297888,0.0099296,0.0297888,0.0099296,0.0297888,0.0099296,0.0297888,0.0099296
45,8416.75,1.75432,0.95117,1.0047,0.80086,0.75336,0.78831,0.42593,1.59795,0.81431,0.95226,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629
46,8596.61,1.74633,0.93937,1.00505,0.80415,0.75842,0.78942,0.42828,1.58298,0.80707,0.94839,0.0297687,0.00992291,0.0297687,0.00992291,0.0297687,0.00992291,0.0297687,0.00992291
47,8767.6,1.73224,0.93377,0.99655,0.79957,0.76518,0.79291,0.4281,1.58283,0.80541,0.94641,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946
48,8938.94,1.72906,0.93166,0.99833,0.81009,0.76966,0.80115,0.43668,1.56579,0.79297,0.94382,0.0297478,0.00991593,0.0297478,0.00991593,0.0297478,0.00991593,0.0297478,0.00991593
49,9123.69,1.7394,0.93456,0.99847,0.81296,0.76749,0.80498,0.43824,1.56756,0.79113,0.94381,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
50,9303.61,1.71996,0.92511,0.99686,0.80468,0.77106,0.80121,0.43737,1.56168,0.78756,0.94305,0.0297259,0.00990864,0.0297259,0.00990864,0.0297259,0.00990864,0.0297259,0.00990864
51,9473.48,1.72738,0.92284,0.99675,0.80728,0.76348,0.80109,0.43851,1.55893,0.78502,0.94143,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489
